k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.261525728845616, -0.9840470995325117, 0.1287594616536188, -0.2541781109362298, 0.6113435958202225, -0.0119047015552621, -0.6503881413603843]|52928.6484375000000000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[10.261525728845616, -0.9840470995325117, 0.1287594616536188, -0.2541781109362298, 0.6113435958202225, -0.0119047015552621, -0.6503881413603843]|52928.6484375000000000|      1.00000000|[15, 0, 0, 5]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[10.31389058183251, -0.6882502093422976, -0.4581813907314843, -0.16167553099183, 0.764467907342864, 0.3941640311916774, -0.0434557234285772]|33755.5585937500000000|      2.00000000|[21, 0, 0, 7]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[10.31389058183251, -0.6882502093422976, -0.4581813907314843, -0.16167553099183, 0.764467907342864, 0.3941640311916774, -0.0434557234285772]|33755.5585937500000000|      1.00000000|[29, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[10.31389058183251, -0.6882502093422976, -0.4581813907314843, -0.16167553099183, 0.764467907342864, 0.3941640311916774, -0.0434557234285772]|33755.5585937500000000|      0.50000000|[37, 0, 0, 13]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[10.31389058183251, -0.6882502093422976, -0.4581813907314843, -0.16167553099183, 0.764467907342864, 0.3941640311916774, -0.0434557234285772]|33755.5585937500000000|      0.25000000|[45, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[10.31389058183251, -0.6882502093422976, -0.4581813907314843, -0.16167553099183, 0.764467907342864, 0.3941640311916774, -0.0434557234285772]|33755.5585937500000000|      0.12500000|[53, 0, 0, 19]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[10.31389058183251, -0.6882502093422976, -0.4581813907314843, -0.16167553099183, 0.764467907342864, 0.3941640311916774, -0.0434557234285772]|33755.5585937500000000|      0.06250000|[61, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[10.31389058183251, -0.6882502093422976, -0.4581813907314843, -0.16167553099183, 0.764467907342864, 0.3941640311916774, -0.0434557234285772]|33755.5585937500000000|      0.03125000|[69, 0, 0, 25]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[10.31389058183251, -0.6882502093422976, -0.4581813907314843, -0.16167553099183, 0.764467907342864, 0.3941640311916774, -0.0434557234285772]|33755.5585937500000000|      0.01562500|[77, 0, 0, 28]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
