k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0, -1.2, 1.0]|24876.8647026020043995|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2196660809406923, 1.085453236005445, -0.9991650491858401, 0.9095523286111704, -1.311483294371119, 0.9335524253877419, -1.2976336400375046, 1.0649325220982093, -1.2200742609787831, 1.0374435186167268, -1.1199517710777434, 0.9389471543201309, -1.1037174094262063, 1.129633856976675, -1.2716961955274404, 0.8632970136796535, -1.1858960946227328, 0.8292045477192419, -1.3278291912204803, 0.9778837211630822, -1.2669631662813892, 0.9651106065175868, -1.1935598460592227, 0.9542194436688648, -1.2269306806026068, 0.7832354267266411, -1.1401889174508284, 1.101263515176883, -1.4203691687233708, 0.9141542491646502, -1.0765680400253403, 1.0681697302173587, -1.1796474098931375, 1.0899023989065937, -1.1349472386194395, 0.9676288479303606, -1.1692309312786098, 0.9484281401295634, -1.0907920912078704, 0.8829802683159779, -1.1649682730193456, 0.9609013708903812, -1.0583258621686267, 1.0777453965775297, -1.1471181486614093, 1.0480678256017841, -1.3603650969203087, 0.9496122586729834, -1.0559278863231882, 0.8846821293497918, -1.2152594910087444, 0.8603022471651076, -1.0967676019502246, 0.8235277350803627, -1.181335224643502, 0.8855136794573236, -1.0498314885366506, 0.9622505380653197, -1.126889047342911, 0.8908753795738131, -1.1084100213758088, 0.8241916143172492, -1.4927468300517042, 0.8542060333740074, -1.1840266811979618, 0.9154351123942541, -1.0113772428312133, 0.9402540015461305, -1.2382074234846145, 0.9339186565242995, -1.1513855861398559, 0.9043116216172555, -1.3301652581977883, 0.9671421905150248, -1.0526562078871222, 1.062036561737505, -1.0798779999421213, 0.8638080588957437, -1.123334421284076, 1.0167988046896728, -1.163240166217875, 1.0011871584779464, -1.2266505945887707, 1.0279546721838044, -1.1486786326321925, 0.9226929909151124, -1.243701635811255, 0.9859817158858625, -1.3145140403166888, 1.0303784079943406, -1.3228269223198705, 1.038041971832655, -1.0465298821894597, 1.0764394378072248, -1.161522722577535, 1.046440623467979, -1.099788792864819, 0.8493484895507276, -1.204472071842091, 1.0405304772938837]|23587.8378906250000000|      2.00000000|[37, 12, 0, 3]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | iterate success | actual_k=4
       2|[-1.2196660809406923, 1.085453236005445, -0.9991650491858401, 0.9095523286111704, -1.311483294371119, 0.9335524253877419, -1.2976336400375046, 1.0649325220982093, -1.2200742609787831, 1.0374435186167268, -1.1199517710777434, 0.9389471543201309, -1.1037174094262063, 1.129633856976675, -1.2716961955274404, 0.8632970136796535, -1.1858960946227328, 0.8292045477192419, -1.3278291912204803, 0.9778837211630822, -1.2669631662813892, 0.9651106065175868, -1.1935598460592227, 0.9542194436688648, -1.2269306806026068, 0.7832354267266411, -1.1401889174508284, 1.101263515176883, -1.4203691687233708, 0.9141542491646502, -1.0765680400253403, 1.0681697302173587, -1.1796474098931375, 1.0899023989065937, -1.1349472386194395, 0.9676288479303606, -1.1692309312786098, 0.9484281401295634, -1.0907920912078704, 0.8829802683159779, -1.1649682730193456, 0.9609013708903812, -1.0583258621686267, 1.0777453965775297, -1.1471181486614093, 1.0480678256017841, -1.3603650969203087, 0.9496122586729834, -1.0559278863231882, 0.8846821293497918, -1.2152594910087444, 0.8603022471651076, -1.0967676019502246, 0.8235277350803627, -1.181335224643502, 0.8855136794573236, -1.0498314885366506, 0.9622505380653197, -1.126889047342911, 0.8908753795738131, -1.1084100213758088, 0.8241916143172492, -1.4927468300517042, 0.8542060333740074, -1.1840266811979618, 0.9154351123942541, -1.0113772428312133, 0.9402540015461305, -1.2382074234846145, 0.9339186565242995, -1.1513855861398559, 0.9043116216172555, -1.3301652581977883, 0.9671421905150248, -1.0526562078871222, 1.062036561737505, -1.0798779999421213, 0.8638080588957437, -1.123334421284076, 1.0167988046896728, -1.163240166217875, 1.0011871584779464, -1.2266505945887707, 1.0279546721838044, -1.1486786326321925, 0.9226929909151124, -1.243701635811255, 0.9859817158858625, -1.3145140403166888, 1.0303784079943406, -1.3228269223198705, 1.038041971832655, -1.0465298821894597, 1.0764394378072248, -1.161522722577535, 1.046440623467979, -1.099788792864819, 0.8493484895507276, -1.204472071842091, 1.0405304772938837]|23587.8378906250000000|      1.00000000|[158, 52, 1, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[-1.3883018310386246, 1.1598492414251589, -0.8377094633551365, 0.9274656244592977, -1.2197175072438857, 0.9955101756536282, -1.210204561611797, 0.9358859217923978, -1.2008682856968538, 1.1626977774361889, -1.147335519146652, 0.8021141647028316, -1.1466941240697877, 1.042974038493748, -1.1987021305276642, 0.8815200463807453, -1.1348862182966124, 0.8992275620348626, -1.1862514061412928, 0.9086629908802917, -1.2401912444970198, 1.1652499114067973, -1.1929337281494612, 0.8815609984732791, -1.314051459388128, 0.6091294364830533, -1.1605012133854524, 1.0561280184304762, -1.4672668353288876, 0.9112288370534195, -0.937102511275139, 0.9871558047863364, -1.0265418087057503, 1.0052367323213798, -1.15121867838763, 1.0276545370991574, -1.0621416362887024, 0.8689691518676759, -1.0769335875272752, 0.8450025975911495, -1.2905952147169357, 0.9569732071315903, -1.1823738497116403, 1.215371383792362, -1.046790025281616, 1.1235502758235136, -1.4671375636854955, 0.9149357499856096, -0.9494384947764036, 0.8501592291009819, -1.0148640929978632, 0.8963728514002963, -0.9383796289772097, 0.5602584901800103, -1.0251429309731526, 0.8675018104383708, -1.0085755652610855, 1.1036379014844269, -1.0540526739306704, 0.9312474938055281, -1.1118454911195752, 0.7833279515985306, -1.3083385169829334, 0.9735670838567144, -1.317843157333987, 0.8393840820156852, -0.8982935341503367, 1.0095802507852842, -1.1169448379144034, 0.8540058592170358, -1.07320546012426, 0.882662402928516, -1.387310216034103, 1.049111770621638, -1.025534329132078, 1.071778264586243, -0.989351332986925, 0.9816780111923773, -1.1434276017306588, 1.1608361440557315, -1.212029656918699, 1.0199348486724253, -1.0963669114202412, 0.986831272390903, -0.9433449903935847, 0.9596147926497, -1.2935175257927762, 0.9286172222951135, -1.3922404358354277, 0.8805464122047986, -1.2858783481753833, 1.1301471861825132, -1.1860091917007571, 0.980997672685515, -0.9727221643615029, 0.9511492813965693, -1.1654471673390603, 0.855209223357085, -1.2507269507165322, 0.9420932825801943]|23019.7812500000000000|      2.00000000|[182, 60, 1, 16]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[-1.3883018310386246, 1.1598492414251589, -0.8377094633551365, 0.9274656244592977, -1.2197175072438857, 0.9955101756536282, -1.210204561611797, 0.9358859217923978, -1.2008682856968538, 1.1626977774361889, -1.147335519146652, 0.8021141647028316, -1.1466941240697877, 1.042974038493748, -1.1987021305276642, 0.8815200463807453, -1.1348862182966124, 0.8992275620348626, -1.1862514061412928, 0.9086629908802917, -1.2401912444970198, 1.1652499114067973, -1.1929337281494612, 0.8815609984732791, -1.314051459388128, 0.6091294364830533, -1.1605012133854524, 1.0561280184304762, -1.4672668353288876, 0.9112288370534195, -0.937102511275139, 0.9871558047863364, -1.0265418087057503, 1.0052367323213798, -1.15121867838763, 1.0276545370991574, -1.0621416362887024, 0.8689691518676759, -1.0769335875272752, 0.8450025975911495, -1.2905952147169357, 0.9569732071315903, -1.1823738497116403, 1.215371383792362, -1.046790025281616, 1.1235502758235136, -1.4671375636854955, 0.9149357499856096, -0.9494384947764036, 0.8501592291009819, -1.0148640929978632, 0.8963728514002963, -0.9383796289772097, 0.5602584901800103, -1.0251429309731526, 0.8675018104383708, -1.0085755652610855, 1.1036379014844269, -1.0540526739306704, 0.9312474938055281, -1.1118454911195752, 0.7833279515985306, -1.3083385169829334, 0.9735670838567144, -1.317843157333987, 0.8393840820156852, -0.8982935341503367, 1.0095802507852842, -1.1169448379144034, 0.8540058592170358, -1.07320546012426, 0.882662402928516, -1.387310216034103, 1.049111770621638, -1.025534329132078, 1.071778264586243, -0.989351332986925, 0.9816780111923773, -1.1434276017306588, 1.1608361440557315, -1.212029656918699, 1.0199348486724253, -1.0963669114202412, 0.986831272390903, -0.9433449903935847, 0.9596147926497, -1.2935175257927762, 0.9286172222951135, -1.3922404358354277, 0.8805464122047986, -1.2858783481753833, 1.1301471861825132, -1.1860091917007571, 0.980997672685515, -0.9727221643615029, 0.9511492813965693, -1.1654471673390603, 0.855209223357085, -1.2507269507165322, 0.9420932825801943]|23019.7812500000000000|      1.00000000|[304, 100, 3, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 38 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 87 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 99 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[-1.4970454759221379, 1.0904653061697898, -0.6502510985880794, 0.8350457304241322, -1.0522271453129515, 0.9691471818998857, -1.0948881198357776, 0.852606640599775, -1.3645528119325543, 1.1146705732562345, -1.0446471737697858, 0.7391989605766752, -1.16862523856424, 0.8730344207557436, -0.995262840739511, 1.0398892668755728, -1.214615564511396, 0.8489188092311656, -0.9934269797812034, 1.1372082067212521, -1.28807496372149, 1.1820798521823574, -1.1792964101858805, 0.7129466790639741, -1.4831025795401611, 0.6260562451546237, -1.2869240267124453, 1.0316246193680694, -1.5325211868106017, 0.9357623403092394, -1.0388613510667313, 0.9089463459521008, -1.0579717346127206, 0.8772584039414328, -0.9627477498450782, 1.0880697396579861, -0.9864811405848196, 0.8711152567082548, -1.111102540642227, 0.7754999002133294, -1.36108170267151, 0.7967616225275789, -1.0688763526227025, 1.312794772014371, -1.101117453929936, 1.0494885509062084, -1.4035914615140546, 0.8381808156535924, -0.9870176238496804, 0.994723840390956, -1.0828701759361783, 0.9148076732945578, -1.039967653916652, 0.7266960324377256, -1.0161051158231282, 0.8628293293776523, -1.1414136342267978, 1.145253454597341, -1.0350107842453176, 0.9123004849274527, -1.1632998729087631, 0.6743053772874954, -1.2243115473604655, 0.9390128814106364, -1.2654674348796884, 0.7630669757229175, -0.950370422855401, 1.0360871790108819, -1.0086277060222917, 0.9266418212518168, -0.9942261645942028, 0.9065917140733387, -1.405702525204538, 1.0986828621257576, -1.1060457316117809, 1.073227655060682, -1.0191826290920754, 1.0188868959284785, -1.1780918523775232, 1.1856373840989738, -1.0195474503834796, 0.9123007377899103, -1.100341381060181, 1.1901060686884626, -0.8149496061481089, 0.9598732976875484, -1.234333550662611, 0.9148610449480423, -1.2800983423598993, 0.7640039825607408, -1.2388043026948554, 0.8979687741977436, -1.2898753084833217, 0.9374551830929879, -1.0460231967847573, 0.8302330834938103, -1.132528327842795, 0.9446187486879227, -1.2476812124303418, 1.0960332072736332]|22608.7910156250000000|      2.00000000|[340, 112, 3, 31]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | iterate success | actual_k=4
       6|[-1.4970454759221379, 1.0904653061697898, -0.6502510985880794, 0.8350457304241322, -1.0522271453129515, 0.9691471818998857, -1.0948881198357776, 0.852606640599775, -1.3645528119325543, 1.1146705732562345, -1.0446471737697858, 0.7391989605766752, -1.16862523856424, 0.8730344207557436, -0.995262840739511, 1.0398892668755728, -1.214615564511396, 0.8489188092311656, -0.9934269797812034, 1.1372082067212521, -1.28807496372149, 1.1820798521823574, -1.1792964101858805, 0.7129466790639741, -1.4831025795401611, 0.6260562451546237, -1.2869240267124453, 1.0316246193680694, -1.5325211868106017, 0.9357623403092394, -1.0388613510667313, 0.9089463459521008, -1.0579717346127206, 0.8772584039414328, -0.9627477498450782, 1.0880697396579861, -0.9864811405848196, 0.8711152567082548, -1.111102540642227, 0.7754999002133294, -1.36108170267151, 0.7967616225275789, -1.0688763526227025, 1.312794772014371, -1.101117453929936, 1.0494885509062084, -1.4035914615140546, 0.8381808156535924, -0.9870176238496804, 0.994723840390956, -1.0828701759361783, 0.9148076732945578, -1.039967653916652, 0.7266960324377256, -1.0161051158231282, 0.8628293293776523, -1.1414136342267978, 1.145253454597341, -1.0350107842453176, 0.9123004849274527, -1.1632998729087631, 0.6743053772874954, -1.2243115473604655, 0.9390128814106364, -1.2654674348796884, 0.7630669757229175, -0.950370422855401, 1.0360871790108819, -1.0086277060222917, 0.9266418212518168, -0.9942261645942028, 0.9065917140733387, -1.405702525204538, 1.0986828621257576, -1.1060457316117809, 1.073227655060682, -1.0191826290920754, 1.0188868959284785, -1.1780918523775232, 1.1856373840989738, -1.0195474503834796, 0.9123007377899103, -1.100341381060181, 1.1901060686884626, -0.8149496061481089, 0.9598732976875484, -1.234333550662611, 0.9148610449480423, -1.2800983423598993, 0.7640039825607408, -1.2388043026948554, 0.8979687741977436, -1.2898753084833217, 0.9374551830929879, -1.0460231967847573, 0.8302330834938103, -1.132528327842795, 0.9446187486879227, -1.2476812124303418, 1.0960332072736332]|22608.7910156250000000|      1.00000000|[462, 152, 6, 44]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 74 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 86 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 98 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 111 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[-1.3362640113173765, 1.0354837670320587, -0.7214068262330313, 0.6964813899698629, -1.0622007657343062, 0.8797952596269217, -0.9492999341005315, 0.8227949194425846, -1.3247843746224508, 1.2576890498013693, -1.1881970549881333, 0.8033186119740103, -1.3515734532824546, 0.8475044627672567, -1.1111222599234207, 0.9781327841268315, -1.1178412342849233, 0.8490042940768565, -1.0116523072480852, 1.1083969108477507, -1.1358709007786671, 1.1165370168732291, -1.1177812691635707, 0.800326652678514, -1.3669377811063723, 0.6479638612872168, -1.3567916616705005, 1.1342248688060828, -1.5881990698575184, 0.8748519862924664, -1.087493910213967, 0.9602476203150413, -1.0104799987968704, 0.7977351734883257, -1.0326313169757535, 0.9427999065237211, -0.8087481572032409, 0.8593056034639555, -1.2204991700156056, 0.557207512012321, -1.2422969559955932, 0.7853282234989604, -0.9799654087184468, 1.2168369292249006, -1.1520280798242346, 1.0871019149065821, -1.3983592520693526, 0.7450161588061406, -0.934144719351909, 1.1153587283806599, -1.0525301494088815, 0.9308989571017121, -1.0068149114151173, 0.7914315447209468, -1.1628934111419131, 0.7514310993921477, -1.1990528463338654, 1.0818644479008763, -0.8970173695543386, 0.754520019526502, -0.9760127609773529, 0.6379816844230856, -1.245668390649336, 1.0813262000109525, -1.2180535360678957, 0.7005046626890679, -0.8511211301714942, 1.196091043861582, -1.268617775490522, 0.8333596772775934, -0.7960200061951678, 0.8514376774939181, -1.370926450680232, 1.0795724074661008, -1.020323760342504, 1.124261983825842, -1.1571957969696796, 0.9978001438897042, -1.2141184885493261, 0.9475249008810234, -0.9019673141479935, 0.896646692957512, -0.9999962938416789, 1.0571738025003408, -0.9476527135633558, 0.8961800940348177, -1.1429353427335374, 0.7758023319093525, -1.1632918671953987, 0.7172432451062396, -1.2118789432355515, 0.9497412670588707, -1.1788863288566802, 0.9354081160366817, -1.1162207828781052, 0.8263200025399029, -1.1299219130115146, 0.8341314014268825, -1.2131406952920298, 1.1349756822156984]|21409.0507812500000000|      2.00000000|[487, 160, 6, 46]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
       8|[-1.3362640113173765, 1.0354837670320587, -0.7214068262330313, 0.6964813899698629, -1.0622007657343062, 0.8797952596269217, -0.9492999341005315, 0.8227949194425846, -1.3247843746224508, 1.2576890498013693, -1.1881970549881333, 0.8033186119740103, -1.3515734532824546, 0.8475044627672567, -1.1111222599234207, 0.9781327841268315, -1.1178412342849233, 0.8490042940768565, -1.0116523072480852, 1.1083969108477507, -1.1358709007786671, 1.1165370168732291, -1.1177812691635707, 0.800326652678514, -1.3669377811063723, 0.6479638612872168, -1.3567916616705005, 1.1342248688060828, -1.5881990698575184, 0.8748519862924664, -1.087493910213967, 0.9602476203150413, -1.0104799987968704, 0.7977351734883257, -1.0326313169757535, 0.9427999065237211, -0.8087481572032409, 0.8593056034639555, -1.2204991700156056, 0.557207512012321, -1.2422969559955932, 0.7853282234989604, -0.9799654087184468, 1.2168369292249006, -1.1520280798242346, 1.0871019149065821, -1.3983592520693526, 0.7450161588061406, -0.934144719351909, 1.1153587283806599, -1.0525301494088815, 0.9308989571017121, -1.0068149114151173, 0.7914315447209468, -1.1628934111419131, 0.7514310993921477, -1.1990528463338654, 1.0818644479008763, -0.8970173695543386, 0.754520019526502, -0.9760127609773529, 0.6379816844230856, -1.245668390649336, 1.0813262000109525, -1.2180535360678957, 0.7005046626890679, -0.8511211301714942, 1.196091043861582, -1.268617775490522, 0.8333596772775934, -0.7960200061951678, 0.8514376774939181, -1.370926450680232, 1.0795724074661008, -1.020323760342504, 1.124261983825842, -1.1571957969696796, 0.9978001438897042, -1.2141184885493261, 0.9475249008810234, -0.9019673141479935, 0.896646692957512, -0.9999962938416789, 1.0571738025003408, -0.9476527135633558, 0.8961800940348177, -1.1429353427335374, 0.7758023319093525, -1.1632918671953987, 0.7172432451062396, -1.2118789432355515, 0.9497412670588707, -1.1788863288566802, 0.9354081160366817, -1.1162207828781052, 0.8263200025399029, -1.1299219130115146, 0.8341314014268825, -1.2131406952920298, 1.1349756822156984]|21409.0507812500000000|      1.00000000|[607, 200, 6, 56]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 85 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 109 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[-1.3443005583941532, 0.9708513948740247, -0.7738966930437515, 0.7690734703364838, -1.0938337191535545, 0.9114605557572122, -0.9232302126826103, 0.8277671364285988, -1.4559751067436106, 1.0748839000255606, -1.1845901383948034, 0.8070105645677942, -1.2521724446245255, 0.902453430441362, -1.1002965791352042, 0.9864884796620692, -1.0159908756987424, 0.6599326057282262, -1.0920873035368492, 1.0490276343347371, -1.1308020057201842, 1.0395503721076267, -1.20252171137477, 0.9106102480702783, -1.2845309957937194, 0.4151470612454731, -1.355965141717645, 1.1447960509652633, -1.5936334333745719, 0.9381355159520905, -0.9011716480406903, 0.9475973440512984, -0.8486405708006097, 0.7960659624939288, -0.8283799420516565, 0.9038332160181177, -0.6523882602419668, 0.5989348162817336, -1.2986350559217104, 0.4147115392975942, -1.1687706108117157, 0.839983311009047, -0.8191890943729424, 1.2715014600974628, -1.2196455310920122, 0.8619120311563164, -1.3004112034014497, 0.653177308468029, -0.9772995375418227, 1.2898143851702775, -1.218842882314492, 0.971904158196049, -0.8758816181212742, 0.891551589767895, -1.20684556874645, 0.9672804884245501, -1.0723495717071752, 1.0204696938273854, -0.7453926930452811, 0.8571979432431892, -1.1675694676585238, 0.4294275549384169, -1.1569966133408676, 1.0494609519011322, -1.055701985216781, 0.649932990902147, -0.8117351899625364, 1.1534622933957281, -1.3134674285817414, 0.826047140132736, -0.8893299644954733, 0.8217422115045983, -1.4008068938706881, 1.1051473026310927, -1.0309494493059648, 1.1296583410229888, -1.1442010325629388, 0.965251727568638, -1.2077900982076966, 0.9550509599827438, -0.8751996970181883, 0.9875035199759943, -0.9550894891212964, 1.1173165455060958, -0.993662071011554, 0.6994883780941319, -1.2000566678286129, 0.6690376871801675, -1.229677756025764, 0.7649779816183494, -1.2680274800496807, 0.933726170240251, -1.1483029032115823, 0.9462788956727438, -1.0454786491204024, 0.8112526438204686, -1.1495602950471302, 0.7561791736935295, -1.3194628567039817, 1.2365057030494275]|21011.8672530455514789|      2.00000000|[631, 208, 7, 59]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      10|[-1.3443005583941532, 0.9708513948740247, -0.7738966930437515, 0.7690734703364838, -1.0938337191535545, 0.9114605557572122, -0.9232302126826103, 0.8277671364285988, -1.4559751067436106, 1.0748839000255606, -1.1845901383948034, 0.8070105645677942, -1.2521724446245255, 0.902453430441362, -1.1002965791352042, 0.9864884796620692, -1.0159908756987424, 0.6599326057282262, -1.0920873035368492, 1.0490276343347371, -1.1308020057201842, 1.0395503721076267, -1.20252171137477, 0.9106102480702783, -1.2845309957937194, 0.4151470612454731, -1.355965141717645, 1.1447960509652633, -1.5936334333745719, 0.9381355159520905, -0.9011716480406903, 0.9475973440512984, -0.8486405708006097, 0.7960659624939288, -0.8283799420516565, 0.9038332160181177, -0.6523882602419668, 0.5989348162817336, -1.2986350559217104, 0.4147115392975942, -1.1687706108117157, 0.839983311009047, -0.8191890943729424, 1.2715014600974628, -1.2196455310920122, 0.8619120311563164, -1.3004112034014497, 0.653177308468029, -0.9772995375418227, 1.2898143851702775, -1.218842882314492, 0.971904158196049, -0.8758816181212742, 0.891551589767895, -1.20684556874645, 0.9672804884245501, -1.0723495717071752, 1.0204696938273854, -0.7453926930452811, 0.8571979432431892, -1.1675694676585238, 0.4294275549384169, -1.1569966133408676, 1.0494609519011322, -1.055701985216781, 0.649932990902147, -0.8117351899625364, 1.1534622933957281, -1.3134674285817414, 0.826047140132736, -0.8893299644954733, 0.8217422115045983, -1.4008068938706881, 1.1051473026310927, -1.0309494493059648, 1.1296583410229888, -1.1442010325629388, 0.965251727568638, -1.2077900982076966, 0.9550509599827438, -0.8751996970181883, 0.9875035199759943, -0.9550894891212964, 1.1173165455060958, -0.993662071011554, 0.6994883780941319, -1.2000566678286129, 0.6690376871801675, -1.229677756025764, 0.7649779816183494, -1.2680274800496807, 0.933726170240251, -1.1483029032115823, 0.9462788956727438, -1.0454786491204024, 0.8112526438204686, -1.1495602950471302, 0.7561791736935295, -1.3194628567039817, 1.2365057030494275]|21011.8672530455514789|      1.00000000|[743, 244, 11, 72]                                                         |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 26 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 38 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 88 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 100 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
