k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|7635.8399999999992360|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.7869977345196053, -0.9060085960138666, -0.7054214101273162, -0.9949921287559305, -0.8950125151555193, -0.6864011177256331, -0.876777629212516, -1.1023664496987542, -0.8676896371591641, -1.0979454261321338, -0.8604683422019344, -0.8667389306729386, -1.0701571124144273, -0.8783320487061185, -0.7665917121043563, -0.9183491379685379, -0.9035530189796573, -0.8864602635132013, -1.0194779764332587, -0.8442540841441115, -0.930843644376844, -1.0291515910305795, -0.7640154624119685, -0.9926021627370707, -0.8119803281486073, -0.8901636011867086, -0.8764807024440716, -0.9528426208346014, -0.7751148288946534, -0.8764096987613759, -0.8938790181948197, -1.0087726926335452, -0.7993392672618054, -0.7932581099757073, -1.0294282476023464, -0.8481196638304617, -0.9019963169976519, -0.8917552763422549, -0.9892995744401019, -0.8959792681695578, -0.9454953533663536, -1.0248466085474923, -1.085865096592205, -1.0507616818509533, -0.7926323782300427, -0.7765601498710963, -0.7328833818455716, -1.0467421016500449, -0.904376625630798, -1.0117020965273964]|5529.1591796875000000|      2.00000000|[121, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
       2|[-0.9185401150047627, -0.5229022783302224, -0.60707159597664, -0.9223066728373064, -0.550202539520381, -0.5342736998239495, -0.6153787395580861, -0.7182214942904588, -0.7835568259328831, -0.6596226565935215, -0.539155637192511, -0.6656276709662574, -1.0089814912457842, -0.4945493983462972, -0.7912456705407602, -0.3909323516833739, -0.6664632730887214, -0.9493074565409721, -0.9865697179622698, -0.2481431776035542, -0.7916064201383141, -0.9830856793980307, -0.6735629576432328, -0.608747305927267, -0.5137820960715913, -0.7335540948068907, -0.8932849036551509, -0.7537550649383098, -0.6697608760396982, -0.4553363104683837, -0.73155447111647, -0.8954377329787764, -0.6699125250204884, -0.475709919825984, -0.5064367105838873, -0.3290814304987815, -0.6939635039751815, -0.8638426257945857, -0.6991886346026539, -0.7073903648987125, -0.489919186124589, -0.8819304002616288, -1.4852599363096772, -0.6926057334764721, -0.5463634871536489, -0.6304143839204251, -0.6689622822276136, -0.6354200366607001, -0.6287763701446978, -0.8008738949891498]|2684.8989257812500000|      4.00000000|[241, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       3|[-0.9185401150047627, -0.5229022783302224, -0.60707159597664, -0.9223066728373064, -0.550202539520381, -0.5342736998239495, -0.6153787395580861, -0.7182214942904588, -0.7835568259328831, -0.6596226565935215, -0.539155637192511, -0.6656276709662574, -1.0089814912457842, -0.4945493983462972, -0.7912456705407602, -0.3909323516833739, -0.6664632730887214, -0.9493074565409721, -0.9865697179622698, -0.2481431776035542, -0.7916064201383141, -0.9830856793980307, -0.6735629576432328, -0.608747305927267, -0.5137820960715913, -0.7335540948068907, -0.8932849036551509, -0.7537550649383098, -0.6697608760396982, -0.4553363104683837, -0.73155447111647, -0.8954377329787764, -0.6699125250204884, -0.475709919825984, -0.5064367105838873, -0.3290814304987815, -0.6939635039751815, -0.8638426257945857, -0.6991886346026539, -0.7073903648987125, -0.489919186124589, -0.8819304002616288, -1.4852599363096772, -0.6926057334764721, -0.5463634871536489, -0.6304143839204251, -0.6689622822276136, -0.6354200366607001, -0.6287763701446978, -0.8008738949891498]|2684.8989257812500000|      2.00000000|[361, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[-0.725392220636512, -0.367340825230523, -0.3977777165539004, -0.6569914804006914, -0.41510217321648, -0.1814872793137319, -0.61454845825878, -0.9613269463696241, -0.5403849149425635, -0.5213379658981683, -0.2474030511407459, -0.971395143374086, -0.6770762266037631, -0.2825721058817041, -0.8772694363585115, -0.3599349134781932, -0.5373324270007213, -0.9547881605763594, -0.7917055758959357, -0.3153810452296776, -0.6029567901969237, -1.2673116303120828, -0.4842045561001727, -0.6475823346928222, -0.5416692499872166, -0.0715808337620802, -0.7918802513654983, -0.6746883252466751, -0.202330262163152, -0.2642013819055048, -0.2245364283909475, -0.4822487324816373, -0.0935033851329932, -0.1107714695904185, -0.4312298377476286, -0.3655138692140721, -0.4177818523636558, -0.9743247934233961, -0.910965663214965, -0.729082205846391, -0.2709056153052316, -0.6033050741118742, -0.8022118628508494, -0.4998392336227725, -0.3405528662770789, -0.6444526808539367, -0.7566277680978695, -0.5832933265130601, -0.2196830419532725, -0.1723452010316076]|1497.5931396484375000|      4.00000000|[481, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       5|[-0.725392220636512, -0.367340825230523, -0.3977777165539004, -0.6569914804006914, -0.41510217321648, -0.1814872793137319, -0.61454845825878, -0.9613269463696241, -0.5403849149425635, -0.5213379658981683, -0.2474030511407459, -0.971395143374086, -0.6770762266037631, -0.2825721058817041, -0.8772694363585115, -0.3599349134781932, -0.5373324270007213, -0.9547881605763594, -0.7917055758959357, -0.3153810452296776, -0.6029567901969237, -1.2673116303120828, -0.4842045561001727, -0.6475823346928222, -0.5416692499872166, -0.0715808337620802, -0.7918802513654983, -0.6746883252466751, -0.202330262163152, -0.2642013819055048, -0.2245364283909475, -0.4822487324816373, -0.0935033851329932, -0.1107714695904185, -0.4312298377476286, -0.3655138692140721, -0.4177818523636558, -0.9743247934233961, -0.910965663214965, -0.729082205846391, -0.2709056153052316, -0.6033050741118742, -0.8022118628508494, -0.4998392336227725, -0.3405528662770789, -0.6444526808539367, -0.7566277680978695, -0.5832933265130601, -0.2196830419532725, -0.1723452010316076]|1497.5931396484375000|      2.00000000|[601, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[-0.3739105842149781, -0.1333769708645366, -0.3023771755297828, -0.7522353942235109, -0.4314616282182196, 0.0316113161955974, -0.5136479949360979, -0.7231035435349309, -0.7037882705829716, -0.3075675627480191, 0.3232771388112673, -0.7684707176599466, -0.1364895454075189, 0.1877261725967142, -1.0117831307524776, -0.6562026017286232, -0.6193462645218996, -1.159490267789553, -0.7619671382187045, -0.6920188546464696, -0.4244130616753792, -0.980564680433579, -0.1460666880989637, -0.618781545445263, -0.3117491045767907, -0.0018049414263625, -0.7382105342978665, -0.6097443639231634, -0.4967209323180825, -0.0627277489759349, -0.3053783969893789, -0.48207298155727, -0.2733867141652906, -0.2459662976209392, -0.2632802545119963, 0.2589257941840037, -0.2193278258147084, -0.2941091933708746, -0.4850659200273996, -0.6715346550270581, -0.0947278222911886, -0.3994047602373224, -0.7446344108738718, 0.1724792905462429, -0.0374500856977502, -0.2603541468593455, -0.7210472935430138, -0.74323763937603, -0.0327259397121004, -0.341015779285492]|908.9138183593750000|      4.00000000|[721, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[-0.3739105842149781, -0.1333769708645366, -0.3023771755297828, -0.7522353942235109, -0.4314616282182196, 0.0316113161955974, -0.5136479949360979, -0.7231035435349309, -0.7037882705829716, -0.3075675627480191, 0.3232771388112673, -0.7684707176599466, -0.1364895454075189, 0.1877261725967142, -1.0117831307524776, -0.6562026017286232, -0.6193462645218996, -1.159490267789553, -0.7619671382187045, -0.6920188546464696, -0.4244130616753792, -0.980564680433579, -0.1460666880989637, -0.618781545445263, -0.3117491045767907, -0.0018049414263625, -0.7382105342978665, -0.6097443639231634, -0.4967209323180825, -0.0627277489759349, -0.3053783969893789, -0.48207298155727, -0.2733867141652906, -0.2459662976209392, -0.2632802545119963, 0.2589257941840037, -0.2193278258147084, -0.2941091933708746, -0.4850659200273996, -0.6715346550270581, -0.0947278222911886, -0.3994047602373224, -0.7446344108738718, 0.1724792905462429, -0.0374500856977502, -0.2603541468593455, -0.7210472935430138, -0.74323763937603, -0.0327259397121004, -0.341015779285492]|908.9138183593750000|      2.00000000|[841, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[-0.2569672947460946, 0.1987749530705618, -0.1416850485012416, -0.4278933744407569, -0.1834961759853816, -0.1089633203408973, -0.2433957003617204, -0.4373937960818322, -0.5505623651546063, 0.0644071982794203, 0.5731099768611223, -0.6864927858794475, -0.2317572799643762, 0.4291130953629674, -0.9624435304756803, -0.4425878010348107, -0.6188239937742278, -1.2979569641127395, -0.6319347533917401, -0.8067373971564379, -0.2797999082718149, -1.2822223262923322, 0.1247749648688541, -0.6819887764396028, -0.6171287947582664, -0.0785765423192103, -0.3670185958112003, -0.34333223352134, -0.1273729439887792, 0.6488776969582621, -0.079174763691699, -0.5942204735782488, 0.0042444987978932, -0.4480240478163655, 0.0707725010238272, 0.2530385935908175, 0.0211636440247294, 0.0629750799538867, -0.6540986302094818, -0.433228416421012, -0.2760482682813274, -0.7370615427784668, -0.4305401789012144, -0.0331563930810166, 0.1958646101428311, 0.4181839844451295, -0.2529941596386769, -0.1449700259291341, -0.2051857098451983, -0.3486379241221469]|679.5650634765625000|      4.00000000|[961, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       9|[-0.2569672947460946, 0.1987749530705618, -0.1416850485012416, -0.4278933744407569, -0.1834961759853816, -0.1089633203408973, -0.2433957003617204, -0.4373937960818322, -0.5505623651546063, 0.0644071982794203, 0.5731099768611223, -0.6864927858794475, -0.2317572799643762, 0.4291130953629674, -0.9624435304756803, -0.4425878010348107, -0.6188239937742278, -1.2979569641127395, -0.6319347533917401, -0.8067373971564379, -0.2797999082718149, -1.2822223262923322, 0.1247749648688541, -0.6819887764396028, -0.6171287947582664, -0.0785765423192103, -0.3670185958112003, -0.34333223352134, -0.1273729439887792, 0.6488776969582621, -0.079174763691699, -0.5942204735782488, 0.0042444987978932, -0.4480240478163655, 0.0707725010238272, 0.2530385935908175, 0.0211636440247294, 0.0629750799538867, -0.6540986302094818, -0.433228416421012, -0.2760482682813274, -0.7370615427784668, -0.4305401789012144, -0.0331563930810166, 0.1958646101428311, 0.4181839844451295, -0.2529941596386769, -0.1449700259291341, -0.2051857098451983, -0.3486379241221469]|679.5650634765625000|      2.00000000|[1081, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[-0.4530387826603384, -0.0687702835830136, -0.1061283754130401, -0.7661314470967064, -0.1234062067229944, 0.0514479030618806, -0.1218565931945708, -0.5477640430618703, -0.5485152750955372, 0.1454187533619551, 0.286973961026198, -0.545639164598984, -0.1355551503956558, 0.7282595499393163, -0.976643260941247, -0.3613349538636353, -0.3763888971512264, -1.1840647507512492, -0.393810942911232, -0.4143844118588482, 0.088321808049825, -0.5832726154871541, 0.1944004736901478, -0.4603274046102226, -0.6224226993012288, -0.0995117350001065, 0.0237295749370625, -0.272964359661052, 0.4294015282583255, 0.0931001763963718, 0.2616380044331416, -1.0574474824564293, 0.0801707008021174, -0.139421107817198, -0.3692423146095668, 0.1799787491710197, 0.2499159791772961, 0.2577263288029914, -0.4960654036821199, -0.0476805046106871, -0.0883710476185909, -0.4922543639813532, -0.1214107704945166, 0.2600427726959977, -0.1615420977931261, 0.6393259792814237, -0.0212866086071164, -0.5410230942806119, 0.030505437413591, 0.0422544273657337]|449.5518493652343750|      4.00000000|[1201, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
