k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|8633.4943309079972096|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.9670732594027048, -0.7694881165938503, -0.7341458247317498, -0.8721010225654235, -0.9562307763898352, -1.0023869794501798, -0.7495624093983726, -0.9766784014524096, -0.7484475312470659, -0.7848749076695125, -0.7313502451473657, -1.0078694481685455, -0.8080236951603741, -0.8367113244258626, -0.9265282146647261, -0.8564628119353119, -1.025085176854048, -1.00281099597902, -0.7883062129397123, -0.8369772981379671, -1.0064527229656763, -1.1049288695517627, -0.872428974469807, -0.9355935151938651, -0.9646392250322066, -1.025062028290835, -0.7443922729001635, -0.7802782907164494, -0.936946031586479, -1.3714130481052436, -1.0040085731481097, -0.996070723264052, -1.0107962987889005, -0.9958255143606066, -1.0030569075031848, -0.9210800190716518, -0.9021142020596956, -0.8407643935599572, -0.8013637742511261, -0.9483710616517058, -0.8019282578806337, -0.9452762998688028, -0.9377107904152583, -1.0249624387348402, -0.9530084333210156, -1.0243622376803616, -1.0488831201827082, -0.9259507825127579, -1.019002709659341, -1.1417831588488778]|6770.1298828125000000|      2.00000000|[24, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[-0.9505130995357016, -0.6392239215213281, -1.0987947922698218, -0.9418288237304091, -1.2562688436480474, -0.5180793471472238, -0.7007866904886697, -0.5881554444972903, -0.5350728272365092, -0.347721278173431, -0.9490794074230934, -1.1700396300535107, -1.1888209784422716, -0.8002427736218293, -1.0144462880393557, -0.7546427709144748, -0.6775414088755164, -1.2465966820913141, -1.1721558701439745, -0.7144776920764374, -0.7356363543987907, -0.9807249674601578, -1.0692509137450947, -0.9880400875035362, -0.9931684795393576, -0.8625708644659871, -0.430026464235834, -0.6472672100993901, -0.3884318961203023, -1.4101427881551016, -1.1991447199584329, -1.423381232448942, -0.6365580255195618, -0.8792562078745942, -0.7116332622647608, -1.4321775664186975, -1.1159088031980666, -0.548205255759167, -0.2421237373639646, -0.6834475542230729, -0.610765814333013, -1.0202221699223424, -0.7078923325406243, -1.005630892506314, -0.6239621977039628, -0.4326126543918299, -0.7720740463264488, -0.686130572062544, -0.8209313627129717, -1.0346875528613388]|5621.1987304687500000|      4.00000000|[48, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[-0.9505130995357016, -0.6392239215213281, -1.0987947922698218, -0.9418288237304091, -1.2562688436480474, -0.5180793471472238, -0.7007866904886697, -0.5881554444972903, -0.5350728272365092, -0.347721278173431, -0.9490794074230934, -1.1700396300535107, -1.1888209784422716, -0.8002427736218293, -1.0144462880393557, -0.7546427709144748, -0.6775414088755164, -1.2465966820913141, -1.1721558701439745, -0.7144776920764374, -0.7356363543987907, -0.9807249674601578, -1.0692509137450947, -0.9880400875035362, -0.9931684795393576, -0.8625708644659871, -0.430026464235834, -0.6472672100993901, -0.3884318961203023, -1.4101427881551016, -1.1991447199584329, -1.423381232448942, -0.6365580255195618, -0.8792562078745942, -0.7116332622647608, -1.4321775664186975, -1.1159088031980666, -0.548205255759167, -0.2421237373639646, -0.6834475542230729, -0.610765814333013, -1.0202221699223424, -0.7078923325406243, -1.005630892506314, -0.6239621977039628, -0.4326126543918299, -0.7720740463264488, -0.686130572062544, -0.8209313627129717, -1.0346875528613388]|5621.1987304687500000|      2.00000000|[114, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 34 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[-1.1193006439875453, -0.7579970385548389, -0.956731879213584, -0.6607481994858808, -0.9155325920528009, -0.7312849678106028, -0.7029978501556177, -0.8543013640159817, -0.7961538778907202, -0.483623447681759, -1.2821679651159743, -1.3078146160450916, -0.8155081553315204, -0.469322477532529, -0.9988999401055378, -0.5953894359773231, -0.3737066181135476, -1.2711885737126383, -0.87090384835787, -0.7374641094646991, -0.5360148831064566, -1.2121185816688365, -1.2351392952150098, -1.31883512645914, -0.6781157972967125, -0.2027690434825417, -0.3445952346600814, -0.1564777737652253, -0.2478007881027291, -1.2260538878369522, -0.537000617238883, -1.51324075209688, -0.0105492913975718, -0.9963522596072502, -1.063331659270062, -1.3891944892878292, -1.09533502367475, -0.3435207806291762, -0.2689076032558577, -0.5898926467571123, -0.6219727040943119, -0.5858418208270483, -0.6012512723674882, -1.2096228058865395, -0.7128569390523577, 0.1965648832712045, -0.5261655922495971, -0.301227400303756, -0.8292204506453009, -1.0237402107224696]|4482.9477539062500000|      4.00000000|[137, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       5|[-1.1193006439875453, -0.7579970385548389, -0.956731879213584, -0.6607481994858808, -0.9155325920528009, -0.7312849678106028, -0.7029978501556177, -0.8543013640159817, -0.7961538778907202, -0.483623447681759, -1.2821679651159743, -1.3078146160450916, -0.8155081553315204, -0.469322477532529, -0.9988999401055378, -0.5953894359773231, -0.3737066181135476, -1.2711885737126383, -0.87090384835787, -0.7374641094646991, -0.5360148831064566, -1.2121185816688365, -1.2351392952150098, -1.31883512645914, -0.6781157972967125, -0.2027690434825417, -0.3445952346600814, -0.1564777737652253, -0.2478007881027291, -1.2260538878369522, -0.537000617238883, -1.51324075209688, -0.0105492913975718, -0.9963522596072502, -1.063331659270062, -1.3891944892878292, -1.09533502367475, -0.3435207806291762, -0.2689076032558577, -0.5898926467571123, -0.6219727040943119, -0.5858418208270483, -0.6012512723674882, -1.2096228058865395, -0.7128569390523577, 0.1965648832712045, -0.5261655922495971, -0.301227400303756, -0.8292204506453009, -1.0237402107224696]|4482.9477539062500000|      2.00000000|[205, 72, 0, 18]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 36 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 46 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[-0.8324376119777372, -1.0060352272181297, -1.3125342139128247, -0.7009776733268689, -1.2062433619051762, -0.5559010999127048, -0.6775892498812646, -1.093515623708238, -0.6489857953781464, -0.5310423940439978, -1.5176151739727035, -1.2212560144184441, -0.6270507293215051, -0.5545570826748332, -0.791727453647215, -0.9158784200584503, -0.3109426337488675, -0.8266218213779154, -0.7686113041074032, -0.3550978899603657, -0.1627298613411902, -1.3042703775758486, -0.8279407075645716, -1.1207556689352527, -0.1743455707041432, -0.1041643105082508, -0.7311859137947465, -0.0359729356087505, 0.1680815419790677, -1.1574335080646398, -0.6621825668074051, -1.3072719064875216, 0.1254353481753028, -1.2312955987188825, -1.051737704190289, -1.0643392342419953, -0.7696424771759789, -0.5219285112628497, 0.2988887454960008, -0.2409137743540755, -0.646041578349893, -0.4322899968560165, -0.1559993077331854, -0.7799413396195763, -0.3719086966851166, 0.6636732956329434, -0.0789008189336299, -0.5922286797213395, -0.5482135056483683, -0.8272377877501871]|3721.6843261718750000|      4.00000000|[239, 84, 0, 21]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | iterate success | actual_k=4
       7|[-0.8324376119777372, -1.0060352272181297, -1.3125342139128247, -0.7009776733268689, -1.2062433619051762, -0.5559010999127048, -0.6775892498812646, -1.093515623708238, -0.6489857953781464, -0.5310423940439978, -1.5176151739727035, -1.2212560144184441, -0.6270507293215051, -0.5545570826748332, -0.791727453647215, -0.9158784200584503, -0.3109426337488675, -0.8266218213779154, -0.7686113041074032, -0.3550978899603657, -0.1627298613411902, -1.3042703775758486, -0.8279407075645716, -1.1207556689352527, -0.1743455707041432, -0.1041643105082508, -0.7311859137947465, -0.0359729356087505, 0.1680815419790677, -1.1574335080646398, -0.6621825668074051, -1.3072719064875216, 0.1254353481753028, -1.2312955987188825, -1.051737704190289, -1.0643392342419953, -0.7696424771759789, -0.5219285112628497, 0.2988887454960008, -0.2409137743540755, -0.646041578349893, -0.4322899968560165, -0.1559993077331854, -0.7799413396195763, -0.3719086966851166, 0.6636732956329434, -0.0789008189336299, -0.5922286797213395, -0.5482135056483683, -0.8272377877501871]|3721.6843261718750000|      2.00000000|[311, 112, 0, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[-0.814954086127068, -0.635960287080571, -0.6586965440785912, -0.9758982811241016, -1.4892178504272882, -0.7253140694808018, -0.572781806503605, -1.0010659496382697, -0.5041310690701403, -0.4423923299018876, -1.6980856113766467, -0.5779228064102674, -0.4095095249901929, -0.6803418385030267, -1.0747951633116037, -0.7441538847329964, -0.3990911786153757, -0.9436302653889049, -0.5037750133992434, -0.6697914604020396, 0.225814470998936, -0.9281209539660601, -0.756387428050907, -0.6845636950146228, 0.0881113947255171, 0.2313846224500389, -0.8726072910257349, 0.1768477851079316, 0.5744700845179954, -1.1089878605086418, -0.4415537779615968, -0.935370752830893, -0.1927852406665809, -0.9749118472110696, -0.8389963439896744, -0.6549253051617152, -0.3098026982803979, -0.2233339120158193, 0.0649143008680813, -0.3392045696643904, -0.4561469010829569, -0.5018650050506839, -0.164400147574999, -0.6107290626297799, -0.3444566150407802, 0.3543815464115009, -0.1795579194922647, -1.1807056592086047, -0.6720437358160445, -0.6827112010767555]|2338.7285156250000000|      4.00000000|[355, 128, 0, 32]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 24 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 35 points | iterate success | actual_k=4
       9|[-0.814954086127068, -0.635960287080571, -0.6586965440785912, -0.9758982811241016, -1.4892178504272882, -0.7253140694808018, -0.572781806503605, -1.0010659496382697, -0.5041310690701403, -0.4423923299018876, -1.6980856113766467, -0.5779228064102674, -0.4095095249901929, -0.6803418385030267, -1.0747951633116037, -0.7441538847329964, -0.3990911786153757, -0.9436302653889049, -0.5037750133992434, -0.6697914604020396, 0.225814470998936, -0.9281209539660601, -0.756387428050907, -0.6845636950146228, 0.0881113947255171, 0.2313846224500389, -0.8726072910257349, 0.1768477851079316, 0.5744700845179954, -1.1089878605086418, -0.4415537779615968, -0.935370752830893, -0.1927852406665809, -0.9749118472110696, -0.8389963439896744, -0.6549253051617152, -0.3098026982803979, -0.2233339120158193, 0.0649143008680813, -0.3392045696643904, -0.4561469010829569, -0.5018650050506839, -0.164400147574999, -0.6107290626297799, -0.3444566150407802, 0.3543815464115009, -0.1795579194922647, -1.1807056592086047, -0.6720437358160445, -0.6827112010767555]|2338.7285156250000000|      2.00000000|[420, 152, 0, 38]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[-0.814954086127068, -0.635960287080571, -0.6586965440785912, -0.9758982811241016, -1.4892178504272882, -0.7253140694808018, -0.572781806503605, -1.0010659496382697, -0.5041310690701403, -0.4423923299018876, -1.6980856113766467, -0.5779228064102674, -0.4095095249901929, -0.6803418385030267, -1.0747951633116037, -0.7441538847329964, -0.3990911786153757, -0.9436302653889049, -0.5037750133992434, -0.6697914604020396, 0.225814470998936, -0.9281209539660601, -0.756387428050907, -0.6845636950146228, 0.0881113947255171, 0.2313846224500389, -0.8726072910257349, 0.1768477851079316, 0.5744700845179954, -1.1089878605086418, -0.4415537779615968, -0.935370752830893, -0.1927852406665809, -0.9749118472110696, -0.8389963439896744, -0.6549253051617152, -0.3098026982803979, -0.2233339120158193, 0.0649143008680813, -0.3392045696643904, -0.4561469010829569, -0.5018650050506839, -0.164400147574999, -0.6107290626297799, -0.3444566150407802, 0.3543815464115009, -0.1795579194922647, -1.1807056592086047, -0.6720437358160445, -0.6827112010767555]|2338.7285156250000000|      1.00000000|[484, 176, 0, 44]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 33 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
