k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[37, 12, 0, 3]                                                             |  | trying linear partial model with 13 points | trying linear partial model with 25 points | exploitation failed, decreasing delta | actual_k=4
       2|[0.8978957998167268, 0.8917078891883292, 0.8810883034237764, 0.8863995087551274, 0.8844340714769174, 0.8942018468877507, 0.8882457976148074, 0.8896496417233899, 0.8967720537390839, 0.8811030495646934, 1.0405777884579743, 0.6499091750435642, 0.9901169425583146, 0.980720398008242, 0.9878892607524061, 0.9952488202097558, 0.9780788491485417, 0.9700792854321283, 0.9805668104091605, 0.995308400363791, 0.9879478328169742, 0.9949410638478399]|  1.3731023073196411|      1.00000000|[73, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | trying linear partial model with 25 points | iterate success | actual_k=4
       3|[0.8978957998167268, 0.8917078891883292, 0.8810883034237764, 0.8863995087551274, 0.8844340714769174, 0.8942018468877507, 0.8882457976148074, 0.8896496417233899, 0.8967720537390839, 0.8811030495646934, 1.0405777884579743, 0.6499091750435642, 0.9901169425583146, 0.980720398008242, 0.9878892607524061, 0.9952488202097558, 0.9780788491485417, 0.9700792854321283, 0.9805668104091605, 0.995308400363791, 0.9879478328169742, 0.9949410638478399]|  1.3731023073196411|      0.50000000|[109, 36, 0, 9]                                                            |  | trying linear partial model with 13 points | trying linear partial model with 25 points | exploitation failed, decreasing delta | actual_k=4
       4|[0.7958473756139156, 0.777060629578652, 0.7659239623491083, 0.757838077693664, 0.7635594198754061, 0.7817600234612455, 0.7777898894881481, 0.7763139787338025, 0.7895917179156922, 0.776452260242166, 1.0751768633363883, 0.3066462712763849, 0.9818838894377965, 0.9687244694237457, 0.9667679872838124, 0.981684141790114, 0.9456481980911968, 0.9505597835581897, 0.9647346620517474, 0.9957405098088693, 0.969067721195261, 0.9929041311326947]|  1.2277555465698242|      1.00000000|[146, 48, 1, 13]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | trying linear partial model with 26 points | iterate success | actual_k=4
       5|[0.7958473756139156, 0.777060629578652, 0.7659239623491083, 0.757838077693664, 0.7635594198754061, 0.7817600234612455, 0.7777898894881481, 0.7763139787338025, 0.7895917179156922, 0.776452260242166, 1.0751768633363883, 0.3066462712763849, 0.9818838894377965, 0.9687244694237457, 0.9667679872838124, 0.981684141790114, 0.9456481980911968, 0.9505597835581897, 0.9647346620517474, 0.9957405098088693, 0.969067721195261, 0.9929041311326947]|  1.2277555465698242|      0.50000000|[182, 60, 1, 16]                                                           |  | trying linear partial model with 13 points | trying linear partial model with 25 points | exploitation failed, decreasing delta | actual_k=4
       6|[0.6613357673014144, 0.6857866794119607, 0.6415470732422586, 0.6404786808162054, 0.7102090690623363, 0.6889797138184601, 0.6293054663837387, 0.6587689948294221, 0.6695966074032357, 0.6592162598792319, 1.1379102119391946, -0.0206963667997948, 0.9793163181810008, 0.9314999435868183, 0.9394427835415411, 0.9850657999582701, 0.9260704984828175, 0.9001602490792617, 0.941133992395416, 0.9542564663150104, 0.986879192594795, 0.9822620365621594]|  1.0968224640864965|      1.00000000|[218, 72, 2, 20]                                                           |  | trying linear partial model with 13 points | trying linear partial model with 25 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
       7|[0.6613357673014144, 0.6857866794119607, 0.6415470732422586, 0.6404786808162054, 0.7102090690623363, 0.6889797138184601, 0.6293054663837387, 0.6587689948294221, 0.6695966074032357, 0.6592162598792319, 1.1379102119391946, -0.0206963667997948, 0.9793163181810008, 0.9314999435868183, 0.9394427835415411, 0.9850657999582701, 0.9260704984828175, 0.9001602490792617, 0.941133992395416, 0.9542564663150104, 0.986879192594795, 0.9822620365621594]|  1.0968224640864965|      0.50000000|[256, 84, 3, 24]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=4
       8|[0.5379355702234838, 0.5448763691207013, 0.5308244956674364, 0.5104472884139024, 0.6111345023138074, 0.5591027051128228, 0.4722228586265456, 0.5592412962450715, 0.5461084659141445, 0.5705737998608537, 1.1468274925120971, -0.3222339149589499, 0.9390548390367254, 0.9445560609173344, 0.9303452490033374, 0.9816277488506259, 0.8815260631113431, 0.8846959778220025, 0.8691121807843071, 0.9477139420143539, 0.95501000399396, 0.9865415883822004]|  0.9779338240623474|      1.00000000|[292, 96, 3, 27]                                                           |  | trying linear partial model with 13 points | trying linear partial model with 25 points | iterate success | actual_k=4
       9|[0.5379355702234838, 0.5448763691207013, 0.5308244956674364, 0.5104472884139024, 0.6111345023138074, 0.5591027051128228, 0.4722228586265456, 0.5592412962450715, 0.5461084659141445, 0.5705737998608537, 1.1468274925120971, -0.3222339149589499, 0.9390548390367254, 0.9445560609173344, 0.9303452490033374, 0.9816277488506259, 0.8815260631113431, 0.8846959778220025, 0.8691121807843071, 0.9477139420143539, 0.95501000399396, 0.9865415883822004]|  0.9779338240623474|      0.50000000|[328, 108, 3, 30]                                                          |  | trying linear partial model with 13 points | trying linear partial model with 25 points | exploitation failed, decreasing delta | actual_k=4
