k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[57, 8, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=8
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[114, 16, 2, 4]                                                            |  | used linear model with 65 points | iterate failure | actual_k=8
       3|[99.959849264166, 0.1139231121592327, 0.2513038319718771, 0.9443890171763575, 99.98909497742697, 0.0636540611010253, 0.2058944268569992, 0.7707431389013417, 100.01744124579147, -0.0119313523208611, 0.2603853157365877, 0.7539371663977352, 99.98730847158531, 0.2099568076807526, 0.3652037183371569, 0.6244128233678637, 99.98215919906107, 0.209773001852935, 0.4462140584135321, 0.2684148149414172, 99.99604755924429, 0.6135918180176224, 0.6143234801239007, 0.0131972827174473, 299.99006959793394, 299.9958126516864, 300.00410757654, 300.0063595948271, 299.98541523871944]|548.3314162411112420|      0.50000000|[171, 24, 3, 6]                                                            |  | used linear model with 65 points | iterate success | actual_k=8
       4|[99.959849264166, 0.1139231121592327, 0.2513038319718771, 0.9443890171763575, 99.98909497742697, 0.0636540611010253, 0.2058944268569992, 0.7707431389013417, 100.01744124579147, -0.0119313523208611, 0.2603853157365877, 0.7539371663977352, 99.98730847158531, 0.2099568076807526, 0.3652037183371569, 0.6244128233678637, 99.98215919906107, 0.209773001852935, 0.4462140584135321, 0.2684148149414172, 99.99604755924429, 0.6135918180176224, 0.6143234801239007, 0.0131972827174473, 299.99006959793394, 299.9958126516864, 300.00410757654, 300.0063595948271, 299.98541523871944]|548.3314162411112420|      0.25000000|[228, 32, 4, 8]                                                            |  | used linear model with 65 points | iterate failure | actual_k=8
       5|[99.959849264166, 0.1139231121592327, 0.2513038319718771, 0.9443890171763575, 99.98909497742697, 0.0636540611010253, 0.2058944268569992, 0.7707431389013417, 100.01744124579147, -0.0119313523208611, 0.2603853157365877, 0.7539371663977352, 99.98730847158531, 0.2099568076807526, 0.3652037183371569, 0.6244128233678637, 99.98215919906107, 0.209773001852935, 0.4462140584135321, 0.2684148149414172, 99.99604755924429, 0.6135918180176224, 0.6143234801239007, 0.0131972827174473, 299.99006959793394, 299.9958126516864, 300.00410757654, 300.0063595948271, 299.98541523871944]|548.3314162411112420|      0.12500000|[285, 40, 5, 10]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
       6|[99.96111642121376, 0.1461970396766883, 0.2679005297266063, 0.9424911144628613, 99.97996963415319, 0.0645088353840643, 0.2197627473379798, 0.763408396097188, 100.01561152998343, 0.0452178108298858, 0.2881272835205925, 0.7627633019807929, 99.98031984805947, 0.1371182154073153, 0.3210986406449156, 0.6042514099407758, 99.97535251144285, 0.2346071866217211, 0.4687473151485979, 0.2872395062894662, 99.98675468988966, 0.6082518850737372, 0.6092942594924193, 0.0120807219636959, 299.9791581723718, 299.98472000462544, 299.9991144509536, 299.99276703533263, 299.9798224992995]|244.2743050685487844|      0.25000000|[342, 48, 6, 12]                                                           |  | used linear model with 65 points | iterate success | actual_k=8
       7|[100.00128999831617, 0.1696680036073245, 0.347802174148703, 0.9915591787525826, 99.90612670887951, 0.2040835978979491, 0.2951077083993356, 0.7864265871471817, 99.9880485097464, 0.0736786907638396, 0.2786985187663666, 0.7227839634821632, 99.96189879007576, 0.1141816407703429, 0.2689597604927988, 0.5813953692098264, 99.96226732642224, 0.1535919328825163, 0.4620977962027961, 0.2564598101353723, 100.00530477238064, 0.6131999701503632, 0.6454470431943323, 0.062525562380709, 299.9745988640384, 299.9863660261792, 299.9864928743548, 300.016311761451, 299.9986807727072]|142.2917305289888361|      0.50000000|[399, 56, 7, 14]                                                           |  | used linear model with 65 points | iterate success | actual_k=8
       8|[100.00128999831617, 0.1696680036073245, 0.347802174148703, 0.9915591787525826, 99.90612670887951, 0.2040835978979491, 0.2951077083993356, 0.7864265871471817, 99.9880485097464, 0.0736786907638396, 0.2786985187663666, 0.7227839634821632, 99.96189879007576, 0.1141816407703429, 0.2689597604927988, 0.5813953692098264, 99.96226732642224, 0.1535919328825163, 0.4620977962027961, 0.2564598101353723, 100.00530477238064, 0.6131999701503632, 0.6454470431943323, 0.062525562380709, 299.9745988640384, 299.9863660261792, 299.9864928743548, 300.016311761451, 299.9986807727072]|142.2917305289888361|      0.25000000|[456, 64, 8, 16]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
       9|[100.00128999831617, 0.1696680036073245, 0.347802174148703, 0.9915591787525826, 99.90612670887951, 0.2040835978979491, 0.2951077083993356, 0.7864265871471817, 99.9880485097464, 0.0736786907638396, 0.2786985187663666, 0.7227839634821632, 99.96189879007576, 0.1141816407703429, 0.2689597604927988, 0.5813953692098264, 99.96226732642224, 0.1535919328825163, 0.4620977962027961, 0.2564598101353723, 100.00530477238064, 0.6131999701503632, 0.6454470431943323, 0.062525562380709, 299.9745988640384, 299.9863660261792, 299.9864928743548, 300.016311761451, 299.9986807727072]|142.2917305289888361|      0.12500000|[513, 72, 9, 18]                                                           |  | used linear model with 65 points | iterate failure | actual_k=8
      10|[100.00128999831617, 0.1696680036073245, 0.347802174148703, 0.9915591787525826, 99.90612670887951, 0.2040835978979491, 0.2951077083993356, 0.7864265871471817, 99.9880485097464, 0.0736786907638396, 0.2786985187663666, 0.7227839634821632, 99.96189879007576, 0.1141816407703429, 0.2689597604927988, 0.5813953692098264, 99.96226732642224, 0.1535919328825163, 0.4620977962027961, 0.2564598101353723, 100.00530477238064, 0.6131999701503632, 0.6454470431943323, 0.062525562380709, 299.9745988640384, 299.9863660261792, 299.9864928743548, 300.016311761451, 299.9986807727072]|142.2917305289888361|      0.06250000|[570, 80, 10, 20]                                                          |  | used linear model with 65 points | iterate failure | actual_k=8
      11|[99.99973279199214, 0.2010438975180891, 0.3621497528961681, 0.9991900242887624, 99.90658004135462, 0.175253797939506, 0.2766172290854891, 0.7743476513608981, 99.98779120694164, 0.1025232241944919, 0.2945769545099911, 0.7341204683061937, 99.9637168275962, 0.1074910503534165, 0.2632769603055375, 0.5770812008985768, 99.96230697112298, 0.1549584369236809, 0.4632779718813997, 0.2556411883743515, 100.00407238410382, 0.6154921789898803, 0.645151316907987, 0.0638953220651911, 299.97256291499093, 299.98500508105417, 299.98467326990067, 300.01474173191264, 299.9987308061375]| 78.6740282599491110|      0.12500000|[627, 88, 11, 22]                                                          |  | used linear model with 65 points | iterate success | actual_k=8
      12|[99.99973279199214, 0.2010438975180891, 0.3621497528961681, 0.9991900242887624, 99.90658004135462, 0.175253797939506, 0.2766172290854891, 0.7743476513608981, 99.98779120694164, 0.1025232241944919, 0.2945769545099911, 0.7341204683061937, 99.9637168275962, 0.1074910503534165, 0.2632769603055375, 0.5770812008985768, 99.96230697112298, 0.1549584369236809, 0.4632779718813997, 0.2556411883743515, 100.00407238410382, 0.6154921789898803, 0.645151316907987, 0.0638953220651911, 299.97256291499093, 299.98500508105417, 299.98467326990067, 300.01474173191264, 299.9987308061375]| 78.6740282599491110|      0.06250000|[684, 96, 12, 24]                                                          |  | used linear model with 65 points | iterate failure | actual_k=8
      13|[99.99973279199214, 0.2010438975180891, 0.3621497528961681, 0.9991900242887624, 99.90658004135462, 0.175253797939506, 0.2766172290854891, 0.7743476513608981, 99.98779120694164, 0.1025232241944919, 0.2945769545099911, 0.7341204683061937, 99.9637168275962, 0.1074910503534165, 0.2632769603055375, 0.5770812008985768, 99.96230697112298, 0.1549584369236809, 0.4632779718813997, 0.2556411883743515, 100.00407238410382, 0.6154921789898803, 0.645151316907987, 0.0638953220651911, 299.97256291499093, 299.98500508105417, 299.98467326990067, 300.01474173191264, 299.9987308061375]| 78.6740282599491110|      0.03125000|[741, 104, 13, 26]                                                         |  | used linear model with 65 points | iterate failure | actual_k=8
      14|[99.99973279199214, 0.2010438975180891, 0.3621497528961681, 0.9991900242887624, 99.90658004135462, 0.175253797939506, 0.2766172290854891, 0.7743476513608981, 99.98779120694164, 0.1025232241944919, 0.2945769545099911, 0.7341204683061937, 99.9637168275962, 0.1074910503534165, 0.2632769603055375, 0.5770812008985768, 99.96230697112298, 0.1549584369236809, 0.4632779718813997, 0.2556411883743515, 100.00407238410382, 0.6154921789898803, 0.645151316907987, 0.0638953220651911, 299.97256291499093, 299.98500508105417, 299.98467326990067, 300.01474173191264, 299.9987308061375]| 78.6740282599491110|      0.01562500|[798, 112, 14, 28]                                                         |  | used linear model with 65 points | iterate failure | actual_k=8
      15|[100.00002652889474, 0.2017869344087203, 0.3631352890778675, 0.9999912622822139, 99.90693073720219, 0.1863910661364358, 0.2817091986173489, 0.7768909562979928, 99.98793137741035, 0.0988097691340789, 0.2905761418846677, 0.7304119989269692, 99.96419254110099, 0.1126718264779765, 0.2659603423440017, 0.5787036444109205, 99.96199370536432, 0.1542694693514553, 0.4619152030540147, 0.254587324338051, 100.00314471345102, 0.615466249889836, 0.6453439064115685, 0.0640197635237662, 299.9727992400766, 299.9849173038339, 299.9842264773515, 300.0145832515719, 299.99838476219014]| 72.7280139403781050|      0.03125000|[855, 120, 15, 30]                                                         |  | used linear model with 65 points | iterate success | actual_k=8
      16|[100.0015465866349, 0.2206518356112125, 0.3748079774814261, 1.0055332196665587, 99.90705599047365, 0.1986755693933387, 0.2858976480315234, 0.7759122155695588, 99.9859358691935, 0.1131457205715484, 0.2940013210218571, 0.7303693479276864, 99.96499216928122, 0.1134642944461442, 0.265296230839886, 0.5786545051277616, 99.9599871104348, 0.1610426357152046, 0.4626386941492164, 0.2533787271220695, 100.00189465235509, 0.6147054017474884, 0.6439060082335578, 0.0639829855010909, 299.97282043096374, 299.9853933560506, 299.9833778943146, 300.0138775808762, 299.99960488310876]| 65.5120275346787224|      0.06250000|[912, 128, 16, 32]                                                         |  | used linear model with 65 points | iterate success | actual_k=8
      17|[100.0015465866349, 0.2206518356112125, 0.3748079774814261, 1.0055332196665587, 99.90705599047365, 0.1986755693933387, 0.2858976480315234, 0.7759122155695588, 99.9859358691935, 0.1131457205715484, 0.2940013210218571, 0.7303693479276864, 99.96499216928122, 0.1134642944461442, 0.265296230839886, 0.5786545051277616, 99.9599871104348, 0.1610426357152046, 0.4626386941492164, 0.2533787271220695, 100.00189465235509, 0.6147054017474884, 0.6439060082335578, 0.0639829855010909, 299.97282043096374, 299.9853933560506, 299.9833778943146, 300.0138775808762, 299.99960488310876]| 65.5120275346787224|      0.03125000|[969, 136, 17, 34]                                                         |  | used linear model with 65 points | iterate failure | actual_k=8
      18|[100.0015465866349, 0.2206518356112125, 0.3748079774814261, 1.0055332196665587, 99.90705599047365, 0.1986755693933387, 0.2858976480315234, 0.7759122155695588, 99.9859358691935, 0.1131457205715484, 0.2940013210218571, 0.7303693479276864, 99.96499216928122, 0.1134642944461442, 0.265296230839886, 0.5786545051277616, 99.9599871104348, 0.1610426357152046, 0.4626386941492164, 0.2533787271220695, 100.00189465235509, 0.6147054017474884, 0.6439060082335578, 0.0639829855010909, 299.97282043096374, 299.9853933560506, 299.9833778943146, 300.0138775808762, 299.99960488310876]| 65.5120275346787224|      0.01562500|[1026, 144, 18, 36]                                                        |  | used linear model with 65 points | iterate failure | actual_k=8
      19|[100.001126756633, 0.2181752916319985, 0.3737139588678693, 1.0064623774827193, 99.90756958166806, 0.2083153886852638, 0.2931088338825991, 0.7783517914480852, 99.98644576778177, 0.112970565635238, 0.2913843366349825, 0.7277753833226162, 99.96424282747344, 0.1200871061332254, 0.2695166441228449, 0.5790428723365435, 99.9597475755103, 0.1603618681270714, 0.4610776643587839, 0.2520335503248214, 100.00215802120789, 0.6141953525397514, 0.6441530088218641, 0.0641949462272766, 299.97275895441066, 299.9853517121935, 299.98181946974677, 300.0140834182279, 299.99877103269233]| 62.7452263898333413|      0.03125000|[1083, 152, 19, 38]                                                        |  | used linear model with 65 points | iterate success | actual_k=8
      20|[100.00073604952138, 0.2273427332825499, 0.3846402221680726, 1.0099946010013703, 99.90846768349778, 0.2083203701231754, 0.2910200500665891, 0.7752530686285997, 99.98648995008891, 0.1355280899395924, 0.2970908449060036, 0.7285908101260181, 99.96927301959106, 0.1225046804771822, 0.2706631769276323, 0.5769461755530879, 99.9568193017868, 0.1682354629421918, 0.4574928803642761, 0.2504963955631797, 99.99780904724726, 0.6123705473085218, 0.6416238497989942, 0.0621338433583861, 299.97463984452656, 299.9800061754449, 299.9840246953424, 300.01367458670785, 299.9954555577291]| 60.7203338142716476|      0.06250000|[1140, 160, 20, 40]                                                        |  | used linear model with 65 points | iterate success | actual_k=8
      21|[100.00073604952138, 0.2273427332825499, 0.3846402221680726, 1.0099946010013703, 99.90846768349778, 0.2083203701231754, 0.2910200500665891, 0.7752530686285997, 99.98648995008891, 0.1355280899395924, 0.2970908449060036, 0.7285908101260181, 99.96927301959106, 0.1225046804771822, 0.2706631769276323, 0.5769461755530879, 99.9568193017868, 0.1682354629421918, 0.4574928803642761, 0.2504963955631797, 99.99780904724726, 0.6123705473085218, 0.6416238497989942, 0.0621338433583861, 299.97463984452656, 299.9800061754449, 299.9840246953424, 300.01367458670785, 299.9954555577291]| 60.7203338142716476|      0.03125000|[1197, 168, 21, 42]                                                        |  | used linear model with 65 points | iterate failure | actual_k=8
      22|[100.00073604952138, 0.2273427332825499, 0.3846402221680726, 1.0099946010013703, 99.90846768349778, 0.2083203701231754, 0.2910200500665891, 0.7752530686285997, 99.98648995008891, 0.1355280899395924, 0.2970908449060036, 0.7285908101260181, 99.96927301959106, 0.1225046804771822, 0.2706631769276323, 0.5769461755530879, 99.9568193017868, 0.1682354629421918, 0.4574928803642761, 0.2504963955631797, 99.99780904724726, 0.6123705473085218, 0.6416238497989942, 0.0621338433583861, 299.97463984452656, 299.9800061754449, 299.9840246953424, 300.01367458670785, 299.9954555577291]| 60.7203338142716476|      0.01562500|[1254, 176, 22, 44]                                                        |  | used linear model with 65 points | iterate failure | actual_k=8
      23|[100.00065641129754, 0.2243424419782434, 0.3834237053121971, 1.009917238939423, 99.90866980326719, 0.2187685399558037, 0.2968707796535833, 0.7784048356220212, 99.98658967490475, 0.1318123599461871, 0.2935010009904921, 0.7254270624391057, 99.97011638383594, 0.1275111730007522, 0.2738954504854718, 0.5786632345897549, 99.95783808464368, 0.168718556453516, 0.4570833671909545, 0.2497949407581934, 99.9976525743035, 0.6122213619452042, 0.6415771844674119, 0.0609195187020522, 299.9751638672691, 299.98031215739934, 299.9847110844482, 300.0136314967563, 299.9951455249964]| 55.2824581564929574|      0.03125000|[1311, 184, 23, 46]                                                        |  | used linear model with 65 points | iterate success | actual_k=8
