k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.25000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.12500000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.06250000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.03125000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.01562500|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]                              |2818.4376450957302040|      0.00781250|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[-0.0006080667348528, -0.0022226344070596, 0.0037777240053145, 0.00620178198052, 0.0002498627986922, -0.00087563227573, -0.000671374141395, -0.0008977770140216, 0.0009502641398827, 0.9999443497202942]|2710.2727973361488694|      0.01562500|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
       9|[-0.0006080667348528, -0.0022226344070596, 0.0037777240053145, 0.00620178198052, 0.0002498627986922, -0.00087563227573, -0.000671374141395, -0.0008977770140216, 0.0009502641398827, 0.9999443497202942]|2710.2727973361488694|      0.00781250|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[-0.0006080667348528, -0.0022226344070596, 0.0037777240053145, 0.00620178198052, 0.0002498627986922, -0.00087563227573, -0.000671374141395, -0.0008977770140216, 0.0009502641398827, 0.9999443497202942]|2710.2727973361488694|      0.00390625|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[-0.0006080667348528, -0.0022226344070596, 0.0037777240053145, 0.00620178198052, 0.0002498627986922, -0.00087563227573, -0.000671374141395, -0.0008977770140216, 0.0009502641398827, 0.9999443497202942]|2710.2727973361488694|      0.00195312|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      12|[-0.0006250825940514, -0.0022532798919147, 0.0041903342528363, 0.0043093207921488, 0.0003226450131494, -0.0009174069019536, -0.0005723111548378, -0.0007349379725884, 0.0008349028041192, 0.9998727160835025]|2701.1493019140120850|      0.00390625|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      13|[-0.0006250825940514, -0.0022532798919147, 0.0041903342528363, 0.0043093207921488, 0.0003226450131494, -0.0009174069019536, -0.0005723111548378, -0.0007349379725884, 0.0008349028041192, 0.9998727160835025]|2701.1493019140120850|      0.00195312|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      14|[-0.0006250825940514, -0.0022532798919147, 0.0041903342528363, 0.0043093207921488, 0.0003226450131494, -0.0009174069019536, -0.0005723111548378, -0.0007349379725884, 0.0008349028041192, 0.9998727160835025]|2701.1493019140120850|      0.00097656|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      15|[-0.0006250825940514, -0.0022532798919147, 0.0041903342528363, 0.0043093207921488, 0.0003226450131494, -0.0009174069019536, -0.0005723111548378, -0.0007349379725884, 0.0008349028041192, 0.9998727160835025]|2701.1493019140120850|      0.00048828|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[-0.0006250825940514, -0.0022532798919147, 0.0041903342528363, 0.0043093207921488, 0.0003226450131494, -0.0009174069019536, -0.0005723111548378, -0.0007349379725884, 0.0008349028041192, 0.9998727160835025]|2701.1493019140120850|      0.00024414|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      17|[-0.0005819697468083, -0.0021935287405951, 0.0042660197672679, 0.0044664784237834, 0.0002376816050938, -0.0009684711584272, -0.0006205551245955, -0.0007883802195059, 0.000745996054152, 0.9998438265480745]|2700.4988547245229711|      0.00048828|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      18|[-0.0004044543119638, -0.0022425775375115, 0.0045255804762596, 0.0047726880791118, 0.0004231719978765, -0.0009699741450859, -0.0006680461041978, -0.0007219709988774, 0.0007098185482369, 0.9998751572981471]|2699.9993850320142883|      0.00097656|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      19|[-0.0004044543119638, -0.0022425775375115, 0.0045255804762596, 0.0047726880791118, 0.0004231719978765, -0.0009699741450859, -0.0006680461041978, -0.0007219709988774, 0.0007098185482369, 0.9998751572981471]|2699.9993850320142883|      0.00048828|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      20|[-0.0004044543119638, -0.0022425775375115, 0.0045255804762596, 0.0047726880791118, 0.0004231719978765, -0.0009699741450859, -0.0006680461041978, -0.0007219709988774, 0.0007098185482369, 0.9998751572981471]|2699.9993850320142883|      0.00024414|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      21|[-0.0004044543119638, -0.0022425775375115, 0.0045255804762596, 0.0047726880791118, 0.0004231719978765, -0.0009699741450859, -0.0006680461041978, -0.0007219709988774, 0.0007098185482369, 0.9998751572981471]|2699.9993850320142883|      0.00012207|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      22|[-0.0004131966896179, -0.0021942133452811, 0.0045174038344123, 0.0047853109539643, 0.0004456985888009, -0.0009547333959095, -0.0005905039982488, -0.0007068848323151, 0.0006530224701131, 0.9998298411900363]|2699.9619790410633868|      0.00024414|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      23|[-0.0004131966896179, -0.0021942133452811, 0.0045174038344123, 0.0047853109539643, 0.0004456985888009, -0.0009547333959095, -0.0005905039982488, -0.0007068848323151, 0.0006530224701131, 0.9998298411900363]|2699.9619790410633868|      0.00012207|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      24|[-0.0004131966896179, -0.0021942133452811, 0.0045174038344123, 0.0047853109539643, 0.0004456985888009, -0.0009547333959095, -0.0005905039982488, -0.0007068848323151, 0.0006530224701131, 0.9998298411900363]|2699.9619790410633868|      0.00006104|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      25|[-0.0004094068144877, -0.0021783800947065, 0.0045178171094906, 0.0047739925496957, 0.0004528350732598, -0.0009181952376317, -0.000563150305534, -0.0006951760280856, 0.0006515030687348, 0.999797308704014]|2699.9410229991322012|      0.00012207|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      26|[-0.0004305490508941, -0.0021755425195662, 0.0045476252444995, 0.0047134341021875, 0.0004631798497767, -0.0008754224525681, -0.00048595632367, -0.0006999751316069, 0.0006221223685498, 0.9997640134880464]|2699.9136878725007591|      0.00024414|[338, 104, 26, 52]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      27|[-0.0004305490508941, -0.0021755425195662, 0.0045476252444995, 0.0047134341021875, 0.0004631798497767, -0.0008754224525681, -0.00048595632367, -0.0006999751316069, 0.0006221223685498, 0.9997640134880464]|2699.9136878725007591|      0.00012207|[351, 108, 27, 54]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      28|[-0.0004648495977333, -0.0021509470248977, 0.0045598203478313, 0.0047891117531198, 0.0004510545486971, -0.0008374038635956, -0.0004512609708539, -0.0007270719284339, 0.0005817833226059, 0.9997183386661008]|2699.8746918954107059|      0.00024414|[364, 112, 28, 56]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      29|[-0.0004648495977333, -0.0021509470248977, 0.0045598203478313, 0.0047891117531198, 0.0004510545486971, -0.0008374038635956, -0.0004512609708539, -0.0007270719284339, 0.0005817833226059, 0.9997183386661008]|2699.8746918954107059|      0.00012207|[377, 116, 29, 58]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
