k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6019465717140647, 0.0332791445893656, 0.128288133503119, 0.7867013971498309, -0.0075503838416653, -0.0004945577467037, 0.0016836815620938, 0.0057734555945306, 0.0046569996726755, -0.0136824413323179, 0.0103727393858039, -0.0005309798603131, -0.0161929501336008, 0.0003921061937808, 0.0125836092286437, 0.0153672039192614, -0.0030163217574603, 3.7923052565e-05, 0.0003085036662377, 0.0038439947339371, 0.0101645415721054, -0.0012427096181552]| 13.1523685455322266|      2.00000000|[111, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       2|[1.9300053588484896, 0.0449098964649177, 0.4174682635625653, 2.2159353332769114, -0.0819177042049394, -0.0009323073878579, -0.0324942166298908, 0.0531020840987678, 0.0225636436189165, 0.0129626529496734, -0.0039426489290616, -0.0814459737838193, 0.0822785303698183, 0.1872312331945326, 0.0449853780981781, -0.0018856689968614, -0.1100224350076429, 0.1045312651219516, 0.1105139416009272, 0.080065708242247, 0.0689171844257547, -0.059028021934404]| 12.2631120681762695|      4.00000000|[220, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       3|[1.9300053588484896, 0.0449098964649177, 0.4174682635625653, 2.2159353332769114, -0.0819177042049394, -0.0009323073878579, -0.0324942166298908, 0.0531020840987678, 0.0225636436189165, 0.0129626529496734, -0.0039426489290616, -0.0814459737838193, 0.0822785303698183, 0.1872312331945326, 0.0449853780981781, -0.0018856689968614, -0.1100224350076429, 0.1045312651219516, 0.1105139416009272, 0.080065708242247, 0.0689171844257547, -0.059028021934404]| 12.2631120681762695|      2.00000000|[329, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       4|[1.9300053588484896, 0.0449098964649177, 0.4174682635625653, 2.2159353332769114, -0.0819177042049394, -0.0009323073878579, -0.0324942166298908, 0.0531020840987678, 0.0225636436189165, 0.0129626529496734, -0.0039426489290616, -0.0814459737838193, 0.0822785303698183, 0.1872312331945326, 0.0449853780981781, -0.0018856689968614, -0.1100224350076429, 0.1045312651219516, 0.1105139416009272, 0.080065708242247, 0.0689171844257547, -0.059028021934404]| 12.2631120681762695|      1.00000000|[439, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       5|[1.9300053588484896, 0.0449098964649177, 0.4174682635625653, 2.2159353332769114, -0.0819177042049394, -0.0009323073878579, -0.0324942166298908, 0.0531020840987678, 0.0225636436189165, 0.0129626529496734, -0.0039426489290616, -0.0814459737838193, 0.0822785303698183, 0.1872312331945326, 0.0449853780981781, -0.0018856689968614, -0.1100224350076429, 0.1045312651219516, 0.1105139416009272, 0.080065708242247, 0.0689171844257547, -0.059028021934404]| 12.2631120681762695|      0.50000000|[548, 80, 0, 10]                                                           |  | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=8
       6|[1.6314810781193532, 0.0042865228134248, 0.3477300333007813, 1.8282142011827132, -0.111493221068043, -0.0136180711245934, -0.0483798087445886, 0.0675549627166744, 0.0079549428707259, 0.0198265876421164, -0.0034920636974975, -0.1010712193012044, 0.0737527291238376, 0.1863613044428374, 0.0399598183950453, -0.0063478830044232, -0.1019164176421782, 0.0985454616922486, 0.07705658759701, 0.0640572934674045, 0.0580342706396105, -0.0454307055316124]| 12.1448459625244141|      1.00000000|[657, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | iterate success | actual_k=8
       7|[1.6314810781193532, 0.0042865228134248, 0.3477300333007813, 1.8282142011827132, -0.111493221068043, -0.0136180711245934, -0.0483798087445886, 0.0675549627166744, 0.0079549428707259, 0.0198265876421164, -0.0034920636974975, -0.1010712193012044, 0.0737527291238376, 0.1863613044428374, 0.0399598183950453, -0.0063478830044232, -0.1019164176421782, 0.0985454616922486, 0.07705658759701, 0.0640572934674045, 0.0580342706396105, -0.0454307055316124]| 12.1448459625244141|      0.50000000|[767, 112, 0, 14]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       8|[1.6314810781193532, 0.0042865228134248, 0.3477300333007813, 1.8282142011827132, -0.111493221068043, -0.0136180711245934, -0.0483798087445886, 0.0675549627166744, 0.0079549428707259, 0.0198265876421164, -0.0034920636974975, -0.1010712193012044, 0.0737527291238376, 0.1863613044428374, 0.0399598183950453, -0.0063478830044232, -0.1019164176421782, 0.0985454616922486, 0.07705658759701, 0.0640572934674045, 0.0580342706396105, -0.0454307055316124]| 12.1448459625244141|      0.25000000|[876, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       9|[1.6314810781193532, 0.0042865228134248, 0.3477300333007813, 1.8282142011827132, -0.111493221068043, -0.0136180711245934, -0.0483798087445886, 0.0675549627166744, 0.0079549428707259, 0.0198265876421164, -0.0034920636974975, -0.1010712193012044, 0.0737527291238376, 0.1863613044428374, 0.0399598183950453, -0.0063478830044232, -0.1019164176421782, 0.0985454616922486, 0.07705658759701, 0.0640572934674045, 0.0580342706396105, -0.0454307055316124]| 12.1448459625244141|      0.12500000|[985, 144, 0, 18]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      10|[1.6314810781193532, 0.0042865228134248, 0.3477300333007813, 1.8282142011827132, -0.111493221068043, -0.0136180711245934, -0.0483798087445886, 0.0675549627166744, 0.0079549428707259, 0.0198265876421164, -0.0034920636974975, -0.1010712193012044, 0.0737527291238376, 0.1863613044428374, 0.0399598183950453, -0.0063478830044232, -0.1019164176421782, 0.0985454616922486, 0.07705658759701, 0.0640572934674045, 0.0580342706396105, -0.0454307055316124]| 12.1448459625244141|      0.06250000|[1095, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      11|[1.6314810781193532, 0.0042865228134248, 0.3477300333007813, 1.8282142011827132, -0.111493221068043, -0.0136180711245934, -0.0483798087445886, 0.0675549627166744, 0.0079549428707259, 0.0198265876421164, -0.0034920636974975, -0.1010712193012044, 0.0737527291238376, 0.1863613044428374, 0.0399598183950453, -0.0063478830044232, -0.1019164176421782, 0.0985454616922486, 0.07705658759701, 0.0640572934674045, 0.0580342706396105, -0.0454307055316124]| 12.1448459625244141|      0.03125000|[1204, 176, 0, 22]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      12|[1.6314810781193532, 0.0042865228134248, 0.3477300333007813, 1.8282142011827132, -0.111493221068043, -0.0136180711245934, -0.0483798087445886, 0.0675549627166744, 0.0079549428707259, 0.0198265876421164, -0.0034920636974975, -0.1010712193012044, 0.0737527291238376, 0.1863613044428374, 0.0399598183950453, -0.0063478830044232, -0.1019164176421782, 0.0985454616922486, 0.07705658759701, 0.0640572934674045, 0.0580342706396105, -0.0454307055316124]| 12.1448459625244141|      0.01562500|[1314, 192, 0, 24]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
