k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[43, 3, 0, 3]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[85, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.12500000|[126, 9, 0, 9]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[99.98474544409719, 0.0246365769517934, 0.2350514514546352, 0.9056728492294087, 100.0003543314367, 0.044505043290885, 0.1945815898117005, 0.8249207745641776, 100.04395698505958, 0.0197771899490229, 0.3053680303845472, 0.7709778354066279, 100.0154312509512, 0.117109933549315, 0.3061307847366842, 0.5859004146011638, 100.01897234686228, 0.2655663781691798, 0.4630188816461471, 0.2747828080613614, 99.97299302712268, 0.6145385890503653, 0.5977683100835106, 0.025067177511563, 300.0179724571022, 299.9814302531173, 299.98196013786855, 300.00802659534975, 299.9848872206612]|459.3038940429687500|      0.25000000|[155, 11, 0, 11]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[99.96746856382461, 0.115154615213014, 0.2976527820703744, 0.9351631498604063, 99.96314548586845, 0.1092177111574083, 0.2107621467493757, 0.7915001953620984, 100.07831050649786, 0.0461835511205069, 0.2464408026703769, 0.7554220264321185, 100.03286960224106, 0.1678448981220022, 0.2699061105077739, 0.6142321777890902, 100.08177191134943, 0.1589653406754235, 0.3720409178225076, 0.2273645724014766, 100.01258112406046, 0.6462260663661111, 0.6047114005926281, 0.0304310278896543, 300.0210818997784, 299.97542526878095, 299.9910801866249, 300.0166931612015, 299.9301317941048]|319.4000854492187500|      0.50000000|[183, 13, 0, 13]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[99.96746856382461, 0.115154615213014, 0.2976527820703744, 0.9351631498604063, 99.96314548586845, 0.1092177111574083, 0.2107621467493757, 0.7915001953620984, 100.07831050649786, 0.0461835511205069, 0.2464408026703769, 0.7554220264321185, 100.03286960224106, 0.1678448981220022, 0.2699061105077739, 0.6142321777890902, 100.08177191134943, 0.1589653406754235, 0.3720409178225076, 0.2273645724014766, 100.01258112406046, 0.6462260663661111, 0.6047114005926281, 0.0304310278896543, 300.0210818997784, 299.97542526878095, 299.9910801866249, 300.0166931612015, 299.9301317941048]|319.4000854492187500|      0.25000000|[224, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[99.96746856382461, 0.115154615213014, 0.2976527820703744, 0.9351631498604063, 99.96314548586845, 0.1092177111574083, 0.2107621467493757, 0.7915001953620984, 100.07831050649786, 0.0461835511205069, 0.2464408026703769, 0.7554220264321185, 100.03286960224106, 0.1678448981220022, 0.2699061105077739, 0.6142321777890902, 100.08177191134943, 0.1589653406754235, 0.3720409178225076, 0.2273645724014766, 100.01258112406046, 0.6462260663661111, 0.6047114005926281, 0.0304310278896543, 300.0210818997784, 299.97542526878095, 299.9910801866249, 300.0166931612015, 299.9301317941048]|319.4000854492187500|      0.12500000|[266, 19, 0, 19]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[99.97586318795794, 0.0963283540565319, 0.3162391832676844, 0.936886316421129, 99.97292296486117, 0.1068882696992549, 0.1857038171340922, 0.8195754537446212, 100.06776108353888, 0.0786752163767625, 0.2618433342192568, 0.7524019286357153, 100.0423479465031, 0.124949539938429, 0.2645163647395548, 0.5543880182286933, 100.08449741366674, 0.1968998096480447, 0.3646572374827482, 0.2505508119153409, 99.97255505208553, 0.6464102375454437, 0.6225360790672545, 0.0231413930425248, 300.0453555860618, 299.95213443200134, 300.0059289591069, 299.98799275979945, 299.9162211164809]|200.7917327880859375|      0.25000000|[294, 21, 0, 21]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[99.97586318795794, 0.0963283540565319, 0.3162391832676844, 0.936886316421129, 99.97292296486117, 0.1068882696992549, 0.1857038171340922, 0.8195754537446212, 100.06776108353888, 0.0786752163767625, 0.2618433342192568, 0.7524019286357153, 100.0423479465031, 0.124949539938429, 0.2645163647395548, 0.5543880182286933, 100.08449741366674, 0.1968998096480447, 0.3646572374827482, 0.2505508119153409, 99.97255505208553, 0.6464102375454437, 0.6225360790672545, 0.0231413930425248, 300.0453555860618, 299.95213443200134, 300.0059289591069, 299.98799275979945, 299.9162211164809]|200.7917327880859375|      0.12500000|[335, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[99.97586318795794, 0.0963283540565319, 0.3162391832676844, 0.936886316421129, 99.97292296486117, 0.1068882696992549, 0.1857038171340922, 0.8195754537446212, 100.06776108353888, 0.0786752163767625, 0.2618433342192568, 0.7524019286357153, 100.0423479465031, 0.124949539938429, 0.2645163647395548, 0.5543880182286933, 100.08449741366674, 0.1968998096480447, 0.3646572374827482, 0.2505508119153409, 99.97255505208553, 0.6464102375454437, 0.6225360790672545, 0.0231413930425248, 300.0453555860618, 299.95213443200134, 300.0059289591069, 299.98799275979945, 299.9162211164809]|200.7917327880859375|      0.06250000|[376, 27, 0, 27]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
