k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|5073.7863710104329584|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0077959516683707, 0.0138996851127085, 0.1919232488397508, -0.0566785441028387, 0.209645123542837, 0.0631462789478119, -0.0090846739197714, 0.0085110437083108, -0.0554169304285254, -0.0311299981009547, 0.1140825118410391, 0.0248518021170203, 0.2145685111913477, 0.1943353427870871, -0.0423486781743326, -0.1587539524782081, -0.2611010544680947, -0.0524105077120474, -0.1737085300176414, 0.2089179362901951, 0.2403679839851587, 0.0715137501413011, 0.1843648969248292, 0.0484953468826963, -0.1262792892861694, -0.0045674394434099, 0.0567375410947138, 0.0979066530936418, -0.0123518646462612, 0.0175628050032188, 0.0284545074418564, -0.0162663799493473, 0.2703767497521363, 0.0919093507384295, -0.2675000648392826, 0.0217314951552087, -0.0250085340623557, -0.0110665216446519, -0.0604569914620976, 0.1200717801288531, 0.0498036416757844, 0.2152290038727541, -0.0235081496179806, 0.1850808995635359, 0.0307822292135356, -0.1719301052736628, -0.2205577654403414, 0.1258980876965584, -0.3316074293630982, 0.218792300869019]|4537.5327772549508154|      2.00000000|[65, 0, 1, 2]                                                              |  | used linear model with 65 points | iterate success | actual_k=0
       2|[0.0860356717603775, 0.0250196287253658, 0.4477509486791368, -0.0499327083547077, 0.7679294974310713, 0.0591150953172936, 0.0442784658002268, -0.0356514317154376, -0.2445174955607922, -0.1787986512488534, 0.2518956363488672, 0.201761837496769, 0.9377821379514127, 0.6853048157483733, -0.0265444966663022, -0.5322454402373249, -0.7919210985819889, -0.4195382819211548, -0.2447309738965341, 0.5327338949767161, 0.9781819217290887, -0.0079653844532447, 0.4716190745800625, 0.0905018581267174, -0.2349375592591457, 0.3572181906812429, -0.1211951703148928, 0.132887633018773, 0.0270867951552278, 0.1001337235709725, 0.1030982108987194, -0.2364415414638643, 0.6841865745198791, 0.058390398018638, -0.7327246588779965, 0.0860856250930126, 0.1078775510127425, 0.0002813199462446, 0.0067472699883161, 0.5130937512013541, 0.0897890899436937, 0.2946183167513668, -0.3473088693929575, 0.3228277653000171, 0.0610410422633805, -0.2668659136464663, -0.5363871039815409, 0.5040523984276337, -0.7906457153853004, 0.4080860287453948]|3829.3932676703320794|      4.00000000|[130, 0, 2, 4]                                                             |  | used linear model with 65 points | iterate success | actual_k=0
       3|[0.0860356717603775, 0.0250196287253658, 0.4477509486791368, -0.0499327083547077, 0.7679294974310713, 0.0591150953172936, 0.0442784658002268, -0.0356514317154376, -0.2445174955607922, -0.1787986512488534, 0.2518956363488672, 0.201761837496769, 0.9377821379514127, 0.6853048157483733, -0.0265444966663022, -0.5322454402373249, -0.7919210985819889, -0.4195382819211548, -0.2447309738965341, 0.5327338949767161, 0.9781819217290887, -0.0079653844532447, 0.4716190745800625, 0.0905018581267174, -0.2349375592591457, 0.3572181906812429, -0.1211951703148928, 0.132887633018773, 0.0270867951552278, 0.1001337235709725, 0.1030982108987194, -0.2364415414638643, 0.6841865745198791, 0.058390398018638, -0.7327246588779965, 0.0860856250930126, 0.1078775510127425, 0.0002813199462446, 0.0067472699883161, 0.5130937512013541, 0.0897890899436937, 0.2946183167513668, -0.3473088693929575, 0.3228277653000171, 0.0610410422633805, -0.2668659136464663, -0.5363871039815409, 0.5040523984276337, -0.7906457153853004, 0.4080860287453948]|3829.3932676703320794|      2.00000000|[195, 0, 3, 6]                                                             |  | used linear model with 65 points | iterate failure | actual_k=0
       4|[0.1256754968158884, -0.1336716092702699, 0.9381567640028483, -0.3046774962553302, 0.9119233429359288, 0.3815250765950804, 0.1205037344146795, 0.0430904674927658, -0.3296721196403326, -0.1693341879865769, 0.3223473586777482, 0.4066737737254411, 1.3037347422257508, 0.882423928459757, -0.2760401441025297, -0.6758591942758794, -1.117274395831819, -0.4024836408864645, -0.5940428710968395, 0.6758215844328985, 1.4085815862474258, 0.1397729468305897, 0.4758555563850734, 0.2347181446291371, -0.5451513406883031, 0.5347747287884925, 0.1970372340758149, 0.3672844915906963, -0.1732133127102071, -0.2598830684946229, 0.0319524288373026, -0.4386312254171416, 1.3581509476079947, 0.6677868501216884, -1.173978148776968, 0.0140118353593359, 0.1127242270537645, -0.1178539582294767, -0.026780402649339, 0.5057168554690794, 0.0245636898473277, 0.3921656867646098, -0.2800863017492036, 0.8894626965982351, -0.0107062266111749, -0.8185919970489071, -0.9443064155804751, 0.6328184496630399, -1.1990347234888594, 0.8616508777106082]|3249.4600421063246358|      4.00000000|[260, 0, 4, 8]                                                             |  | used linear model with 65 points | iterate success | actual_k=0
       5|[0.2121333908330732, 0.1269228885216329, 0.8413687675083589, -0.3961016165364911, 1.220528235873272, 0.751366253596403, 0.0027262902554269, 0.0687853098409662, -0.0441941811713942, -0.9518854978065285, -0.7506831683811525, 0.8643403442153549, 1.5914987361872135, 0.5770597778950866, -0.6112046481530307, -1.3797788134071447, -0.9021166993135797, -1.2602292793609082, -1.7962136283102648, 1.4316306629265072, 2.362198006738043, 1.2916629100542034, 0.5557231545210725, 0.2660083459781777, -1.6426256940770736, -0.0950105823252075, -0.0004968328972421, 0.4453001541852009, -1.2579625064986268, -0.7353837611532859, 0.3325932756338393, -0.8953610478867713, 1.2536544190387673, 1.6097350488762157, -1.98610406549918, -0.7592253313271413, -0.0125921565293797, -0.7303708928556125, -0.4870132947627319, 0.6041076877859123, -0.9040714131064308, 0.0805838136356949, -0.2603786262341623, 1.0095026314450979, -0.0419633797877508, -1.106431134949032, -1.4535953664699433, 0.1158762502815991, -1.4293052689426275, 1.0228016623892833]|2916.0275006897895764|      8.00000000|[325, 0, 5, 10]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       6|[0.2121333908330732, 0.1269228885216329, 0.8413687675083589, -0.3961016165364911, 1.220528235873272, 0.751366253596403, 0.0027262902554269, 0.0687853098409662, -0.0441941811713942, -0.9518854978065285, -0.7506831683811525, 0.8643403442153549, 1.5914987361872135, 0.5770597778950866, -0.6112046481530307, -1.3797788134071447, -0.9021166993135797, -1.2602292793609082, -1.7962136283102648, 1.4316306629265072, 2.362198006738043, 1.2916629100542034, 0.5557231545210725, 0.2660083459781777, -1.6426256940770736, -0.0950105823252075, -0.0004968328972421, 0.4453001541852009, -1.2579625064986268, -0.7353837611532859, 0.3325932756338393, -0.8953610478867713, 1.2536544190387673, 1.6097350488762157, -1.98610406549918, -0.7592253313271413, -0.0125921565293797, -0.7303708928556125, -0.4870132947627319, 0.6041076877859123, -0.9040714131064308, 0.0805838136356949, -0.2603786262341623, 1.0095026314450979, -0.0419633797877508, -1.106431134949032, -1.4535953664699433, 0.1158762502815991, -1.4293052689426275, 1.0228016623892833]|2916.0275006897895764|      4.00000000|[390, 0, 6, 12]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       7|[0.2121333908330732, 0.1269228885216329, 0.8413687675083589, -0.3961016165364911, 1.220528235873272, 0.751366253596403, 0.0027262902554269, 0.0687853098409662, -0.0441941811713942, -0.9518854978065285, -0.7506831683811525, 0.8643403442153549, 1.5914987361872135, 0.5770597778950866, -0.6112046481530307, -1.3797788134071447, -0.9021166993135797, -1.2602292793609082, -1.7962136283102648, 1.4316306629265072, 2.362198006738043, 1.2916629100542034, 0.5557231545210725, 0.2660083459781777, -1.6426256940770736, -0.0950105823252075, -0.0004968328972421, 0.4453001541852009, -1.2579625064986268, -0.7353837611532859, 0.3325932756338393, -0.8953610478867713, 1.2536544190387673, 1.6097350488762157, -1.98610406549918, -0.7592253313271413, -0.0125921565293797, -0.7303708928556125, -0.4870132947627319, 0.6041076877859123, -0.9040714131064308, 0.0805838136356949, -0.2603786262341623, 1.0095026314450979, -0.0419633797877508, -1.106431134949032, -1.4535953664699433, 0.1158762502815991, -1.4293052689426275, 1.0228016623892833]|2916.0275006897895764|      2.00000000|[455, 0, 7, 14]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       8|[0.5314802233512939, 0.0483512987485651, 1.1336435037056212, -0.4843757759881432, 1.171161687325404, 1.239264640733884, 0.1651962384994606, -0.0273590200029006, -0.0551189427929355, -0.7544276851203583, -0.233228091147734, 1.0034385780499298, 1.8876499394396942, 0.8908458398073603, -0.7876607244777682, -1.3002699729046385, -0.9944906384499461, -1.165194737042629, -1.8526680605912167, 1.5143971144231283, 2.799073138727853, 1.4868597123144247, 0.6830781507631603, 0.8216443468930996, -1.9586283717835933, -0.0106961709222896, 0.2675229752669991, 0.8612645867358186, -1.331571199136254, -0.8626202586283396, 0.1787784366174616, -1.13504885163528, 1.7559507080167043, 1.9475288273257894, -2.6451194122037895, -0.9348828983502114, 0.1805521110194905, -0.2729914723201394, -0.4087962477435793, 0.9261969941150723, -0.5829196326052207, 0.7139432282187756, -0.2869817903978941, 1.2080617936553586, -0.0146916053255689, -1.0948232863803904, -1.5759361836463706, 0.3511891215109266, -1.7314413244957159, 0.8184471908183039]|2639.1878000019296451|      4.00000000|[520, 0, 8, 16]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       9|[0.5314802233512939, 0.0483512987485651, 1.1336435037056212, -0.4843757759881432, 1.171161687325404, 1.239264640733884, 0.1651962384994606, -0.0273590200029006, -0.0551189427929355, -0.7544276851203583, -0.233228091147734, 1.0034385780499298, 1.8876499394396942, 0.8908458398073603, -0.7876607244777682, -1.3002699729046385, -0.9944906384499461, -1.165194737042629, -1.8526680605912167, 1.5143971144231283, 2.799073138727853, 1.4868597123144247, 0.6830781507631603, 0.8216443468930996, -1.9586283717835933, -0.0106961709222896, 0.2675229752669991, 0.8612645867358186, -1.331571199136254, -0.8626202586283396, 0.1787784366174616, -1.13504885163528, 1.7559507080167043, 1.9475288273257894, -2.6451194122037895, -0.9348828983502114, 0.1805521110194905, -0.2729914723201394, -0.4087962477435793, 0.9261969941150723, -0.5829196326052207, 0.7139432282187756, -0.2869817903978941, 1.2080617936553586, -0.0146916053255689, -1.0948232863803904, -1.5759361836463706, 0.3511891215109266, -1.7314413244957159, 0.8184471908183039]|2639.1878000019296451|      2.00000000|[585, 0, 9, 18]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
      10|[0.4661641372135238, 0.172229412942852, 0.8371922502131484, -0.7642863313654102, 0.7384772334864761, 1.4223398360213604, 0.0824613735743362, 0.5198673448072967, -0.1053645649101955, -0.8071170776784949, 0.3119133914711895, 0.6188761991958766, 1.876124665198531, 1.064036233498775, -1.5302630000790811, -1.5392297683873088, -0.9231664032640187, -1.0542521511827454, -2.0308052684758366, 1.576722143065981, 3.0927682422932237, 1.4567232965995123, 0.8187806983033348, 1.2403924230508732, -2.2733109891315735, 0.2419929560033962, 0.0696321388643579, 0.9706090214029786, -1.2458796161423764, -0.9700991332109337, 0.3937469394615234, -1.2813416800593933, 1.8140201092945438, 2.375014891882649, -3.06485970247193, -0.612521468672026, -0.086110150615072, -0.5050837971584703, -0.2826598158845212, 1.1152966770341377, -0.6647764709177502, 1.1023456963284401, -0.09218124500588, 1.3011250483928438, 0.0499278988788958, -1.0990956063429471, -1.8786402637012958, 0.4097304777967002, -2.2680068546321737, 1.392417458926335]|2471.5642438729828427|      4.00000000|[650, 0, 10, 20]                                                           |  | used linear model with 65 points | iterate success | actual_k=0
      11|[0.4661641372135238, 0.172229412942852, 0.8371922502131484, -0.7642863313654102, 0.7384772334864761, 1.4223398360213604, 0.0824613735743362, 0.5198673448072967, -0.1053645649101955, -0.8071170776784949, 0.3119133914711895, 0.6188761991958766, 1.876124665198531, 1.064036233498775, -1.5302630000790811, -1.5392297683873088, -0.9231664032640187, -1.0542521511827454, -2.0308052684758366, 1.576722143065981, 3.0927682422932237, 1.4567232965995123, 0.8187806983033348, 1.2403924230508732, -2.2733109891315735, 0.2419929560033962, 0.0696321388643579, 0.9706090214029786, -1.2458796161423764, -0.9700991332109337, 0.3937469394615234, -1.2813416800593933, 1.8140201092945438, 2.375014891882649, -3.06485970247193, -0.612521468672026, -0.086110150615072, -0.5050837971584703, -0.2826598158845212, 1.1152966770341377, -0.6647764709177502, 1.1023456963284401, -0.09218124500588, 1.3011250483928438, 0.0499278988788958, -1.0990956063429471, -1.8786402637012958, 0.4097304777967002, -2.2680068546321737, 1.392417458926335]|2471.5642438729828427|      2.00000000|[715, 0, 11, 22]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
