k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[19.086253383596944, 1.8459845860490751, 1.6453886635382813, 2.0396760249885264, 0.3184186909716437]|8578.2724609375000000|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[19.935939756701156, 2.9961646468917262, 1.5190674188905335, 3.4322132506017766, 0.31703542201773]|5287.0048828125000000|      4.00000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[19.935939756701156, 2.9961646468917262, 1.5190674188905335, 3.4322132506017766, 0.31703542201773]|5287.0048828125000000|      2.00000000|[20, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[19.935939756701156, 2.9961646468917262, 1.5190674188905335, 3.4322132506017766, 0.31703542201773]|5287.0048828125000000|      1.00000000|[28, 13, 0, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[19.935939756701156, 2.9961646468917262, 1.5190674188905335, 3.4322132506017766, 0.31703542201773]|5287.0048828125000000|      0.50000000|[36, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[19.935939756701156, 2.9961646468917262, 1.5190674188905335, 3.4322132506017766, 0.31703542201773]|5287.0048828125000000|      0.25000000|[44, 21, 0, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[20.117803218092707, 3.0238332534709884, 1.406348761785594, 3.387202952629775, 0.4350553654068761]|3104.6018066406250000|      0.50000000|[49, 23, 0, 23]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[20.117803218092707, 3.0238332534709884, 1.406348761785594, 3.387202952629775, 0.4350553654068761]|3104.6018066406250000|      0.25000000|[57, 27, 0, 27]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[20.117803218092707, 3.0238332534709884, 1.406348761785594, 3.387202952629775, 0.4350553654068761]|3104.6018066406250000|      0.12500000|[66, 33, 0, 33]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[20.23622626283749, 3.022940051338179, 1.4386171441297069, 3.3790745428581803, 0.4572559311384911]|2808.5861816406250000|      0.25000000|[71, 35, 0, 35]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[20.23622626283749, 3.022940051338179, 1.4386171441297069, 3.3790745428581803, 0.4572559311384911]|2808.5861816406250000|      0.12500000|[79, 39, 0, 39]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[20.23622626283749, 3.022940051338179, 1.4386171441297069, 3.3790745428581803, 0.4572559311384911]|2808.5861816406250000|      0.06250000|[87, 43, 0, 43]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[20.23674032461368, 3.056166399556773, 1.4147400019249032, 3.3520083717529903, 0.4959767264090317]|2691.3991699218750000|      0.12500000|[92, 45, 0, 45]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
