k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|5073.7863710104329584|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.032977074295828, -0.020349045671825, 0.1790669711803016, -0.0464465194261793, 0.212666353213197, 0.0739078454383579, 0.0059661978512555, 0.010193575461991, -0.030670315305917, -0.0628802211502816, 0.1954098872268227, 0.0540079866264564, 0.2636150948810621, 0.2114645974990281, -0.0252689843631638, -0.1990716698641417, -0.2535753403577738, -0.0692193422352085, -0.0920744440069732, 0.2059559519294998, 0.2470387428799814, 0.057240102921252, 0.0956292252027756, 0.0338253940461305, -0.0908052260948718, 0.0006886885715782, 0.0196771355742501, 0.0924057289575141, -0.0587942979306956, -0.0663808173051898, -0.0031317570553909, -0.0276632153820891, 0.2332154160020413, 0.0921184715342013, -0.2476322688374394, 0.0423058990223413, -0.0357776143935299, -0.0451417170497717, -0.0299718806860574, 0.0687387681124756, -0.020023670480627, 0.2153583454419841, 0.0246974506290711, 0.2260048880666499, -0.0046376995246547, -0.2052684945178183, -0.2521843404322049, 0.1891211939030877, -0.2524674741076258, 0.2322170639694059]|4523.1599784175614332|      2.00000000|[113, 16, 1, 3]                                                            |  | used linear model with 129 points | iterate success | actual_k=8
       2|[0.0748957447065398, -0.0594472751818451, 0.6081229938342194, -0.0800544042202852, 0.6800169965012726, 0.2509498697268387, -0.0111279545824609, 0.0221180304597966, -0.1253714297785868, -0.1526976518337524, 0.5201992948883195, 0.0544332292419867, 0.7665798056960416, 0.6358745860602546, -0.104823265855089, -0.5135151745626023, -0.7292749435678081, -0.2147135891867594, -0.2949511209633797, 0.6334446567061603, 0.7810001931250674, 0.1694965647744313, 0.2875059882084987, 0.1284980422888319, -0.302267682377149, -0.0153279811028106, 0.0578876144620857, 0.1949693907387915, -0.1835909681562208, -0.1717853380412993, -0.035579064888773, -0.1597908602373254, 0.7422894797940872, 0.2891608441356244, -0.7552802782996318, 0.1051793917546634, -0.0150924488041481, -0.1063080965462286, -0.094789230152125, 0.2085187225906724, -0.0210146646551289, 0.5954745745003662, 0.0867328846563905, 0.6450015207134892, -0.058526864516117, -0.5921760984350768, -0.7944496960305647, 0.5683844202558226, -0.7873437859131498, 0.6742980828432471]|3676.4888132736691659|      4.00000000|[226, 32, 2, 6]                                                            |  | used linear model with 129 points | iterate success | actual_k=8
       3|[0.3798595137688078, -0.1812263412984138, 1.2996962797173262, -0.1411290918120433, 1.6689412414715847, 0.7407238351876904, 0.2047548939297961, 0.1626548494602443, -0.3447222118630279, -0.5917643597993977, 1.0771240028845286, 0.2135021424058464, 1.565039873050373, 1.4264711429629768, -0.3065226376812517, -1.167810553549419, -1.6021485039356476, -0.076568377985416, -0.6331358831423732, 1.4518529490008802, 1.7029270023077612, 0.1342568259665146, 0.8865598456522212, 0.4293717679000901, -0.6686354069332066, -0.1324531118794359, 0.1232260157786592, 0.5376653472291616, -0.6402266236478433, -0.423151799095994, 0.115995621065981, -0.5388208989928904, 1.8415266534198937, 0.8016146045920334, -1.978330803508337, 0.3326804660178526, -0.0260578052948244, -0.0222277735841059, -0.3229217736717175, 0.8113900070856206, 0.298223971776935, 1.4146305495845435, -0.2879270695415708, 1.3193245795365582, -0.106535882124016, -0.9126584619511369, -1.713254461198181, 1.4648716842467437, -2.0093201999520502, 1.1091876585515146]|2858.9500521198619936|      8.00000000|[339, 48, 3, 9]                                                            |  | used linear model with 129 points | iterate success | actual_k=8
       4|[0.3798595137688078, -0.1812263412984138, 1.2996962797173262, -0.1411290918120433, 1.6689412414715847, 0.7407238351876904, 0.2047548939297961, 0.1626548494602443, -0.3447222118630279, -0.5917643597993977, 1.0771240028845286, 0.2135021424058464, 1.565039873050373, 1.4264711429629768, -0.3065226376812517, -1.167810553549419, -1.6021485039356476, -0.076568377985416, -0.6331358831423732, 1.4518529490008802, 1.7029270023077612, 0.1342568259665146, 0.8865598456522212, 0.4293717679000901, -0.6686354069332066, -0.1324531118794359, 0.1232260157786592, 0.5376653472291616, -0.6402266236478433, -0.423151799095994, 0.115995621065981, -0.5388208989928904, 1.8415266534198937, 0.8016146045920334, -1.978330803508337, 0.3326804660178526, -0.0260578052948244, -0.0222277735841059, -0.3229217736717175, 0.8113900070856206, 0.298223971776935, 1.4146305495845435, -0.2879270695415708, 1.3193245795365582, -0.106535882124016, -0.9126584619511369, -1.713254461198181, 1.4648716842467437, -2.0093201999520502, 1.1091876585515146]|2858.9500521198619936|      4.00000000|[452, 64, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       5|[0.9673353890178769, -0.4342709822050576, 1.7284996402126864, -0.5061779697202509, 2.1726948731866687, 1.1325738206921219, 0.2582166587037674, 0.4655541544962009, -0.2897678281698134, -1.0259953342721624, 0.6378600283131087, -0.0151204489318754, 1.513441028679606, 1.5508556127195683, -0.300503095552747, -0.6914487064508672, -2.099083623837803, -0.6435581928422616, -1.2193280926864518, 2.351819045123349, 2.998305904988532, 0.5178920424216766, 2.229092793015862, 0.9287053192863224, -1.1083761268154262, 0.0829394048378624, 0.297566458839515, 1.2526341733069057, -1.087007253057343, -0.6331906656623085, 0.4383806993240199, -1.0208244062643836, 2.643793098775803, 2.064248589694669, -2.939925674956089, 0.4537387469425851, -0.2529508151267683, -0.2359937998247844, -0.5826681269437983, 1.9234432358902829, 0.0455142752222903, 1.039354582990924, -0.5663175451134508, 2.1490855917070504, -0.6705500076073941, -0.9039425065567601, -2.3299154271982108, 0.5420422989004018, -2.0016126889660213, 1.2833772741346765]|2491.4176924857433733|      8.00000000|[565, 80, 5, 15]                                                           |  | used linear model with 129 points | iterate success | actual_k=8
       6|[0.9673353890178769, -0.4342709822050576, 1.7284996402126864, -0.5061779697202509, 2.1726948731866687, 1.1325738206921219, 0.2582166587037674, 0.4655541544962009, -0.2897678281698134, -1.0259953342721624, 0.6378600283131087, -0.0151204489318754, 1.513441028679606, 1.5508556127195683, -0.300503095552747, -0.6914487064508672, -2.099083623837803, -0.6435581928422616, -1.2193280926864518, 2.351819045123349, 2.998305904988532, 0.5178920424216766, 2.229092793015862, 0.9287053192863224, -1.1083761268154262, 0.0829394048378624, 0.297566458839515, 1.2526341733069057, -1.087007253057343, -0.6331906656623085, 0.4383806993240199, -1.0208244062643836, 2.643793098775803, 2.064248589694669, -2.939925674956089, 0.4537387469425851, -0.2529508151267683, -0.2359937998247844, -0.5826681269437983, 1.9234432358902829, 0.0455142752222903, 1.039354582990924, -0.5663175451134508, 2.1490855917070504, -0.6705500076073941, -0.9039425065567601, -2.3299154271982108, 0.5420422989004018, -2.0016126889660213, 1.2833772741346765]|2491.4176924857433733|      4.00000000|[678, 96, 6, 18]                                                           |  | used linear model with 129 points | iterate failure | actual_k=8
       7|[1.2084400679735436, -0.6799515038140937, 1.3232649501387581, -1.0900621055156179, 1.2436654990616685, 1.7953868533693993, 0.2944475192883766, 1.3740773861729199, 0.200037160402178, -1.2454740858629811, 0.2046494851544292, 0.2552938369001208, 2.0010931462891377, 1.4890488962634163, -0.1733907876120737, -1.0108771313652873, -2.3240460081070555, -0.6914411259316506, -1.8943998935547541, 1.513991049880702, 3.3400119101683945, 1.2233573958940487, 1.9170332119180797, 2.0290729495061868, -1.8065967259257087, 0.3425348724967899, 0.734260312934571, 1.7012840630987254, -0.7877256291873806, -1.1910121210515674, 0.6276117277772664, -0.7101080784549703, 2.8335411391347076, 2.883262136050348, -2.9949138152956074, 0.6577090579478232, -0.4445217629439441, -0.4865852269902616, -1.4390258514794296, 1.9844308159251112, 0.7204445745102843, 2.3421512138778717, -0.7207935756938357, 1.9131507007243562, 0.4505687872689489, -0.5843132249292895, -2.5732847563602537, 0.824509558780903, -3.2286350533227557, 2.232777387741939]|2331.5530118500332719|      8.00000000|[791, 112, 7, 21]                                                          |  | used linear model with 129 points | iterate success | actual_k=8
       8|[1.2084400679735436, -0.6799515038140937, 1.3232649501387581, -1.0900621055156179, 1.2436654990616685, 1.7953868533693993, 0.2944475192883766, 1.3740773861729199, 0.200037160402178, -1.2454740858629811, 0.2046494851544292, 0.2552938369001208, 2.0010931462891377, 1.4890488962634163, -0.1733907876120737, -1.0108771313652873, -2.3240460081070555, -0.6914411259316506, -1.8943998935547541, 1.513991049880702, 3.3400119101683945, 1.2233573958940487, 1.9170332119180797, 2.0290729495061868, -1.8065967259257087, 0.3425348724967899, 0.734260312934571, 1.7012840630987254, -0.7877256291873806, -1.1910121210515674, 0.6276117277772664, -0.7101080784549703, 2.8335411391347076, 2.883262136050348, -2.9949138152956074, 0.6577090579478232, -0.4445217629439441, -0.4865852269902616, -1.4390258514794296, 1.9844308159251112, 0.7204445745102843, 2.3421512138778717, -0.7207935756938357, 1.9131507007243562, 0.4505687872689489, -0.5843132249292895, -2.5732847563602537, 0.824509558780903, -3.2286350533227557, 2.232777387741939]|2331.5530118500332719|      4.00000000|[904, 128, 8, 24]                                                          |  | used linear model with 129 points | iterate failure | actual_k=8
       9|[1.0466461423069227, -0.7023265936336692, 1.5693075948006994, -2.267145182498666, 0.9289152388900008, 2.239631748214041, 0.309265396379384, 0.9088695844287193, 0.2893225480651519, -0.9369781266055713, 0.2725370126211449, 0.3704993317092183, 2.5251782524289688, 0.8953376174041419, -0.1892608002402841, -0.9838615351729566, -1.7328458970118774, -0.2437397539110202, -2.944101563437578, 0.9822671854889287, 3.6942424745083384, 1.800949234742913, 2.0642801257740744, 2.4127161676080666, -1.3186543455040334, -0.1779022302423467, 0.7876575474180221, 1.8392451449386051, -0.3756359955932472, -1.4484426722206585, 0.6537072218242117, -1.0977382578834995, 2.8777687791923534, 3.4030912438410477, -2.8723886009519295, 0.8705628618254841, -0.2891823084204153, -0.5697502747267448, -1.819315790486248, 2.5060424009585747, 0.9881770864924049, 0.6500620773663697, -1.8933421050642174, 2.108322371505928, -0.7209133971348375, -0.515611361615372, -3.346127803369208, -0.1255222450537937, -2.7404511190035747, 0.9912624825986385]|2139.8714021195110035|      8.00000000|[1017, 144, 9, 27]                                                         |  | used linear model with 129 points | iterate success | actual_k=8
      10|[1.0466461423069227, -0.7023265936336692, 1.5693075948006994, -2.267145182498666, 0.9289152388900008, 2.239631748214041, 0.309265396379384, 0.9088695844287193, 0.2893225480651519, -0.9369781266055713, 0.2725370126211449, 0.3704993317092183, 2.5251782524289688, 0.8953376174041419, -0.1892608002402841, -0.9838615351729566, -1.7328458970118774, -0.2437397539110202, -2.944101563437578, 0.9822671854889287, 3.6942424745083384, 1.800949234742913, 2.0642801257740744, 2.4127161676080666, -1.3186543455040334, -0.1779022302423467, 0.7876575474180221, 1.8392451449386051, -0.3756359955932472, -1.4484426722206585, 0.6537072218242117, -1.0977382578834995, 2.8777687791923534, 3.4030912438410477, -2.8723886009519295, 0.8705628618254841, -0.2891823084204153, -0.5697502747267448, -1.819315790486248, 2.5060424009585747, 0.9881770864924049, 0.6500620773663697, -1.8933421050642174, 2.108322371505928, -0.7209133971348375, -0.515611361615372, -3.346127803369208, -0.1255222450537937, -2.7404511190035747, 0.9912624825986385]|2139.8714021195110035|      4.00000000|[1130, 160, 10, 30]                                                        |  | used linear model with 129 points | iterate failure | actual_k=8
      11|[1.1121110833952081, -0.7679294959383103, 1.8912748237466797, -2.7068549374175443, 1.7743840365678274, 3.32612317976906, 0.2105492594099437, 1.0009751461485006, -0.2818223884872658, -1.0203513527074104, -0.2713716203785359, 0.1546511221291396, 2.546254756993285, 1.029066685748488, 0.0818612408463692, -0.8945774757334499, -1.4894961646648732, -0.5163870897473224, -3.10803806965507, 1.1555095651379195, 4.103260897885267, 1.3912578625311127, 2.6385385632346483, 3.256667577629284, -1.9126396249957307, 0.1435333694793989, 1.3363462830594983, 2.5987956257799407, -0.1369555308582356, -0.9738796576565438, 0.5271158997853542, -1.3309439827909781, 2.7735304714795412, 4.341303564668047, -3.078555790604432, 0.9032320649087802, -0.3163144377280351, -0.85913881041763, -2.6356447533722935, 2.256654275959098, 1.6124931579127024, 1.4387719247221495, -1.5569448767095135, 2.6208239734828744, 0.5693976418782191, 0.4820926065250816, -3.3059698573350516, 0.1601690148569096, -4.171309657098636, 2.3421422737867825]|2064.4895283816294977|      8.00000000|[1243, 176, 11, 33]                                                        |  | used linear model with 129 points | iterate success | actual_k=8
