k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       2|[0.1329780491351651, -0.0367139963999686, -0.051713528817348, -0.0592161201702323, 0.4427459913949682, 0.1343444650759271, 0.0550328310710806, -0.0392712308400527, -0.0783887281791815]|138271.3480236262548715|      1.00000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       3|[0.1329780491351651, -0.0367139963999686, -0.051713528817348, -0.0592161201702323, 0.4427459913949682, 0.1343444650759271, 0.0550328310710806, -0.0392712308400527, -0.0783887281791815]|138271.3480236262548715|      0.50000000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
       4|[0.0778002327671547, -0.0682037319256966, -0.0158547912436023, -0.1193740333159149, 0.8622045857943115, 0.0611386719288489, 0.0518571194911222, -0.2708394645508432, -0.1566220266473636]|21960.7398038342289510|      1.00000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       5|[0.0778002327671547, -0.0682037319256966, -0.0158547912436023, -0.1193740333159149, 0.8622045857943115, 0.0611386719288489, 0.0518571194911222, -0.2708394645508432, -0.1566220266473636]|21960.7398038342289510|      0.50000000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=0
       6|[0.0778002327671547, -0.0682037319256966, -0.0158547912436023, -0.1193740333159149, 0.8622045857943115, 0.0611386719288489, 0.0518571194911222, -0.2708394645508432, -0.1566220266473636]|21960.7398038342289510|      0.25000000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       7|[0.0778002327671547, -0.0682037319256966, -0.0158547912436023, -0.1193740333159149, 0.8622045857943115, 0.0611386719288489, 0.0518571194911222, -0.2708394645508432, -0.1566220266473636]|21960.7398038342289510|      0.12500000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       8|[0.0984799160282923, -0.0888261495479851, -0.0225562592912897, -0.0534700526598869, 0.8949468591820107, -0.0300192658186047, 0.0419837530880297, -0.25334046675158, -0.181082155065973]|3875.4207608057686230|      0.25000000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       9|[0.0984799160282923, -0.0888261495479851, -0.0225562592912897, -0.0534700526598869, 0.8949468591820107, -0.0300192658186047, 0.0419837530880297, -0.25334046675158, -0.181082155065973]|3875.4207608057686230|      0.12500000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
      10|[0.0984799160282923, -0.0888261495479851, -0.0225562592912897, -0.0534700526598869, 0.8949468591820107, -0.0300192658186047, 0.0419837530880297, -0.25334046675158, -0.181082155065973]|3875.4207608057686230|      0.06250000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[0.1015906175694271, -0.0813630016854874, -0.0004707042347393, -0.0154479729069752, 0.9065099174924951, -0.0056090652563203, 0.0713297281526387, -0.2690327395946425, -0.1726899693819331]|409.7117127493045814|      0.12500000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      12|[0.1015906175694271, -0.0813630016854874, -0.0004707042347393, -0.0154479729069752, 0.9065099174924951, -0.0056090652563203, 0.0713297281526387, -0.2690327395946425, -0.1726899693819331]|409.7117127493045814|      0.06250000|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[0.1015906175694271, -0.0813630016854874, -0.0004707042347393, -0.0154479729069752, 0.9065099174924951, -0.0056090652563203, 0.0713297281526387, -0.2690327395946425, -0.1726899693819331]|409.7117127493045814|      0.03125000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[0.1015906175694271, -0.0813630016854874, -0.0004707042347393, -0.0154479729069752, 0.9065099174924951, -0.0056090652563203, 0.0713297281526387, -0.2690327395946425, -0.1726899693819331]|409.7117127493045814|      0.01562500|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[0.1033682693636083, -0.0829493615946684, 0.0016462937699634, -0.0012892278274637, 0.9016885330409528, -0.0035217328651407, 0.0717873404593558, -0.2671030303538968, -0.1712841218650376]|136.2691407569888611|      0.03125000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      16|[0.1033682693636083, -0.0829493615946684, 0.0016462937699634, -0.0012892278274637, 0.9016885330409528, -0.0035217328651407, 0.0717873404593558, -0.2671030303538968, -0.1712841218650376]|136.2691407569888611|      0.01562500|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      17|[0.1033682693636083, -0.0829493615946684, 0.0016462937699634, -0.0012892278274637, 0.9016885330409528, -0.0035217328651407, 0.0717873404593558, -0.2671030303538968, -0.1712841218650376]|136.2691407569888611|      0.00781250|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[0.1037249691975161, -0.0838930405666217, 0.0023516455742097, 0.0038050571383158, 0.9038475576299462, -0.0086819425850773, 0.0704976497679167, -0.2667741050734216, -0.1719965020632007]|110.5215667358220628|      0.01562500|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      19|[0.1037249691975161, -0.0838930405666217, 0.0023516455742097, 0.0038050571383158, 0.9038475576299462, -0.0086819425850773, 0.0704976497679167, -0.2667741050734216, -0.1719965020632007]|110.5215667358220628|      0.00781250|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      20|[0.1037249691975161, -0.0838930405666217, 0.0023516455742097, 0.0038050571383158, 0.9038475576299462, -0.0086819425850773, 0.0704976497679167, -0.2667741050734216, -0.1719965020632007]|110.5215667358220628|      0.00390625|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      21|[0.1028206453797844, -0.0847931379340011, 0.0023516683375505, 0.0034107376888278, 0.90564979046958, -0.0063169315264678, 0.0707657278842202, -0.2648071454883199, -0.1728290931958658]| 92.2734738109380004|      0.00781250|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      22|[0.1028206453797844, -0.0847931379340011, 0.0023516683375505, 0.0034107376888278, 0.90564979046958, -0.0063169315264678, 0.0707657278842202, -0.2648071454883199, -0.1728290931958658]| 92.2734738109380004|      0.00390625|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      23|[0.101686289436084, -0.0853993679657646, 0.0019754114799593, 0.0037076025989054, 0.9091864216257025, -0.0057272998681996, 0.0702103238297803, -0.2643922315812234, -0.1726322171803607]| 80.7652706879106859|      0.00781250|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      24|[0.101686289436084, -0.0853993679657646, 0.0019754114799593, 0.0037076025989054, 0.9091864216257025, -0.0057272998681996, 0.0702103238297803, -0.2643922315812234, -0.1726322171803607]| 80.7652706879106859|      0.00390625|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      25|[0.1013329117715102, -0.0866640449845263, 0.0025879854306296, 0.0054306020806891, 0.9120506032714709, -0.0063960614349097, 0.0709971055759412, -0.2634868028209712, -0.1723145286873669]| 75.3451091717331849|      0.00781250|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      26|[0.1013329117715102, -0.0866640449845263, 0.0025879854306296, 0.0054306020806891, 0.9120506032714709, -0.0063960614349097, 0.0709971055759412, -0.2634868028209712, -0.1723145286873669]| 75.3451091717331849|      0.00390625|[442, 0, 26, 52]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      27|[0.1019162314423829, -0.0867178674884818, 0.0022448327788169, 0.0030922554912875, 0.914050244220628, -0.0046472670515995, 0.0702433816277002, -0.2636443596901284, -0.173610770242678]| 70.7526555462201685|      0.00781250|[459, 0, 27, 54]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
