k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.601811868305271, -1.1611108630094222, 0.5412429595465346, -0.6116747873691928, 0.3055997547616215, 0.2497491081254606, 0.1082059304926633]|100150.0538158239796758|      2.00000000|[9, 0, 1, 3]                                                               |  | used linear model with 9 points | iterate success | actual_k=0
       2|[10.429346495644056, -1.1992985226895405, -1.008889004948602, -0.8726392697731589, 0.1695487924076554, -0.0235253954971912, -0.7575467802104835]|48064.6226499844924547|      4.00000000|[18, 0, 2, 6]                                                              |  | used linear model with 9 points | iterate success | actual_k=0
       3|[12.277600948948175, -0.7151887166956101, -0.8641294058546581, -3.1306046103427723, 0.5732683137742538, -2.6392792087676313, -1.2319652529402028]|40066.9778933084744494|      8.00000000|[27, 0, 3, 9]                                                              |  | used linear model with 9 points | iterate success | actual_k=0
       4|[12.277600948948175, -0.7151887166956101, -0.8641294058546581, -3.1306046103427723, 0.5732683137742538, -2.6392792087676313, -1.2319652529402028]|40066.9778933084744494|      4.00000000|[36, 0, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       5|[14.203621723198891, -1.5175417984787585, -1.7257674028509546, -6.396579931790121, 0.2756336117577753, -2.2707544252139065, -1.3471248778054252]|29037.3103380623251724|      8.00000000|[45, 0, 5, 15]                                                             |  | used linear model with 9 points | iterate success | actual_k=0
       6|[14.203621723198891, -1.5175417984787585, -1.7257674028509546, -6.396579931790121, 0.2756336117577753, -2.2707544252139065, -1.3471248778054252]|29037.3103380623251724|      4.00000000|[54, 0, 6, 18]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       7|[14.203621723198891, -1.5175417984787585, -1.7257674028509546, -6.396579931790121, 0.2756336117577753, -2.2707544252139065, -1.3471248778054252]|29037.3103380623251724|      2.00000000|[63, 0, 7, 21]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       8|[14.203621723198891, -1.5175417984787585, -1.7257674028509546, -6.396579931790121, 0.2756336117577753, -2.2707544252139065, -1.3471248778054252]|29037.3103380623251724|      1.00000000|[72, 0, 8, 24]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       9|[14.351296797205137, -1.5377843371971918, -1.9827209450033716, -6.795958004860665, 0.2637165663642637, -2.214848230208246, -0.4816846283032742]|6615.1311040559103276|      2.00000000|[81, 0, 9, 27]                                                             |  | used linear model with 9 points | iterate success | actual_k=0
      10|[14.351296797205137, -1.5377843371971918, -1.9827209450033716, -6.795958004860665, 0.2637165663642637, -2.214848230208246, -0.4816846283032742]|6615.1311040559103276|      1.00000000|[90, 0, 10, 30]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      11|[14.351296797205137, -1.5377843371971918, -1.9827209450033716, -6.795958004860665, 0.2637165663642637, -2.214848230208246, -0.4816846283032742]|6615.1311040559103276|      0.50000000|[99, 0, 11, 33]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      12|[14.351296797205137, -1.5377843371971918, -1.9827209450033716, -6.795958004860665, 0.2637165663642637, -2.214848230208246, -0.4816846283032742]|6615.1311040559103276|      0.25000000|[108, 0, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      13|[14.351296797205137, -1.5377843371971918, -1.9827209450033716, -6.795958004860665, 0.2637165663642637, -2.214848230208246, -0.4816846283032742]|6615.1311040559103276|      0.12500000|[117, 0, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      14|[14.351296797205137, -1.5377843371971918, -1.9827209450033716, -6.795958004860665, 0.2637165663642637, -2.214848230208246, -0.4816846283032742]|6615.1311040559103276|      0.06250000|[126, 0, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      15|[14.351296797205137, -1.5377843371971918, -1.9827209450033716, -6.795958004860665, 0.2637165663642637, -2.214848230208246, -0.4816846283032742]|6615.1311040559103276|      0.03125000|[135, 0, 15, 45]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      16|[14.36174316285831, -1.5361962728864458, -1.994515881140396, -6.788400362168719, 0.2819496737994635, -2.2247102455459253, -0.4662259750118203]|6468.2678726431668110|      0.06250000|[144, 0, 16, 48]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      17|[14.36174316285831, -1.5361962728864458, -1.994515881140396, -6.788400362168719, 0.2819496737994635, -2.2247102455459253, -0.4662259750118203]|6468.2678726431668110|      0.03125000|[153, 0, 17, 51]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      18|[14.351360619081312, -1.5303682952462911, -1.9982781933974065, -6.792546220208647, 0.2739576909430701, -2.230798256017755, -0.4397208591385388]|6427.5865543789886942|      0.06250000|[162, 0, 18, 54]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      19|[14.351360619081312, -1.5303682952462911, -1.9982781933974065, -6.792546220208647, 0.2739576909430701, -2.230798256017755, -0.4397208591385388]|6427.5865543789886942|      0.03125000|[171, 0, 19, 57]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      20|[14.351360619081312, -1.5303682952462911, -1.9982781933974065, -6.792546220208647, 0.2739576909430701, -2.230798256017755, -0.4397208591385388]|6427.5865543789886942|      0.01562500|[180, 0, 20, 60]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      21|[14.35766220077031, -1.5316235022338809, -1.9991773060778455, -6.791648858149509, 0.2842745635475681, -2.2295900650782636, -0.4493823238656999]|6405.3607899139806250|      0.03125000|[189, 0, 21, 63]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      22|[14.35766220077031, -1.5316235022338809, -1.9991773060778455, -6.791648858149509, 0.2842745635475681, -2.2295900650782636, -0.4493823238656999]|6405.3607899139806250|      0.01562500|[198, 0, 22, 66]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      23|[14.35766220077031, -1.5316235022338809, -1.9991773060778455, -6.791648858149509, 0.2842745635475681, -2.2295900650782636, -0.4493823238656999]|6405.3607899139806250|      0.00781250|[207, 0, 23, 69]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      24|[14.35766220077031, -1.5316235022338809, -1.9991773060778455, -6.791648858149509, 0.2842745635475681, -2.2295900650782636, -0.4493823238656999]|6405.3607899139806250|      0.00390625|[216, 0, 24, 72]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
