k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0594744695979918, 1.2551278966650627, 0.072506953816841, 1.0496335502311656, 1.082161322251182, 1.932369753856014, 1.0613323429654948, 1.2093473168581999]| 97.1899326655434521|      2.00000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       2|[0.0594744695979918, 1.2551278966650627, 0.072506953816841, 1.0496335502311656, 1.082161322251182, 1.932369753856014, 1.0613323429654948, 1.2093473168581999]| 97.1899326655434521|      1.00000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[0.0594744695979918, 1.2551278966650627, 0.072506953816841, 1.0496335502311656, 1.082161322251182, 1.932369753856014, 1.0613323429654948, 1.2093473168581999]| 97.1899326655434521|      0.50000000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.0594744695979918, 1.2551278966650627, 0.072506953816841, 1.0496335502311656, 1.082161322251182, 1.932369753856014, 1.0613323429654948, 1.2093473168581999]| 97.1899326655434521|      0.25000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[0.034684505407227, 1.1161526860060975, 0.0039029265065039, 1.0474234489959449, 1.046323369665352, 1.7486715011282161, 1.086588906336944, 1.1625215708105043]| 51.8459479081743808|      0.50000000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       6|[0.034684505407227, 1.1161526860060975, 0.0039029265065039, 1.0474234489959449, 1.046323369665352, 1.7486715011282161, 1.086588906336944, 1.1625215708105043]| 51.8459479081743808|      0.25000000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[0.034684505407227, 1.1161526860060975, 0.0039029265065039, 1.0474234489959449, 1.046323369665352, 1.7486715011282161, 1.086588906336944, 1.1625215708105043]| 51.8459479081743808|      0.12500000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[0.0531433204344198, 1.04156246731503, -0.031078713828511, 1.0139322797326458, 1.1279043623756477, 1.7292369774757181, 1.1024438920356772, 1.1530001112818684]| 50.4158264512501546|      0.25000000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
       9|[0.0531433204344198, 1.04156246731503, -0.031078713828511, 1.0139322797326458, 1.1279043623756477, 1.7292369774757181, 1.1024438920356772, 1.1530001112818684]| 50.4158264512501546|      0.12500000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[0.0531433204344198, 1.04156246731503, -0.031078713828511, 1.0139322797326458, 1.1279043623756477, 1.7292369774757181, 1.1024438920356772, 1.1530001112818684]| 50.4158264512501546|      0.06250000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[0.0310678360020172, 1.0234037052813703, -0.0216691038109046, 1.0087119338866333, 1.1436557213268714, 1.7662757569678398, 1.1147294981273794, 1.18767686091224]| 48.3880326917213139|      0.12500000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      12|[0.0310678360020172, 1.0234037052813703, -0.0216691038109046, 1.0087119338866333, 1.1436557213268714, 1.7662757569678398, 1.1147294981273794, 1.18767686091224]| 48.3880326917213139|      0.06250000|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      13|[-0.0015644434860483, 0.982865701827463, -0.0359741022346617, 0.979074261453819, 1.1371555093337729, 1.7739954797110606, 1.1110991794587912, 1.1877394342481968]| 46.5620755579851959|      0.12500000|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      14|[-0.0815167072983046, 0.9522559781917758, -0.0831399401819749, 0.9564800662170256, 1.1232099693000548, 1.8418496106445614, 1.0835014300161712, 1.1872203420585665]| 43.1390241108171040|      0.25000000|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      15|[-0.0815167072983046, 0.9522559781917758, -0.0831399401819749, 0.9564800662170256, 1.1232099693000548, 1.8418496106445614, 1.0835014300161712, 1.1872203420585665]| 43.1390241108171040|      0.12500000|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[-0.0815167072983046, 0.9522559781917758, -0.0831399401819749, 0.9564800662170256, 1.1232099693000548, 1.8418496106445614, 1.0835014300161712, 1.1872203420585665]| 43.1390241108171040|      0.06250000|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      17|[-0.0815167072983046, 0.9522559781917758, -0.0831399401819749, 0.9564800662170256, 1.1232099693000548, 1.8418496106445614, 1.0835014300161712, 1.1872203420585665]| 43.1390241108171040|      0.03125000|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      18|[-0.0939246891282853, 0.9330646261174965, -0.0817686552322785, 0.9617518518652756, 1.1210479358766652, 1.847996989164757, 1.086534183867911, 1.2065325687301318]| 41.7807102549062535|      0.06250000|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      19|[-0.1197190594721175, 0.9076720812430504, -0.0935609372795691, 0.9332506918847375, 1.105507331602592, 1.8583008244246817, 1.0939364022707054, 1.2417784599473463]| 40.0537199643094866|      0.12500000|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      20|[-0.1197190594721175, 0.9076720812430504, -0.0935609372795691, 0.9332506918847375, 1.105507331602592, 1.8583008244246817, 1.0939364022707054, 1.2417784599473463]| 40.0537199643094866|      0.06250000|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      21|[-0.1416635463804793, 0.9007811810595178, -0.1061406617306648, 0.9174573692046708, 1.0990536140813354, 1.9119643214774418, 1.0929663663298401, 1.2486460741578853]| 38.9958614591045887|      0.12500000|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      22|[-0.1592058301134919, 0.8101617776328743, -0.1662843428111301, 0.9401639354104793, 1.1239523420562987, 1.9529312365928198, 1.1126288802553252, 1.265607566973984]| 35.9456765382101366|      0.25000000|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      23|[-0.1592058301134919, 0.8101617776328743, -0.1662843428111301, 0.9401639354104793, 1.1239523420562987, 1.9529312365928198, 1.1126288802553252, 1.265607566973984]| 35.9456765382101366|      0.12500000|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      24|[-0.1592058301134919, 0.8101617776328743, -0.1662843428111301, 0.9401639354104793, 1.1239523420562987, 1.9529312365928198, 1.1126288802553252, 1.265607566973984]| 35.9456765382101366|      0.06250000|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      25|[-0.1592058301134919, 0.8101617776328743, -0.1662843428111301, 0.9401639354104793, 1.1239523420562987, 1.9529312365928198, 1.1126288802553252, 1.265607566973984]| 35.9456765382101366|      0.03125000|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      26|[-0.1739404269563243, 0.7960872414865342, -0.1766207731489763, 0.9235422158824047, 1.125695704590431, 1.950729022485898, 1.1168322470790717, 1.2532511563547013]| 34.8028327660733368|      0.06250000|[338, 104, 26, 52]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      27|[-0.1814842071121036, 0.7584364578254759, -0.2057484393940482, 0.8883000132034986, 1.1111804454499008, 1.9578415241312808, 1.108019640501782, 1.2547950533284806]| 33.7315753152836066|      0.12500000|[351, 108, 27, 54]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      28|[-0.1907890995850915, 0.7030024966318651, -0.2258334594221713, 0.8860466912653249, 1.0772399235701917, 2.0605355079818404, 1.090784857216769, 1.246923691710765]| 31.9542372841985980|      0.25000000|[364, 112, 28, 56]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      29|[-0.1907890995850915, 0.7030024966318651, -0.2258334594221713, 0.8860466912653249, 1.0772399235701917, 2.0605355079818404, 1.090784857216769, 1.246923691710765]| 31.9542372841985980|      0.12500000|[377, 116, 29, 58]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      30|[-0.1907890995850915, 0.7030024966318651, -0.2258334594221713, 0.8860466912653249, 1.0772399235701917, 2.0605355079818404, 1.090784857216769, 1.246923691710765]| 31.9542372841985980|      0.06250000|[390, 120, 30, 60]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      31|[-0.1907144847359415, 0.6666028469849763, -0.2354107342539067, 0.8648419886998265, 1.110081554574675, 2.0299860866988655, 1.0860514340093237, 1.2445359791874315]| 30.9042111797105896|      0.12500000|[403, 124, 31, 62]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      32|[-0.1907144847359415, 0.6666028469849763, -0.2354107342539067, 0.8648419886998265, 1.110081554574675, 2.0299860866988655, 1.0860514340093237, 1.2445359791874315]| 30.9042111797105896|      0.06250000|[416, 128, 32, 64]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      33|[-0.2226067472484033, 0.6783857643127867, -0.2502894682421229, 0.8833478039538308, 1.1250815043754054, 2.0708459324574, 1.0703532604414827, 1.2512810800000984]| 29.9148301877668636|      0.12500000|[429, 132, 33, 66]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      34|[-0.2226067472484033, 0.6783857643127867, -0.2502894682421229, 0.8833478039538308, 1.1250815043754054, 2.0708459324574, 1.0703532604414827, 1.2512810800000984]| 29.9148301877668636|      0.06250000|[442, 136, 34, 68]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      35|[-0.2554201730310944, 0.6325537560068275, -0.2486272803966288, 0.878339841138287, 1.1297359977839174, 2.0457997632745615, 1.0638530537948772, 1.2544252741698199]| 29.0640660050271435|      0.12500000|[455, 140, 35, 70]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      36|[-0.2554201730310944, 0.6325537560068275, -0.2486272803966288, 0.878339841138287, 1.1297359977839174, 2.0457997632745615, 1.0638530537948772, 1.2544252741698199]| 29.0640660050271435|      0.06250000|[468, 144, 36, 72]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      37|[-0.2770437550803194, 0.6322655150308443, -0.2469331060989549, 0.8932710082613199, 1.1285006149804093, 2.0999871337034146, 1.0703868601440156, 1.2696663282088407]| 27.6241366761695453|      0.12500000|[481, 148, 37, 74]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      38|[-0.2770437550803194, 0.6322655150308443, -0.2469331060989549, 0.8932710082613199, 1.1285006149804093, 2.0999871337034146, 1.0703868601440156, 1.2696663282088407]| 27.6241366761695453|      0.06250000|[494, 152, 38, 76]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      39|[-0.3064541310458491, 0.5919665061599704, -0.2732904155302373, 0.8773657640135973, 1.1275432840409727, 2.0977011996741908, 1.0800467369340738, 1.250427567384851]| 26.3676950711572644|      0.12500000|[507, 156, 39, 78]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      40|[-0.3064541310458491, 0.5919665061599704, -0.2732904155302373, 0.8773657640135973, 1.1275432840409727, 2.0977011996741908, 1.0800467369340738, 1.250427567384851]| 26.3676950711572644|      0.06250000|[520, 160, 40, 80]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
