k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0, 0.0]                                                                 |629.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1354154015778437, 2.8923502380865673, 0.4305504867055173]                    |263.6865844726562500|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[1.1354154015778437, 2.8923502380865673, 0.4305504867055173]                    |263.6865844726562500|      1.00000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[1.1354154015778437, 2.8923502380865673, 0.4305504867055173]                    |263.6865844726562500|      0.50000000|[19, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.8618350018588108, 2.669945701442196, 0.7850783233694056]                     |157.2281799316406250|      1.00000000|[25, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[0.8618350018588108, 2.669945701442196, 0.7850783233694056]                     |157.2281799316406250|      0.50000000|[31, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.83839310126631, 2.190929370360375, 0.9264778702340349]                       | 82.9840164184570312|      1.00000000|[37, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[0.83839310126631, 2.190929370360375, 0.9264778702340349]                       | 82.9840164184570312|      0.50000000|[43, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.83839310126631, 2.190929370360375, 0.9264778702340349]                       | 82.9840164184570312|      0.25000000|[49, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.83839310126631, 2.190929370360375, 0.9264778702340349]                       | 82.9840164184570312|      0.12500000|[55, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.83839310126631, 2.190929370360375, 0.9264778702340349]                       | 82.9840164184570312|      0.06250000|[61, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[0.8205536112986291, 2.1567979831288913, 0.8772533742655891]                    | 75.3322601318359375|      0.12500000|[67, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[0.7025888266900459, 2.120288061656028, 0.8966527357575537]                     | 66.5168228149414062|      0.25000000|[73, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[0.7409424722513785, 1.8773152745577344, 0.9412982573901096]                    | 47.1170730590820312|      0.50000000|[79, 0, 0, 26]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[0.7409424722513785, 1.8773152745577344, 0.9412982573901096]                    | 47.1170730590820312|      0.25000000|[85, 0, 0, 28]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[0.7409424722513785, 1.8773152745577344, 0.9412982573901096]                    | 47.1170730590820312|      0.12500000|[91, 0, 0, 30]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
