k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[97, 32, 1, 3]                                                             |  | used linear model with 129 points | iterate failure | actual_k=16
       2|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.25000000|[194, 64, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=16
       3|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.12500000|[291, 96, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=16
       4|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.06250000|[388, 128, 4, 12]                                                          |  | used linear model with 129 points | iterate failure | actual_k=16
       5|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.03125000|[485, 160, 5, 15]                                                          |  | used linear model with 129 points | iterate failure | actual_k=16
       6|[4.134856627838273, 0.0468859196963943, 0.1757409224950746, 0.0209045189426372, 1.6566057335518296, 0.0253300485939269, 1.1895200078979582, 0.0244324153885568, 0.295706920270952, 0.02095580119622, 0.3326725361439949, 0.0230876908542626, 0.0802627012370412, 0.0223493033895207, 0.2517396021710632, 0.0190142617144326, 1.3993426662661663, 0.0216024280010843, 1.1729149119326712, 0.02279188175907, 0.0894449942125353, 0.0188512840903599, 0.1267844400779413, 0.0209075042554134, 0.2995910324817494, 0.0217638209772136, 0.1059989665810341, 0.0220745504601056, 0.1171546275781149, 0.0234323617931786, 0.5451911435596585, 0.017557309889556, 0.0095273345496991, 0.0201205695212136, 0.0918833287168044, 0.0192005322291774, 0.1082346614304027, 0.0201864645690335, 0.0384473172246123, 0.0188974158196874, 0.1001826511000473, 0.0187677481003394, 0.287981884969335, 0.0192968965331121, 0.4192268157872054, 0.0207022089897778, 0.1626086850615195, 0.0178981463234701, 0.0729175644166504, 0.0215621315438309, 0.3148638630097106, 0.0181367567118868, 0.1403009514405285, 0.0186170604334489, 0.2877328271643821, 0.0191835202402562, 0.0609302971634547, 0.0190426517623654, 0.1540661597609924, 0.0167687681187331, 0.1927520273957309, 0.023901684325545, 0.1509403830811699, 0.0222305722569567, 0.3925474040559921, 0.0196714075158253]|172555.8151521569234319|      0.06250000|[582, 192, 6, 18]                                                          |  | used linear model with 129 points | iterate success | actual_k=16
       7|[4.134856627838273, 0.0468859196963943, 0.1757409224950746, 0.0209045189426372, 1.6566057335518296, 0.0253300485939269, 1.1895200078979582, 0.0244324153885568, 0.295706920270952, 0.02095580119622, 0.3326725361439949, 0.0230876908542626, 0.0802627012370412, 0.0223493033895207, 0.2517396021710632, 0.0190142617144326, 1.3993426662661663, 0.0216024280010843, 1.1729149119326712, 0.02279188175907, 0.0894449942125353, 0.0188512840903599, 0.1267844400779413, 0.0209075042554134, 0.2995910324817494, 0.0217638209772136, 0.1059989665810341, 0.0220745504601056, 0.1171546275781149, 0.0234323617931786, 0.5451911435596585, 0.017557309889556, 0.0095273345496991, 0.0201205695212136, 0.0918833287168044, 0.0192005322291774, 0.1082346614304027, 0.0201864645690335, 0.0384473172246123, 0.0188974158196874, 0.1001826511000473, 0.0187677481003394, 0.287981884969335, 0.0192968965331121, 0.4192268157872054, 0.0207022089897778, 0.1626086850615195, 0.0178981463234701, 0.0729175644166504, 0.0215621315438309, 0.3148638630097106, 0.0181367567118868, 0.1403009514405285, 0.0186170604334489, 0.2877328271643821, 0.0191835202402562, 0.0609302971634547, 0.0190426517623654, 0.1540661597609924, 0.0167687681187331, 0.1927520273957309, 0.023901684325545, 0.1509403830811699, 0.0222305722569567, 0.3925474040559921, 0.0196714075158253]|172555.8151521569234319|      0.03125000|[679, 224, 7, 21]                                                          |  | used linear model with 129 points | iterate failure | actual_k=16
       8|[4.136578330165013, 0.065194453002236, 0.1775694935493, 0.0190535401954531, 1.6555142619543322, 0.0385579988289434, 1.1883104244891098, 0.0282408066957496, 0.2946590570626699, 0.019904850766765, 0.3303551987914891, 0.0230700655535907, 0.080870290586026, 0.0211347498549294, 0.2550358505621753, 0.0177731200883536, 1.400779910504699, 0.0364403202246445, 1.1762797032871606, 0.0292534800095006, 0.0879462340476931, 0.019133644241199, 0.1263833253964589, 0.0220201704709068, 0.3011916458274274, 0.0222595131542559, 0.1041612540090892, 0.0190055170839657, 0.1172820809489991, 0.0216983682612314, 0.5470381819485797, 0.0221459697959055, 0.0117383422483327, 0.0180242456477831, 0.0913808877126371, 0.017144173551213, 0.1091266885708916, 0.0184570596396924, 0.036387070481499, 0.0183885326736558, 0.0988485237488913, 0.0200566074494115, 0.2904956875370851, 0.0220585466571348, 0.4174132341585136, 0.0225998859404369, 0.1630963931159864, 0.016714944878885, 0.0751361489216081, 0.0201032262823057, 0.3144874937090286, 0.0198773508698687, 0.1376237833898634, 0.0180645171421226, 0.2880197602167459, 0.0191859232685661, 0.0611326704429592, 0.0193971719330992, 0.1515154362306336, 0.019013235851061, 0.192689783139121, 0.0265854996889792, 0.1480924634692144, 0.0211144738182549, 0.3920721505086184, 0.0208111112218489]|141890.2905179812805727|      0.06250000|[776, 256, 8, 24]                                                          |  | used linear model with 129 points | iterate success | actual_k=16
       9|[4.130292843667343, 0.0834867061097948, 0.185625519992963, 0.0310772501391835, 1.649138059517406, 0.0416126208128153, 1.1968631946183672, 0.0344098752342065, 0.2873223026432905, 0.037983110046546, 0.3318405636577519, 0.008450755544808, 0.075438065388099, 0.0257230717141473, 0.264072786474396, 0.0115514087965777, 1.4034663536322896, 0.0393630569499266, 1.1633602309618636, 0.0339002063943711, 0.094392374827607, 0.0105878602525403, 0.1171810056876557, 0.0173996084238435, 0.3057399536932249, 0.0294720593242613, 0.1110630240268423, 0.0256145210809218, 0.1264832195334544, 0.0268848808343425, 0.5433976289688879, 0.024956366360909, 0.0155288965697532, 0.0179615906928374, 0.0999133852774423, 0.0178203696667164, 0.0996793029910725, 0.0250495133569396, 0.0460387887970412, 0.0216263983453994, 0.1014794674367787, 0.02418983393794, 0.2857220218360962, 0.0312116394417799, 0.4240898512883264, 0.026857431269948, 0.1686645794721156, 0.0280599015451711, 0.0780541481293622, 0.039927590915433, 0.3125226162733328, 0.015305210087687, 0.1310081261741674, 0.0205647539959535, 0.2983673685180792, 0.0202075563896304, 0.0504355596500975, 0.0245579922525763, 0.1479715102661966, 0.0209283465300469, 0.1860991443072618, 0.0354553213802269, 0.1385900030202777, 0.0209514353224387, 0.3937365431077131, 0.0270120230927102]|129488.6122111895092530|      0.12500000|[873, 288, 9, 27]                                                          |  | used linear model with 129 points | iterate success | actual_k=16
      10|[4.130292843667343, 0.0834867061097948, 0.185625519992963, 0.0310772501391835, 1.649138059517406, 0.0416126208128153, 1.1968631946183672, 0.0344098752342065, 0.2873223026432905, 0.037983110046546, 0.3318405636577519, 0.008450755544808, 0.075438065388099, 0.0257230717141473, 0.264072786474396, 0.0115514087965777, 1.4034663536322896, 0.0393630569499266, 1.1633602309618636, 0.0339002063943711, 0.094392374827607, 0.0105878602525403, 0.1171810056876557, 0.0173996084238435, 0.3057399536932249, 0.0294720593242613, 0.1110630240268423, 0.0256145210809218, 0.1264832195334544, 0.0268848808343425, 0.5433976289688879, 0.024956366360909, 0.0155288965697532, 0.0179615906928374, 0.0999133852774423, 0.0178203696667164, 0.0996793029910725, 0.0250495133569396, 0.0460387887970412, 0.0216263983453994, 0.1014794674367787, 0.02418983393794, 0.2857220218360962, 0.0312116394417799, 0.4240898512883264, 0.026857431269948, 0.1686645794721156, 0.0280599015451711, 0.0780541481293622, 0.039927590915433, 0.3125226162733328, 0.015305210087687, 0.1310081261741674, 0.0205647539959535, 0.2983673685180792, 0.0202075563896304, 0.0504355596500975, 0.0245579922525763, 0.1479715102661966, 0.0209283465300469, 0.1860991443072618, 0.0354553213802269, 0.1385900030202777, 0.0209514353224387, 0.3937365431077131, 0.0270120230927102]|129488.6122111895092530|      0.06250000|[970, 320, 10, 30]                                                         |  | used linear model with 129 points | iterate failure | actual_k=16
      11|[4.130292843667343, 0.0834867061097948, 0.185625519992963, 0.0310772501391835, 1.649138059517406, 0.0416126208128153, 1.1968631946183672, 0.0344098752342065, 0.2873223026432905, 0.037983110046546, 0.3318405636577519, 0.008450755544808, 0.075438065388099, 0.0257230717141473, 0.264072786474396, 0.0115514087965777, 1.4034663536322896, 0.0393630569499266, 1.1633602309618636, 0.0339002063943711, 0.094392374827607, 0.0105878602525403, 0.1171810056876557, 0.0173996084238435, 0.3057399536932249, 0.0294720593242613, 0.1110630240268423, 0.0256145210809218, 0.1264832195334544, 0.0268848808343425, 0.5433976289688879, 0.024956366360909, 0.0155288965697532, 0.0179615906928374, 0.0999133852774423, 0.0178203696667164, 0.0996793029910725, 0.0250495133569396, 0.0460387887970412, 0.0216263983453994, 0.1014794674367787, 0.02418983393794, 0.2857220218360962, 0.0312116394417799, 0.4240898512883264, 0.026857431269948, 0.1686645794721156, 0.0280599015451711, 0.0780541481293622, 0.039927590915433, 0.3125226162733328, 0.015305210087687, 0.1310081261741674, 0.0205647539959535, 0.2983673685180792, 0.0202075563896304, 0.0504355596500975, 0.0245579922525763, 0.1479715102661966, 0.0209283465300469, 0.1860991443072618, 0.0354553213802269, 0.1385900030202777, 0.0209514353224387, 0.3937365431077131, 0.0270120230927102]|129488.6122111895092530|      0.03125000|[1067, 352, 11, 33]                                                        |  | used linear model with 129 points | iterate failure | actual_k=16
