k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[257, 0, 0, 4]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[385, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[119.99847541355905, -0.020121134868049, 0.8638025075509674, 110.00012342617775, 0.1957733884298275, 0.8292853746193569, 99.99973945509656, 0.2695105337311762, 0.7107622922500958, 88.00040688271712, 0.3267375704997234, 0.7023576461637502, 86.00005083615615, 0.3584489536127877, 0.6432218122638794, 83.99999623854161, 0.4676363611618701, 0.5317550091877581, 79.99991923740299, 0.6550966876923725, 0.3412165736735114, 76.00000612713612, 0.8765011169288347, 0.1238897056779911, 886.3699614533921, 910.0099992154628, 922.5200004612539, 926.4600041123921, 935.5600081261409, 952.8299962640873, 975.729990566374]|2504.3125000000000000|      0.25000000|[513, 0, 0, 8]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       5|[119.99847541355905, -0.020121134868049, 0.8638025075509674, 110.00012342617775, 0.1957733884298275, 0.8292853746193569, 99.99973945509656, 0.2695105337311762, 0.7107622922500958, 88.00040688271712, 0.3267375704997234, 0.7023576461637502, 86.00005083615615, 0.3584489536127877, 0.6432218122638794, 83.99999623854161, 0.4676363611618701, 0.5317550091877581, 79.99991923740299, 0.6550966876923725, 0.3412165736735114, 76.00000612713612, 0.8765011169288347, 0.1238897056779911, 886.3699614533921, 910.0099992154628, 922.5200004612539, 926.4600041123921, 935.5600081261409, 952.8299962640873, 975.729990566374]|2504.3125000000000000|      0.12500000|[641, 0, 0, 10]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[119.99847541355905, -0.020121134868049, 0.8638025075509674, 110.00012342617775, 0.1957733884298275, 0.8292853746193569, 99.99973945509656, 0.2695105337311762, 0.7107622922500958, 88.00040688271712, 0.3267375704997234, 0.7023576461637502, 86.00005083615615, 0.3584489536127877, 0.6432218122638794, 83.99999623854161, 0.4676363611618701, 0.5317550091877581, 79.99991923740299, 0.6550966876923725, 0.3412165736735114, 76.00000612713612, 0.8765011169288347, 0.1238897056779911, 886.3699614533921, 910.0099992154628, 922.5200004612539, 926.4600041123921, 935.5600081261409, 952.8299962640873, 975.729990566374]|2504.3125000000000000|      0.06250000|[769, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[119.99876626864794, 0.0106182503482702, 0.8747987143561119, 109.99937107832054, 0.1475329901720402, 0.810713473134266, 99.99978761213184, 0.2751531259046215, 0.7155915545650242, 88.00060278633656, 0.336373479869766, 0.7055390526358752, 86.00010628275395, 0.3608991960565834, 0.6436543998416928, 83.9999908840914, 0.4673123368135019, 0.5315327758314812, 79.99987050136532, 0.6533982375251024, 0.3406846972715488, 76.00000756032618, 0.8766241032764899, 0.1240081694823291, 886.3699701903427, 910.0099772969946, 922.5200005967715, 926.4600083883582, 935.5600096089072, 952.8299945532601, 975.7299908600671]|1180.5550537109375000|      0.12500000|[897, 0, 0, 14]                                                            |  | trying linear partial model with 65 points | iterate success | actual_k=0
       8|[119.99876626864794, 0.0106182503482702, 0.8747987143561119, 109.99937107832054, 0.1475329901720402, 0.810713473134266, 99.99978761213184, 0.2751531259046215, 0.7155915545650242, 88.00060278633656, 0.336373479869766, 0.7055390526358752, 86.00010628275395, 0.3608991960565834, 0.6436543998416928, 83.9999908840914, 0.4673123368135019, 0.5315327758314812, 79.99987050136532, 0.6533982375251024, 0.3406846972715488, 76.00000756032618, 0.8766241032764899, 0.1240081694823291, 886.3699701903427, 910.0099772969946, 922.5200005967715, 926.4600083883582, 935.5600096089072, 952.8299945532601, 975.7299908600671]|1180.5550537109375000|      0.06250000|[1025, 0, 0, 16]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[119.99829416593231, -0.0307290348203746, 0.8573118013333094, 109.99904060560512, 0.1260573138332327, 0.8059591004433374, 99.99935136654659, 0.2525361760593032, 0.7093136930742555, 88.00113816008198, 0.3625877277901324, 0.7148219977084805, 86.0002807962622, 0.368405013947489, 0.6451386511029564, 83.99997294334186, 0.4665621225753275, 0.5309442437032639, 79.99974474234197, 0.6488999605236196, 0.3392680283337033, 76.00001135752831, 0.8769509249685328, 0.1243230582764308, 886.3699564123268, 910.0099713433452, 922.5199857618502, 926.4600232090629, 935.5600184252421, 952.8299888817102, 975.7299905243723]|675.7385253906250000|      0.12500000|[1153, 0, 0, 18]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      10|[119.99829416593231, -0.0307290348203746, 0.8573118013333094, 109.99904060560512, 0.1260573138332327, 0.8059591004433374, 99.99935136654659, 0.2525361760593032, 0.7093136930742555, 88.00113816008198, 0.3625877277901324, 0.7148219977084805, 86.0002807962622, 0.368405013947489, 0.6451386511029564, 83.99997294334186, 0.4665621225753275, 0.5309442437032639, 79.99974474234197, 0.6488999605236196, 0.3392680283337033, 76.00001135752831, 0.8769509249685328, 0.1243230582764308, 886.3699564123268, 910.0099713433452, 922.5199857618502, 926.4600232090629, 935.5600184252421, 952.8299888817102, 975.7299905243723]|675.7385253906250000|      0.06250000|[1281, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[119.99829416593231, -0.0307290348203746, 0.8573118013333094, 109.99904060560512, 0.1260573138332327, 0.8059591004433374, 99.99935136654659, 0.2525361760593032, 0.7093136930742555, 88.00113816008198, 0.3625877277901324, 0.7148219977084805, 86.0002807962622, 0.368405013947489, 0.6451386511029564, 83.99997294334186, 0.4665621225753275, 0.5309442437032639, 79.99974474234197, 0.6488999605236196, 0.3392680283337033, 76.00001135752831, 0.8769509249685328, 0.1243230582764308, 886.3699564123268, 910.0099713433452, 922.5199857618502, 926.4600232090629, 935.5600184252421, 952.8299888817102, 975.7299905243723]|675.7385253906250000|      0.03125000|[1409, 0, 0, 22]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[119.9984339438468, -0.0145962337142668, 0.8628704305901925, 109.99873476831218, 0.1028363647163099, 0.7971923191935277, 99.99928676362646, 0.2501211912033224, 0.709811120023237, 88.00126105760728, 0.3683135484983176, 0.7168605456896411, 86.00037970773249, 0.3729550830118855, 0.6463909550802175, 83.99997415515713, 0.4664476849955072, 0.5307188840650013, 79.99969355452076, 0.6470454091983316, 0.3386727607048963, 76.00001261588481, 0.8770832282292987, 0.1244507732766871, 886.3699598099057, 910.0099634450403, 922.5199836017739, 926.4600268053989, 935.5600204401851, 952.8299886975221, 975.7299892222089]|443.1387634277343750|      0.06250000|[1537, 0, 0, 24]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
