k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 5.0, 1.0]                                                                 |634.1111111111110858|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.9459316690503439, 4.0051360108071625, 1.0855701968890576]                    |266.9226048160038545|      2.00000000|[4, 1, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       2|[1.3981596601997257, 2.087176339930961, 0.9393630588546521]                     | 33.8093399614760202|      4.00000000|[8, 2, 2, 4]                                                               |  | used linear model with 5 points | iterate success | actual_k=1
       3|[1.3981596601997257, 2.087176339930961, 0.9393630588546521]                     | 33.8093399614760202|      2.00000000|[12, 3, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=1
       4|[2.0278552546555573, 0.389436333369267, 0.0901502890243723]                     |  8.8596728436801282|      4.00000000|[16, 4, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=1
       5|[2.0278552546555573, 0.389436333369267, 0.0901502890243723]                     |  8.8596728436801282|      2.00000000|[20, 5, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       6|[2.0278552546555573, 0.389436333369267, 0.0901502890243723]                     |  8.8596728436801282|      1.00000000|[24, 6, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       7|[2.6958418171077954, -0.1563409671537882, -0.4157361514116299]                  |  5.3309885483704376|      2.00000000|[28, 7, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
       8|[2.6958418171077954, -0.1563409671537882, -0.4157361514116299]                  |  5.3309885483704376|      1.00000000|[32, 8, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=1
       9|[3.5545333542242243, 0.0712933148005207, 0.0434277384618783]                    |  2.0895550999924373|      2.00000000|[36, 9, 9, 18]                                                             |  | used linear model with 5 points | iterate success | actual_k=1
      10|[5.26860486387389, 1.028871871566888, 0.4242192397175635]                       |  1.2027461375292754|      4.00000000|[40, 10, 10, 20]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      11|[5.26860486387389, 1.028871871566888, 0.4242192397175635]                       |  1.2027461375292754|      2.00000000|[44, 11, 11, 22]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      12|[5.26860486387389, 1.028871871566888, 0.4242192397175635]                       |  1.2027461375292754|      1.00000000|[48, 12, 12, 24]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      13|[5.276201916134327, 0.1873696852226884, 0.9644195314380366]                     |  0.1134366700951479|      2.00000000|[52, 13, 13, 26]                                                           |  | used linear model with 5 points | iterate success | actual_k=1
      14|[5.276201916134327, 0.1873696852226884, 0.9644195314380366]                     |  0.1134366700951479|      1.00000000|[56, 14, 14, 28]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
      15|[5.276201916134327, 0.1873696852226884, 0.9644195314380366]                     |  0.1134366700951479|      0.50000000|[60, 15, 15, 30]                                                           |  | used linear model with 5 points | iterate failure | actual_k=1
