k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.25000000|[257, 0, 0, 4]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.12500000|[385, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.06250000|[513, 0, 0, 8]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.03125000|[641, 0, 0, 10]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[4.134110441193396, 0.0427350833951629, 0.1766682226519849, 0.0172967945691216, 1.6590776173560764, 0.0268686320385163, 1.1889824972255634, 0.022462870708879, 0.2940017602836924, 0.0209987560339015, 0.330887763767108, 0.0201447967988614, 0.0848303138931087, 0.0184658240653449, 0.2537985339291294, 0.0235679340789378, 1.3936777934647249, 0.018302392013908, 1.1711483322537084, 0.0228432581380203, 0.0902647160112322, 0.0174722399192481, 0.1249631322468547, 0.0239222332808594, 0.3081412067335113, 0.017823379569652, 0.1011076133145147, 0.0239010312542723, 0.1154925418856387, 0.0177392637013452, 0.5443762619801711, 0.0186873558831342, 0.0098006514435678, 0.0174247885735762, 0.0932189285677071, 0.0204915582697835, 0.1112761278448701, 0.0205243378086764, 0.0383370629597439, 0.0191337730140769, 0.0966880863490966, 0.023205872589716, 0.2862713310764954, 0.0189961652592241, 0.422262851772223, 0.0168602798767018, 0.1598729756900108, 0.0158492606639307, 0.0709656630524221, 0.0177419480671242, 0.3159063716231636, 0.0205841786373845, 0.139829004356931, 0.026842619672087, 0.2901747852091476, 0.0215550593287133, 0.0652031537558933, 0.0182693006898734, 0.1532938853536299, 0.0203651756714577, 0.1909348978156592, 0.0200891906062752, 0.1534221893611712, 0.0209750331003192, 0.3848611391099712, 0.0171345458981211]|180539.3593750000000000|      0.06250000|[769, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | iterate success | actual_k=0
       7|[4.1254792338122535, 0.070009077466421, 0.1772446387392173, 0.0243254642369594, 1.6609854782337188, 0.0442048824455226, 1.1910659582029461, 0.037722004065425, 0.2923106622238607, 0.0167588400558398, 0.332324206052361, 0.0189530517951524, 0.0842440152870325, 0.0158073324226578, 0.2450030098820151, 0.0195610588668087, 1.3999232466266998, 0.032528605531791, 1.175144097570024, 0.034948218240467, 0.0842552702617643, 0.0152952457870268, 0.1216532741926494, 0.0346580651881297, 0.3038826785235418, 0.0183425503993713, 0.0939057676195674, 0.0125025364755849, 0.1139497843128773, 0.0160619349006625, 0.555706088339419, 0.0329799943901429, 0.0091103119287434, 0.0195927440125928, 0.0981137107877668, 0.028885308048891, 0.0996981914906155, 0.0186579648634281, 0.0306236602029948, 0.029506056904398, 0.0945529384497566, 0.0317050250984886, 0.27757012437218, 0.0214261775947101, 0.4266941662737251, 0.0188515831530224, 0.1640255920180524, 0.0216636391255644, 0.0674690032725251, 0.02535764772541, 0.3104450098635442, 0.0256959765387194, 0.1318038623625534, 0.0228910756054286, 0.2952123205202083, 0.0341056738173482, 0.0581960532405025, 0.0183575662628865, 0.1564430388148834, 0.0257972400583001, 0.1950068072039201, 0.0272362149590508, 0.1469309677971331, 0.0255990070079752, 0.3841833746464333, 0.0211487186856696]|133779.7031250000000000|      0.12500000|[897, 0, 0, 14]                                                            |  | trying linear partial model with 65 points | iterate success | actual_k=0
       8|[4.1254792338122535, 0.070009077466421, 0.1772446387392173, 0.0243254642369594, 1.6609854782337188, 0.0442048824455226, 1.1910659582029461, 0.037722004065425, 0.2923106622238607, 0.0167588400558398, 0.332324206052361, 0.0189530517951524, 0.0842440152870325, 0.0158073324226578, 0.2450030098820151, 0.0195610588668087, 1.3999232466266998, 0.032528605531791, 1.175144097570024, 0.034948218240467, 0.0842552702617643, 0.0152952457870268, 0.1216532741926494, 0.0346580651881297, 0.3038826785235418, 0.0183425503993713, 0.0939057676195674, 0.0125025364755849, 0.1139497843128773, 0.0160619349006625, 0.555706088339419, 0.0329799943901429, 0.0091103119287434, 0.0195927440125928, 0.0981137107877668, 0.028885308048891, 0.0996981914906155, 0.0186579648634281, 0.0306236602029948, 0.029506056904398, 0.0945529384497566, 0.0317050250984886, 0.27757012437218, 0.0214261775947101, 0.4266941662737251, 0.0188515831530224, 0.1640255920180524, 0.0216636391255644, 0.0674690032725251, 0.02535764772541, 0.3104450098635442, 0.0256959765387194, 0.1318038623625534, 0.0228910756054286, 0.2952123205202083, 0.0341056738173482, 0.0581960532405025, 0.0183575662628865, 0.1564430388148834, 0.0257972400583001, 0.1950068072039201, 0.0272362149590508, 0.1469309677971331, 0.0255990070079752, 0.3841833746464333, 0.0211487186856696]|133779.7031250000000000|      0.06250000|[1025, 0, 0, 16]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[4.121447739076101, 0.0948800856250391, 0.1630612961788993, 0.0381150583390407, 1.6458429648830626, 0.0589840615752625, 1.1845836227887507, 0.0547732326842134, 0.2899169606323313, 0.0124933899083641, 0.3265470644137141, 0.0251428073243655, 0.0877390667964349, 0.0131999444730163, 0.2472914095940156, 0.016331568540103, 1.4025485213545112, 0.0415796095447999, 1.1774418640872402, 0.0442185170131061, 0.0818580248643583, 0.0105591832519942, 0.1152287120004506, 0.0346311565830886, 0.2916670036169107, 0.0249698052852667, 0.0933237630399748, 0.0259738169760132, 0.1196744896692317, 0.0170268059373977, 0.5503208699595911, 0.0335997150256857, 0.0066574635674855, 0.0160825109799995, 0.0805386613788312, 0.0324479517769996, 0.1072630438217663, 0.0189216889601321, 0.0318694363255861, 0.0329137333801553, 0.0905458830702946, 0.030022114746384, 0.2664616466058907, 0.0256227829230107, 0.4226997413743111, 0.0310768372057885, 0.168981463787255, 0.0192624499031366, 0.0701691740003345, 0.0211188661556292, 0.3153837155889391, 0.0283455353411379, 0.127684418117232, 0.0289699736663756, 0.2885572947372317, 0.0383163997141742, 0.058955567026761, 0.0073533345265164, 0.1566631178266976, 0.0360009565049283, 0.1941396887358041, 0.0325336114306152, 0.1535832743535383, 0.0200297242389882, 0.3829538937703949, 0.0245766672526572]|113941.5234375000000000|      0.12500000|[1153, 0, 0, 18]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      10|[4.121447739076101, 0.0948800856250391, 0.1630612961788993, 0.0381150583390407, 1.6458429648830626, 0.0589840615752625, 1.1845836227887507, 0.0547732326842134, 0.2899169606323313, 0.0124933899083641, 0.3265470644137141, 0.0251428073243655, 0.0877390667964349, 0.0131999444730163, 0.2472914095940156, 0.016331568540103, 1.4025485213545112, 0.0415796095447999, 1.1774418640872402, 0.0442185170131061, 0.0818580248643583, 0.0105591832519942, 0.1152287120004506, 0.0346311565830886, 0.2916670036169107, 0.0249698052852667, 0.0933237630399748, 0.0259738169760132, 0.1196744896692317, 0.0170268059373977, 0.5503208699595911, 0.0335997150256857, 0.0066574635674855, 0.0160825109799995, 0.0805386613788312, 0.0324479517769996, 0.1072630438217663, 0.0189216889601321, 0.0318694363255861, 0.0329137333801553, 0.0905458830702946, 0.030022114746384, 0.2664616466058907, 0.0256227829230107, 0.4226997413743111, 0.0310768372057885, 0.168981463787255, 0.0192624499031366, 0.0701691740003345, 0.0211188661556292, 0.3153837155889391, 0.0283455353411379, 0.127684418117232, 0.0289699736663756, 0.2885572947372317, 0.0383163997141742, 0.058955567026761, 0.0073533345265164, 0.1566631178266976, 0.0360009565049283, 0.1941396887358041, 0.0325336114306152, 0.1535832743535383, 0.0200297242389882, 0.3829538937703949, 0.0245766672526572]|113941.5234375000000000|      0.06250000|[1281, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
