k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[87, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[4.07486341054243, 0.0779455430866457, 0.1379388127762096, 0.0743361687991531, 1.7360228965368778, -0.0207609457435961, 1.329257263391206, 0.0745134521444063, 0.2209470564095292, -0.0381734196961469, 0.2440438266754797, -0.0837726685359289, 0.1709559524620545, -0.0754338239346423, 0.3198044286573218, 0.074161557461613, 1.4737215129290269, 0.02228564526999, 1.017173224435998, 0.0138189714986269, 0.1260108318237579, -0.0410908782526038, 0.0663148871754915, 0.1108755242680981, 0.3356773486327158, 0.036223453792854, 0.104673788192704, -0.0140180425282637, 0.1168984777626608, 0.0224087175807537, 0.6026065584788836, 0.0275246443735082, 0.0209730135460539, 0.0695133331912262, 0.054517879297176, 0.0429616606952425, 0.1461223400584556, 0.0793397540285628, 0.0150807762175552, -0.016108456162786, 0.1784240345411602, 0.097051649287583, 0.3120810374961883, 0.0296047830462487, 0.3830704182610603, 0.0707637691162247, 0.2650985830546397, 0.1181592845985653, 0.0883636091809856, -0.045259576640838, 0.2771904481904601, 0.0617439963698224, 0.0698282820809643, 0.0133182870470553, 0.2214486299032416, -0.1504176139191615, 0.0718031594426937, 0.0114473609378423, 0.1505099437017046, 0.0652729998026577, 0.1747447701711969, 0.0616156476235901, 0.1138706082047418, -0.0256933245517343, 0.3576684376994839, 0.041918721281146]|82918.7890625000000000|      1.00000000|[117, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[3.911644409452768, 0.1466240626791739, 0.1799177209564503, -0.0704727240896173, 1.683224061985131, -0.095258857766949, 1.3432078215986853, 0.1176196862478333, 0.1780527382413036, 0.0975352460279615, 0.1458939180785354, -0.1908254661541974, 0.0114050750432234, 0.1017822761695007, 0.2594106527505501, 0.1239202582002829, 1.4667399327378166, -0.1177753241519692, 1.1524111903969663, 0.0636234851462033, 0.0761523872678991, -0.1190911612718178, 0.1099912222125956, 0.2410427282242351, 0.4609704487542267, 0.1180855568463502, 0.0807118048223125, 0.2992388946321452, 0.2627044141548803, -0.0097194108666184, 0.4189285003226073, 0.1830231975316087, 0.0486207287573321, -0.0969719087707374, -0.0241132991547735, -0.0302409261610128, 0.1657321929524501, 0.1513502920165119, -0.1187209648825027, 0.0963081484966202, 0.2435220965645997, 0.1985328623650159, 0.4629027617688786, -0.0920340621169516, 0.4508897592729954, 0.013887277500009, 0.261949583328393, -0.1125074932816425, 0.3068004782923778, 0.0825648627066594, 0.2860768360978725, -0.1893245995258878, -0.0140112404848597, -0.2404973975816398, 0.2554400902978596, -0.1408947457159706, -0.0140561137738646, 0.0045518420876995, 0.2091524574275888, 0.1531893700511118, 0.2100002040224388, -0.0828117060859253, 0.3535649046780134, -0.0847113412398367, 0.1769913781853996, 0.2384242932705955]|16070.9306640625000000|      2.00000000|[147, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       4|[3.911644409452768, 0.1466240626791739, 0.1799177209564503, -0.0704727240896173, 1.683224061985131, -0.095258857766949, 1.3432078215986853, 0.1176196862478333, 0.1780527382413036, 0.0975352460279615, 0.1458939180785354, -0.1908254661541974, 0.0114050750432234, 0.1017822761695007, 0.2594106527505501, 0.1239202582002829, 1.4667399327378166, -0.1177753241519692, 1.1524111903969663, 0.0636234851462033, 0.0761523872678991, -0.1190911612718178, 0.1099912222125956, 0.2410427282242351, 0.4609704487542267, 0.1180855568463502, 0.0807118048223125, 0.2992388946321452, 0.2627044141548803, -0.0097194108666184, 0.4189285003226073, 0.1830231975316087, 0.0486207287573321, -0.0969719087707374, -0.0241132991547735, -0.0302409261610128, 0.1657321929524501, 0.1513502920165119, -0.1187209648825027, 0.0963081484966202, 0.2435220965645997, 0.1985328623650159, 0.4629027617688786, -0.0920340621169516, 0.4508897592729954, 0.013887277500009, 0.261949583328393, -0.1125074932816425, 0.3068004782923778, 0.0825648627066594, 0.2860768360978725, -0.1893245995258878, -0.0140112404848597, -0.2404973975816398, 0.2554400902978596, -0.1408947457159706, -0.0140561137738646, 0.0045518420876995, 0.2091524574275888, 0.1531893700511118, 0.2100002040224388, -0.0828117060859253, 0.3535649046780134, -0.0847113412398367, 0.1769913781853996, 0.2384242932705955]|16070.9306640625000000|      1.00000000|[233, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[3.911644409452768, 0.1466240626791739, 0.1799177209564503, -0.0704727240896173, 1.683224061985131, -0.095258857766949, 1.3432078215986853, 0.1176196862478333, 0.1780527382413036, 0.0975352460279615, 0.1458939180785354, -0.1908254661541974, 0.0114050750432234, 0.1017822761695007, 0.2594106527505501, 0.1239202582002829, 1.4667399327378166, -0.1177753241519692, 1.1524111903969663, 0.0636234851462033, 0.0761523872678991, -0.1190911612718178, 0.1099912222125956, 0.2410427282242351, 0.4609704487542267, 0.1180855568463502, 0.0807118048223125, 0.2992388946321452, 0.2627044141548803, -0.0097194108666184, 0.4189285003226073, 0.1830231975316087, 0.0486207287573321, -0.0969719087707374, -0.0241132991547735, -0.0302409261610128, 0.1657321929524501, 0.1513502920165119, -0.1187209648825027, 0.0963081484966202, 0.2435220965645997, 0.1985328623650159, 0.4629027617688786, -0.0920340621169516, 0.4508897592729954, 0.013887277500009, 0.261949583328393, -0.1125074932816425, 0.3068004782923778, 0.0825648627066594, 0.2860768360978725, -0.1893245995258878, -0.0140112404848597, -0.2404973975816398, 0.2554400902978596, -0.1408947457159706, -0.0140561137738646, 0.0045518420876995, 0.2091524574275888, 0.1531893700511118, 0.2100002040224388, -0.0828117060859253, 0.3535649046780134, -0.0847113412398367, 0.1769913781853996, 0.2384242932705955]|16070.9306640625000000|      0.50000000|[319, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[3.911644409452768, 0.1466240626791739, 0.1799177209564503, -0.0704727240896173, 1.683224061985131, -0.095258857766949, 1.3432078215986853, 0.1176196862478333, 0.1780527382413036, 0.0975352460279615, 0.1458939180785354, -0.1908254661541974, 0.0114050750432234, 0.1017822761695007, 0.2594106527505501, 0.1239202582002829, 1.4667399327378166, -0.1177753241519692, 1.1524111903969663, 0.0636234851462033, 0.0761523872678991, -0.1190911612718178, 0.1099912222125956, 0.2410427282242351, 0.4609704487542267, 0.1180855568463502, 0.0807118048223125, 0.2992388946321452, 0.2627044141548803, -0.0097194108666184, 0.4189285003226073, 0.1830231975316087, 0.0486207287573321, -0.0969719087707374, -0.0241132991547735, -0.0302409261610128, 0.1657321929524501, 0.1513502920165119, -0.1187209648825027, 0.0963081484966202, 0.2435220965645997, 0.1985328623650159, 0.4629027617688786, -0.0920340621169516, 0.4508897592729954, 0.013887277500009, 0.261949583328393, -0.1125074932816425, 0.3068004782923778, 0.0825648627066594, 0.2860768360978725, -0.1893245995258878, -0.0140112404848597, -0.2404973975816398, 0.2554400902978596, -0.1408947457159706, -0.0140561137738646, 0.0045518420876995, 0.2091524574275888, 0.1531893700511118, 0.2100002040224388, -0.0828117060859253, 0.3535649046780134, -0.0847113412398367, 0.1769913781853996, 0.2384242932705955]|16070.9306640625000000|      0.25000000|[405, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[3.911644409452768, 0.1466240626791739, 0.1799177209564503, -0.0704727240896173, 1.683224061985131, -0.095258857766949, 1.3432078215986853, 0.1176196862478333, 0.1780527382413036, 0.0975352460279615, 0.1458939180785354, -0.1908254661541974, 0.0114050750432234, 0.1017822761695007, 0.2594106527505501, 0.1239202582002829, 1.4667399327378166, -0.1177753241519692, 1.1524111903969663, 0.0636234851462033, 0.0761523872678991, -0.1190911612718178, 0.1099912222125956, 0.2410427282242351, 0.4609704487542267, 0.1180855568463502, 0.0807118048223125, 0.2992388946321452, 0.2627044141548803, -0.0097194108666184, 0.4189285003226073, 0.1830231975316087, 0.0486207287573321, -0.0969719087707374, -0.0241132991547735, -0.0302409261610128, 0.1657321929524501, 0.1513502920165119, -0.1187209648825027, 0.0963081484966202, 0.2435220965645997, 0.1985328623650159, 0.4629027617688786, -0.0920340621169516, 0.4508897592729954, 0.013887277500009, 0.261949583328393, -0.1125074932816425, 0.3068004782923778, 0.0825648627066594, 0.2860768360978725, -0.1893245995258878, -0.0140112404848597, -0.2404973975816398, 0.2554400902978596, -0.1408947457159706, -0.0140561137738646, 0.0045518420876995, 0.2091524574275888, 0.1531893700511118, 0.2100002040224388, -0.0828117060859253, 0.3535649046780134, -0.0847113412398367, 0.1769913781853996, 0.2384242932705955]|16070.9306640625000000|      0.12500000|[491, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[3.911644409452768, 0.1466240626791739, 0.1799177209564503, -0.0704727240896173, 1.683224061985131, -0.095258857766949, 1.3432078215986853, 0.1176196862478333, 0.1780527382413036, 0.0975352460279615, 0.1458939180785354, -0.1908254661541974, 0.0114050750432234, 0.1017822761695007, 0.2594106527505501, 0.1239202582002829, 1.4667399327378166, -0.1177753241519692, 1.1524111903969663, 0.0636234851462033, 0.0761523872678991, -0.1190911612718178, 0.1099912222125956, 0.2410427282242351, 0.4609704487542267, 0.1180855568463502, 0.0807118048223125, 0.2992388946321452, 0.2627044141548803, -0.0097194108666184, 0.4189285003226073, 0.1830231975316087, 0.0486207287573321, -0.0969719087707374, -0.0241132991547735, -0.0302409261610128, 0.1657321929524501, 0.1513502920165119, -0.1187209648825027, 0.0963081484966202, 0.2435220965645997, 0.1985328623650159, 0.4629027617688786, -0.0920340621169516, 0.4508897592729954, 0.013887277500009, 0.261949583328393, -0.1125074932816425, 0.3068004782923778, 0.0825648627066594, 0.2860768360978725, -0.1893245995258878, -0.0140112404848597, -0.2404973975816398, 0.2554400902978596, -0.1408947457159706, -0.0140561137738646, 0.0045518420876995, 0.2091524574275888, 0.1531893700511118, 0.2100002040224388, -0.0828117060859253, 0.3535649046780134, -0.0847113412398367, 0.1769913781853996, 0.2384242932705955]|16070.9306640625000000|      0.06250000|[577, 0, 0, 40]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[3.911644409452768, 0.1466240626791739, 0.1799177209564503, -0.0704727240896173, 1.683224061985131, -0.095258857766949, 1.3432078215986853, 0.1176196862478333, 0.1780527382413036, 0.0975352460279615, 0.1458939180785354, -0.1908254661541974, 0.0114050750432234, 0.1017822761695007, 0.2594106527505501, 0.1239202582002829, 1.4667399327378166, -0.1177753241519692, 1.1524111903969663, 0.0636234851462033, 0.0761523872678991, -0.1190911612718178, 0.1099912222125956, 0.2410427282242351, 0.4609704487542267, 0.1180855568463502, 0.0807118048223125, 0.2992388946321452, 0.2627044141548803, -0.0097194108666184, 0.4189285003226073, 0.1830231975316087, 0.0486207287573321, -0.0969719087707374, -0.0241132991547735, -0.0302409261610128, 0.1657321929524501, 0.1513502920165119, -0.1187209648825027, 0.0963081484966202, 0.2435220965645997, 0.1985328623650159, 0.4629027617688786, -0.0920340621169516, 0.4508897592729954, 0.013887277500009, 0.261949583328393, -0.1125074932816425, 0.3068004782923778, 0.0825648627066594, 0.2860768360978725, -0.1893245995258878, -0.0140112404848597, -0.2404973975816398, 0.2554400902978596, -0.1408947457159706, -0.0140561137738646, 0.0045518420876995, 0.2091524574275888, 0.1531893700511118, 0.2100002040224388, -0.0828117060859253, 0.3535649046780134, -0.0847113412398367, 0.1769913781853996, 0.2384242932705955]|16070.9306640625000000|      0.03125000|[663, 0, 0, 46]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 31 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 45 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[3.909484617624564, 0.1549418273085282, 0.1776979033405265, -0.0633065524802682, 1.6807765729548514, -0.0927600192145611, 1.3364117372243283, 0.1165807303846294, 0.1784453719126559, 0.0923946560038143, 0.1452026264044098, -0.1872505430233618, 0.0076272051335676, 0.0973117429711944, 0.2630590099458487, 0.1272691029544056, 1.4640009281273891, -0.1238509015399646, 1.1503046518751545, 0.0630400070198235, 0.0769997508972919, -0.1149114458702707, 0.1104373762487852, 0.2411845498898674, 0.4606938347181174, 0.1223619449367186, 0.0785151912862635, 0.3009784709141312, 0.2620228872018334, -0.0194556587549337, 0.4193583047120074, 0.1897960215575296, 0.0534727263574552, -0.0945625901836759, -0.0254982392827866, -0.0223488212482013, 0.1696388534132418, 0.1502114610284916, -0.1159476339102444, 0.0958358659890863, 0.2406711959995541, 0.197417651619531, 0.4631152103168808, -0.0908291053621327, 0.4524551325065336, 0.0217441418414303, 0.268702594672513, -0.11049954859642, 0.3065785418142305, 0.0833984307471678, 0.2874705651500617, -0.1912471231789571, -0.0182447630232735, -0.2473723723023133, 0.2491076428426236, -0.1462895600969395, -0.009665562834107, 0.0071924614702948, 0.2109210357482951, 0.1482207387321139, 0.2072124698141328, -0.0836605815733496, 0.3536743155391258, -0.0869113845240916, 0.1768212142978246, 0.2369212780244198]|13486.3642578125000000|      0.06250000|[693, 0, 0, 48]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
