k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[37, 12, 1, 4]                                                             |  | used linear model with 49 points | iterate failure | actual_k=4
       2|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.25000000|[74, 24, 2, 8]                                                             |  | used linear model with 49 points | iterate failure | actual_k=4
       3|[100.01506210156613, 0.126434936113386, 0.2303052677560852, 0.8971252359312317, 99.98790480253128, -0.0092550653759434, 0.2764977618132446, 0.771178975816649, 99.96898485738926, 0.030295141624585, 0.2895382288885829, 0.7743423300177807, 100.04983312605523, 0.1533413317752622, 0.3609494936427439, 0.6300014719671044, 99.95025528422534, 0.1994396621438697, 0.4550734883605563, 0.30833030397913, 100.02207784800744, 0.6002085794286507, 0.6083522196564377, 0.0425675309680083, 300.0381464496517, 299.9570811117584, 299.99384574988693, 299.9271169170693, 300.0263376353042]|368.6462484187492805|      0.50000000|[111, 36, 3, 12]                                                           |  | used linear model with 49 points | iterate success | actual_k=4
       4|[100.01506210156613, 0.126434936113386, 0.2303052677560852, 0.8971252359312317, 99.98790480253128, -0.0092550653759434, 0.2764977618132446, 0.771178975816649, 99.96898485738926, 0.030295141624585, 0.2895382288885829, 0.7743423300177807, 100.04983312605523, 0.1533413317752622, 0.3609494936427439, 0.6300014719671044, 99.95025528422534, 0.1994396621438697, 0.4550734883605563, 0.30833030397913, 100.02207784800744, 0.6002085794286507, 0.6083522196564377, 0.0425675309680083, 300.0381464496517, 299.9570811117584, 299.99384574988693, 299.9271169170693, 300.0263376353042]|368.6462484187492805|      0.25000000|[148, 48, 4, 16]                                                           |  | used linear model with 49 points | iterate failure | actual_k=4
       5|[100.01506210156613, 0.126434936113386, 0.2303052677560852, 0.8971252359312317, 99.98790480253128, -0.0092550653759434, 0.2764977618132446, 0.771178975816649, 99.96898485738926, 0.030295141624585, 0.2895382288885829, 0.7743423300177807, 100.04983312605523, 0.1533413317752622, 0.3609494936427439, 0.6300014719671044, 99.95025528422534, 0.1994396621438697, 0.4550734883605563, 0.30833030397913, 100.02207784800744, 0.6002085794286507, 0.6083522196564377, 0.0425675309680083, 300.0381464496517, 299.9570811117584, 299.99384574988693, 299.9271169170693, 300.0263376353042]|368.6462484187492805|      0.12500000|[185, 60, 5, 20]                                                           |  | used linear model with 49 points | iterate failure | actual_k=4
       6|[100.03417518707514, 0.1015424492216972, 0.2418297642913725, 0.9078719281039362, 99.97910783419937, 0.0327724073347685, 0.3070867404889626, 0.8051411927605888, 99.95938321736247, 0.0586853307493028, 0.2898481394935723, 0.7672574159973173, 100.05062436914656, 0.1028208678671543, 0.3682022579254564, 0.5950520084276231, 99.96560372210816, 0.1691761883238108, 0.4446884317828954, 0.3278073043323663, 100.01986411839738, 0.5771106531682433, 0.6268615829249898, 0.0114832570952875, 300.02618482775523, 299.9587819884886, 299.94954132442075, 299.9365298295305, 300.0266227029741]|291.0151297629904548|      0.25000000|[222, 72, 6, 24]                                                           |  | used linear model with 49 points | iterate success | actual_k=4
       7|[100.03417518707514, 0.1015424492216972, 0.2418297642913725, 0.9078719281039362, 99.97910783419937, 0.0327724073347685, 0.3070867404889626, 0.8051411927605888, 99.95938321736247, 0.0586853307493028, 0.2898481394935723, 0.7672574159973173, 100.05062436914656, 0.1028208678671543, 0.3682022579254564, 0.5950520084276231, 99.96560372210816, 0.1691761883238108, 0.4446884317828954, 0.3278073043323663, 100.01986411839738, 0.5771106531682433, 0.6268615829249898, 0.0114832570952875, 300.02618482775523, 299.9587819884886, 299.94954132442075, 299.9365298295305, 300.0266227029741]|291.0151297629904548|      0.12500000|[259, 84, 7, 28]                                                           |  | used linear model with 49 points | iterate failure | actual_k=4
       8|[100.03417518707514, 0.1015424492216972, 0.2418297642913725, 0.9078719281039362, 99.97910783419937, 0.0327724073347685, 0.3070867404889626, 0.8051411927605888, 99.95938321736247, 0.0586853307493028, 0.2898481394935723, 0.7672574159973173, 100.05062436914656, 0.1028208678671543, 0.3682022579254564, 0.5950520084276231, 99.96560372210816, 0.1691761883238108, 0.4446884317828954, 0.3278073043323663, 100.01986411839738, 0.5771106531682433, 0.6268615829249898, 0.0114832570952875, 300.02618482775523, 299.9587819884886, 299.94954132442075, 299.9365298295305, 300.0266227029741]|291.0151297629904548|      0.06250000|[296, 96, 8, 32]                                                           |  | used linear model with 49 points | iterate failure | actual_k=4
       9|[100.04077034269137, 0.1399870725544857, 0.2661262154192086, 0.9235952535962891, 99.97996341764357, 0.0372280848096821, 0.3027437531715422, 0.7963534289897667, 99.9579380405354, 0.0647122854730149, 0.2802689896035175, 0.7611186468684487, 100.03319080261426, 0.0992550043073838, 0.3695420826792382, 0.5870860006592178, 99.96866933697824, 0.168219446698639, 0.43607259947427, 0.3213079836650899, 100.01836881153736, 0.5779561819118965, 0.6196886210606302, 0.0231575774682184, 300.0353679135951, 299.9658770895401, 299.93174778228905, 299.92951583136323, 300.0345501027762]|219.1923896031308345|      0.12500000|[333, 108, 9, 36]                                                          |  | used linear model with 49 points | iterate success | actual_k=4
      10|[100.04077034269137, 0.1399870725544857, 0.2661262154192086, 0.9235952535962891, 99.97996341764357, 0.0372280848096821, 0.3027437531715422, 0.7963534289897667, 99.9579380405354, 0.0647122854730149, 0.2802689896035175, 0.7611186468684487, 100.03319080261426, 0.0992550043073838, 0.3695420826792382, 0.5870860006592178, 99.96866933697824, 0.168219446698639, 0.43607259947427, 0.3213079836650899, 100.01836881153736, 0.5779561819118965, 0.6196886210606302, 0.0231575774682184, 300.0353679135951, 299.9658770895401, 299.93174778228905, 299.92951583136323, 300.0345501027762]|219.1923896031308345|      0.06250000|[370, 120, 10, 40]                                                         |  | used linear model with 49 points | iterate failure | actual_k=4
      11|[100.04325821610763, 0.1715580239335003, 0.272066951109855, 0.9255998124792979, 99.98117624501796, 0.0597192417583857, 0.3042484473652184, 0.8106913113180362, 99.94217817383408, 0.0655202773749815, 0.2879823053381372, 0.7626293953805549, 100.04090410937738, 0.0863158490626893, 0.3607312693839873, 0.5870901377618786, 99.96690203403234, 0.1656354100224853, 0.4206219115925737, 0.3258562398780731, 100.02050032916232, 0.5909958960201809, 0.6156232699259498, 0.0290932506690131, 300.05228885061103, 299.9866355307619, 299.93582582483896, 299.9452158954842, 300.0269599462876]|173.2005785014023331|      0.12500000|[407, 132, 11, 44]                                                         |  | used linear model with 49 points | iterate success | actual_k=4
      12|[100.04325821610763, 0.1715580239335003, 0.272066951109855, 0.9255998124792979, 99.98117624501796, 0.0597192417583857, 0.3042484473652184, 0.8106913113180362, 99.94217817383408, 0.0655202773749815, 0.2879823053381372, 0.7626293953805549, 100.04090410937738, 0.0863158490626893, 0.3607312693839873, 0.5870901377618786, 99.96690203403234, 0.1656354100224853, 0.4206219115925737, 0.3258562398780731, 100.02050032916232, 0.5909958960201809, 0.6156232699259498, 0.0290932506690131, 300.05228885061103, 299.9866355307619, 299.93582582483896, 299.9452158954842, 300.0269599462876]|173.2005785014023331|      0.06250000|[444, 144, 12, 48]                                                         |  | used linear model with 49 points | iterate failure | actual_k=4
      13|[100.03949240456045, 0.1815677932655921, 0.2803944950900624, 0.920826115742862, 99.97435673726994, 0.0828353170332089, 0.3196121719210865, 0.8188227853535718, 99.92231946003855, 0.0678531618545892, 0.2800809049128812, 0.7720509965378057, 100.03481233971752, 0.0614624235449476, 0.3673050735049381, 0.5690098475049709, 99.97034855575494, 0.1716107940963209, 0.4212783106885489, 0.3226004241148162, 100.00616261384413, 0.6029838684271864, 0.5965448181006904, 0.0354428760340673, 300.0467743454162, 299.977655014166, 299.94906887563013, 299.9363093549298, 300.0190337961361]|149.7003806410425000|      0.12500000|[481, 156, 13, 52]                                                         |  | used linear model with 49 points | iterate success | actual_k=4
      14|[100.03949240456045, 0.1815677932655921, 0.2803944950900624, 0.920826115742862, 99.97435673726994, 0.0828353170332089, 0.3196121719210865, 0.8188227853535718, 99.92231946003855, 0.0678531618545892, 0.2800809049128812, 0.7720509965378057, 100.03481233971752, 0.0614624235449476, 0.3673050735049381, 0.5690098475049709, 99.97034855575494, 0.1716107940963209, 0.4212783106885489, 0.3226004241148162, 100.00616261384413, 0.6029838684271864, 0.5965448181006904, 0.0354428760340673, 300.0467743454162, 299.977655014166, 299.94906887563013, 299.9363093549298, 300.0190337961361]|149.7003806410425000|      0.06250000|[518, 168, 14, 56]                                                         |  | used linear model with 49 points | iterate failure | actual_k=4
      15|[100.03214289009229, 0.2087411798482633, 0.2993409498246203, 0.941966918299665, 99.9886078011073, 0.0934588797239121, 0.3146519110393158, 0.8124059763334389, 99.93125265485907, 0.0522395850434786, 0.286514831105345, 0.7642021804042703, 100.03549149881692, 0.0545787193245368, 0.3680727861472607, 0.5650202668449946, 99.97192978602098, 0.1613547016386434, 0.4078625999200735, 0.2983910984146848, 100.02554706785772, 0.6093653399654392, 0.6000093586583656, 0.0376071752379229, 300.0517918634427, 299.9731582296752, 299.9471003279186, 299.9437204498572, 300.0141199751559]|121.8945505287149302|      0.12500000|[555, 180, 15, 60]                                                         |  | used linear model with 49 points | iterate success | actual_k=4
      16|[100.03214289009229, 0.2087411798482633, 0.2993409498246203, 0.941966918299665, 99.9886078011073, 0.0934588797239121, 0.3146519110393158, 0.8124059763334389, 99.93125265485907, 0.0522395850434786, 0.286514831105345, 0.7642021804042703, 100.03549149881692, 0.0545787193245368, 0.3680727861472607, 0.5650202668449946, 99.97192978602098, 0.1613547016386434, 0.4078625999200735, 0.2983910984146848, 100.02554706785772, 0.6093653399654392, 0.6000093586583656, 0.0376071752379229, 300.0517918634427, 299.9731582296752, 299.9471003279186, 299.9437204498572, 300.0141199751559]|121.8945505287149302|      0.06250000|[592, 192, 16, 64]                                                         |  | used linear model with 49 points | iterate failure | actual_k=4
      17|[100.03214289009229, 0.2087411798482633, 0.2993409498246203, 0.941966918299665, 99.9886078011073, 0.0934588797239121, 0.3146519110393158, 0.8124059763334389, 99.93125265485907, 0.0522395850434786, 0.286514831105345, 0.7642021804042703, 100.03549149881692, 0.0545787193245368, 0.3680727861472607, 0.5650202668449946, 99.97192978602098, 0.1613547016386434, 0.4078625999200735, 0.2983910984146848, 100.02554706785772, 0.6093653399654392, 0.6000093586583656, 0.0376071752379229, 300.0517918634427, 299.9731582296752, 299.9471003279186, 299.9437204498572, 300.0141199751559]|121.8945505287149302|      0.03125000|[629, 204, 17, 68]                                                         |  | used linear model with 49 points | iterate failure | actual_k=4
