k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[19.086253383596944, 1.8459845860490751, 1.6453886635382813, 2.0396760249885264, 0.3184186909716437]|8578.2724861092228821|      2.00000000|[7, 2, 1, 3]                                                               |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       2|[19.935939756701156, 2.9961646468917262, 1.5190674188905335, 3.4322132506017766, 0.31703542201773]|5287.0048828125000000|      4.00000000|[14, 4, 1, 5]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[18.66231479254276, -0.2847777467958617, 1.4925977242474495, 2.1100847574327983, 1.682528762460045]|-100000002004087734272.0000000000000000|      8.00000000|[24, 7, 2, 9]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | iterate success | actual_k=1
       4|[18.66231479254276, -0.2847777467958617, 1.4925977242474495, 2.1100847574327983, 1.682528762460045]|-100000002004087734272.0000000000000000|      4.00000000|[33, 10, 2, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[18.66231479254276, -0.2847777467958617, 1.4925977242474495, 2.1100847574327983, 1.682528762460045]|-100000002004087734272.0000000000000000|      2.00000000|[41, 13, 3, 16]                                                            |  | trying linear partial model with 4 points | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[18.66231479254276, -0.2847777467958617, 1.4925977242474495, 2.1100847574327983, 1.682528762460045]|-100000002004087734272.0000000000000000|      1.00000000|[50, 16, 3, 19]                                                            |  | trying linear partial model with 4 points | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[18.66231479254276, -0.2847777467958617, 1.4925977242474495, 2.1100847574327983, 1.682528762460045]|-100000002004087734272.0000000000000000|      0.50000000|[59, 19, 3, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[18.66231479254276, -0.2847777467958617, 1.4925977242474495, 2.1100847574327983, 1.682528762460045]|-100000002004087734272.0000000000000000|      0.25000000|[67, 22, 3, 25]                                                            |  | trying linear partial model with 4 points | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[18.66231479254276, -0.2847777467958617, 1.4925977242474495, 2.1100847574327983, 1.682528762460045]|-100000002004087734272.0000000000000000|      0.12500000|[75, 25, 4, 29]                                                            |  | trying linear partial model with 4 points | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=1
      10|[18.66231479254276, -0.2847777467958617, 1.4925977242474495, 2.1100847574327983, 1.682528762460045]|-100000002004087734272.0000000000000000|      0.06250000|[82, 28, 4, 32]                                                            |  | trying linear partial model with 4 points | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=1
      11|[18.66231479254276, -0.2847777467958617, 1.4925977242474495, 2.1100847574327983, 1.682528762460045]|-100000002004087734272.0000000000000000|      0.03125000|[89, 31, 4, 35]                                                            |  | trying linear partial model with 4 points | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=1
      12|[18.66231479254276, -0.2847777467958617, 1.4925977242474495, 2.1100847574327983, 1.682528762460045]|-100000002004087734272.0000000000000000|      0.01562500|[97, 34, 5, 39]                                                            |  | trying linear partial model with 4 points | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=1
      13|[18.66231479254276, -0.2847777467958617, 1.4925977242474495, 2.1100847574327983, 1.682528762460045]|-100000002004087734272.0000000000000000|      0.00781250|[104, 37, 5, 42]                                                           |  | trying linear partial model with 4 points | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=1
      14|[18.66231479254276, -0.2847777467958617, 1.4925977242474495, 2.1100847574327983, 1.682528762460045]|-100000002004087734272.0000000000000000|      0.00390625|[112, 40, 6, 46]                                                           |  | trying linear partial model with 4 points | trying linear partial model with 7 points FAILED TO GET X_HAT, using additional batch call | exploitation failed, decreasing delta | actual_k=1
      15|[18.66231479254276, -0.2847777467958617, 1.4925977242474495, 2.1100847574327983, 1.682528762460045]|-100000002004087734272.0000000000000000|      0.00195312|[119, 43, 6, 49]                                                           |  | trying linear partial model with 4 points | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=1
      16|[18.66231479254276, -0.2847777467958617, 1.4925977242474495, 2.1100847574327983, 1.682528762460045]|-100000002004087734272.0000000000000000|      0.00097656|[126, 46, 6, 52]                                                           |  | trying linear partial model with 4 points | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=1
