k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  2.9803003000300001|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0129776294429256, -0.0605828135881714]                                       |  0.0000392616173375|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[0.0129776294429256, -0.0605828135881714]                                       |  0.0000392616173375|      1.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.0129776294429256, -0.0605828135881714]                                       |  0.0000392616173375|      0.50000000|[15, 0, 2, 5]                                                              |  | used linear model with 5 points | actual_k=0
       4|[0.0129776294429256, -0.0605828135881714]                                       |  0.0000392616173375|      0.25000000|[19, 0, 2, 6]                                                              |  | used linear model with 5 points | actual_k=0
       5|[0.0129776294429256, -0.0605828135881714]                                       |  0.0000392616173375|      0.12500000|[23, 0, 2, 7]                                                              |  | used linear model with 5 points | actual_k=0
       6|[0.0129776294429256, -0.0605828135881714]                                       |  0.0000392616173375|      0.06250000|[27, 0, 2, 8]                                                              |  | used linear model with 5 points | actual_k=0
       7|[0.0129776294429256, -0.0605828135881714]                                       |  0.0000392616173375|      0.03125000|[31, 0, 2, 9]                                                              |  | used linear model with 5 points | actual_k=0
       8|[0.0129776294429256, -0.0605828135881714]                                       |  0.0000392616173375|      0.01562500|[35, 0, 2, 10]                                                             |  | used linear model with 5 points | actual_k=0
       9|[0.0129776294429256, -0.0605828135881714]                                       |  0.0000392616173375|      0.00781250|[39, 0, 2, 11]                                                             |  | used linear model with 5 points | actual_k=0
      10|[0.0129776294429256, -0.0605828135881714]                                       |  0.0000392616173375|      0.00390625|[43, 0, 2, 12]                                                             |  | used linear model with 5 points | actual_k=0
      11|[0.0132166928565114, -0.0566838858193118]                                       |  0.0000299403413589|      0.00781250|[47, 0, 3, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
      12|[0.0132166928565114, -0.0566838858193118]                                       |  0.0000299403413589|      0.00390625|[52, 0, 3, 15]                                                             |  | used linear model with 5 points | actual_k=0
      13|[0.0134662353708905, -0.0527856147158587]                                       |  0.0000223788704129|      0.00781250|[56, 0, 4, 17]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
      14|[0.0134662353708905, -0.0527856147158587]                                       |  0.0000223788704129|      0.00390625|[61, 0, 4, 18]                                                             |  | used linear model with 5 points | actual_k=0
      15|[0.0134662353708905, -0.0527856147158587]                                       |  0.0000223788704129|      0.00195312|[65, 0, 4, 19]                                                             |  | used linear model with 5 points | actual_k=0
      16|[0.0136028698535132, -0.0508372748369404]                                       |  0.0000191840961691|      0.00390625|[69, 0, 5, 21]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
