k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 400000.0, 25000.0]                                                        |4515242701191391.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0045573198511648, 399999.9328168751, 25000.067677900908]                     |1137332572913664.0000000000000000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       2|[-0.6646704635444403, 400000.5078229353, 25001.007383513275]                    |501068567937024.0000000000000000|      4.00000000|[13, 0, 0, 4]                                                              |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       3|[-0.6646704635444403, 400000.5078229353, 25001.007383513275]                    |501068567937024.0000000000000000|      2.00000000|[23, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[-0.6646704635444403, 400000.5078229353, 25001.007383513275]                    |501068567937024.0000000000000000|      1.00000000|[33, 0, 0, 12]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.3350681348958305, 400000.5097227982, 25001.03016783485]                      |125633547993088.0000000000000000|      2.00000000|[39, 0, 0, 14]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       6|[0.3350681348958305, 400000.5097227982, 25001.03016783485]                      |125633547993088.0000000000000000|      1.00000000|[49, 0, 0, 18]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.3350681348958305, 400000.5097227982, 25001.03016783485]                      |125633547993088.0000000000000000|      0.50000000|[59, 0, 0, 22]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[-0.0066450258218596, 400000.75522141263, 25001.300283636145]                   |76161236992.0000000000000000|      1.00000000|[65, 0, 0, 24]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       9|[-0.0066450258218596, 400000.75522141263, 25001.300283636145]                   |76161236992.0000000000000000|      0.50000000|[75, 0, 0, 28]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[-0.0066450258218596, 400000.75522141263, 25001.300283636145]                   |76161236992.0000000000000000|      0.25000000|[85, 0, 0, 32]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
