k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.003154083528884, 149.94315043222187, -100.0549208785097, 0.9985234069934169, 2.0069182537622563]|84511.9378854880051222|      2.00000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       2|[49.003154083528884, 149.94315043222187, -100.0549208785097, 0.9985234069934169, 2.0069182537622563]|84511.9378854880051222|      1.00000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[48.11453739689978, 149.9068908932916, -100.22974184774979, 1.4022197220063986, 2.131467617629615]|81570.7330952485499438|      2.00000000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       4|[46.69756607812356, 150.3792038786669, -100.53682130769074, 2.6179007744029876, 1.68769457908657]|77087.1111751367570832|      4.00000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       5|[42.7221543692679, 150.13495229787392, -100.89716914148332, 2.699065845551782, 1.6898347379290104]|65014.9459815193549730|      8.00000000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       6|[42.7221543692679, 150.13495229787392, -100.89716914148332, 2.699065845551782, 1.6898347379290104]|65014.9459815193549730|      4.00000000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[42.7221543692679, 150.13495229787392, -100.89716914148332, 2.699065845551782, 1.6898347379290104]|65014.9459815193549730|      2.00000000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[40.729978061084495, 150.01019164721717, -101.02219945215683, 2.699613987796986, 1.6838800663670312]|59370.9504145346581936|      4.00000000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate success | actual_k=4
       9|[40.729978061084495, 150.01019164721717, -101.02219945215683, 2.699613987796986, 1.6838800663670312]|59370.9504145346581936|      2.00000000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[38.73796571827266, 149.87673803895441, -101.13919651191333, 2.6958781329624704, 1.6645231057595664]|53991.3227420136390720|      4.00000000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      11|[38.73796571827266, 149.87673803895441, -101.13919651191333, 2.6958781329624704, 1.6645231057595664]|53991.3227420136390720|      2.00000000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      12|[36.748634670406844, 149.7342766581159, -101.28792774625974, 2.683810795057794, 1.6641539819929763]|48875.4881540593632963|      4.00000000|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      13|[36.748634670406844, 149.7342766581159, -101.28792774625974, 2.683810795057794, 1.6641539819929763]|48875.4881540593632963|      2.00000000|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      14|[34.75908600886159, 149.59144426364944, -101.43384917777396, 2.6827129787756414, 1.6632815951989157]|44023.2203564411684056|      4.00000000|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      15|[34.75908600886159, 149.59144426364944, -101.43384917777396, 2.6827129787756414, 1.6632815951989157]|44023.2203564411684056|      2.00000000|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[32.76866272265666, 149.4507686811338, -101.56927900226107, 2.6841944603446772, 1.6723419521902618]|39434.7451279251836240|      4.00000000|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      17|[32.76866272265666, 149.4507686811338, -101.56927900226107, 2.6841944603446772, 1.6723419521902618]|39434.7451279251836240|      2.00000000|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      18|[30.7798432557258, 149.30064878607556, -101.71775281539894, 2.6830324886544337, 1.668427658045605]|35109.9553036987563246|      4.00000000|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      19|[30.7798432557258, 149.30064878607556, -101.71775281539894, 2.6830324886544337, 1.668427658045605]|35109.9553036987563246|      2.00000000|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      20|[28.791584753525562, 149.14514105883225, -101.86665207066872, 2.6677533385789305, 1.683952945455701]|31048.9968427507992601|      4.00000000|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      21|[28.791584753525562, 149.14514105883225, -101.86665207066872, 2.6677533385789305, 1.683952945455701]|31048.9968427507992601|      2.00000000|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      22|[26.80504764222342, 148.97942890186255, -102.02769134967537, 2.6688316801465146, 1.6673705979656313]|27251.4303487901015615|      4.00000000|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      23|[26.80504764222342, 148.97942890186255, -102.02769134967537, 2.6688316801465146, 1.6673705979656313]|27251.4303487901015615|      2.00000000|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      24|[24.82332337237918, 148.7779226165863, -102.20123280843423, 2.669182273831958, 1.6221226755782034]|23718.4466525735660980|      4.00000000|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      25|[24.82332337237918, 148.7779226165863, -102.20123280843423, 2.669182273831958, 1.6221226755782034]|23718.4466525735660980|      2.00000000|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
