k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.50000000|[76, 5, 1, 6]                                                              |  | used linear model with 81 points | iterate failure | actual_k=1
       2|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.25000000|[152, 10, 2, 12]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
       3|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.12500000|[228, 15, 3, 18]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
       4|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.06250000|[304, 20, 4, 24]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
       5|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      0.03125000|[380, 25, 5, 30]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
       6|[4.139671492245794, 0.0434799897539361, 0.1852074857128813, 0.0206045416625817, 1.6544360016175679, 0.0253455205959838, 1.1910594662273228, 0.0247012992172877, 0.2921115384911094, 0.0230951230966586, 0.3305400026346256, 0.0198103240809885, 0.0814235097915584, 0.0221659303579953, 0.2518876551779052, 0.022677198799039, 1.395201658750019, 0.024643952375191, 1.1729465164424608, 0.0201254223862774, 0.0860337689964235, 0.0203115731068454, 0.1273170886838228, 0.0219573178793457, 0.3045868546860374, 0.0206046142435524, 0.1082016487533601, 0.0176331956123109, 0.120036095247126, 0.0213929122201851, 0.54921820337888, 0.0165624116689809, 0.0100020602943609, 0.0162237801382731, 0.0913806189239622, 0.0181534415258892, 0.1120752168087644, 0.0173600238507911, 0.044083039550141, 0.0202390604936167, 0.0979046836377128, 0.0183297531071459, 0.2859122872330435, 0.0190126548267254, 0.4205602954539908, 0.0175184991896671, 0.1648880783272514, 0.0183481378052898, 0.0688059002695494, 0.0165841471221287, 0.3153693846316844, 0.0189799450803439, 0.1407689869794934, 0.0215404960630583, 0.2874125979215569, 0.0205375080480266, 0.060535633722479, 0.0172071036988933, 0.1499118106528318, 0.0172270794175928, 0.1910995301530271, 0.0210739192704526, 0.1525347410703088, 0.0206844932989681, 0.3940558062972094, 0.0213005783564871]|177123.9391938406333793|      0.06250000|[456, 30, 6, 36]                                                           |  | used linear model with 81 points | iterate success | actual_k=1
       7|[4.146424367644316, 0.062368219025726, 0.1937358359608369, 0.0247111534380426, 1.663127568163344, 0.0468323610658792, 1.191288140261774, 0.0395677572027853, 0.2853611989530832, 0.0234939897401971, 0.3295089038081273, 0.0182477542727097, 0.0745788971109235, 0.0268008262187773, 0.2649705842629828, 0.0232567517948381, 1.391784376707885, 0.0359935145797871, 1.1707114896567892, 0.043313338136535, 0.088683268022922, 0.0126700131265635, 0.1212677304705089, 0.0189355709557998, 0.3181181579218702, 0.0143355876294745, 0.0928010575874833, 0.0164522565252401, 0.1187672132771093, 0.0183158509144864, 0.5404389493689848, 0.0248482469914018, 0.0115243393269632, 0.0063793224913031, 0.0909623837046463, 0.0195351621385264, 0.1060159867599442, 0.022340164056864, 0.0400528648563923, 0.0174596540141539, 0.1051651508647111, 0.0140304382779338, 0.2883913561317797, 0.0200386951993243, 0.427268314007868, 0.0225292174133145, 0.1667810630067929, 0.0255533644887876, 0.0770397801422532, 0.0179453416397218, 0.3211834703307395, 0.0268079634864495, 0.1342721657583679, 0.026815613946678, 0.2893185837483588, 0.0096742521781212, 0.062560301644442, 0.0151001896538475, 0.1527432582310628, 0.0195724059782425, 0.1979839148312862, 0.011955962395279, 0.1521722246184884, 0.0225716400233825, 0.3931462747464872, 0.0284093837228944]|138093.2334531982778572|      0.12500000|[532, 35, 7, 42]                                                           |  | used linear model with 81 points | iterate success | actual_k=1
       8|[4.146424367644316, 0.062368219025726, 0.1937358359608369, 0.0247111534380426, 1.663127568163344, 0.0468323610658792, 1.191288140261774, 0.0395677572027853, 0.2853611989530832, 0.0234939897401971, 0.3295089038081273, 0.0182477542727097, 0.0745788971109235, 0.0268008262187773, 0.2649705842629828, 0.0232567517948381, 1.391784376707885, 0.0359935145797871, 1.1707114896567892, 0.043313338136535, 0.088683268022922, 0.0126700131265635, 0.1212677304705089, 0.0189355709557998, 0.3181181579218702, 0.0143355876294745, 0.0928010575874833, 0.0164522565252401, 0.1187672132771093, 0.0183158509144864, 0.5404389493689848, 0.0248482469914018, 0.0115243393269632, 0.0063793224913031, 0.0909623837046463, 0.0195351621385264, 0.1060159867599442, 0.022340164056864, 0.0400528648563923, 0.0174596540141539, 0.1051651508647111, 0.0140304382779338, 0.2883913561317797, 0.0200386951993243, 0.427268314007868, 0.0225292174133145, 0.1667810630067929, 0.0255533644887876, 0.0770397801422532, 0.0179453416397218, 0.3211834703307395, 0.0268079634864495, 0.1342721657583679, 0.026815613946678, 0.2893185837483588, 0.0096742521781212, 0.062560301644442, 0.0151001896538475, 0.1527432582310628, 0.0195724059782425, 0.1979839148312862, 0.011955962395279, 0.1521722246184884, 0.0225716400233825, 0.3931462747464872, 0.0284093837228944]|138093.2334531982778572|      0.06250000|[608, 40, 8, 48]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
       9|[4.146424367644316, 0.062368219025726, 0.1937358359608369, 0.0247111534380426, 1.663127568163344, 0.0468323610658792, 1.191288140261774, 0.0395677572027853, 0.2853611989530832, 0.0234939897401971, 0.3295089038081273, 0.0182477542727097, 0.0745788971109235, 0.0268008262187773, 0.2649705842629828, 0.0232567517948381, 1.391784376707885, 0.0359935145797871, 1.1707114896567892, 0.043313338136535, 0.088683268022922, 0.0126700131265635, 0.1212677304705089, 0.0189355709557998, 0.3181181579218702, 0.0143355876294745, 0.0928010575874833, 0.0164522565252401, 0.1187672132771093, 0.0183158509144864, 0.5404389493689848, 0.0248482469914018, 0.0115243393269632, 0.0063793224913031, 0.0909623837046463, 0.0195351621385264, 0.1060159867599442, 0.022340164056864, 0.0400528648563923, 0.0174596540141539, 0.1051651508647111, 0.0140304382779338, 0.2883913561317797, 0.0200386951993243, 0.427268314007868, 0.0225292174133145, 0.1667810630067929, 0.0255533644887876, 0.0770397801422532, 0.0179453416397218, 0.3211834703307395, 0.0268079634864495, 0.1342721657583679, 0.026815613946678, 0.2893185837483588, 0.0096742521781212, 0.062560301644442, 0.0151001896538475, 0.1527432582310628, 0.0195724059782425, 0.1979839148312862, 0.011955962395279, 0.1521722246184884, 0.0225716400233825, 0.3931462747464872, 0.0284093837228944]|138093.2334531982778572|      0.03125000|[684, 45, 9, 54]                                                           |  | used linear model with 81 points | iterate failure | actual_k=1
      10|[4.146687093802255, 0.0807554307521679, 0.1938389638573861, 0.0263976021353276, 1.6685414801636698, 0.050594311360322, 1.1945091175863636, 0.0471267974531862, 0.2840691031649331, 0.0244354600426633, 0.3292173690437182, 0.0220143591962754, 0.0747337485829215, 0.0278706364791713, 0.2633875728447821, 0.0212184494727949, 1.3919544584625034, 0.0353176257130509, 1.1715559921822898, 0.0419330748458502, 0.0930078990013962, 0.0107529836753578, 0.1193881713143143, 0.0207143004657736, 0.324196574876267, 0.0207815026805632, 0.0901427503091695, 0.015128173491369, 0.1181193972396605, 0.0227439549759556, 0.5390644376158743, 0.0275941998760909, 0.0091043094274648, 0.0108445776922128, 0.0911679804472709, 0.0155159465838524, 0.107061760788462, 0.0253367543182493, 0.039786342448471, 0.0174293779528433, 0.1113026800396157, 0.0094175242247404, 0.2847430872949352, 0.0237504944848768, 0.4288250863942638, 0.0218367026098069, 0.1682479378047537, 0.023000511550827, 0.080112060977003, 0.0217734932159884, 0.3151046450094762, 0.0271142371140359, 0.136206253260175, 0.0272929387620526, 0.2866750471033933, 0.0181926490798249, 0.0614022869364442, 0.0174603187493504, 0.1572195663248492, 0.0159757900980503, 0.1988730711028749, 0.0121621548342425, 0.15546746335599, 0.0215188407306591, 0.3936545812731653, 0.0303112414533266]|125690.5133730795059819|      0.06250000|[760, 50, 10, 60]                                                          |  | used linear model with 81 points | iterate success | actual_k=1
      11|[4.146687093802255, 0.0807554307521679, 0.1938389638573861, 0.0263976021353276, 1.6685414801636698, 0.050594311360322, 1.1945091175863636, 0.0471267974531862, 0.2840691031649331, 0.0244354600426633, 0.3292173690437182, 0.0220143591962754, 0.0747337485829215, 0.0278706364791713, 0.2633875728447821, 0.0212184494727949, 1.3919544584625034, 0.0353176257130509, 1.1715559921822898, 0.0419330748458502, 0.0930078990013962, 0.0107529836753578, 0.1193881713143143, 0.0207143004657736, 0.324196574876267, 0.0207815026805632, 0.0901427503091695, 0.015128173491369, 0.1181193972396605, 0.0227439549759556, 0.5390644376158743, 0.0275941998760909, 0.0091043094274648, 0.0108445776922128, 0.0911679804472709, 0.0155159465838524, 0.107061760788462, 0.0253367543182493, 0.039786342448471, 0.0174293779528433, 0.1113026800396157, 0.0094175242247404, 0.2847430872949352, 0.0237504944848768, 0.4288250863942638, 0.0218367026098069, 0.1682479378047537, 0.023000511550827, 0.080112060977003, 0.0217734932159884, 0.3151046450094762, 0.0271142371140359, 0.136206253260175, 0.0272929387620526, 0.2866750471033933, 0.0181926490798249, 0.0614022869364442, 0.0174603187493504, 0.1572195663248492, 0.0159757900980503, 0.1988730711028749, 0.0121621548342425, 0.15546746335599, 0.0215188407306591, 0.3936545812731653, 0.0303112414533266]|125690.5133730795059819|      0.03125000|[836, 55, 11, 66]                                                          |  | used linear model with 81 points | iterate failure | actual_k=1
