k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|5073.7863710104329584|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0464691356742499, -0.0573838408645719, 0.21968950226795, -0.0385850306340924, 0.2290272674223769, 0.0612953269476372, 0.0394163633781664, 0.0045005156465509, -0.0497920306825598, -0.1174064838400611, 0.1582973680115291, 0.0846030846131331, 0.1795278298819776, 0.2175752924296015, -0.0052874910317037, -0.2274450194553779, -0.2094697750562575, -0.0454907338705935, -0.1119859836441556, 0.2040954380118302, 0.2476928181546403, 0.0485306175672218, 0.1072235996539714, 0.0614500095438635, -0.0458152573260735, -0.0240135343552539, 0.0728987938469225, 0.1008393244860052, -0.0732041206228397, -0.0459198966817465, -0.0227490366218068, -0.0277486904285795, 0.2878155171217672, 0.0656549127886454, -0.2548268622972621, 0.0252024989950432, 0.0248016579872724, -0.1340484142293981, -0.0061599059374449, 0.1012480814612376, -0.0200356223734442, 0.2084106997811869, 0.0407481323413999, 0.2152382836875107, -0.0191854108992951, -0.1728100493825563, -0.258113396401978, 0.1508376401888691, -0.2616612633384183, 0.1991898949232]|4532.2604797138292270|      2.00000000|[65, 0, 1, 5]                                                              |  | used linear model with 65 points | iterate success | actual_k=0
       2|[0.1170712904677307, -0.1999452150508355, 0.1745615702927401, -0.5653588119773298, 0.5787965019620034, 0.1365961719915776, 0.0537597003040007, 0.4170087172102471, -0.1724140057548577, -0.3387781419405886, 0.6588124021077703, -0.0271067361169089, 0.733496578721758, 0.266804071775905, 0.1001871956957294, -0.5074155348846962, -0.5390677740129507, 0.0455822975989462, -0.1623938045470801, 0.559446901310064, 0.8208842497875082, 0.111073637564154, 0.0260679003785187, 0.0429929758948934, -0.2359653438623138, 0.1093656456113492, -0.0001729294281273, 0.2381342271672636, -0.2075233410654213, 0.0883025795454266, -0.1924773031736731, 0.0790268052148194, 0.6389306256222591, 0.4735640164926901, -0.6381725549571274, 0.0360187539922561, 0.1393563314532641, -0.3070852528670539, -0.2196133399021968, 0.1940917762615235, -0.2693019201843301, 0.6642686062338102, 0.1011400824285552, 0.7533813228965962, 0.0562309952631306, -0.3068451597710803, -0.6987674528077747, 0.5418354286696618, -0.8924800011995029, 0.4552921848285966]|3814.6629361479026556|      4.00000000|[130, 0, 2, 10]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       3|[-0.5108475305487251, -0.7964281577296755, 1.222299875611222, -1.0428334076624, 1.7890035241051065, 0.6262041796182296, -0.5746261377048386, 0.0322759889327662, -0.6982251023694761, -0.7310585157119196, 0.8802827632255512, 0.2715500661128324, 0.2073196960343824, 0.40210185641428, -0.3199805774585366, -1.3569098509676047, -0.3447482501862863, -0.0771737948227859, -0.5586014251858431, -0.1353106062071135, 1.8265343240765541, 0.6391847959246555, 0.0597451283738819, 0.2600006041440405, -1.040120462754841, 0.5584946095718488, 0.0973073160036217, 0.2991231448910659, 0.2026369854072158, -0.5638341181681993, -0.7049352289023451, 0.8232828155214555, 1.4784484577153978, -0.4730732054372946, -0.4290821394248011, 0.6946337307576685, -0.424024457554346, -0.7596559751938301, 0.2848943164319742, 0.8643137636455523, -0.5542517655377374, 1.2241783014578873, 0.3218641142566055, 1.241954768407247, 0.3876876909269283, -0.181731023887332, -1.7394448082038347, 0.7016864542287519, -1.5150492908205413, 0.5207461955759392]|3284.5321537946720127|      8.00000000|[195, 0, 3, 15]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       4|[-0.5108475305487251, -0.7964281577296755, 1.222299875611222, -1.0428334076624, 1.7890035241051065, 0.6262041796182296, -0.5746261377048386, 0.0322759889327662, -0.6982251023694761, -0.7310585157119196, 0.8802827632255512, 0.2715500661128324, 0.2073196960343824, 0.40210185641428, -0.3199805774585366, -1.3569098509676047, -0.3447482501862863, -0.0771737948227859, -0.5586014251858431, -0.1353106062071135, 1.8265343240765541, 0.6391847959246555, 0.0597451283738819, 0.2600006041440405, -1.040120462754841, 0.5584946095718488, 0.0973073160036217, 0.2991231448910659, 0.2026369854072158, -0.5638341181681993, -0.7049352289023451, 0.8232828155214555, 1.4784484577153978, -0.4730732054372946, -0.4290821394248011, 0.6946337307576685, -0.424024457554346, -0.7596559751938301, 0.2848943164319742, 0.8643137636455523, -0.5542517655377374, 1.2241783014578873, 0.3218641142566055, 1.241954768407247, 0.3876876909269283, -0.181731023887332, -1.7394448082038347, 0.7016864542287519, -1.5150492908205413, 0.5207461955759392]|3284.5321537946720127|      4.00000000|[260, 0, 4, 20]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       5|[-0.6034069954673198, -1.1714726445480168, 2.467715880608516, -1.456740378875888, 2.225889353666506, -0.369416756862513, -0.7314664813072772, -0.5326540134619094, -0.7310686695586804, -1.1839412321438492, 0.7422295704382953, 0.5945658911296267, 0.5119072978134949, 0.9433212787881359, -1.194975690683366, -1.4666729966601193, -1.01353506334871, -1.2491629132869164, -0.6543008359710657, 0.9907774277107516, 2.607185347783987, 1.162831942326567, 0.1048601381125378, 0.3501966230782707, -1.4785375459754193, 0.9910427418318211, -0.5276632124032832, 0.8560639045046643, 0.2230511901932114, -1.042648966396974, -1.296298223382909, 0.279510876004574, 1.8253069394586992, -0.571912096213728, -1.5501298517541047, 1.0650081573450925, -0.6918966135892584, -0.3599092550191124, 0.6324886412635372, 0.9612528328767114, 0.0868099358110009, 1.9298603873875098, -0.1580263044667453, 1.8286193144531113, 0.0365609062016953, -1.292197902037982, -1.8122570903060327, 1.137830925689463, -1.8796456504491479, 0.8501260310028701]|2939.0690698910061656|      8.00000000|[325, 0, 5, 25]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       6|[-0.6034069954673198, -1.1714726445480168, 2.467715880608516, -1.456740378875888, 2.225889353666506, -0.369416756862513, -0.7314664813072772, -0.5326540134619094, -0.7310686695586804, -1.1839412321438492, 0.7422295704382953, 0.5945658911296267, 0.5119072978134949, 0.9433212787881359, -1.194975690683366, -1.4666729966601193, -1.01353506334871, -1.2491629132869164, -0.6543008359710657, 0.9907774277107516, 2.607185347783987, 1.162831942326567, 0.1048601381125378, 0.3501966230782707, -1.4785375459754193, 0.9910427418318211, -0.5276632124032832, 0.8560639045046643, 0.2230511901932114, -1.042648966396974, -1.296298223382909, 0.279510876004574, 1.8253069394586992, -0.571912096213728, -1.5501298517541047, 1.0650081573450925, -0.6918966135892584, -0.3599092550191124, 0.6324886412635372, 0.9612528328767114, 0.0868099358110009, 1.9298603873875098, -0.1580263044667453, 1.8286193144531113, 0.0365609062016953, -1.292197902037982, -1.8122570903060327, 1.137830925689463, -1.8796456504491479, 0.8501260310028701]|2939.0690698910061656|      4.00000000|[390, 0, 6, 30]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       7|[-0.6034069954673198, -1.1714726445480168, 2.467715880608516, -1.456740378875888, 2.225889353666506, -0.369416756862513, -0.7314664813072772, -0.5326540134619094, -0.7310686695586804, -1.1839412321438492, 0.7422295704382953, 0.5945658911296267, 0.5119072978134949, 0.9433212787881359, -1.194975690683366, -1.4666729966601193, -1.01353506334871, -1.2491629132869164, -0.6543008359710657, 0.9907774277107516, 2.607185347783987, 1.162831942326567, 0.1048601381125378, 0.3501966230782707, -1.4785375459754193, 0.9910427418318211, -0.5276632124032832, 0.8560639045046643, 0.2230511901932114, -1.042648966396974, -1.296298223382909, 0.279510876004574, 1.8253069394586992, -0.571912096213728, -1.5501298517541047, 1.0650081573450925, -0.6918966135892584, -0.3599092550191124, 0.6324886412635372, 0.9612528328767114, 0.0868099358110009, 1.9298603873875098, -0.1580263044667453, 1.8286193144531113, 0.0365609062016953, -1.292197902037982, -1.8122570903060327, 1.137830925689463, -1.8796456504491479, 0.8501260310028701]|2939.0690698910061656|      2.00000000|[455, 0, 7, 35]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
       8|[-0.3357783702541971, -0.99333122377488, 1.9521707663987724, -1.6650239526278197, 2.1957660779116686, -0.0080248621268356, -0.7434519616601795, -0.6117420924369242, -0.2313681152624158, -1.1281500442334962, 0.1039159271078373, 0.3189855599600786, 0.7868451558811544, 1.383720010281869, -1.0119362749717873, -1.142211935560524, -1.4353814125627231, -1.2636214032799096, -1.2294301585914553, 1.0222458314417922, 2.3991333297896076, 1.4292780084030454, 0.3445990752798261, 0.6534033037113479, -1.6237495584845483, 1.09901801732724, -0.1743239294092087, 1.0751756911978685, 0.36239833623666, -0.9038828487312118, -1.3292930325724468, 0.5532925035592859, 1.6292023594691494, -0.065213987448252, -1.7961036508319908, 1.0224409934629226, -0.5669949818594584, -0.5973394379513615, 0.2428369562383891, 1.1980071073839933, 0.0042109330136815, 1.9428141197682387, -0.3318162167339698, 1.8655063250542598, -0.0074445933728865, -1.5569706000424692, -2.288131552401845, 1.1086953873660992, -2.3149520055492188, 0.6348598820400637]|2769.6963198013727379|      4.00000000|[520, 0, 8, 40]                                                            |  | used linear model with 65 points | iterate success | actual_k=0
       9|[-0.3357783702541971, -0.99333122377488, 1.9521707663987724, -1.6650239526278197, 2.1957660779116686, -0.0080248621268356, -0.7434519616601795, -0.6117420924369242, -0.2313681152624158, -1.1281500442334962, 0.1039159271078373, 0.3189855599600786, 0.7868451558811544, 1.383720010281869, -1.0119362749717873, -1.142211935560524, -1.4353814125627231, -1.2636214032799096, -1.2294301585914553, 1.0222458314417922, 2.3991333297896076, 1.4292780084030454, 0.3445990752798261, 0.6534033037113479, -1.6237495584845483, 1.09901801732724, -0.1743239294092087, 1.0751756911978685, 0.36239833623666, -0.9038828487312118, -1.3292930325724468, 0.5532925035592859, 1.6292023594691494, -0.065213987448252, -1.7961036508319908, 1.0224409934629226, -0.5669949818594584, -0.5973394379513615, 0.2428369562383891, 1.1980071073839933, 0.0042109330136815, 1.9428141197682387, -0.3318162167339698, 1.8655063250542598, -0.0074445933728865, -1.5569706000424692, -2.288131552401845, 1.1086953873660992, -2.3149520055492188, 0.6348598820400637]|2769.6963198013727379|      2.00000000|[585, 0, 9, 45]                                                            |  | used linear model with 65 points | iterate failure | actual_k=0
      10|[-0.2448760233933122, -1.2609000849863685, 1.873900775013901, -1.8992939520706762, 2.3966421924754813, 0.090603897258636, -0.8693278656769932, -0.2078551719308381, 0.0870151624585174, -1.0371965502123803, 0.2455010420133994, 0.8757085088656641, 0.8444117835663707, 1.5300637982639347, -0.8753440282096678, -1.7030293635456557, -1.5318302408583366, -0.7213350794539869, -1.6627589159102656, 0.7697414726955487, 2.3166838497899773, 1.410487024842737, 0.9191610066783733, 0.6425340591880822, -1.8363934423756367, 0.3577345341911174, -0.1019576203886847, 1.6281834483848927, 0.3937846227155013, -0.5756500145119667, -1.268254335437669, 0.4779386659093425, 1.7433106706790653, 0.4721845488370179, -1.6926117964537377, 1.1547020472952951, -0.5485162864618792, -0.6875105756831382, -0.0317545913955817, 1.3702456369926472, 0.0449074285985735, 1.754814769506626, -0.7202626304924171, 1.7723979472669602, -0.17491786289851, -1.2226615563963863, -2.262925408364329, 1.3819962659897242, -2.4098017117867583, 0.4066016537890996]|2647.8304678663789673|      4.00000000|[650, 0, 10, 50]                                                           |  | used linear model with 65 points | iterate success | actual_k=0
      11|[-0.2448760233933122, -1.2609000849863685, 1.873900775013901, -1.8992939520706762, 2.3966421924754813, 0.090603897258636, -0.8693278656769932, -0.2078551719308381, 0.0870151624585174, -1.0371965502123803, 0.2455010420133994, 0.8757085088656641, 0.8444117835663707, 1.5300637982639347, -0.8753440282096678, -1.7030293635456557, -1.5318302408583366, -0.7213350794539869, -1.6627589159102656, 0.7697414726955487, 2.3166838497899773, 1.410487024842737, 0.9191610066783733, 0.6425340591880822, -1.8363934423756367, 0.3577345341911174, -0.1019576203886847, 1.6281834483848927, 0.3937846227155013, -0.5756500145119667, -1.268254335437669, 0.4779386659093425, 1.7433106706790653, 0.4721845488370179, -1.6926117964537377, 1.1547020472952951, -0.5485162864618792, -0.6875105756831382, -0.0317545913955817, 1.3702456369926472, 0.0449074285985735, 1.754814769506626, -0.7202626304924171, 1.7723979472669602, -0.17491786289851, -1.2226615563963863, -2.262925408364329, 1.3819962659897242, -2.4098017117867583, 0.4066016537890996]|2647.8304678663789673|      2.00000000|[715, 0, 11, 55]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
