k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0]                                    |1607.3529257951240652|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.909189863516719, 9.445500137664622, 9.292778690481422, 9.708080679126144, 0.0798392445174273, 0.094296210057091, -0.0875002088115081, 0.2756486613553694]|1570.8533685026047806|      2.00000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       2|[8.684297539810656, 8.461389014195383, 8.665985865072566, 8.746661380883337, -0.1678093267010778, -0.2938083737906427, -0.0426431484448319, 0.2764488347361109]|1488.2400309735533028|      4.00000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       3|[8.99986905380268, 8.747510872213509, 7.795847060835279, 6.155824183020314, 0.7159819442105512, 0.3964771932764666, 1.9253550621582776, 2.070430954455542]|1140.3176730197162669|      8.00000000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       4|[6.269413146710885, 5.210781567320635, 2.7620157762860584, 3.964717319102761, 1.2908021283753937, 3.7126886983810365, 1.5586627759447151, 0.5104279257896744]|285.3390237796843962|     16.00000000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       5|[6.269413146710885, 5.210781567320635, 2.7620157762860584, 3.964717319102761, 1.2908021283753937, 3.7126886983810365, 1.5586627759447151, 0.5104279257896744]|285.3390237796843962|      8.00000000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       6|[6.269413146710885, 5.210781567320635, 2.7620157762860584, 3.964717319102761, 1.2908021283753937, 3.7126886983810365, 1.5586627759447151, 0.5104279257896744]|285.3390237796843962|      4.00000000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate failure | actual_k=1
       7|[3.355692518607161, 3.124558854867025, 3.153527057622152, 3.9694674614444594, -0.0187951751855102, 3.2322667135327263, 0.5898092878867434, 0.1639083941638735]|154.0737776880951628|      8.00000000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
       8|[3.355692518607161, 3.124558854867025, 3.153527057622152, 3.9694674614444594, -0.0187951751855102, 3.2322667135327263, 0.5898092878867434, 0.1639083941638735]|154.0737776880951628|      4.00000000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[1.5230284615363834, 0.6012841210350319, 3.575024152380193, 2.725800903566663, 0.2750058102438102, 2.085488938649087, -0.8310201147558016, 1.226869488481537]|101.6659688801164663|      8.00000000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
      10|[1.5230284615363834, 0.6012841210350319, 3.575024152380193, 2.725800903566663, 0.2750058102438102, 2.085488938649087, -0.8310201147558016, 1.226869488481537]|101.6659688801164663|      4.00000000|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[1.9459829595620928, -0.1807388572740275, 0.6331278276965895, 0.8656359011225583, -1.1012740807193608, 1.1353159553380858, -1.375333384197319, 1.1904036041807362]| 14.7100331836382949|      8.00000000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
