k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.579919881240885, 3.082780733063482, 0.3148099498836223, 40.08145836100055, -0.8129297454250091, -1.4616291850312666, 25.68808747487135, -0.6119439494665989, 0.9924479134165551]|906.0964965820312500|      2.00000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[10.579919881240885, 3.082780733063482, 0.3148099498836223, 40.08145836100055, -0.8129297454250091, -1.4616291850312666, 25.68808747487135, -0.6119439494665989, 0.9924479134165551]|906.0964965820312500|      1.00000000|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[10.579919881240885, 3.082780733063482, 0.3148099498836223, 40.08145836100055, -0.8129297454250091, -1.4616291850312666, 25.68808747487135, -0.6119439494665989, 0.9924479134165551]|906.0964965820312500|      0.50000000|[97, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[10.55100185405769, 3.161285383005332, 0.5362532681378719, 40.00616969113414, -0.7562614938200702, -1.4633547083699363, 26.06589641846388, -0.7298641715378842, 0.8238175607838348]|882.6947021484375000|      1.00000000|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       5|[10.55100185405769, 3.161285383005332, 0.5362532681378719, 40.00616969113414, -0.7562614938200702, -1.4633547083699363, 26.06589641846388, -0.7298641715378842, 0.8238175607838348]|882.6947021484375000|      0.50000000|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[10.55100185405769, 3.161285383005332, 0.5362532681378719, 40.00616969113414, -0.7562614938200702, -1.4633547083699363, 26.06589641846388, -0.7298641715378842, 0.8238175607838348]|882.6947021484375000|      0.25000000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[10.669685913966617, 3.140632092396363, 0.4974230342963109, 40.15012467591265, -0.6238070557832044, -1.461185204712462, 26.07760634975657, -0.7312653413636089, 0.9136437270063936]|862.1316528320312500|      0.50000000|[225, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       8|[10.669685913966617, 3.140632092396363, 0.4974230342963109, 40.15012467591265, -0.6238070557832044, -1.461185204712462, 26.07760634975657, -0.7312653413636089, 0.9136437270063936]|862.1316528320312500|      0.25000000|[257, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[10.574321576394253, 3.1507103349666092, 0.4983590170675141, 40.285504269223466, -0.4512249238274265, -1.501077652043813, 26.07967895959851, -0.6726181791134743, 0.9261247855068693]|858.9904785156250000|      0.50000000|[289, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      10|[10.574321576394253, 3.1507103349666092, 0.4983590170675141, 40.285504269223466, -0.4512249238274265, -1.501077652043813, 26.07967895959851, -0.6726181791134743, 0.9261247855068693]|858.9904785156250000|      0.25000000|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[10.574321576394253, 3.1507103349666092, 0.4983590170675141, 40.285504269223466, -0.4512249238274265, -1.501077652043813, 26.07967895959851, -0.6726181791134743, 0.9261247855068693]|858.9904785156250000|      0.12500000|[353, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[10.634053020680312, 3.1013211269697827, 0.5394334733628294, 40.305537759742364, -0.4683661747270496, -1.4820618526152851, 26.115909438113462, -0.6639708054553315, 1.0001961108609159]|853.9304199218750000|      0.25000000|[385, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      13|[10.634053020680312, 3.1013211269697827, 0.5394334733628294, 40.305537759742364, -0.4683661747270496, -1.4820618526152851, 26.115909438113462, -0.6639708054553315, 1.0001961108609159]|853.9304199218750000|      0.12500000|[417, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[10.643663629745847, 3.073227244056409, 0.5044634933493648, 40.29776104477555, -0.505588384540536, -1.480129023747005, 26.109927947759196, -0.6377087910841722, 1.1067103952639925]|851.4229125976562500|      0.25000000|[449, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      15|[10.643663629745847, 3.073227244056409, 0.5044634933493648, 40.29776104477555, -0.505588384540536, -1.480129023747005, 26.109927947759196, -0.6377087910841722, 1.1067103952639925]|851.4229125976562500|      0.12500000|[481, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      16|[10.658983338042168, 3.086533822671323, 0.5116116519020146, 40.31273158070718, -0.6029126951107122, -1.4589292678097439, 26.165943161136063, -0.6798521226491071, 1.1168500590502952]|849.5531616210937500|      0.25000000|[513, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      17|[10.658983338042168, 3.086533822671323, 0.5116116519020146, 40.31273158070718, -0.6029126951107122, -1.4589292678097439, 26.165943161136063, -0.6798521226491071, 1.1168500590502952]|849.5531616210937500|      0.12500000|[545, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
