k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|5073.7863710104329584|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1227374493357232, -0.0252797330897524, 0.1420701857249602, -0.148039828987026, 0.0487828340325841, 0.1433471308567936, 0.0372700704860778, -0.0958291461553174, 0.024972118045608, -0.1304124001547398, 0.2190507437403843, 0.0721140992518778, 0.0939283714489504, 0.1204773336550806, -0.0014365603715954, -0.1665445377796504, -0.2056003177038283, -0.0996660107216762, -0.0893573778262513, 0.1908743023667706, 0.1607055014557342, 0.0053117027360967, 0.1484962438341901, 0.0846461185975137, -0.111234768157041, -0.0492937811618584, -0.1744233414839756, -0.0495135764177229, -0.0425774377541689, 0.0279881449599693, 0.0537335814660291, -0.1477848443557295, 0.2233983504000181, 0.10228559496766, -0.2578660312628348, 0.2039625646251995, -0.0179102896562523, -0.1567424708514805, 0.0251038282551523, -0.0776201042509653, -0.0854652206588301, 0.1048829848998489, 0.0143698706431615, 0.1992657403517839, -0.0848027539092704, -0.2591485663523631, -0.2363559295248567, 0.1881242275370272, -0.3146061057947536, 0.1931366763523453]|4607.7880859375000000|      2.00000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       2|[0.101924078738525, 0.1454563817140732, 0.2514810826250614, -0.4009379179187424, 0.3564177031622082, 0.1816671981725006, -0.2012005354988634, -0.0008102689824188, 0.0097973186997945, -0.0037087854346543, 0.2997891055131135, 0.0415624899288299, 0.3678875052422966, 0.6729928602794161, 0.0996364539165577, -0.4758349061725077, -0.6024241341798066, -0.2482765378529757, -0.4133089750905372, 0.6445672755941928, 0.676432362444417, 0.0291513762541603, 0.3530576422354779, -0.0748369362366304, -0.180677254424845, 0.1333019863002941, -0.3279358591277322, 0.1366250658325685, -0.366609607429011, -0.0939047588072333, -0.0214301562831079, -0.2306200582812549, 0.4003276518557637, 0.2049608926773706, -0.8296852095117214, 0.2333266852620186, -0.0133940103583316, -0.2148648978757741, 0.3523764734672595, -0.1600408480081332, -0.1337603627274072, 0.5301641882489245, -0.4604585802679678, 0.6762451358474681, -0.1182236497937031, -0.717016491849658, -0.7709954163115975, 0.6482890088166378, -0.7735593350537275, 0.5502081286250429]|3875.8278808593750000|      4.00000000|[257, 0, 0, 4]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       3|[0.4578388019184767, 0.1979800113644064, 0.7917342363758254, -0.1914878985571721, 1.3402945037230538, 0.4972815014313009, -0.5229918071225326, -0.0123715853609238, -0.4908343713029511, -0.3227144810234311, 1.1421583643041506, 0.124675072141127, 0.9371119360395184, 0.8423971811155003, -0.2093768886301768, -1.5529628522223167, -1.3300600628177435, -0.2334257827042517, -0.6613251230666874, 0.9641941349371119, 1.6219562324207804, 0.3060957031587079, 1.0514516781096406, 0.3077107334979202, -0.5172248476306083, 0.5214921566616294, -0.4705467531849107, 0.5508004542126465, -0.8505519715030557, -0.1269705184885125, -0.1386657403268592, -0.4223144326077479, 1.4963892488009902, 0.9859936301681569, -2.144439559681105, 0.7788027803464126, -0.1618014313325362, -0.4733575356966914, -0.1922540942962721, 0.2572309972823918, -0.7496303879128353, 0.6344397483339317, -0.0691281902044844, 0.783178841880218, -0.3395194692962101, -1.3281790152680237, -1.879135899973616, 1.1450699046307775, -1.9791034115960133, 1.1367501892992875]|2955.5126953125000000|      8.00000000|[385, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       4|[1.8039408541202329, -0.3420781006031635, 0.7510405457556454, -0.8620974027683352, 3.6492946713139744, -0.0920906751780741, 0.4247695439804986, 0.9124586809797568, 0.2366943628998847, -1.1939622533984688, 0.588663957615928, 0.0626796947884657, 0.8297567489696515, 0.2478766804039163, -1.759436383336474, -1.9371603661079273, -2.6412049961211084, -0.8970146830738286, -4.108659871234707, 2.6202258719319635, 4.142026320013835, 1.497471496330653, 1.6160343751225377, 0.9930672512435302, -1.9323007241577679, 0.7883608631653619, -0.8694706957266294, 1.9499368745490284, -1.1241679797864557, -1.1335949132410021, 0.1961678868995918, 0.4894125978921009, 3.432189742269161, 1.752943385037789, -4.384230717129932, 1.591694597227895, 0.3422964581384578, -0.7723457978657107, 0.8698408846150736, 1.8259644813143017, -0.5700807680710094, 1.0522572188567776, 0.1749264608474821, 0.9672036555095804, 0.3750721883152844, -1.0819948824678576, -2.8092214361334746, 0.8932940726016768, -2.6789487709893907, 2.4394514340538977]|2673.1909179687500000|     16.00000000|[513, 0, 0, 8]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       5|[1.8039408541202329, -0.3420781006031635, 0.7510405457556454, -0.8620974027683352, 3.6492946713139744, -0.0920906751780741, 0.4247695439804986, 0.9124586809797568, 0.2366943628998847, -1.1939622533984688, 0.588663957615928, 0.0626796947884657, 0.8297567489696515, 0.2478766804039163, -1.759436383336474, -1.9371603661079273, -2.6412049961211084, -0.8970146830738286, -4.108659871234707, 2.6202258719319635, 4.142026320013835, 1.497471496330653, 1.6160343751225377, 0.9930672512435302, -1.9323007241577679, 0.7883608631653619, -0.8694706957266294, 1.9499368745490284, -1.1241679797864557, -1.1335949132410021, 0.1961678868995918, 0.4894125978921009, 3.432189742269161, 1.752943385037789, -4.384230717129932, 1.591694597227895, 0.3422964581384578, -0.7723457978657107, 0.8698408846150736, 1.8259644813143017, -0.5700807680710094, 1.0522572188567776, 0.1749264608474821, 0.9672036555095804, 0.3750721883152844, -1.0819948824678576, -2.8092214361334746, 0.8932940726016768, -2.6789487709893907, 2.4394514340538977]|2673.1909179687500000|      8.00000000|[641, 0, 0, 10]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[0.9000039538298982, 1.9379788610206234, 0.7319016243421856, -2.087238191434365, 2.109673576434313, 1.3072710469653992, 1.29802755465604, 1.0594895574113665, -0.9775647854385663, -2.0284864630828956, 0.8867813414506904, 1.0952595334967445, 0.9626028799323187, -0.2583603929287326, -0.4439960035774511, -2.161111796814819, -1.5611828410997755, -0.0268591333256248, -3.6545208810817065, 0.0767332081043572, 4.130451700942703, 1.5197609387334465, 2.459924061801353, 4.1213145396752475, -1.8866857430894723, -0.3114298020703102, -1.5806103707757735, 2.708604126172719, 0.0946189506462447, -1.599198286888118, 0.9754476197701709, -1.949732344997651, 4.270000196117674, 1.9481172246925496, -3.9034410534200834, 1.8571823740938787, 0.8803927772451595, -0.6756861843892593, 0.7392733719599657, 3.50720122886493, 0.9652235447396511, 0.0464313381283792, -0.4956773445115789, 1.2841212143019891, -1.3245302614734409, -1.0121820267716413, -2.806517882817775, -1.1493978679463441, -2.0932203839838595, 1.529768605134222]|2423.6940917968750000|     16.00000000|[769, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | iterate success | actual_k=0
       7|[0.9000039538298982, 1.9379788610206234, 0.7319016243421856, -2.087238191434365, 2.109673576434313, 1.3072710469653992, 1.29802755465604, 1.0594895574113665, -0.9775647854385663, -2.0284864630828956, 0.8867813414506904, 1.0952595334967445, 0.9626028799323187, -0.2583603929287326, -0.4439960035774511, -2.161111796814819, -1.5611828410997755, -0.0268591333256248, -3.6545208810817065, 0.0767332081043572, 4.130451700942703, 1.5197609387334465, 2.459924061801353, 4.1213145396752475, -1.8866857430894723, -0.3114298020703102, -1.5806103707757735, 2.708604126172719, 0.0946189506462447, -1.599198286888118, 0.9754476197701709, -1.949732344997651, 4.270000196117674, 1.9481172246925496, -3.9034410534200834, 1.8571823740938787, 0.8803927772451595, -0.6756861843892593, 0.7392733719599657, 3.50720122886493, 0.9652235447396511, 0.0464313381283792, -0.4956773445115789, 1.2841212143019891, -1.3245302614734409, -1.0121820267716413, -2.806517882817775, -1.1493978679463441, -2.0932203839838595, 1.529768605134222]|2423.6940917968750000|      8.00000000|[897, 0, 0, 14]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.9000039538298982, 1.9379788610206234, 0.7319016243421856, -2.087238191434365, 2.109673576434313, 1.3072710469653992, 1.29802755465604, 1.0594895574113665, -0.9775647854385663, -2.0284864630828956, 0.8867813414506904, 1.0952595334967445, 0.9626028799323187, -0.2583603929287326, -0.4439960035774511, -2.161111796814819, -1.5611828410997755, -0.0268591333256248, -3.6545208810817065, 0.0767332081043572, 4.130451700942703, 1.5197609387334465, 2.459924061801353, 4.1213145396752475, -1.8866857430894723, -0.3114298020703102, -1.5806103707757735, 2.708604126172719, 0.0946189506462447, -1.599198286888118, 0.9754476197701709, -1.949732344997651, 4.270000196117674, 1.9481172246925496, -3.9034410534200834, 1.8571823740938787, 0.8803927772451595, -0.6756861843892593, 0.7392733719599657, 3.50720122886493, 0.9652235447396511, 0.0464313381283792, -0.4956773445115789, 1.2841212143019891, -1.3245302614734409, -1.0121820267716413, -2.806517882817775, -1.1493978679463441, -2.0932203839838595, 1.529768605134222]|2423.6940917968750000|      4.00000000|[1025, 0, 0, 16]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[1.3662177783004685, 1.4936225511548114, 0.2623334604274352, -2.1975218081991645, 2.731051052769751, 1.4940979920884525, 1.3562948529560876, -0.0602132074909552, -0.7505583283543585, -1.9663583306502768, 1.1193540654146532, 0.6764062959127726, 1.2316458053907913, 0.7191962563057129, -0.2574864788716774, -2.431641351046654, -2.0755563196064877, -0.2555624329877854, -4.130815278836761, 0.4859499176319701, 4.800527513199651, 1.272889981553694, 2.3271233811076124, 4.2273064053398555, -2.28460511887651, -0.0672908146112042, -1.5255789149352037, 2.5620869370198873, 0.3080297116768373, -1.1858294704871246, 1.1459251442337295, -1.7252416153749297, 4.361260402751855, 2.0036064995784884, -3.806558079638233, 1.9104335640871024, 1.2101449551477264, -1.269490182699141, 0.3216599238486462, 3.5688943714570986, 1.405528817226691, 1.829218550289531, -0.3104992908062121, 1.9379183282294963, 0.0651184098500348, -0.8530164755665846, -3.247704053368689, -0.0343171804021727, -3.3305415061000714, 2.5508356703751547]|2076.6118164062500000|      8.00000000|[1153, 0, 0, 18]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      10|[1.3662177783004685, 1.4936225511548114, 0.2623334604274352, -2.1975218081991645, 2.731051052769751, 1.4940979920884525, 1.3562948529560876, -0.0602132074909552, -0.7505583283543585, -1.9663583306502768, 1.1193540654146532, 0.6764062959127726, 1.2316458053907913, 0.7191962563057129, -0.2574864788716774, -2.431641351046654, -2.0755563196064877, -0.2555624329877854, -4.130815278836761, 0.4859499176319701, 4.800527513199651, 1.272889981553694, 2.3271233811076124, 4.2273064053398555, -2.28460511887651, -0.0672908146112042, -1.5255789149352037, 2.5620869370198873, 0.3080297116768373, -1.1858294704871246, 1.1459251442337295, -1.7252416153749297, 4.361260402751855, 2.0036064995784884, -3.806558079638233, 1.9104335640871024, 1.2101449551477264, -1.269490182699141, 0.3216599238486462, 3.5688943714570986, 1.405528817226691, 1.829218550289531, -0.3104992908062121, 1.9379183282294963, 0.0651184098500348, -0.8530164755665846, -3.247704053368689, -0.0343171804021727, -3.3305415061000714, 2.5508356703751547]|2076.6118164062500000|      4.00000000|[1281, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
