k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.00349401252136, 149.94104276545394, -100.05913739411815, 100.00099103050997, 199.99871629857836]|84511.8071378448366886|      2.00000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       2|[47.01087438938648, 149.81738730504074, -100.17819622737515, 100.00029738051424, 199.99777945228]|78035.8192411667550914|      4.00000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       3|[43.02236365283108, 149.61069378721092, -100.39753706014825, 100.0281338849299, 199.98456498408217]|65877.5422998245921917|      8.00000000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       4|[35.066028491996256, 149.13653448152135, -101.05273040295894, 99.88209657901491, 200.1305052119466]|44735.5862384140782524|     16.00000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       5|[19.115872182661725, 148.3485944717454, -101.98486228541802, 99.89631026198529, 199.8102047690656]|15121.3091155187557888|     32.00000000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate success | actual_k=0
       6|[-12.371122849325488, 144.6573710847326, -106.28047724837926, 99.50663665761326, 199.22722935378508]|6038.1104837625944128|     64.00000000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       7|[-12.371122849325488, 144.6573710847326, -106.28047724837926, 99.50663665761326, 199.22722935378508]|6038.1104837625944128|     32.00000000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       8|[-12.371122849325488, 144.6573710847326, -106.28047724837926, 99.50663665761326, 199.22722935378508]|6038.1104837625944128|     16.00000000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       9|[3.436862554938644, 143.45004160982492, -106.02614017928495, 101.57354100783242, 199.7868471339895]|1855.6377464310098730|     32.00000000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
      10|[5.080974473547603, 124.11217686220377, -115.08434602713628, 86.24502627083811, 217.9618141429692]|812.8710309527484696|     64.00000000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      11|[5.080974473547603, 124.11217686220377, -115.08434602713628, 86.24502627083811, 217.9618141429692]|812.8710309527484696|     32.00000000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[5.080974473547603, 124.11217686220377, -115.08434602713628, 86.24502627083811, 217.9618141429692]|812.8710309527484696|     16.00000000|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[5.080974473547603, 124.11217686220377, -115.08434602713628, 86.24502627083811, 217.9618141429692]|812.8710309527484696|      8.00000000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[-2.32208382130245, 122.66602250766277, -115.00054101899882, 87.20388592215588, 215.47647103676036]|298.9922278123253250|     16.00000000|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      15|[-2.32208382130245, 122.66602250766277, -115.00054101899882, 87.20388592215588, 215.47647103676036]|298.9922278123253250|      8.00000000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      16|[-2.32208382130245, 122.66602250766277, -115.00054101899882, 87.20388592215588, 215.47647103676036]|298.9922278123253250|      4.00000000|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      17|[1.5836585836285981, 122.82730140762013, -115.26314452917413, 86.39965767951622, 215.53496644629246]| 99.5498562240093747|      8.00000000|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      18|[1.5836585836285981, 122.82730140762013, -115.26314452917413, 86.39965767951622, 215.53496644629246]| 99.5498562240093747|      4.00000000|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[1.5836585836285981, 122.82730140762013, -115.26314452917413, 86.39965767951622, 215.53496644629246]| 99.5498562240093747|      2.00000000|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      20|[-0.2142854274651766, 122.21029034440745, -115.71987563288573, 86.80445910571112, 215.41568868181741]| 53.0633916460906079|      4.00000000|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      21|[-0.2142854274651766, 122.21029034440745, -115.71987563288573, 86.80445910571112, 215.41568868181741]| 53.0633916460906079|      2.00000000|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      22|[1.0392969333312538, 121.49397617424725, -117.0384001607521, 87.20657148708568, 215.53907416105938]| 28.2571923171466395|      4.00000000|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      23|[0.0665430335802951, 119.60805103215374, -119.20638045876079, 84.6164084084018, 215.24250568295037]| 11.1551641919196598|      8.00000000|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      24|[0.0665430335802951, 119.60805103215374, -119.20638045876079, 84.6164084084018, 215.24250568295037]| 11.1551641919196598|      4.00000000|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      25|[0.0665430335802951, 119.60805103215374, -119.20638045876079, 84.6164084084018, 215.24250568295037]| 11.1551641919196598|      2.00000000|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
