k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.084807087928856, -0.1398871339068443, 0.1356468014378268, -0.1534841527677236, 0.4960511421974416, 0.1369948879293537, 0.9306505413134495, -0.1115716087646442, 0.3731884334084651, -0.0496856709223575, 2.473929790814031, 0.0403031720685836, 0.7656126322574183, -0.1494530686124897, 2.176731268530702, 0.2544934722707705, 14.244400623198946, -0.1944729601431664, 11.823369938731627, 0.0408121687198988, 0.4166013234320783, 0.2243580922361319, 0.1109722336848717, 0.1838934145197408, 1.2383564957415987, 0.083667750341297, 0.0621247583295612, 0.1999654344384785, 0.1645582081051357, 0.0810310234839675, 3.6518070058875938, -0.0672707126823346, 0.9662466458284444, -0.0608156278470519, 0.19971112886405, -0.1977948884260786, 0.2609869939460212, -0.0241963275177479, 0.8884878801671294, -0.1415730622073367, 0.2749847436124487, 0.0154109595977065, 2.3071103976071377, 0.2384999562776619, 1.9772357304218016, -0.0610721273906476, 1.5038545501961647, -0.0505221246761442, 0.4742484003289023, 0.103037524523352, 0.4041776454653805, -0.0568073514780265, 0.2931927762464761, -0.0139300806503157, 0.7295041883338343, -0.0418894594653399, 0.3286668690030554, 0.0614198781097202, 0.5409636542180789, 0.0207003603468325, 1.036536394147507, 0.1971519690777938, -0.0963463820359753, 0.0752886900144603, 0.2117985858826827, -0.0504058221383648]|567407.4375000000000000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[1.084807087928856, -0.1398871339068443, 0.1356468014378268, -0.1534841527677236, 0.4960511421974416, 0.1369948879293537, 0.9306505413134495, -0.1115716087646442, 0.3731884334084651, -0.0496856709223575, 2.473929790814031, 0.0403031720685836, 0.7656126322574183, -0.1494530686124897, 2.176731268530702, 0.2544934722707705, 14.244400623198946, -0.1944729601431664, 11.823369938731627, 0.0408121687198988, 0.4166013234320783, 0.2243580922361319, 0.1109722336848717, 0.1838934145197408, 1.2383564957415987, 0.083667750341297, 0.0621247583295612, 0.1999654344384785, 0.1645582081051357, 0.0810310234839675, 3.6518070058875938, -0.0672707126823346, 0.9662466458284444, -0.0608156278470519, 0.19971112886405, -0.1977948884260786, 0.2609869939460212, -0.0241963275177479, 0.8884878801671294, -0.1415730622073367, 0.2749847436124487, 0.0154109595977065, 2.3071103976071377, 0.2384999562776619, 1.9772357304218016, -0.0610721273906476, 1.5038545501961647, -0.0505221246761442, 0.4742484003289023, 0.103037524523352, 0.4041776454653805, -0.0568073514780265, 0.2931927762464761, -0.0139300806503157, 0.7295041883338343, -0.0418894594653399, 0.3286668690030554, 0.0614198781097202, 0.5409636542180789, 0.0207003603468325, 1.036536394147507, 0.1971519690777938, -0.0963463820359753, 0.0752886900144603, 0.2117985858826827, -0.0504058221383648]|567407.4375000000000000|      1.00000000|[118, 18, 0, 9]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 41 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 54 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 79 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[1.084807087928856, -0.1398871339068443, 0.1356468014378268, -0.1534841527677236, 0.4960511421974416, 0.1369948879293537, 0.9306505413134495, -0.1115716087646442, 0.3731884334084651, -0.0496856709223575, 2.473929790814031, 0.0403031720685836, 0.7656126322574183, -0.1494530686124897, 2.176731268530702, 0.2544934722707705, 14.244400623198946, -0.1944729601431664, 11.823369938731627, 0.0408121687198988, 0.4166013234320783, 0.2243580922361319, 0.1109722336848717, 0.1838934145197408, 1.2383564957415987, 0.083667750341297, 0.0621247583295612, 0.1999654344384785, 0.1645582081051357, 0.0810310234839675, 3.6518070058875938, -0.0672707126823346, 0.9662466458284444, -0.0608156278470519, 0.19971112886405, -0.1977948884260786, 0.2609869939460212, -0.0241963275177479, 0.8884878801671294, -0.1415730622073367, 0.2749847436124487, 0.0154109595977065, 2.3071103976071377, 0.2384999562776619, 1.9772357304218016, -0.0610721273906476, 1.5038545501961647, -0.0505221246761442, 0.4742484003289023, 0.103037524523352, 0.4041776454653805, -0.0568073514780265, 0.2931927762464761, -0.0139300806503157, 0.7295041883338343, -0.0418894594653399, 0.3286668690030554, 0.0614198781097202, 0.5409636542180789, 0.0207003603468325, 1.036536394147507, 0.1971519690777938, -0.0963463820359753, 0.0752886900144603, 0.2117985858826827, -0.0504058221383648]|567407.4375000000000000|      0.50000000|[207, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 66 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[1.084807087928856, -0.1398871339068443, 0.1356468014378268, -0.1534841527677236, 0.4960511421974416, 0.1369948879293537, 0.9306505413134495, -0.1115716087646442, 0.3731884334084651, -0.0496856709223575, 2.473929790814031, 0.0403031720685836, 0.7656126322574183, -0.1494530686124897, 2.176731268530702, 0.2544934722707705, 14.244400623198946, -0.1944729601431664, 11.823369938731627, 0.0408121687198988, 0.4166013234320783, 0.2243580922361319, 0.1109722336848717, 0.1838934145197408, 1.2383564957415987, 0.083667750341297, 0.0621247583295612, 0.1999654344384785, 0.1645582081051357, 0.0810310234839675, 3.6518070058875938, -0.0672707126823346, 0.9662466458284444, -0.0608156278470519, 0.19971112886405, -0.1977948884260786, 0.2609869939460212, -0.0241963275177479, 0.8884878801671294, -0.1415730622073367, 0.2749847436124487, 0.0154109595977065, 2.3071103976071377, 0.2384999562776619, 1.9772357304218016, -0.0610721273906476, 1.5038545501961647, -0.0505221246761442, 0.4742484003289023, 0.103037524523352, 0.4041776454653805, -0.0568073514780265, 0.2931927762464761, -0.0139300806503157, 0.7295041883338343, -0.0418894594653399, 0.3286668690030554, 0.0614198781097202, 0.5409636542180789, 0.0207003603468325, 1.036536394147507, 0.1971519690777938, -0.0963463820359753, 0.0752886900144603, 0.2117985858826827, -0.0504058221383648]|567407.4375000000000000|      0.25000000|[296, 46, 0, 23]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[1.084807087928856, -0.1398871339068443, 0.1356468014378268, -0.1534841527677236, 0.4960511421974416, 0.1369948879293537, 0.9306505413134495, -0.1115716087646442, 0.3731884334084651, -0.0496856709223575, 2.473929790814031, 0.0403031720685836, 0.7656126322574183, -0.1494530686124897, 2.176731268530702, 0.2544934722707705, 14.244400623198946, -0.1944729601431664, 11.823369938731627, 0.0408121687198988, 0.4166013234320783, 0.2243580922361319, 0.1109722336848717, 0.1838934145197408, 1.2383564957415987, 0.083667750341297, 0.0621247583295612, 0.1999654344384785, 0.1645582081051357, 0.0810310234839675, 3.6518070058875938, -0.0672707126823346, 0.9662466458284444, -0.0608156278470519, 0.19971112886405, -0.1977948884260786, 0.2609869939460212, -0.0241963275177479, 0.8884878801671294, -0.1415730622073367, 0.2749847436124487, 0.0154109595977065, 2.3071103976071377, 0.2384999562776619, 1.9772357304218016, -0.0610721273906476, 1.5038545501961647, -0.0505221246761442, 0.4742484003289023, 0.103037524523352, 0.4041776454653805, -0.0568073514780265, 0.2931927762464761, -0.0139300806503157, 0.7295041883338343, -0.0418894594653399, 0.3286668690030554, 0.0614198781097202, 0.5409636542180789, 0.0207003603468325, 1.036536394147507, 0.1971519690777938, -0.0963463820359753, 0.0752886900144603, 0.2117985858826827, -0.0504058221383648]|567407.4375000000000000|      0.12500000|[382, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[1.0738675944363076, -0.1420697952023818, 0.1513127778596161, -0.1601851231884855, 0.497413981540308, 0.1432191095397519, 0.9161580503276741, -0.107038448188782, 0.3964930172258662, -0.0321514515828508, 2.467009929682536, 0.0300076626793641, 0.7616244296362856, -0.1443573540546974, 2.165962613440825, 0.245244391481906, 14.255224590396221, -0.2096823932502712, 11.847083944656035, 0.088270301541307, 0.435273783197363, 0.2204620249354881, 0.0980575073542421, 0.1838911835149011, 1.237812451579559, 0.0854048091243626, 0.0555869592228124, 0.2048534043969744, 0.1674493418826746, 0.0989255185923279, 3.670740974893266, -0.0906870292879899, 0.9833261999930812, -0.0448286049964625, 0.2000937933263898, -0.2108751707404212, 0.2521088329288392, -0.0333127776168999, 0.8999974975641032, -0.1505533019298684, 0.305610821989039, 0.0112052172571609, 2.28595890470957, 0.2359869808523493, 1.9735152958681224, -0.0770234842542546, 1.5012730983878615, -0.0539856326461946, 0.443966352629728, 0.1204464296359589, 0.3864966468781061, -0.0570659763290063, 0.2928023761066093, 0.0044497297017614, 0.7323655421860623, -0.0312619527460711, 0.3285870146265866, 0.0514494833929187, 0.5496504202722381, 0.0594545936677603, 1.0233243993648033, 0.2026731682870609, -0.0670229091985389, 0.0635613880550013, 0.2359599620044487, -0.0292528037877829]|268618.7187500000000000|      0.25000000|[408, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       7|[1.0738675944363076, -0.1420697952023818, 0.1513127778596161, -0.1601851231884855, 0.497413981540308, 0.1432191095397519, 0.9161580503276741, -0.107038448188782, 0.3964930172258662, -0.0321514515828508, 2.467009929682536, 0.0300076626793641, 0.7616244296362856, -0.1443573540546974, 2.165962613440825, 0.245244391481906, 14.255224590396221, -0.2096823932502712, 11.847083944656035, 0.088270301541307, 0.435273783197363, 0.2204620249354881, 0.0980575073542421, 0.1838911835149011, 1.237812451579559, 0.0854048091243626, 0.0555869592228124, 0.2048534043969744, 0.1674493418826746, 0.0989255185923279, 3.670740974893266, -0.0906870292879899, 0.9833261999930812, -0.0448286049964625, 0.2000937933263898, -0.2108751707404212, 0.2521088329288392, -0.0333127776168999, 0.8999974975641032, -0.1505533019298684, 0.305610821989039, 0.0112052172571609, 2.28595890470957, 0.2359869808523493, 1.9735152958681224, -0.0770234842542546, 1.5012730983878615, -0.0539856326461946, 0.443966352629728, 0.1204464296359589, 0.3864966468781061, -0.0570659763290063, 0.2928023761066093, 0.0044497297017614, 0.7323655421860623, -0.0312619527460711, 0.3285870146265866, 0.0514494833929187, 0.5496504202722381, 0.0594545936677603, 1.0233243993648033, 0.2026731682870609, -0.0670229091985389, 0.0635613880550013, 0.2359599620044487, -0.0292528037877829]|268618.7187500000000000|      0.12500000|[495, 78, 0, 39]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[1.0738675944363076, -0.1420697952023818, 0.1513127778596161, -0.1601851231884855, 0.497413981540308, 0.1432191095397519, 0.9161580503276741, -0.107038448188782, 0.3964930172258662, -0.0321514515828508, 2.467009929682536, 0.0300076626793641, 0.7616244296362856, -0.1443573540546974, 2.165962613440825, 0.245244391481906, 14.255224590396221, -0.2096823932502712, 11.847083944656035, 0.088270301541307, 0.435273783197363, 0.2204620249354881, 0.0980575073542421, 0.1838911835149011, 1.237812451579559, 0.0854048091243626, 0.0555869592228124, 0.2048534043969744, 0.1674493418826746, 0.0989255185923279, 3.670740974893266, -0.0906870292879899, 0.9833261999930812, -0.0448286049964625, 0.2000937933263898, -0.2108751707404212, 0.2521088329288392, -0.0333127776168999, 0.8999974975641032, -0.1505533019298684, 0.305610821989039, 0.0112052172571609, 2.28595890470957, 0.2359869808523493, 1.9735152958681224, -0.0770234842542546, 1.5012730983878615, -0.0539856326461946, 0.443966352629728, 0.1204464296359589, 0.3864966468781061, -0.0570659763290063, 0.2928023761066093, 0.0044497297017614, 0.7323655421860623, -0.0312619527460711, 0.3285870146265866, 0.0514494833929187, 0.5496504202722381, 0.0594545936677603, 1.0233243993648033, 0.2026731682870609, -0.0670229091985389, 0.0635613880550013, 0.2359599620044487, -0.0292528037877829]|268618.7187500000000000|      0.06250000|[583, 92, 0, 46]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 76 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[1.0703980989159783, -0.1437023954636731, 0.1507336238506052, -0.1628894697252416, 0.4870772746817488, 0.1473275511104068, 0.9386225163658868, -0.1025889465491773, 0.3933695897878122, -0.0261558911183568, 2.468341095496397, 0.0298233984644869, 0.7579510763556301, -0.147668487679979, 2.1574710323760558, 0.2395010186213211, 14.273910986714045, -0.2199801445240188, 11.848742454725189, 0.1067698989501491, 0.4383724168670055, 0.2260791190924109, 0.0892101106061198, 0.1739091970454153, 1.24502167685129, 0.0729299856784676, 0.056627021232484, 0.2067415123097345, 0.1693325063852014, 0.1035692593924319, 3.6797690669127054, -0.0862393640571942, 0.9821964635911067, -0.0429131949571672, 0.2018914599328432, -0.2035484344049115, 0.2492825776750254, -0.0347245702530854, 0.9078966131892704, -0.146344959885906, 0.3028426895737062, -0.0024163176395668, 2.2888128839443276, 0.2444291978498985, 1.9828368214306957, -0.0823511492332103, 1.5009012466873792, -0.0456795012785263, 0.4335415392955259, 0.1190097257149422, 0.3916255468299567, -0.0688694284169221, 0.2855257253588367, 0.0036907959437654, 0.735873470919024, -0.0331254497447907, 0.3150686353468482, 0.0507506046262345, 0.535332965490859, 0.0657023486038363, 1.0141721399160395, 0.1973016420043293, -0.0727053067568465, 0.0669234741820705, 0.2279922577539534, -0.0392098036104714]|234328.6562500000000000|      0.12500000|[609, 96, 0, 48]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[1.0703980989159783, -0.1437023954636731, 0.1507336238506052, -0.1628894697252416, 0.4870772746817488, 0.1473275511104068, 0.9386225163658868, -0.1025889465491773, 0.3933695897878122, -0.0261558911183568, 2.468341095496397, 0.0298233984644869, 0.7579510763556301, -0.147668487679979, 2.1574710323760558, 0.2395010186213211, 14.273910986714045, -0.2199801445240188, 11.848742454725189, 0.1067698989501491, 0.4383724168670055, 0.2260791190924109, 0.0892101106061198, 0.1739091970454153, 1.24502167685129, 0.0729299856784676, 0.056627021232484, 0.2067415123097345, 0.1693325063852014, 0.1035692593924319, 3.6797690669127054, -0.0862393640571942, 0.9821964635911067, -0.0429131949571672, 0.2018914599328432, -0.2035484344049115, 0.2492825776750254, -0.0347245702530854, 0.9078966131892704, -0.146344959885906, 0.3028426895737062, -0.0024163176395668, 2.2888128839443276, 0.2444291978498985, 1.9828368214306957, -0.0823511492332103, 1.5009012466873792, -0.0456795012785263, 0.4335415392955259, 0.1190097257149422, 0.3916255468299567, -0.0688694284169221, 0.2855257253588367, 0.0036907959437654, 0.735873470919024, -0.0331254497447907, 0.3150686353468482, 0.0507506046262345, 0.535332965490859, 0.0657023486038363, 1.0141721399160395, 0.1973016420043293, -0.0727053067568465, 0.0669234741820705, 0.2279922577539534, -0.0392098036104714]|234328.6562500000000000|      0.06250000|[698, 110, 0, 55]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 78 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
