k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.215698840915334, -0.5985301314836518, -0.1256240484852187, 0.7867271229761608, 0.0735047860454149, 0.2147203995444871, -0.2856003807215335]|75844.3359375000000000|      2.00000000|[29, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[10.215698840915334, -0.5985301314836518, -0.1256240484852187, 0.7867271229761608, 0.0735047860454149, 0.2147203995444871, -0.2856003807215335]|75844.3359375000000000|      1.00000000|[57, 8, 1, 5]                                                              |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[10.215698840915334, -0.5985301314836518, -0.1256240484852187, 0.7867271229761608, 0.0735047860454149, 0.2147203995444871, -0.2856003807215335]|75844.3359375000000000|      0.50000000|[86, 12, 2, 8]                                                             |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[10.215698840915334, -0.5985301314836518, -0.1256240484852187, 0.7867271229761608, 0.0735047860454149, 0.2147203995444871, -0.2856003807215335]|75844.3359375000000000|      0.25000000|[115, 16, 2, 10]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[10.192596628113591, -0.5919899525479578, -0.1173578457666417, 0.6894716066953817, 0.0767457381740035, 0.1946720036829673, -0.5136006138823938]|64951.1835937500000000|      0.50000000|[143, 20, 2, 12]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[10.260986030067317, -0.6912422171528186, -0.1734748199837017, 0.5682949589687989, 0.0313083406701721, 0.2695059214343004, -0.9718301530696372]|59513.5585937500000000|      1.00000000|[171, 24, 2, 14]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       7|[10.354026602353816, -0.9331654489315856, -0.1801493464343443, 0.1853649030039416, 0.1726019240598499, 0.105818467745449, -1.8317017513722516]|56188.6953125000000000|      2.00000000|[199, 28, 2, 16]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       8|[10.589694831222358, -1.017610348112489, -0.1198856755266398, -1.757707130907848, 0.1512929420463872, 0.0432957398546417, -1.4395210000782064]|47666.2812500000000000|      4.00000000|[227, 32, 2, 18]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[10.589694831222358, -1.017610348112489, -0.1198856755266398, -1.757707130907848, 0.1512929420463872, 0.0432957398546417, -1.4395210000782064]|47666.2812500000000000|      2.00000000|[255, 36, 2, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[10.589694831222358, -1.017610348112489, -0.1198856755266398, -1.757707130907848, 0.1512929420463872, 0.0432957398546417, -1.4395210000782064]|47666.2812500000000000|      1.00000000|[283, 40, 2, 22]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[10.588690358295295, -0.9471891554753745, -0.106968622538476, -2.341966261807755, 0.1736004710801887, -0.0225949218034219, -0.6341173377953977]|33948.1914062500000000|      2.00000000|[311, 44, 2, 24]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      12|[10.588690358295295, -0.9471891554753745, -0.106968622538476, -2.341966261807755, 0.1736004710801887, -0.0225949218034219, -0.6341173377953977]|33948.1914062500000000|      1.00000000|[339, 48, 2, 26]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[10.588690358295295, -0.9471891554753745, -0.106968622538476, -2.341966261807755, 0.1736004710801887, -0.0225949218034219, -0.6341173377953977]|33948.1914062500000000|      0.50000000|[367, 52, 2, 28]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
