k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.027403774497742, 1.5662518479060048, -0.1619604791561507, 1.0851182091077498, 1.0868314883548391, 1.7540467458303117, 1.2067622497826078, 0.8379668510651399]|158.3179931640625000|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[0.027403774497742, 1.5662518479060048, -0.1619604791561507, 1.0851182091077498, 1.0868314883548391, 1.7540467458303117, 1.2067622497826078, 0.8379668510651399]|158.3179931640625000|      1.00000000|[55, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[0.027403774497742, 1.5662518479060048, -0.1619604791561507, 1.0851182091077498, 1.0868314883548391, 1.7540467458303117, 1.2067622497826078, 0.8379668510651399]|158.3179931640625000|      0.50000000|[82, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[-0.0641185042380013, 1.5056710176458314, -0.1368935731249708, 1.1784971944582385, 1.035579473238735, 1.4459518197557621, 1.2568580654392076, 1.1965010998396448]| 67.2021484375000000|      1.00000000|[109, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       5|[-0.0641185042380013, 1.5056710176458314, -0.1368935731249708, 1.1784971944582385, 1.035579473238735, 1.4459518197557621, 1.2568580654392076, 1.1965010998396448]| 67.2021484375000000|      0.50000000|[136, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[-0.0641185042380013, 1.5056710176458314, -0.1368935731249708, 1.1784971944582385, 1.035579473238735, 1.4459518197557621, 1.2568580654392076, 1.1965010998396448]| 67.2021484375000000|      0.25000000|[162, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[-0.0641185042380013, 1.5056710176458314, -0.1368935731249708, 1.1784971944582385, 1.035579473238735, 1.4459518197557621, 1.2568580654392076, 1.1965010998396448]| 67.2021484375000000|      0.12500000|[189, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[-0.0712377151906499, 1.5338546444559054, -0.1507398037700539, 1.1328868931536333, 1.034723041764818, 1.5345439972861787, 1.264393635741464, 1.1286638673427494]| 62.0393829345703125|      0.25000000|[215, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[-0.0712377151906499, 1.5338546444559054, -0.1507398037700539, 1.1328868931536333, 1.034723041764818, 1.5345439972861787, 1.264393635741464, 1.1286638673427494]| 62.0393829345703125|      0.12500000|[242, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[-0.0712377151906499, 1.5338546444559054, -0.1507398037700539, 1.1328868931536333, 1.034723041764818, 1.5345439972861787, 1.264393635741464, 1.1286638673427494]| 62.0393829345703125|      0.06250000|[269, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[-0.0985329058186646, 1.5024510228943635, -0.1738328059686537, 1.148131828444523, 1.0638579945709672, 1.523460253946074, 1.2825384832418272, 1.1390758789915407]| 60.5677719116210938|      0.12500000|[296, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      12|[-0.0985329058186646, 1.5024510228943635, -0.1738328059686537, 1.148131828444523, 1.0638579945709672, 1.523460253946074, 1.2825384832418272, 1.1390758789915407]| 60.5677719116210938|      0.06250000|[322, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[-0.1162424247311555, 1.5044949807372876, -0.1696376256509297, 1.157059321678243, 1.0732376415433236, 1.567983445637433, 1.293414614363178, 1.1751669152610602]| 58.4004020690917969|      0.12500000|[348, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      14|[-0.1162424247311555, 1.5044949807372876, -0.1696376256509297, 1.157059321678243, 1.0732376415433236, 1.567983445637433, 1.293414614363178, 1.1751669152610602]| 58.4004020690917969|      0.06250000|[374, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      15|[-0.1343654264785493, 1.4831589506188365, -0.1913559300250293, 1.1194998084469068, 1.0951935300204907, 1.5455356463894205, 1.3093567511997175, 1.1754166963086308]| 57.6572494506835938|      0.12500000|[400, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      16|[-0.1392098175937652, 1.436931465823705, -0.2535538981130124, 1.1191524952549583, 1.0401686773717653, 1.5951741626058777, 1.2695247640869272, 1.225591787389492]| 55.1594810485839844|      0.25000000|[426, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
