k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[165, 24, 0, 3]                                                            |  | trying quadratic partial model with 57 points | trying quadratic partial model with 111 points | exploitation failed, decreasing delta | actual_k=8
       2|[0.8863969139728847, 0.8899508661545217, 0.8876453323613723, 0.8882127483810751, 0.8887971745102555, 0.885875427673748, 0.8896447006535555, 0.8895460761757645, 0.8873030759195009, 0.8878047033648259, 1.0433847809073, 0.6535739393201311, 0.9896169443931677, 0.9876019425471836, 0.9881364878883635, 0.9878563703703304, 0.9745947229139589, 0.965857309807254, 0.9805861876560835, 0.9942686588461974, 0.9905968852129211, 0.9926489771392948]|  1.3729488849639893|      1.00000000|[275, 40, 0, 5]                                                            |  | trying quadratic partial model with 57 points | iterate success | actual_k=8
       3|[0.8863969139728847, 0.8899508661545217, 0.8876453323613723, 0.8882127483810751, 0.8887971745102555, 0.885875427673748, 0.8896447006535555, 0.8895460761757645, 0.8873030759195009, 0.8878047033648259, 1.0433847809073, 0.6535739393201311, 0.9896169443931677, 0.9876019425471836, 0.9881364878883635, 0.9878563703703304, 0.9745947229139589, 0.965857309807254, 0.9805861876560835, 0.9942686588461974, 0.9905968852129211, 0.9926489771392948]|  1.3729488849639893|      0.50000000|[438, 64, 0, 8]                                                            |  | trying quadratic partial model with 57 points | trying quadratic partial model with 110 points | exploitation failed, decreasing delta | actual_k=8
       4|[0.7736672160730947, 0.7773452086687133, 0.773449587831166, 0.7751099853711343, 0.7766673589969001, 0.7722893338385712, 0.7778147881825472, 0.7785386269417315, 0.7726714896133792, 0.7762981657461395, 1.0753743225124375, 0.3095013229018745, 0.9783755575497948, 0.9760568901906009, 0.9753812073310402, 0.9746169531492703, 0.9466369087325321, 0.9284093179433637, 0.9586088995660074, 0.9879192472925178, 0.9809993135841931, 0.9828951771980146]|  1.2272235155105591|      1.00000000|[547, 80, 0, 10]                                                           |  | trying quadratic partial model with 57 points | iterate success | actual_k=8
       5|[0.7736672160730947, 0.7773452086687133, 0.773449587831166, 0.7751099853711343, 0.7766673589969001, 0.7722893338385712, 0.7778147881825472, 0.7785386269417315, 0.7726714896133792, 0.7762981657461395, 1.0753743225124375, 0.3095013229018745, 0.9783755575497948, 0.9760568901906009, 0.9753812073310402, 0.9746169531492703, 0.9466369087325321, 0.9284093179433637, 0.9586088995660074, 0.9879192472925178, 0.9809993135841931, 0.9828951771980146]|  1.2272235155105591|      0.50000000|[711, 104, 0, 13]                                                          |  | trying quadratic partial model with 57 points | trying quadratic partial model with 110 points | exploitation failed, decreasing delta | actual_k=8
       6|[0.658256922256804, 0.6656222148341542, 0.6609313142159587, 0.6633082598168127, 0.6670720535523016, 0.6530288360462052, 0.6610445588698435, 0.6631173749805576, 0.659369837222683, 0.6689004230513729, 1.1001553896997676, -0.031724463202819, 0.9639235083898023, 0.9625085518640345, 0.9560901180353057, 0.9622511205649391, 0.9206535017256777, 0.8856731263639777, 0.9321984355987336, 0.974010613833837, 0.9710526785670519, 0.9787328489988874]|  1.0931771993637085|      1.00000000|[820, 120, 0, 15]                                                          |  | trying quadratic partial model with 57 points | iterate success | actual_k=8
       7|[0.658256922256804, 0.6656222148341542, 0.6609313142159587, 0.6633082598168127, 0.6670720535523016, 0.6530288360462052, 0.6610445588698435, 0.6631173749805576, 0.659369837222683, 0.6689004230513729, 1.1001553896997676, -0.031724463202819, 0.9639235083898023, 0.9625085518640345, 0.9560901180353057, 0.9622511205649391, 0.9206535017256777, 0.8856731263639777, 0.9321984355987336, 0.974010613833837, 0.9710526785670519, 0.9787328489988874]|  1.0931771993637085|      0.50000000|[982, 144, 0, 18]                                                          |  | trying quadratic partial model with 57 points | trying quadratic partial model with 110 points | exploitation failed, decreasing delta | actual_k=8
       8|[0.5390925879174099, 0.5494745418139966, 0.5405097894254197, 0.5442062803396994, 0.549506016170562, 0.5376420304275074, 0.542834915524768, 0.5455317675413713, 0.5423158609524539, 0.5541719382226067, 1.1083618227473482, -0.35811143426206, 0.9476456568946575, 0.9487817148738431, 0.9367430458428909, 0.9455280514055064, 0.8902874873782037, 0.8398295615630439, 0.9052921027201388, 0.9672086265305583, 0.9587937847071649, 0.9654843724000751]|  0.9721447825431824|      1.00000000|[1145, 168, 0, 21]                                                         |  | trying quadratic partial model with 57 points | trying quadratic partial model with 111 points | iterate success | actual_k=8
       9|[0.5390925879174099, 0.5494745418139966, 0.5405097894254197, 0.5442062803396994, 0.549506016170562, 0.5376420304275074, 0.542834915524768, 0.5455317675413713, 0.5423158609524539, 0.5541719382226067, 1.1083618227473482, -0.35811143426206, 0.9476456568946575, 0.9487817148738431, 0.9367430458428909, 0.9455280514055064, 0.8902874873782037, 0.8398295615630439, 0.9052921027201388, 0.9672086265305583, 0.9587937847071649, 0.9654843724000751]|  0.9721447825431824|      0.50000000|[1308, 192, 0, 24]                                                         |  | trying quadratic partial model with 57 points | trying quadratic partial model with 110 points | exploitation failed, decreasing delta | actual_k=8
