k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      0.50000000|[99, 14, 1, 8]                                                             |  | used linear model with 113 points | iterate failure | actual_k=2
       2|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      0.25000000|[198, 28, 2, 16]                                                           |  | used linear model with 113 points | iterate failure | actual_k=2
       3|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      0.12500000|[297, 42, 3, 24]                                                           |  | used linear model with 113 points | iterate failure | actual_k=2
       4|[100.0, 0.0, 0.3, 0.1, 100.0, 0.0, 0.3, 0.9, 100.0, 0.01, 0.3, 0.9, 100.0, 0.02, 0.4, 0.8, 100.0, 0.05, 0.4, 0.8, 100.0, 0.07, 0.45, 0.8, 100.0, 0.09, 0.5, 0.7, 100.0, 0.1, 0.5, 0.7, 100.0, 0.15, 0.5, 0.6, 100.0, 0.2, 0.5, 0.6, 100.0, 0.25, 0.6, 0.5, 100.0, 0.3, 0.6, 0.5, 100.0, 0.35, 0.6, 0.5, 100.0, 0.4, 0.6, 0.4, 100.0, 0.4, 0.7, 0.4, 100.0, 0.42, 0.7, 0.3, 100.0, 0.45, 0.75, 0.3, 100.0, 0.45, 0.75, 0.2, 100.0, 0.5, 0.8, 0.1, 100.0, 0.5, 0.8, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0]|1341.6625208673881389|      0.06250000|[396, 56, 4, 32]                                                           |  | used linear model with 113 points | iterate failure | actual_k=2
       5|[100.00455254420099, 0.0219943694622886, 0.3198642228655919, 0.1024852090930353, 99.9948625687958, -0.0050232589267969, 0.2919340395214138, 0.9071231798144828, 100.00884024465957, 0.0135836040066925, 0.2938620657995843, 0.9039478440818619, 100.00768646397394, 0.0205331834763741, 0.3995007736811055, 0.7938101535624333, 99.99107283318378, 0.0503687801765945, 0.3937241631531606, 0.8041680250581269, 100.00825183179862, 0.0711942457312737, 0.4508562722236243, 0.7979829543313786, 99.99497873218236, 0.0742860012437477, 0.499178095477316, 0.6909252922923492, 99.9927294909542, 0.0957524672748634, 0.4996905456781784, 0.6945327319266461, 99.98697477410583, 0.1507243035483193, 0.5084102662781768, 0.6012825794590992, 100.00102428633075, 0.2081551013468704, 0.4955152234471402, 0.5993947370978935, 100.00058218910644, 0.2525670542283581, 0.6046115616886163, 0.4978173116571676, 100.0031185003545, 0.3042564312460948, 0.6042729438775116, 0.4973459316190418, 100.00602907411512, 0.3476686260138864, 0.5972517452925573, 0.5020676027213883, 99.99609486720163, 0.4010653246850665, 0.6039800759163226, 0.3899103337388701, 100.01505699167966, 0.3987990293285032, 0.6928341022791732, 0.4045810415142638, 99.99586980929234, 0.4237168518970542, 0.7079973267062438, 0.2978084955038197, 99.99995498009385, 0.4411735203969965, 0.7520216230436173, 0.2951642388354852, 100.01032575155725, 0.4544410997570039, 0.7576166286783699, 0.2034533686090345, 100.00355445767515, 0.4968753235074603, 0.8052425761379203, 0.1018600773887907, 99.9959863775355, 0.493788984198902, 0.8023834656320847, 0.0068076675325343, 300.00244003666074, 300.00468868868387, 300.00282772144885, 300.0144120228242, 299.9971681001612, 299.99980123485875, 299.99754040215254, 299.99869080017714, 299.9970187541234, 300.0014185404741, 299.99222535716456, 300.0043995356153, 300.00544616951606, 299.99958973732555, 300.00631068102786, 300.0048262663183, 299.99888048180225, 299.99861823400516, 300.003461592896]|1152.0184809316720020|      0.12500000|[495, 70, 5, 40]                                                           |  | used linear model with 113 points | iterate success | actual_k=2
       6|[100.00455254420099, 0.0219943694622886, 0.3198642228655919, 0.1024852090930353, 99.9948625687958, -0.0050232589267969, 0.2919340395214138, 0.9071231798144828, 100.00884024465957, 0.0135836040066925, 0.2938620657995843, 0.9039478440818619, 100.00768646397394, 0.0205331834763741, 0.3995007736811055, 0.7938101535624333, 99.99107283318378, 0.0503687801765945, 0.3937241631531606, 0.8041680250581269, 100.00825183179862, 0.0711942457312737, 0.4508562722236243, 0.7979829543313786, 99.99497873218236, 0.0742860012437477, 0.499178095477316, 0.6909252922923492, 99.9927294909542, 0.0957524672748634, 0.4996905456781784, 0.6945327319266461, 99.98697477410583, 0.1507243035483193, 0.5084102662781768, 0.6012825794590992, 100.00102428633075, 0.2081551013468704, 0.4955152234471402, 0.5993947370978935, 100.00058218910644, 0.2525670542283581, 0.6046115616886163, 0.4978173116571676, 100.0031185003545, 0.3042564312460948, 0.6042729438775116, 0.4973459316190418, 100.00602907411512, 0.3476686260138864, 0.5972517452925573, 0.5020676027213883, 99.99609486720163, 0.4010653246850665, 0.6039800759163226, 0.3899103337388701, 100.01505699167966, 0.3987990293285032, 0.6928341022791732, 0.4045810415142638, 99.99586980929234, 0.4237168518970542, 0.7079973267062438, 0.2978084955038197, 99.99995498009385, 0.4411735203969965, 0.7520216230436173, 0.2951642388354852, 100.01032575155725, 0.4544410997570039, 0.7576166286783699, 0.2034533686090345, 100.00355445767515, 0.4968753235074603, 0.8052425761379203, 0.1018600773887907, 99.9959863775355, 0.493788984198902, 0.8023834656320847, 0.0068076675325343, 300.00244003666074, 300.00468868868387, 300.00282772144885, 300.0144120228242, 299.9971681001612, 299.99980123485875, 299.99754040215254, 299.99869080017714, 299.9970187541234, 300.0014185404741, 299.99222535716456, 300.0043995356153, 300.00544616951606, 299.99958973732555, 300.00631068102786, 300.0048262663183, 299.99888048180225, 299.99861823400516, 300.003461592896]|1152.0184809316720020|      0.06250000|[594, 84, 6, 48]                                                           |  | used linear model with 113 points | iterate failure | actual_k=2
       7|[100.00561718304309, 0.0546315158441392, 0.3307950596071911, 0.1060172632720866, 99.99613954202333, 0.000665502330666, 0.2845466449442693, 0.8989993331255949, 100.00786456818788, 0.0174150764477035, 0.2993937413083319, 0.8982248619299982, 100.0048268998825, 0.0208799241286995, 0.4027349410112108, 0.7877094558434509, 99.98868053888928, 0.057913444595604, 0.3900102936776715, 0.8067850559460121, 100.00568246370707, 0.0694332810990771, 0.4495988642350681, 0.8013782220583893, 99.99394008771085, 0.0690101985005253, 0.4975081557533237, 0.7018432107272535, 99.99265349227163, 0.0862000984345312, 0.5022457009303457, 0.6911391351634575, 99.98909728669673, 0.1514094847934306, 0.5122011986276744, 0.6063297230141095, 99.99992935507869, 0.2095995853424474, 0.4997369761489708, 0.5933217942665071, 100.01338517709725, 0.246629270895612, 0.597398014208762, 0.4841767535350846, 100.00820392430025, 0.3045258587873023, 0.5919322239978583, 0.5029260774387881, 100.00126482438891, 0.3476817044073399, 0.5968617975894067, 0.4986212077274653, 99.99014277737066, 0.4105242749625915, 0.6049953607525759, 0.3924049965250316, 100.00419079667998, 0.3869403148613438, 0.6931372846201002, 0.4049956524088477, 99.99737498119218, 0.424097678800298, 0.7082169975503659, 0.2936034188101484, 100.00413091766565, 0.447833078309815, 0.7551473516299677, 0.2947908077767498, 100.00434125545645, 0.4550846777003635, 0.754737492873563, 0.2052262929173589, 100.00920481685984, 0.4875725094192177, 0.8010253460275012, 0.1082610251969696, 100.00170874779703, 0.4969342782947408, 0.8030691619821804, 0.0082762892544714, 300.0090331633785, 299.99598050870435, 300.00617062452994, 300.0099503656735, 299.98757849980416, 300.00424674233795, 299.9931722274323, 299.9928413438116, 299.99938610631165, 300.0078928420267, 299.992992283825, 300.00791265964654, 300.0087777506155, 299.99432205751737, 300.00232829356327, 300.0066225638223, 299.9916163086238, 300.00299654527095, 300.00648446724546]|960.1498692172475558|      0.12500000|[693, 98, 7, 56]                                                           |  | used linear model with 113 points | iterate success | actual_k=2
       8|[100.00561718304309, 0.0546315158441392, 0.3307950596071911, 0.1060172632720866, 99.99613954202333, 0.000665502330666, 0.2845466449442693, 0.8989993331255949, 100.00786456818788, 0.0174150764477035, 0.2993937413083319, 0.8982248619299982, 100.0048268998825, 0.0208799241286995, 0.4027349410112108, 0.7877094558434509, 99.98868053888928, 0.057913444595604, 0.3900102936776715, 0.8067850559460121, 100.00568246370707, 0.0694332810990771, 0.4495988642350681, 0.8013782220583893, 99.99394008771085, 0.0690101985005253, 0.4975081557533237, 0.7018432107272535, 99.99265349227163, 0.0862000984345312, 0.5022457009303457, 0.6911391351634575, 99.98909728669673, 0.1514094847934306, 0.5122011986276744, 0.6063297230141095, 99.99992935507869, 0.2095995853424474, 0.4997369761489708, 0.5933217942665071, 100.01338517709725, 0.246629270895612, 0.597398014208762, 0.4841767535350846, 100.00820392430025, 0.3045258587873023, 0.5919322239978583, 0.5029260774387881, 100.00126482438891, 0.3476817044073399, 0.5968617975894067, 0.4986212077274653, 99.99014277737066, 0.4105242749625915, 0.6049953607525759, 0.3924049965250316, 100.00419079667998, 0.3869403148613438, 0.6931372846201002, 0.4049956524088477, 99.99737498119218, 0.424097678800298, 0.7082169975503659, 0.2936034188101484, 100.00413091766565, 0.447833078309815, 0.7551473516299677, 0.2947908077767498, 100.00434125545645, 0.4550846777003635, 0.754737492873563, 0.2052262929173589, 100.00920481685984, 0.4875725094192177, 0.8010253460275012, 0.1082610251969696, 100.00170874779703, 0.4969342782947408, 0.8030691619821804, 0.0082762892544714, 300.0090331633785, 299.99598050870435, 300.00617062452994, 300.0099503656735, 299.98757849980416, 300.00424674233795, 299.9931722274323, 299.9928413438116, 299.99938610631165, 300.0078928420267, 299.992992283825, 300.00791265964654, 300.0087777506155, 299.99432205751737, 300.00232829356327, 300.0066225638223, 299.9916163086238, 300.00299654527095, 300.00648446724546]|960.1498692172475558|      0.06250000|[792, 112, 8, 64]                                                          |  | used linear model with 113 points | iterate failure | actual_k=2
       9|[100.00561718304309, 0.0546315158441392, 0.3307950596071911, 0.1060172632720866, 99.99613954202333, 0.000665502330666, 0.2845466449442693, 0.8989993331255949, 100.00786456818788, 0.0174150764477035, 0.2993937413083319, 0.8982248619299982, 100.0048268998825, 0.0208799241286995, 0.4027349410112108, 0.7877094558434509, 99.98868053888928, 0.057913444595604, 0.3900102936776715, 0.8067850559460121, 100.00568246370707, 0.0694332810990771, 0.4495988642350681, 0.8013782220583893, 99.99394008771085, 0.0690101985005253, 0.4975081557533237, 0.7018432107272535, 99.99265349227163, 0.0862000984345312, 0.5022457009303457, 0.6911391351634575, 99.98909728669673, 0.1514094847934306, 0.5122011986276744, 0.6063297230141095, 99.99992935507869, 0.2095995853424474, 0.4997369761489708, 0.5933217942665071, 100.01338517709725, 0.246629270895612, 0.597398014208762, 0.4841767535350846, 100.00820392430025, 0.3045258587873023, 0.5919322239978583, 0.5029260774387881, 100.00126482438891, 0.3476817044073399, 0.5968617975894067, 0.4986212077274653, 99.99014277737066, 0.4105242749625915, 0.6049953607525759, 0.3924049965250316, 100.00419079667998, 0.3869403148613438, 0.6931372846201002, 0.4049956524088477, 99.99737498119218, 0.424097678800298, 0.7082169975503659, 0.2936034188101484, 100.00413091766565, 0.447833078309815, 0.7551473516299677, 0.2947908077767498, 100.00434125545645, 0.4550846777003635, 0.754737492873563, 0.2052262929173589, 100.00920481685984, 0.4875725094192177, 0.8010253460275012, 0.1082610251969696, 100.00170874779703, 0.4969342782947408, 0.8030691619821804, 0.0082762892544714, 300.0090331633785, 299.99598050870435, 300.00617062452994, 300.0099503656735, 299.98757849980416, 300.00424674233795, 299.9931722274323, 299.9928413438116, 299.99938610631165, 300.0078928420267, 299.992992283825, 300.00791265964654, 300.0087777506155, 299.99432205751737, 300.00232829356327, 300.0066225638223, 299.9916163086238, 300.00299654527095, 300.00648446724546]|960.1498692172475558|      0.03125000|[891, 126, 9, 72]                                                          |  | used linear model with 113 points | iterate failure | actual_k=2
      10|[100.00534078655755, 0.0739774653934008, 0.3417590755970849, 0.1110920907340724, 99.99444663385296, -0.0059124492329755, 0.2803510204488445, 0.8951324859974993, 100.00675392902161, 0.0190074906761411, 0.2994372646353787, 0.8959027552992778, 100.00292474279125, 0.0219810300987739, 0.399768154968079, 0.7892845379787022, 99.98826328926813, 0.0571166116473538, 0.3937863772034883, 0.8077081970321134, 100.00660740399337, 0.0682185391477645, 0.4474628155773209, 0.798899463203339, 99.99028946970328, 0.069346061958146, 0.4970541011863567, 0.7036744885564687, 99.99253744315111, 0.0919142471641909, 0.5019275245252188, 0.6947698623684817, 99.99506647944354, 0.1493817166231312, 0.5124442136862822, 0.6065194449907962, 99.99997069322558, 0.2096429445910098, 0.4998363643685667, 0.5940236779936359, 100.01293816548274, 0.2462062480358634, 0.5965987070233605, 0.4851972274233473, 100.0098759543206, 0.3067907613546552, 0.5966150241436077, 0.5020961410912088, 99.9999770001837, 0.348529544009423, 0.5980348909566187, 0.4953746289577551, 99.98961322749902, 0.4082312394118391, 0.6042632084426203, 0.393929763217501, 100.00260339026713, 0.3873216872664728, 0.6934570796183518, 0.4011828297203313, 99.99960210248764, 0.4268062203330906, 0.7109170845783402, 0.2913320486280051, 100.00527075757567, 0.4429265771318285, 0.7528431981864155, 0.2914121028285401, 100.00326728078855, 0.4552501526868129, 0.756150181049287, 0.2057989410866192, 100.00904624755282, 0.4861846826610961, 0.7995959857918653, 0.1073007728857213, 100.00476530418561, 0.4960408479703374, 0.8031839987051537, 0.0088904785036531, 300.0104510787097, 299.99769637443245, 300.00874783013046, 300.0113743166372, 299.98737424222554, 300.0044654319139, 299.99506068046634, 299.9951296060157, 299.99967281182995, 300.00855590097154, 299.9919919115494, 300.0069481632972, 300.01106608673797, 299.99484280163983, 300.0048577645972, 300.00627916610324, 299.99243613614925, 300.0032691897067, 300.00159534733507]|836.9036041882679910|      0.06250000|[990, 140, 10, 80]                                                         |  | used linear model with 113 points | iterate success | actual_k=2
      11|[100.00534078655755, 0.0739774653934008, 0.3417590755970849, 0.1110920907340724, 99.99444663385296, -0.0059124492329755, 0.2803510204488445, 0.8951324859974993, 100.00675392902161, 0.0190074906761411, 0.2994372646353787, 0.8959027552992778, 100.00292474279125, 0.0219810300987739, 0.399768154968079, 0.7892845379787022, 99.98826328926813, 0.0571166116473538, 0.3937863772034883, 0.8077081970321134, 100.00660740399337, 0.0682185391477645, 0.4474628155773209, 0.798899463203339, 99.99028946970328, 0.069346061958146, 0.4970541011863567, 0.7036744885564687, 99.99253744315111, 0.0919142471641909, 0.5019275245252188, 0.6947698623684817, 99.99506647944354, 0.1493817166231312, 0.5124442136862822, 0.6065194449907962, 99.99997069322558, 0.2096429445910098, 0.4998363643685667, 0.5940236779936359, 100.01293816548274, 0.2462062480358634, 0.5965987070233605, 0.4851972274233473, 100.0098759543206, 0.3067907613546552, 0.5966150241436077, 0.5020961410912088, 99.9999770001837, 0.348529544009423, 0.5980348909566187, 0.4953746289577551, 99.98961322749902, 0.4082312394118391, 0.6042632084426203, 0.393929763217501, 100.00260339026713, 0.3873216872664728, 0.6934570796183518, 0.4011828297203313, 99.99960210248764, 0.4268062203330906, 0.7109170845783402, 0.2913320486280051, 100.00527075757567, 0.4429265771318285, 0.7528431981864155, 0.2914121028285401, 100.00326728078855, 0.4552501526868129, 0.756150181049287, 0.2057989410866192, 100.00904624755282, 0.4861846826610961, 0.7995959857918653, 0.1073007728857213, 100.00476530418561, 0.4960408479703374, 0.8031839987051537, 0.0088904785036531, 300.0104510787097, 299.99769637443245, 300.00874783013046, 300.0113743166372, 299.98737424222554, 300.0044654319139, 299.99506068046634, 299.9951296060157, 299.99967281182995, 300.00855590097154, 299.9919919115494, 300.0069481632972, 300.01106608673797, 299.99484280163983, 300.0048577645972, 300.00627916610324, 299.99243613614925, 300.0032691897067, 300.00159534733507]|836.9036041882679910|      0.03125000|[1089, 154, 11, 88]                                                        |  | used linear model with 113 points | iterate failure | actual_k=2
