k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.051392851065096, 149.96208310099425, -100.03438926686232, 99.69996488591732, 200.08662040407117]|84678.5859375000000000|      2.00000000|[5, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[47.19226886584395, 149.60465247605345, -100.6654490571826, 99.83271973609267, 200.08021363220737]|78476.2968750000000000|      4.00000000|[10, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[44.43223883741516, 151.806365431718, -99.07261802969487, 99.08232535443335, 199.42105364185852]|70692.4296875000000000|      8.00000000|[15, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[37.1029606937191, 153.17153943290023, -99.6432969090293, 97.15358695017295, 201.51205235621677]|50646.0195312500000000|     16.00000000|[20, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[24.81814765330958, 155.10175122103217, -91.88466529806193, 102.46614395542859, 197.915105789148]|26334.8554687500000000|     32.00000000|[24, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[16.379411450085385, 132.14191211505621, -76.46202989633734, 113.37739959839865, 206.20487883063208]|13016.0712890625000000|     64.00000000|[28, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[16.379411450085385, 132.14191211505621, -76.46202989633734, 113.37739959839865, 206.20487883063208]|13016.0712890625000000|     32.00000000|[37, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[9.08818948460053, 144.81748404807695, -76.64215681532765, 88.68238857968902, 192.05242520944992]|8133.8579101562500000|     64.00000000|[41, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[9.08818948460053, 144.81748404807695, -76.64215681532765, 88.68238857968902, 192.05242520944992]|8133.8579101562500000|     32.00000000|[50, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[9.08818948460053, 144.81748404807695, -76.64215681532765, 88.68238857968902, 192.05242520944992]|8133.8579101562500000|     16.00000000|[59, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[-4.2556297847186215, 148.06927621076974, -70.50921861396112, 92.24029742425704, 187.91761098020572]|6013.4628906250000000|     32.00000000|[64, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[4.977275874277941, 130.85095071368644, -84.74965452725164, 75.62421643178793, 175.13486645409813]|3131.5654296875000000|     64.00000000|[71, 31, 0, 31]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | iterate success | actual_k=1
      13|[4.977275874277941, 130.85095071368644, -84.74965452725164, 75.62421643178793, 175.13486645409813]|3131.5654296875000000|     32.00000000|[79, 35, 0, 35]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[4.977275874277941, 130.85095071368644, -84.74965452725164, 75.62421643178793, 175.13486645409813]|3131.5654296875000000|     16.00000000|[87, 39, 0, 39]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[-5.6326526320782, 121.38525225711226, -81.27639790133593, 73.10520303365955, 169.1833095376432]|2383.9006347656250000|     32.00000000|[92, 41, 0, 41]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[-5.6326526320782, 121.38525225711226, -81.27639790133593, 73.10520303365955, 169.1833095376432]|2383.9006347656250000|     16.00000000|[100, 45, 0, 45]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[-5.6326526320782, 121.38525225711226, -81.27639790133593, 73.10520303365955, 169.1833095376432]|2383.9006347656250000|      8.00000000|[109, 49, 0, 49]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[-3.785437870749637, 118.12921682347523, -81.50748898367301, 79.74169372779265, 166.7564558010577]|1646.4571533203125000|     16.00000000|[114, 51, 0, 51]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
