k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, 0.0, 0.0]                                                                |2499.9997982897020847|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.6132334511503306, 0.3758549909269912, 0.6947501422709653]                   |1596.6789550781250000|      2.00000000|[7, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[-1.6132334511503306, 0.3758549909269912, 0.6947501422709653]                   |1596.6789550781250000|      1.00000000|[13, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[-1.1686886102226954, 0.9785890204254326, 1.3573899947467996]                   |671.0127563476562500|      2.00000000|[19, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[-1.1686886102226954, 0.9785890204254326, 1.3573899947467996]                   |671.0127563476562500|      1.00000000|[25, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[-1.1333554168595108, 1.7005913157071402, 2.048377875287917]                    |305.5532226562500000|      2.00000000|[31, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       6|[0.8309804330648145, 1.5771284416319071, 2.403542044971687]                     |112.6396484375000000|      4.00000000|[37, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[0.8309804330648145, 1.5771284416319071, 2.403542044971687]                     |112.6396484375000000|      2.00000000|[43, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[0.8309804330648145, 1.5771284416319071, 2.403542044971687]                     |112.6396484375000000|      1.00000000|[49, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.8309804330648145, 1.5771284416319071, 2.403542044971687]                     |112.6396484375000000|      0.50000000|[55, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.4764170049113154, 1.4895274246146966, 2.0620587551410003]                    | 36.3458137512207031|      1.00000000|[61, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      11|[0.4764170049113154, 1.4895274246146966, 2.0620587551410003]                    | 36.3458137512207031|      0.50000000|[67, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[0.4764170049113154, 1.4895274246146966, 2.0620587551410003]                    | 36.3458137512207031|      0.25000000|[73, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[0.4413156706944182, 1.2420439327784005, 2.057607058306353]                     | 15.3729648590087891|      0.50000000|[79, 0, 0, 26]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[0.4413156706944182, 1.2420439327784005, 2.057607058306353]                     | 15.3729648590087891|      0.25000000|[85, 0, 0, 28]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[0.4413156706944182, 1.2420439327784005, 2.057607058306353]                     | 15.3729648590087891|      0.12500000|[91, 0, 0, 30]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
