k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.024727152227312, -0.0435919032404352, 0.2497092682460569, 0.0130941846745036, 1.5385930147892757, -0.0142658601830732, 1.1528241912189416, 0.0399494945680605, 0.2139602203348266, 0.0189669539896834, 0.4404333467402736, -0.091056368026163, 0.181160174345689, 0.0444304741334291, 0.1212615420328226, -0.1630885835895182, 1.4798095675915328, 0.1211122873039543, 1.0850226941200316, 0.0676260501163816, 0.0793703579662284, -0.1217874429544354, 0.109734419395066, 0.0535576992442434, 0.3832388293118916, 0.2184442209507207, 0.0149219940477974, 0.2290229787455769, 0.1163244642921367, -0.0628189732681441, 0.5542401095810534, 0.3327973682537149, -0.0345704377270574, 0.0385725148753231, 0.2095931958604138, -0.0774007396328517, 0.1602546015675836, -0.0486329707230571, 0.0993876414219559, 0.2799430225022521, 0.3843411071352107, -0.1358182196941868, 0.233820873497096, 0.1649714598068625, 0.4285715232637558, 0.1250212058175846, 0.279470452406108, 0.0472359022522998, 0.2144728813292625, -0.072469606626494, 0.2091212364768418, 0.2826963109791386, 0.1125521223817034, -0.0462614626368837, 0.5290850356127549, 0.0098805561988583, -0.0068916101486889, 0.0298257375772658, 0.3227854664796757, -0.1842130689313289, -0.0944383564339142, -0.1035958102977886, 0.1927546069349433, 0.0109901800031314, 0.3960977658732535, 0.1186853966587052]|108665.9453125000000000|      2.00000000|[29, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[4.177508922002644, 0.0872644784725462, -0.2048943644625715, -0.3367159444142097, 1.2799568340081442, 0.1484946975970332, 1.1920712311095725, 0.3740842212003908, 0.0322167205299526, -0.4709456112020319, 0.6601511951946997, -0.0859820946183999, -0.0432475144861294, 0.1004300477778334, -0.0735195746310152, 0.0403615204025835, 1.2880397433630948, -0.0349956123424382, 1.5169404751740696, 0.2710408972358849, 0.2989684849633945, 0.0935341569802151, 0.3801645120483637, -0.5098949998456347, 0.4616233496609978, 0.5319443843092283, 0.2789325237250218, 0.1686484446178301, 0.4146267849992789, -0.3247931324013841, 0.1237092426129401, 0.2302701788316939, -0.4132438172974012, -0.1510720918747088, -0.0999918742604785, 0.0990870221682634, 0.1694932805857454, -0.2285062687538257, 0.300680761027225, 0.2409834722844464, 0.7919655150531517, -0.4422028066754551, 0.1096323729746459, 0.117018657679597, 0.5495523223773936, -0.0649100989945643, 0.13700577643074, 0.0742858649565178, 0.6698666384763581, 0.007886594035726, 0.0090636925383489, -0.0230635000010322, 0.1420611711970437, 0.1763350709179458, 0.5637382045703629, 0.0287304414830567, 0.0895173905566457, 0.1872342649573471, 0.1428066505188818, -0.7194671308717571, -0.0131015176920163, 0.1585721595806997, -0.0626890867714884, -0.1812760426341966, 0.4116601723297474, 0.0569148296176617]|65471.3085937500000000|      4.00000000|[57, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       3|[4.452993735087425, 0.163112178782375, -0.5943765385424573, -0.4551021248004036, 1.4542700628103957, -0.141732210600459, 0.6805563305463737, 1.0094909942588528, 0.4314333533249128, 0.2261116186101339, 0.121650849129279, -0.2890644667525513, -0.0635569868127113, 0.4666761760751434, 0.6403442824512668, -1.0342820722317398, 1.0684610463111683, -0.6592770317050716, 1.2127399860211199, 0.3977492769867737, 0.1376722207762675, 0.6831754617758021, 0.7583422874702597, -1.1905478468042654, -0.0989310431130595, 0.8751163798732721, 0.4111636909943712, 0.4299477279231215, -0.3966956742935692, -0.2983387416401294, 0.7732779122408249, 0.3746186054698383, -0.411632889370792, -0.43292425136125, -0.3853008219130113, 0.8754002974271037, -0.477355679581327, 0.1121175482478837, 0.6965893341172441, 0.7987533912843238, 0.7680225274294116, 0.5120648651521953, 0.0934990860647573, -0.0437114668744571, -0.6557282325635231, 0.3551423576736564, 0.3570441432569514, -0.4090150141558433, 1.125041704772223, -0.206894933506383, 0.0224322429125303, 0.7100446198263206, -0.0980437385216242, 0.7035574728088732, 0.1635112312130189, 0.5537785807036876, -0.0925433424551512, -0.3568215787872368, 1.1492422206946582, -0.8509678328529446, -0.6372602830032917, 0.898090594695461, -0.2803256074991409, 0.2534136896578688, 0.8116013117779277, -0.3701762864117062]|14559.3185753289908462|      8.00000000|[85, 12, 1, 7]                                                             |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=2
       4|[4.452993735087425, 0.163112178782375, -0.5943765385424573, -0.4551021248004036, 1.4542700628103957, -0.141732210600459, 0.6805563305463737, 1.0094909942588528, 0.4314333533249128, 0.2261116186101339, 0.121650849129279, -0.2890644667525513, -0.0635569868127113, 0.4666761760751434, 0.6403442824512668, -1.0342820722317398, 1.0684610463111683, -0.6592770317050716, 1.2127399860211199, 0.3977492769867737, 0.1376722207762675, 0.6831754617758021, 0.7583422874702597, -1.1905478468042654, -0.0989310431130595, 0.8751163798732721, 0.4111636909943712, 0.4299477279231215, -0.3966956742935692, -0.2983387416401294, 0.7732779122408249, 0.3746186054698383, -0.411632889370792, -0.43292425136125, -0.3853008219130113, 0.8754002974271037, -0.477355679581327, 0.1121175482478837, 0.6965893341172441, 0.7987533912843238, 0.7680225274294116, 0.5120648651521953, 0.0934990860647573, -0.0437114668744571, -0.6557282325635231, 0.3551423576736564, 0.3570441432569514, -0.4090150141558433, 1.125041704772223, -0.206894933506383, 0.0224322429125303, 0.7100446198263206, -0.0980437385216242, 0.7035574728088732, 0.1635112312130189, 0.5537785807036876, -0.0925433424551512, -0.3568215787872368, 1.1492422206946582, -0.8509678328529446, -0.6372602830032917, 0.898090594695461, -0.2803256074991409, 0.2534136896578688, 0.8116013117779277, -0.3701762864117062]|14559.3185753289908462|      4.00000000|[170, 24, 1, 13]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[4.452993735087425, 0.163112178782375, -0.5943765385424573, -0.4551021248004036, 1.4542700628103957, -0.141732210600459, 0.6805563305463737, 1.0094909942588528, 0.4314333533249128, 0.2261116186101339, 0.121650849129279, -0.2890644667525513, -0.0635569868127113, 0.4666761760751434, 0.6403442824512668, -1.0342820722317398, 1.0684610463111683, -0.6592770317050716, 1.2127399860211199, 0.3977492769867737, 0.1376722207762675, 0.6831754617758021, 0.7583422874702597, -1.1905478468042654, -0.0989310431130595, 0.8751163798732721, 0.4111636909943712, 0.4299477279231215, -0.3966956742935692, -0.2983387416401294, 0.7732779122408249, 0.3746186054698383, -0.411632889370792, -0.43292425136125, -0.3853008219130113, 0.8754002974271037, -0.477355679581327, 0.1121175482478837, 0.6965893341172441, 0.7987533912843238, 0.7680225274294116, 0.5120648651521953, 0.0934990860647573, -0.0437114668744571, -0.6557282325635231, 0.3551423576736564, 0.3570441432569514, -0.4090150141558433, 1.125041704772223, -0.206894933506383, 0.0224322429125303, 0.7100446198263206, -0.0980437385216242, 0.7035574728088732, 0.1635112312130189, 0.5537785807036876, -0.0925433424551512, -0.3568215787872368, 1.1492422206946582, -0.8509678328529446, -0.6372602830032917, 0.898090594695461, -0.2803256074991409, 0.2534136896578688, 0.8116013117779277, -0.3701762864117062]|14559.3185753289908462|      2.00000000|[256, 36, 4, 22]                                                           |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 44 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 59 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 73 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[4.452993735087425, 0.163112178782375, -0.5943765385424573, -0.4551021248004036, 1.4542700628103957, -0.141732210600459, 0.6805563305463737, 1.0094909942588528, 0.4314333533249128, 0.2261116186101339, 0.121650849129279, -0.2890644667525513, -0.0635569868127113, 0.4666761760751434, 0.6403442824512668, -1.0342820722317398, 1.0684610463111683, -0.6592770317050716, 1.2127399860211199, 0.3977492769867737, 0.1376722207762675, 0.6831754617758021, 0.7583422874702597, -1.1905478468042654, -0.0989310431130595, 0.8751163798732721, 0.4111636909943712, 0.4299477279231215, -0.3966956742935692, -0.2983387416401294, 0.7732779122408249, 0.3746186054698383, -0.411632889370792, -0.43292425136125, -0.3853008219130113, 0.8754002974271037, -0.477355679581327, 0.1121175482478837, 0.6965893341172441, 0.7987533912843238, 0.7680225274294116, 0.5120648651521953, 0.0934990860647573, -0.0437114668744571, -0.6557282325635231, 0.3551423576736564, 0.3570441432569514, -0.4090150141558433, 1.125041704772223, -0.206894933506383, 0.0224322429125303, 0.7100446198263206, -0.0980437385216242, 0.7035574728088732, 0.1635112312130189, 0.5537785807036876, -0.0925433424551512, -0.3568215787872368, 1.1492422206946582, -0.8509678328529446, -0.6372602830032917, 0.898090594695461, -0.2803256074991409, 0.2534136896578688, 0.8116013117779277, -0.3701762864117062]|14559.3185753289908462|      1.00000000|[342, 48, 5, 29]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 72 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[4.452993735087425, 0.163112178782375, -0.5943765385424573, -0.4551021248004036, 1.4542700628103957, -0.141732210600459, 0.6805563305463737, 1.0094909942588528, 0.4314333533249128, 0.2261116186101339, 0.121650849129279, -0.2890644667525513, -0.0635569868127113, 0.4666761760751434, 0.6403442824512668, -1.0342820722317398, 1.0684610463111683, -0.6592770317050716, 1.2127399860211199, 0.3977492769867737, 0.1376722207762675, 0.6831754617758021, 0.7583422874702597, -1.1905478468042654, -0.0989310431130595, 0.8751163798732721, 0.4111636909943712, 0.4299477279231215, -0.3966956742935692, -0.2983387416401294, 0.7732779122408249, 0.3746186054698383, -0.411632889370792, -0.43292425136125, -0.3853008219130113, 0.8754002974271037, -0.477355679581327, 0.1121175482478837, 0.6965893341172441, 0.7987533912843238, 0.7680225274294116, 0.5120648651521953, 0.0934990860647573, -0.0437114668744571, -0.6557282325635231, 0.3551423576736564, 0.3570441432569514, -0.4090150141558433, 1.125041704772223, -0.206894933506383, 0.0224322429125303, 0.7100446198263206, -0.0980437385216242, 0.7035574728088732, 0.1635112312130189, 0.5537785807036876, -0.0925433424551512, -0.3568215787872368, 1.1492422206946582, -0.8509678328529446, -0.6372602830032917, 0.898090594695461, -0.2803256074991409, 0.2534136896578688, 0.8116013117779277, -0.3701762864117062]|14559.3185753289908462|      0.50000000|[426, 60, 5, 35]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[4.428421419467895, 0.2901553724468166, -0.7393221703407149, -0.3875768520239626, 1.4250941374290222, -0.2405752419639782, 0.6880761119631505, 1.0723797480774309, 0.3837242691726977, 0.3683196087716096, 0.119940431403515, -0.1559610666795662, -0.0427973915066162, 0.5057720645719593, 0.6046629212427488, -1.0214203690201367, 1.0537531822515138, -0.6461724366602449, 1.1626861694305786, 0.3833267934051077, 0.0586939926963171, 0.753471190667477, 0.7739419085809593, -1.2105601252361224, -0.2093877901280216, 0.8995712684702588, 0.53024628666307, 0.4853317489169241, -0.413805759416762, -0.3684377511328393, 0.6739502936487152, 0.3540355173864226, -0.3715663322113953, -0.409367222714567, -0.4189555515877885, 0.8126100158606193, -0.4498853587656123, 0.0302460267756335, 0.7054963434186727, 0.8352583894327765, 0.7428856606771823, 0.6066124639356518, 0.0579438905180892, -0.0555695284954722, -0.616344768954463, 0.3290594068503703, 0.4674621654134368, -0.3525842237281172, 1.039976033996443, -0.1840491176428684, -0.0115966262278552, 0.642353753153665, -0.0218998015513478, 0.6855751773120078, 0.2392960040376996, 0.555055854923455, -0.104630458754659, -0.4210091877299643, 1.153128641986788, -0.8669032909906503, -0.551168779704408, 0.8810181838271033, -0.3099720327343252, 0.2983621089590343, 0.8728324015192949, -0.3756834312661951]|10140.5136718750000000|      1.00000000|[454, 64, 5, 37]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[4.428421419467895, 0.2901553724468166, -0.7393221703407149, -0.3875768520239626, 1.4250941374290222, -0.2405752419639782, 0.6880761119631505, 1.0723797480774309, 0.3837242691726977, 0.3683196087716096, 0.119940431403515, -0.1559610666795662, -0.0427973915066162, 0.5057720645719593, 0.6046629212427488, -1.0214203690201367, 1.0537531822515138, -0.6461724366602449, 1.1626861694305786, 0.3833267934051077, 0.0586939926963171, 0.753471190667477, 0.7739419085809593, -1.2105601252361224, -0.2093877901280216, 0.8995712684702588, 0.53024628666307, 0.4853317489169241, -0.413805759416762, -0.3684377511328393, 0.6739502936487152, 0.3540355173864226, -0.3715663322113953, -0.409367222714567, -0.4189555515877885, 0.8126100158606193, -0.4498853587656123, 0.0302460267756335, 0.7054963434186727, 0.8352583894327765, 0.7428856606771823, 0.6066124639356518, 0.0579438905180892, -0.0555695284954722, -0.616344768954463, 0.3290594068503703, 0.4674621654134368, -0.3525842237281172, 1.039976033996443, -0.1840491176428684, -0.0115966262278552, 0.642353753153665, -0.0218998015513478, 0.6855751773120078, 0.2392960040376996, 0.555055854923455, -0.104630458754659, -0.4210091877299643, 1.153128641986788, -0.8669032909906503, -0.551168779704408, 0.8810181838271033, -0.3099720327343252, 0.2983621089590343, 0.8728324015192949, -0.3756834312661951]|10140.5136718750000000|      0.50000000|[538, 76, 5, 43]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 57 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 71 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[4.366247498733565, 0.3408722929837974, -0.7797752228731671, -0.3931359375661168, 1.443777013116782, -0.1552111625506277, 0.7062386775268784, 1.0877858897621318, 0.2738837524634225, 0.4486613383732379, 0.22803694507915, -0.1815695823507583, 0.010275635601419, 0.6018353954157146, 0.6087676525951493, -0.948830342361857, 1.1185438838725432, -0.4741226789877889, 1.2118654952835666, 0.3355717982828214, 0.1398416049582047, 0.804979503012518, 0.844797516874906, -1.1515231212322377, -0.1220064207381675, 0.8166132882580939, 0.5383325453905973, 0.5139434492115705, -0.4883722098818846, -0.3468354816028233, 0.664165368338023, 0.3237920829921385, -0.3221317177202888, -0.3415112879223313, -0.4446299083716702, 0.7764412129430486, -0.3805782139551581, 0.0389686194795117, 0.7093543343543918, 0.889932467228222, 0.7269128692198398, 0.5935381564282272, 0.0726548186131043, -0.0122631615557928, -0.7237439613131055, 0.3436590659412087, 0.4228672328986566, -0.3354309256137383, 1.023999495962956, -0.2791103184871513, 0.0296983903543179, 0.6686351026103622, -0.0927486438642277, 0.6885150352229676, 0.3299220093935372, 0.5734263971321247, -0.1477868506349672, -0.5564833475715075, 1.1061968551094588, -0.9234857487377779, -0.6211150198019927, 0.8832287693745825, -0.2650805730011119, 0.2632641090038173, 0.8158033160762339, -0.480983568584179]|7128.5942382812500000|      1.00000000|[566, 80, 5, 45]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
