k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[0.0832001683645581, -0.0078392309683894, 0.1381645005052435, 0.0943861292692708, 0.4139019152257867, -0.0663262467100199, -0.135550567089969, 0.0508624868208555, 0.135437042973508]|136082.9150269483798184|      1.00000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=4
       3|[0.0832001683645581, -0.0078392309683894, 0.1381645005052435, 0.0943861292692708, 0.4139019152257867, -0.0663262467100199, -0.135550567089969, 0.0508624868208555, 0.135437042973508]|136082.9150269483798184|      0.50000000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.2487488553302054, -0.0865173700741193, 0.3701101334373436, -0.0363302296331424, 0.7141722804707883, 0.1490076590455909, -0.2295644810848324, 0.0432099656381872, 0.1259671310195979]|36469.7044138173660031|      1.00000000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate success | actual_k=4
       5|[0.2487488553302054, -0.0865173700741193, 0.3701101334373436, -0.0363302296331424, 0.7141722804707883, 0.1490076590455909, -0.2295644810848324, 0.0432099656381872, 0.1259671310195979]|36469.7044138173660031|      0.50000000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[0.4173798912329547, -0.0073718189442481, 0.1795363940725078, -0.081203654818461, 0.9244808486222829, -0.0080788471281781, -0.0783621091902694, -0.0958814484712364, 0.3825857937042157]|2684.3262986995064239|      1.00000000|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=4
       7|[0.4173798912329547, -0.0073718189442481, 0.1795363940725078, -0.081203654818461, 0.9244808486222829, -0.0080788471281781, -0.0783621091902694, -0.0958814484712364, 0.3825857937042157]|2684.3262986995064239|      0.50000000|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[0.4173798912329547, -0.0073718189442481, 0.1795363940725078, -0.081203654818461, 0.9244808486222829, -0.0080788471281781, -0.0783621091902694, -0.0958814484712364, 0.3825857937042157]|2684.3262986995064239|      0.25000000|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[0.4173798912329547, -0.0073718189442481, 0.1795363940725078, -0.081203654818461, 0.9244808486222829, -0.0080788471281781, -0.0783621091902694, -0.0958814484712364, 0.3825857937042157]|2684.3262986995064239|      0.12500000|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[0.3781601474274613, 0.0016726644531109, 0.2400892663655332, -0.00460115055844, 0.9180604158955653, -0.0381781594934001, -0.0697480943912771, -0.0551555678102991, 0.3402723697557725]|1455.7579578175802908|      0.25000000|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      11|[0.3781601474274613, 0.0016726644531109, 0.2400892663655332, -0.00460115055844, 0.9180604158955653, -0.0381781594934001, -0.0697480943912771, -0.0551555678102991, 0.3402723697557725]|1455.7579578175802908|      0.12500000|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
