k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.50000000|[9, 0, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=0
       2|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.25000000|[18, 0, 2, 6]                                                              |  | used linear model with 9 points | iterate failure | actual_k=0
       3|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.12500000|[27, 0, 3, 9]                                                              |  | used linear model with 9 points | iterate failure | actual_k=0
       4|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.06250000|[36, 0, 4, 12]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       5|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.03125000|[45, 0, 5, 15]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       6|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      0.01562500|[54, 0, 6, 18]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
       7|[999.9999818963012, 1000.0012170754758, 400.00018899906195, 39.997227097490395, 0.6999498873763172, 0.3062180999616549, 0.0159904662047217]|2516916.0650636604987085|      0.03125000|[63, 0, 7, 21]                                                             |  | used linear model with 9 points | iterate success | actual_k=0
       8|[1000.0005623230867, 999.9947880215898, 399.9928688886351, 39.98592076742029, 0.6890466886524653, 0.3184220925396814, -0.0060471964958936]|1669135.1765534956939518|      0.06250000|[72, 0, 8, 24]                                                             |  | used linear model with 9 points | iterate success | actual_k=0
       9|[1000.0005623230867, 999.9947880215898, 399.9928688886351, 39.98592076742029, 0.6890466886524653, 0.3184220925396814, -0.0060471964958936]|1669135.1765534956939518|      0.03125000|[81, 0, 9, 27]                                                             |  | used linear model with 9 points | iterate failure | actual_k=0
      10|[999.9992575365425, 1000.0000689950764, 399.98941137020967, 39.99485705988116, 0.6798169320691291, 0.3184116798506808, -0.0337955492305689]|1459367.1317389947362244|      0.06250000|[90, 0, 10, 30]                                                            |  | used linear model with 9 points | iterate success | actual_k=0
      11|[999.9992575365425, 1000.0000689950764, 399.98941137020967, 39.99485705988116, 0.6798169320691291, 0.3184116798506808, -0.0337955492305689]|1459367.1317389947362244|      0.03125000|[99, 0, 11, 33]                                                            |  | used linear model with 9 points | iterate failure | actual_k=0
      12|[999.9995165074712, 1000.0042231129327, 399.9999413246542, 39.9980473647429, 0.6940459786276121, 0.2974171947789866, -0.0477578765362617]|1371640.8302304649259895|      0.06250000|[108, 0, 12, 36]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      13|[999.9995165074712, 1000.0042231129327, 399.9999413246542, 39.9980473647429, 0.6940459786276121, 0.2974171947789866, -0.0477578765362617]|1371640.8302304649259895|      0.03125000|[117, 0, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      14|[999.9995165074712, 1000.0042231129327, 399.9999413246542, 39.9980473647429, 0.6940459786276121, 0.2974171947789866, -0.0477578765362617]|1371640.8302304649259895|      0.01562500|[126, 0, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      15|[999.999063045513, 1000.0031957159925, 399.99842375042317, 40.003804303001615, 0.704262039133759, 0.2875380912093873, -0.0454191795669134]|1337298.7204011636786163|      0.03125000|[135, 0, 15, 45]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      16|[999.999063045513, 1000.0031957159925, 399.99842375042317, 40.003804303001615, 0.704262039133759, 0.2875380912093873, -0.0454191795669134]|1337298.7204011636786163|      0.01562500|[144, 0, 16, 48]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      17|[999.998081915599, 1000.0022394668731, 400.00226257080806, 40.00032435887201, 0.7159728365099063, 0.281595292333686, -0.0519733698264784]|1303367.5314563342835754|      0.03125000|[153, 0, 17, 51]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      18|[999.9854949672002, 999.9994487052171, 400.0090544486008, 40.01650858006967, 0.7335566803320295, 0.2752602942972202, -0.0643410897447449]|1273906.7380078020505607|      0.06250000|[162, 0, 18, 54]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      19|[999.9854949672002, 999.9994487052171, 400.0090544486008, 40.01650858006967, 0.7335566803320295, 0.2752602942972202, -0.0643410897447449]|1273906.7380078020505607|      0.03125000|[171, 0, 19, 57]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      20|[999.9854949672002, 999.9994487052171, 400.0090544486008, 40.01650858006967, 0.7335566803320295, 0.2752602942972202, -0.0643410897447449]|1273906.7380078020505607|      0.01562500|[180, 0, 20, 60]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      21|[999.9864817249799, 999.9991938345917, 400.0080861019295, 40.01783997213555, 0.7434590492471844, 0.2775333591521908, -0.0526292179484444]|1241985.8483000341802835|      0.03125000|[189, 0, 21, 63]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      22|[999.9864817249799, 999.9991938345917, 400.0080861019295, 40.01783997213555, 0.7434590492471844, 0.2775333591521908, -0.0526292179484444]|1241985.8483000341802835|      0.01562500|[198, 0, 22, 66]                                                           |  | used linear model with 9 points | iterate failure | actual_k=0
      23|[999.9793043374276, 1000.0025591343151, 400.01356772223, 40.0177442496838, 0.7538106954961309, 0.2831491262615964, -0.0561717800861153]|1221289.3432377099525183|      0.03125000|[207, 0, 23, 69]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
      24|[999.9865919170318, 1000.00046657599, 400.00280862208973, 40.01430695513169, 0.7723818869254024, 0.2675739173129394, -0.070455524994422]|1185497.4603317319415510|      0.06250000|[216, 0, 24, 72]                                                           |  | used linear model with 9 points | iterate success | actual_k=0
