k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      0.50000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate failure | actual_k=0
       2|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      0.25000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      0.12500000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      0.06250000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       5|[0.0, 0.0, 1.0]                                                                 |1009.3578488831893765|      0.03125000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[0.0010300446891605, -0.0311936069488438, 1.0015685641393894]                   |959.1907964298272873|      0.06250000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       7|[-0.0454892725976127, -0.0288424495113325, 1.0432419990575306]                  |947.9979426248946766|      0.12500000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       8|[-0.0454892725976127, -0.0288424495113325, 1.0432419990575306]                  |947.9979426248946766|      0.06250000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       9|[-0.0454892725976127, -0.0288424495113325, 1.0432419990575306]                  |947.9979426248946766|      0.03125000|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
      10|[-0.0454892725976127, -0.0288424495113325, 1.0432419990575306]                  |947.9979426248946766|      0.01562500|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[-0.040524447544952, -0.0140612578165874, 1.0422382514400146]                   |930.0222919548735945|      0.03125000|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      12|[-0.040524447544952, -0.0140612578165874, 1.0422382514400146]                   |930.0222919548735945|      0.01562500|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[-0.040524447544952, -0.0140612578165874, 1.0422382514400146]                   |930.0222919548735945|      0.00781250|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      14|[-0.0432962998972649, -0.0203266584983696, 1.0384836882052695]                  |927.0589243380991320|      0.01562500|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      15|[-0.0432962998972649, -0.0203266584983696, 1.0384836882052695]                  |927.0589243380991320|      0.00781250|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
