k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.959477823679523, -0.6173692017131054, -0.1586258135881956, 0.8018211361705614, -0.2922612840359997, -0.278255926147846, 0.1697615470155705]|29025.7929687500000000|      2.00000000|[25, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | iterate success | actual_k=4
       2|[9.959477823679523, -0.6173692017131054, -0.1586258135881956, 0.8018211361705614, -0.2922612840359997, -0.278255926147846, 0.1697615470155705]|29025.7929687500000000|      1.00000000|[49, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[9.819725014289117, -0.6431414778885545, -0.0212532535713331, 1.1227415163017127, 0.547674058943453, -0.6662468626630093, 0.1259953018580063]|15008.7890625000000000|      2.00000000|[73, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[9.819725014289117, -0.6431414778885545, -0.0212532535713331, 1.1227415163017127, 0.547674058943453, -0.6662468626630093, 0.1259953018580063]|15008.7890625000000000|      1.00000000|[97, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[9.819725014289117, -0.6431414778885545, -0.0212532535713331, 1.1227415163017127, 0.547674058943453, -0.6662468626630093, 0.1259953018580063]|15008.7890625000000000|      0.50000000|[121, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[9.819725014289117, -0.6431414778885545, -0.0212532535713331, 1.1227415163017127, 0.547674058943453, -0.6662468626630093, 0.1259953018580063]|15008.7890625000000000|      0.25000000|[145, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[9.819725014289117, -0.6431414778885545, -0.0212532535713331, 1.1227415163017127, 0.547674058943453, -0.6662468626630093, 0.1259953018580063]|15008.7890625000000000|      0.12500000|[169, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[9.819725014289117, -0.6431414778885545, -0.0212532535713331, 1.1227415163017127, 0.547674058943453, -0.6662468626630093, 0.1259953018580063]|15008.7890625000000000|      0.06250000|[193, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[9.819725014289117, -0.6431414778885545, -0.0212532535713331, 1.1227415163017127, 0.547674058943453, -0.6662468626630093, 0.1259953018580063]|15008.7890625000000000|      0.03125000|[217, 72, 1, 19]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[9.819392791477537, -0.6443087543258845, -0.0209869167236863, 1.1261415553210412, 0.5480621164246998, -0.6652268352255727, 0.0949748674882063]|11552.0218202004307386|      0.06250000|[242, 80, 2, 22]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      11|[9.819392791477537, -0.6443087543258845, -0.0209869167236863, 1.1261415553210412, 0.5480621164246998, -0.6652268352255727, 0.0949748674882063]|11552.0218202004307386|      0.03125000|[267, 88, 2, 24]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[9.819392791477537, -0.6443087543258845, -0.0209869167236863, 1.1261415553210412, 0.5480621164246998, -0.6652268352255727, 0.0949748674882063]|11552.0218202004307386|      0.01562500|[291, 96, 2, 26]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      13|[9.819392791477537, -0.6443087543258845, -0.0209869167236863, 1.1261415553210412, 0.5480621164246998, -0.6652268352255727, 0.0949748674882063]|11552.0218202004307386|      0.00781250|[315, 104, 2, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
