k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 400000.0, 25000.0]                                                        |4515242701191391.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.818337101210958, 399999.6291678586, 24999.089240913236]                      |3735901603627008.0000000000000000|      2.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[0.4532448998161713, 400000.45609221346, 25000.294529008697]                    |230633888546816.0000000000000000|      4.00000000|[13, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[0.4532448998161713, 400000.45609221346, 25000.294529008697]                    |230633888546816.0000000000000000|      2.00000000|[22, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.1983690138117298, 400002.26591652894, 24999.746865558598]                   |45182003183616.0000000000000000|      4.00000000|[28, 9, 0, 9]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[-0.1983690138117298, 400002.26591652894, 24999.746865558598]                   |45182003183616.0000000000000000|      2.00000000|[37, 12, 0, 12]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.1983690138117298, 400002.26591652894, 24999.746865558598]                   |45182003183616.0000000000000000|      1.00000000|[46, 15, 1, 16]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.1983690138117298, 400002.26591652894, 24999.746865558598]                   |45182003183616.0000000000000000|      0.50000000|[56, 18, 1, 19]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.1197515102300139, 400001.8983750495, 24999.629764776833]                     |15821124403200.0000000000000000|      1.00000000|[62, 20, 1, 21]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       9|[0.1197515102300139, 400001.8983750495, 24999.629764776833]                     |15821124403200.0000000000000000|      0.50000000|[71, 23, 1, 24]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.1197515102300139, 400001.8983750495, 24999.629764776833]                     |15821124403200.0000000000000000|      0.25000000|[81, 26, 2, 28]                                                            |  | trying quadratic partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.0719883002255892, 400001.8005902823, 24999.854835465874]                     |5621174763520.0000000000000000|      0.50000000|[87, 28, 2, 30]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
