k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.507730875351201, 1.1544814697585963, -0.3906125936191656, 0.7009796859040731, 1.0666897483578217, 1.391037338483285, 1.3687000795088256, 0.5721495402287455]|166.3176422119140625|      2.00000000|[8, 3, 0, 3]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | iterate success | actual_k=1
       2|[0.507730875351201, 1.1544814697585963, -0.3906125936191656, 0.7009796859040731, 1.0666897483578217, 1.391037338483285, 1.3687000795088256, 0.5721495402287455]|166.3176422119140625|      1.00000000|[21, 9, 0, 9]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 12 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.4332833727294915, 1.1190974296978735, -0.0500317561841527, 1.0350670702439944, 1.6707245173903862, 0.9287937864759139, 1.7791976762412154, 0.7083863611093891]| 87.7956771850585938|      2.00000000|[26, 11, 0, 11]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[0.4332833727294915, 1.1190974296978735, -0.0500317561841527, 1.0350670702439944, 1.6707245173903862, 0.9287937864759139, 1.7791976762412154, 0.7083863611093891]| 87.7956771850585938|      1.00000000|[39, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 12 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.4332833727294915, 1.1190974296978735, -0.0500317561841527, 1.0350670702439944, 1.6707245173903862, 0.9287937864759139, 1.7791976762412154, 0.7083863611093891]| 87.7956771850585938|      0.50000000|[52, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 12 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.626989074515625, 0.7636157548512621, -0.0466719805827875, 1.1791854365566399, 1.8701085805197593, 0.9612305234931594, 1.9334837264064453, 0.681569267135946]| 53.3207359313964844|      1.00000000|[57, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.626989074515625, 0.7636157548512621, -0.0466719805827875, 1.1791854365566399, 1.8701085805197593, 0.9612305234931594, 1.9334837264064453, 0.681569267135946]| 53.3207359313964844|      0.50000000|[69, 33, 0, 33]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 12 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.626989074515625, 0.7636157548512621, -0.0466719805827875, 1.1791854365566399, 1.8701085805197593, 0.9612305234931594, 1.9334837264064453, 0.681569267135946]| 53.3207359313964844|      0.25000000|[81, 39, 0, 39]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 10 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.626989074515625, 0.7636157548512621, -0.0466719805827875, 1.1791854365566399, 1.8701085805197593, 0.9612305234931594, 1.9334837264064453, 0.681569267135946]| 53.3207359313964844|      0.12500000|[93, 45, 0, 45]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.6240441200323131, 0.7712816653797574, 0.067182450542647, 1.1889334738439412, 1.8533833479881812, 0.9606292043592196, 1.8873438873648196, 0.6910942661535886]| 51.2638168334960938|      0.25000000|[97, 47, 0, 47]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.6240441200323131, 0.7712816653797574, 0.067182450542647, 1.1889334738439412, 1.8533833479881812, 0.9606292043592196, 1.8873438873648196, 0.6910942661535886]| 51.2638168334960938|      0.12500000|[109, 53, 0, 53]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
