k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, -1.0, 0.0]                                                                | 45.2064958913885775|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3978619714403908, -0.709390332254164, -0.8702022021887905]                   | 10.0943086249783232|      2.00000000|[5, 0, 1, 2]                                                               |  | used linear model with 5 points | iterate success | actual_k=0
       2|[1.3978619714403908, -0.709390332254164, -0.8702022021887905]                   | 10.0943086249783232|      1.00000000|[10, 0, 2, 4]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       3|[1.3978619714403908, -0.709390332254164, -0.8702022021887905]                   | 10.0943086249783232|      0.50000000|[15, 0, 3, 6]                                                              |  | used linear model with 5 points | iterate failure | actual_k=0
       4|[1.7469961219948769, -0.3639512745660675, -0.9638889266493955]                  |  2.3617441179888394|      1.00000000|[20, 0, 4, 8]                                                              |  | used linear model with 5 points | iterate success | actual_k=0
       5|[1.7469961219948769, -0.3639512745660675, -0.9638889266493955]                  |  2.3617441179888394|      0.50000000|[25, 0, 5, 10]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       6|[1.7469961219948769, -0.3639512745660675, -0.9638889266493955]                  |  2.3617441179888394|      0.25000000|[30, 0, 6, 12]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       7|[1.7469961219948769, -0.3639512745660675, -0.9638889266493955]                  |  2.3617441179888394|      0.12500000|[35, 0, 7, 14]                                                             |  | used linear model with 5 points | iterate failure | actual_k=0
       8|[1.8714077808639258, -0.3529027417907357, -0.9589221308046046]                  |  2.0822148832040139|      0.25000000|[40, 0, 8, 16]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
       9|[2.0561861292574872, -0.5123821339723191, -1.012989546447858]                   |  1.3652080651395704|      0.50000000|[45, 0, 9, 18]                                                             |  | used linear model with 5 points | iterate success | actual_k=0
      10|[2.0561861292574872, -0.5123821339723191, -1.012989546447858]                   |  1.3652080651395704|      0.25000000|[50, 0, 10, 20]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      11|[2.219174606898376, -0.6292843749405521, -0.8637627988021677]                   |  0.9855753550175845|      0.50000000|[55, 0, 11, 22]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      12|[2.219174606898376, -0.6292843749405521, -0.8637627988021677]                   |  0.9855753550175845|      0.25000000|[60, 0, 12, 24]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      13|[2.459544576459571, -0.6974956417703295, -0.8554260841838495]                   |  0.5271937156882609|      0.50000000|[65, 0, 13, 26]                                                            |  | used linear model with 5 points | iterate success | actual_k=0
      14|[2.459544576459571, -0.6974956417703295, -0.8554260841838495]                   |  0.5271937156882609|      0.25000000|[70, 0, 14, 28]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
      15|[2.459544576459571, -0.6974956417703295, -0.8554260841838495]                   |  0.5271937156882609|      0.12500000|[75, 0, 15, 30]                                                            |  | used linear model with 5 points | iterate failure | actual_k=0
