k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |186382.3816574575030245|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.942763999069772, 1.3334607054181509]                                         |184471.2037091049132869|      2.00000000|[7, 2, 1, 3]                                                               |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       2|[3.9274166217055884, 1.5807539877061605]                                        |180501.1250000000000000|      4.00000000|[14, 4, 1, 5]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[3.9274166217055884, 1.5807539877061605]                                        |180501.1250000000000000|      2.00000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[3.9274166217055884, 1.5807539877061605]                                        |180501.1250000000000000|      1.00000000|[26, 8, 2, 10]                                                             |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[4.898553555537475, 1.8192766401893175]                                         |178522.3281250000000000|      2.00000000|[33, 10, 2, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[6.5159852220903955, 2.995675723847513]                                         |175147.4218750000000000|      4.00000000|[39, 12, 2, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[10.515841270948304, 3.0296107855803567]                                        |167312.2138190773839597|      8.00000000|[45, 14, 3, 17]                                                            |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       8|[10.515841270948304, 3.0296107855803567]                                        |167312.2138190773839597|      4.00000000|[52, 16, 3, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[14.51483149525939, 3.1194839510101664]                                         |159656.9375000000000000|      8.00000000|[58, 18, 3, 21]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
