k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[25, 8, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=4
       2|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.25000000|[50, 16, 2, 6]                                                             |  | used linear model with 33 points | iterate failure | actual_k=4
       3|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.12500000|[75, 24, 3, 9]                                                             |  | used linear model with 33 points | iterate failure | actual_k=4
       4|[119.99732873762201, 0.0101872048461852, 0.8694041223181268, 110.00957294552936, 0.2051341743597655, 0.813771994838019, 100.00191763513206, 0.2582512500364693, 0.7075927917567838, 88.01615609205292, 0.3208631519586358, 0.6762190925765788, 86.02664891695076, 0.3564092611396745, 0.653066367283749, 83.9847159351886, 0.501382387337016, 0.5472982774202457, 80.01219679835684, 0.6536052824891642, 0.3381431963510856, 75.99912770681195, 0.9078115959859387, 0.1250547770784827, 886.3751740691769, 909.9895992261404, 922.4991756096776, 926.4657832476202, 935.5345204144381, 952.8332931773939, 975.7229481092459]|2401.5881917412129951|      0.25000000|[100, 32, 4, 12]                                                           |  | used linear model with 33 points | iterate success | actual_k=4
       5|[119.99732873762201, 0.0101872048461852, 0.8694041223181268, 110.00957294552936, 0.2051341743597655, 0.813771994838019, 100.00191763513206, 0.2582512500364693, 0.7075927917567838, 88.01615609205292, 0.3208631519586358, 0.6762190925765788, 86.02664891695076, 0.3564092611396745, 0.653066367283749, 83.9847159351886, 0.501382387337016, 0.5472982774202457, 80.01219679835684, 0.6536052824891642, 0.3381431963510856, 75.99912770681195, 0.9078115959859387, 0.1250547770784827, 886.3751740691769, 909.9895992261404, 922.4991756096776, 926.4657832476202, 935.5345204144381, 952.8332931773939, 975.7229481092459]|2401.5881917412129951|      0.12500000|[125, 40, 5, 15]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       6|[119.9805669579495, 0.012122437671395, 0.8778053204689104, 110.02425865282252, 0.1312637708005256, 0.7688167471224088, 99.99821587630993, 0.2431953180821364, 0.7147139828572503, 88.01644084516472, 0.3571696027298138, 0.688614713567141, 86.03359840801251, 0.3396945000016056, 0.6529035812912043, 83.96331700325726, 0.4882382731754066, 0.5559670555940849, 80.01934447833543, 0.6749822802254994, 0.341963742190837, 75.9951946482335, 0.9297763388256827, 0.0784516070320007, 886.3556894610442, 910.0112878585521, 922.4895150879771, 926.4535144096258, 935.5247569117115, 952.8478148383537, 975.7366294007511]|1098.8394518744275956|      0.25000000|[150, 48, 6, 18]                                                           |  | used linear model with 33 points | iterate success | actual_k=4
       7|[119.9805669579495, 0.012122437671395, 0.8778053204689104, 110.02425865282252, 0.1312637708005256, 0.7688167471224088, 99.99821587630993, 0.2431953180821364, 0.7147139828572503, 88.01644084516472, 0.3571696027298138, 0.688614713567141, 86.03359840801251, 0.3396945000016056, 0.6529035812912043, 83.96331700325726, 0.4882382731754066, 0.5559670555940849, 80.01934447833543, 0.6749822802254994, 0.341963742190837, 75.9951946482335, 0.9297763388256827, 0.0784516070320007, 886.3556894610442, 910.0112878585521, 922.4895150879771, 926.4535144096258, 935.5247569117115, 952.8478148383537, 975.7366294007511]|1098.8394518744275956|      0.12500000|[175, 56, 7, 21]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       8|[119.9805669579495, 0.012122437671395, 0.8778053204689104, 110.02425865282252, 0.1312637708005256, 0.7688167471224088, 99.99821587630993, 0.2431953180821364, 0.7147139828572503, 88.01644084516472, 0.3571696027298138, 0.688614713567141, 86.03359840801251, 0.3396945000016056, 0.6529035812912043, 83.96331700325726, 0.4882382731754066, 0.5559670555940849, 80.01934447833543, 0.6749822802254994, 0.341963742190837, 75.9951946482335, 0.9297763388256827, 0.0784516070320007, 886.3556894610442, 910.0112878585521, 922.4895150879771, 926.4535144096258, 935.5247569117115, 952.8478148383537, 975.7366294007511]|1098.8394518744275956|      0.06250000|[200, 64, 8, 24]                                                           |  | used linear model with 33 points | iterate failure | actual_k=4
       9|[119.98446414278465, -0.0278974616630126, 0.8686697354402251, 110.01890919234792, 0.1226111254520918, 0.7681768537812858, 100.00679009564261, 0.2387670294576212, 0.713124531024365, 87.99966702957, 0.3630849661319699, 0.6830729650605407, 86.04300815337261, 0.3539282158861727, 0.666923673682745, 83.95210129990542, 0.4772478315395379, 0.5503210403862312, 80.01243340483848, 0.6687639657017562, 0.3384594463925318, 76.01567526564142, 0.9362340189147211, 0.0946489736993271, 886.3522513126276, 910.0104152386654, 922.4849368790741, 926.4565943175575, 935.5208752565758, 952.8461125150972, 975.7334640472135]|537.6733025291738386|      0.12500000|[225, 72, 9, 27]                                                           |  | used linear model with 33 points | iterate success | actual_k=4
      10|[119.98446414278465, -0.0278974616630126, 0.8686697354402251, 110.01890919234792, 0.1226111254520918, 0.7681768537812858, 100.00679009564261, 0.2387670294576212, 0.713124531024365, 87.99966702957, 0.3630849661319699, 0.6830729650605407, 86.04300815337261, 0.3539282158861727, 0.666923673682745, 83.95210129990542, 0.4772478315395379, 0.5503210403862312, 80.01243340483848, 0.6687639657017562, 0.3384594463925318, 76.01567526564142, 0.9362340189147211, 0.0946489736993271, 886.3522513126276, 910.0104152386654, 922.4849368790741, 926.4565943175575, 935.5208752565758, 952.8461125150972, 975.7334640472135]|537.6733025291738386|      0.06250000|[250, 80, 10, 30]                                                          |  | used linear model with 33 points | iterate failure | actual_k=4
      11|[119.98446414278465, -0.0278974616630126, 0.8686697354402251, 110.01890919234792, 0.1226111254520918, 0.7681768537812858, 100.00679009564261, 0.2387670294576212, 0.713124531024365, 87.99966702957, 0.3630849661319699, 0.6830729650605407, 86.04300815337261, 0.3539282158861727, 0.666923673682745, 83.95210129990542, 0.4772478315395379, 0.5503210403862312, 80.01243340483848, 0.6687639657017562, 0.3384594463925318, 76.01567526564142, 0.9362340189147211, 0.0946489736993271, 886.3522513126276, 910.0104152386654, 922.4849368790741, 926.4565943175575, 935.5208752565758, 952.8461125150972, 975.7334640472135]|537.6733025291738386|      0.03125000|[275, 88, 11, 33]                                                          |  | used linear model with 33 points | iterate failure | actual_k=4
