k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.00370306773032, 149.93922351634603, -100.06079268765413, 100.00076117608498, 200.00152036951]|84511.8141469140246045|      2.00000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       2|[47.0102119532913, 149.82718845776475, -100.17556259125135, 99.99601277057901, 200.01722527876692]|78036.1088131631695433|      4.00000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       3|[43.02772280799593, 149.54752583250308, -100.42242443017776, 99.97673222530176, 200.03324141725275]|65876.9793604407896055|      8.00000000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       4|[35.06977363512341, 149.4543053399065, -101.16830254400963, 100.08400371013288, 200.3406720103732]|44777.7768755996003165|     16.00000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       5|[19.17804965628084, 148.17070796417713, -102.30905882671081, 99.39629652211617, 200.51736576897466]|15138.3576725584862288|     32.00000000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate success | actual_k=2
       6|[-11.811322164871093, 142.26733707806827, -105.97272198951856, 101.49348899447114, 197.20248986257639]|5508.2966759876635479|     64.00000000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=2
       7|[-11.811322164871093, 142.26733707806827, -105.97272198951856, 101.49348899447114, 197.20248986257639]|5508.2966759876635479|     32.00000000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       8|[-11.811322164871093, 142.26733707806827, -105.97272198951856, 101.49348899447114, 197.20248986257639]|5508.2966759876635479|     16.00000000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[4.1040094253844455, 142.26315884301792, -107.03726480267774, 100.3993076256678, 197.81217719693788]|1869.8106085190511294|     32.00000000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
      10|[4.1040094253844455, 142.26315884301792, -107.03726480267774, 100.3993076256678, 197.81217719693788]|1869.8106085190511294|     16.00000000|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[4.1040094253844455, 142.26315884301792, -107.03726480267774, 100.3993076256678, 197.81217719693788]|1869.8106085190511294|      8.00000000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[-3.465231396013209, 140.03346326342955, -108.32805601356662, 100.58375236097918, 197.6253906889683]|1286.7429933717451149|     16.00000000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      13|[-3.465231396013209, 140.03346326342955, -108.32805601356662, 100.58375236097918, 197.6253906889683]|1286.7429933717451149|      8.00000000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[-3.465231396013209, 140.03346326342955, -108.32805601356662, 100.58375236097918, 197.6253906889683]|1286.7429933717451149|      4.00000000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[0.1667793918841323, 138.67256887842152, -109.2933106867586, 100.6595356153061, 197.4875341559509]|831.5984899810907791|      8.00000000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
