k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.50000000|[90, 14, 0, 7]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.25000000|[177, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.12500000|[265, 42, 0, 21]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 28 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 40 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 53 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.06250000|[353, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[0.6897265579782866, 0.0129684606997349, 0.6799238871102151, 0.0169232392778127, 0.6290553094055692, 0.0300090778629502, 1.3291626985500944, 0.0224629070884402, -0.0096161887940838, 0.0110269413568868, 1.2468803204158365, 0.036991755678197, 0.2290368091952996, 0.0193353735671505, 1.2342762635126914, 0.0185370408710023, 4.596032162270368, 0.0285292450618499, 4.452291397760064, 0.0340933385964615, 0.0729450150612574, 0.029273178099936, 0.2503844544914703, 0.027811329677056, 0.7283466242763369, 0.01433321230956, 0.2021822355309693, 0.0141883364692105, -0.0620965602346289, 0.0210963450492897, 1.3986629087227145, 0.0277131880829526, 0.2405164983090425, 0.0186802057070755, 0.0739449705021577, 0.0112415016342296, 0.0203306116005699, 0.0231594283457974, 0.428830134768997, 0.023207615317167, 0.2831787900565507, 0.0053359244055987, 0.8267900650473704, 0.0173260445974656, 1.0379856086904864, 0.0175053753145742, 0.7966131958715864, 0.017846113887467, 0.2587812072624509, 0.0120962308504535, 0.5087962259894596, 0.0209315119047088, 0.290429200846169, 0.0325912002025313, 0.3866115574518641, 0.021078068321332, 0.1716448851334152, 0.0141716678286534, 0.2839318293265029, 0.0209258993176493, 0.193051851354124, 0.0192971957837939, 0.0080769319011513, 0.0278318624120794, 0.1566572285080671, 0.0208471150759379]|382930.4687500000000000|      0.12500000|[379, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[0.6897265579782866, 0.0129684606997349, 0.6799238871102151, 0.0169232392778127, 0.6290553094055692, 0.0300090778629502, 1.3291626985500944, 0.0224629070884402, -0.0096161887940838, 0.0110269413568868, 1.2468803204158365, 0.036991755678197, 0.2290368091952996, 0.0193353735671505, 1.2342762635126914, 0.0185370408710023, 4.596032162270368, 0.0285292450618499, 4.452291397760064, 0.0340933385964615, 0.0729450150612574, 0.029273178099936, 0.2503844544914703, 0.027811329677056, 0.7283466242763369, 0.01433321230956, 0.2021822355309693, 0.0141883364692105, -0.0620965602346289, 0.0210963450492897, 1.3986629087227145, 0.0277131880829526, 0.2405164983090425, 0.0186802057070755, 0.0739449705021577, 0.0112415016342296, 0.0203306116005699, 0.0231594283457974, 0.428830134768997, 0.023207615317167, 0.2831787900565507, 0.0053359244055987, 0.8267900650473704, 0.0173260445974656, 1.0379856086904864, 0.0175053753145742, 0.7966131958715864, 0.017846113887467, 0.2587812072624509, 0.0120962308504535, 0.5087962259894596, 0.0209315119047088, 0.290429200846169, 0.0325912002025313, 0.3866115574518641, 0.021078068321332, 0.1716448851334152, 0.0141716678286534, 0.2839318293265029, 0.0209258993176493, 0.193051851354124, 0.0192971957837939, 0.0080769319011513, 0.0278318624120794, 0.1566572285080671, 0.0208471150759379]|382930.4687500000000000|      0.06250000|[465, 74, 0, 37]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[0.6897265579782866, 0.0129684606997349, 0.6799238871102151, 0.0169232392778127, 0.6290553094055692, 0.0300090778629502, 1.3291626985500944, 0.0224629070884402, -0.0096161887940838, 0.0110269413568868, 1.2468803204158365, 0.036991755678197, 0.2290368091952996, 0.0193353735671505, 1.2342762635126914, 0.0185370408710023, 4.596032162270368, 0.0285292450618499, 4.452291397760064, 0.0340933385964615, 0.0729450150612574, 0.029273178099936, 0.2503844544914703, 0.027811329677056, 0.7283466242763369, 0.01433321230956, 0.2021822355309693, 0.0141883364692105, -0.0620965602346289, 0.0210963450492897, 1.3986629087227145, 0.0277131880829526, 0.2405164983090425, 0.0186802057070755, 0.0739449705021577, 0.0112415016342296, 0.0203306116005699, 0.0231594283457974, 0.428830134768997, 0.023207615317167, 0.2831787900565507, 0.0053359244055987, 0.8267900650473704, 0.0173260445974656, 1.0379856086904864, 0.0175053753145742, 0.7966131958715864, 0.017846113887467, 0.2587812072624509, 0.0120962308504535, 0.5087962259894596, 0.0209315119047088, 0.290429200846169, 0.0325912002025313, 0.3866115574518641, 0.021078068321332, 0.1716448851334152, 0.0141716678286534, 0.2839318293265029, 0.0209258993176493, 0.193051851354124, 0.0192971957837939, 0.0080769319011513, 0.0278318624120794, 0.1566572285080671, 0.0208471150759379]|382930.4687500000000000|      0.03125000|[554, 88, 0, 44]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 77 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[0.6859838907500859, 0.019233383757672, 0.677725536941354, 0.0142864762279457, 0.626094242190964, 0.0388189864326039, 1.328855048324275, 0.0223021687612398, -0.0073173308629474, 0.0054426550166399, 1.2477897494003716, 0.0405952350302905, 0.230109674883934, 0.011041929868643, 1.2335221663025087, 0.0163989401040137, 4.594835599102467, 0.0378288554913556, 4.450149834375898, 0.0383226744645545, 0.0763773356436346, 0.0313274644666477, 0.249372982316736, 0.0214169017713825, 0.7264410922661451, 0.0160765273112317, 0.2074108641849749, 0.0142035102825679, -0.0630650660109679, 0.0195544658091258, 1.4012519401130048, 0.0238821442290022, 0.2438291685076164, 0.0214188195782835, 0.0725343272492979, 0.0116492003702853, 0.0216372280206454, 0.0221179395440169, 0.4174141921305969, 0.0258659888431769, 0.2815412166753823, 0.0078465017830123, 0.825493373977237, 0.0164883171710271, 1.0354264653975678, 0.0172595649084022, 0.7900891646361599, 0.0149819967330817, 0.2600987185569969, 0.0124910961682283, 0.503324765519645, 0.0242894867614847, 0.291060242495414, 0.0318836259466496, 0.3898666043142984, 0.0221459890096738, 0.1744102765887554, 0.0093284001969769, 0.2851421182501406, 0.0199677607660934, 0.1938481509107071, 0.0164138243449224, -0.0017332167747602, 0.0266748099181245, 0.151471837083425, 0.0163236299278306]|350675.0000000000000000|      0.06250000|[580, 92, 0, 46]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       9|[0.6957602210126486, 0.0174161453801643, 0.6785467879210202, 0.0084966255826324, 0.6296493344013713, 0.0371645588082091, 1.3257882681042128, 0.0212787144075026, -0.0112357999785493, 0.0155796146236149, 1.2570583901754973, 0.05740001815601, 0.2231261801779049, 0.0038739774567404, 1.2491403439444073, 0.0162693205205397, 4.591360031834063, 0.0467360233127715, 4.445998373605272, 0.0632012484755703, 0.076124410400549, 0.035367477694264, 0.2507210725992388, 0.0305081297731837, 0.7369504121129019, 0.0169126160951264, 0.2129641698342516, 0.0194445158868636, -0.0707660231753389, 0.0121339365277525, 1.385786079467878, 0.0400280172604142, 0.2398838819462996, 0.0173864642609061, 0.0680692979838852, 0.0114675754066254, 0.0215957886419913, 0.0244705661720437, 0.4204719566927347, 0.0159995738594129, 0.2849885854553981, 0.0174420139962195, 0.822760581221309, 0.0052310440526711, 1.0321171742483213, 0.0353828073004503, 0.79100222061242, 0.0180690029133691, 0.2572451747148397, 0.0151179650776924, 0.516753402094615, 0.0315425800717517, 0.2920316738571769, 0.0302876496848805, 0.3968418543169074, 0.0239260681876673, 0.1766976034280485, 0.0140271793574918, 0.2844214111177018, 0.0168431863173477, 0.2057352842987996, 0.0194847359265071, 0.001368430776685, 0.020461135632547, 0.149057529681721, 0.0189797698739912]|324775.8750000000000000|      0.12500000|[606, 96, 0, 48]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[0.6957602210126486, 0.0174161453801643, 0.6785467879210202, 0.0084966255826324, 0.6296493344013713, 0.0371645588082091, 1.3257882681042128, 0.0212787144075026, -0.0112357999785493, 0.0155796146236149, 1.2570583901754973, 0.05740001815601, 0.2231261801779049, 0.0038739774567404, 1.2491403439444073, 0.0162693205205397, 4.591360031834063, 0.0467360233127715, 4.445998373605272, 0.0632012484755703, 0.076124410400549, 0.035367477694264, 0.2507210725992388, 0.0305081297731837, 0.7369504121129019, 0.0169126160951264, 0.2129641698342516, 0.0194445158868636, -0.0707660231753389, 0.0121339365277525, 1.385786079467878, 0.0400280172604142, 0.2398838819462996, 0.0173864642609061, 0.0680692979838852, 0.0114675754066254, 0.0215957886419913, 0.0244705661720437, 0.4204719566927347, 0.0159995738594129, 0.2849885854553981, 0.0174420139962195, 0.822760581221309, 0.0052310440526711, 1.0321171742483213, 0.0353828073004503, 0.79100222061242, 0.0180690029133691, 0.2572451747148397, 0.0151179650776924, 0.516753402094615, 0.0315425800717517, 0.2920316738571769, 0.0302876496848805, 0.3968418543169074, 0.0239260681876673, 0.1766976034280485, 0.0140271793574918, 0.2844214111177018, 0.0168431863173477, 0.2057352842987996, 0.0194847359265071, 0.001368430776685, 0.020461135632547, 0.149057529681721, 0.0189797698739912]|324775.8750000000000000|      0.06250000|[692, 110, 0, 55]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 27 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 63 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 75 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
