k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.50000000|[74, 24, 1, 7]                                                             |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 26 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 38 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|127387.7641130791162141|      0.25000000|[146, 48, 1, 13]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[0.0147821695959949, 0.0252197974475156, 0.0135495138774126, 0.0479562655363392, -0.0172842553848561, -0.0039453931770786, -0.0071311100664252, 0.0230464464727315, -0.0420203474485322, -0.0554424392445954, -0.0190328201282304, 0.0176663387708091, -0.0314231270940369, -0.031501252524485, 0.0359241379015387, 0.025979585945864, -0.0621930998272496, 0.0373333007706169, -0.0469689997845294, -0.0090130292751479, -0.0060460030116662, 0.0362369127819145, 0.0613398919825812, 0.0344353594333492, -0.0641170810124999, 0.015875812720626, -0.0103383357469427, -0.0260073008569523, 0.0544678125230018, 0.035261038430415, 0.0272253017361374, 0.0143265914336002, 0.0119564112184448, 0.0248368634378047, 0.0719199007474124, -0.0458696898145387, 0.001571321068291, -0.0357118914061098, -0.0426397809558095, 0.029882086473838, 0.0084887498702592, 0.0201011449441471, 0.0488523184560409, 0.0003198872823402, 0.0466525640506487, -0.0275107327275613, -0.0271034272629308, -0.0009510390664165, 0.0301482383174122, 0.0190053129152586, -0.0332155705650724, -0.041515838377569, 0.0186882353832435, 0.0200030673818289, -0.0301404018177393, 0.0129535425585631, -0.0133142591495544]|113078.5937500000000000|      0.50000000|[170, 56, 1, 15]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       4|[-0.075695185710152, 0.0579172102984228, 0.0306969039388817, 0.0517448368531108, -0.0732253755819819, 0.0657629215742448, -0.0818740188743092, -0.0340706214220305, -0.0025133134471709, -0.074276639598451, -0.1296314738930416, -0.0555903663374281, -0.0750224352120062, -0.0719159863723659, 0.0754548794371681, -0.0829470526843974, 0.0243677999210811, 0.0205886588658008, -0.022624179418254, -0.0133856926237398, -0.0806857671127544, 0.0069092090272625, 0.1399919332878028, -0.0070142829617321, -0.1009566944052469, 0.0600718879957204, -0.0578756496310104, -0.0238874054379288, -0.0211350117476695, -0.0046663508816502, 0.0782619397730146, 0.010230336642972, -0.0740649343171971, 0.0726851678881359, 0.0130480013197444, -0.0521150437745996, 0.0399059249938226, -0.0642187502192939, -0.2105243579943344, 0.1555039867312183, -0.0278217161207667, 0.0072889782166857, 0.0623181650397507, 0.0181278631367271, -0.0068793079850702, 0.0567397046861138, 0.0239352002092528, 0.0236104225297894, 0.0554758104778657, 0.1053531155210656, -0.2179803949352345, 0.076202558446352, 0.0202564273091461, 0.115017398023174, -0.1091719977326737, -0.0206259241776887, 0.0291579803059679]|81236.1618851971725235|      1.00000000|[194, 64, 2, 18]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
       5|[-0.075695185710152, 0.0579172102984228, 0.0306969039388817, 0.0517448368531108, -0.0732253755819819, 0.0657629215742448, -0.0818740188743092, -0.0340706214220305, -0.0025133134471709, -0.074276639598451, -0.1296314738930416, -0.0555903663374281, -0.0750224352120062, -0.0719159863723659, 0.0754548794371681, -0.0829470526843974, 0.0243677999210811, 0.0205886588658008, -0.022624179418254, -0.0133856926237398, -0.0806857671127544, 0.0069092090272625, 0.1399919332878028, -0.0070142829617321, -0.1009566944052469, 0.0600718879957204, -0.0578756496310104, -0.0238874054379288, -0.0211350117476695, -0.0046663508816502, 0.0782619397730146, 0.010230336642972, -0.0740649343171971, 0.0726851678881359, 0.0130480013197444, -0.0521150437745996, 0.0399059249938226, -0.0642187502192939, -0.2105243579943344, 0.1555039867312183, -0.0278217161207667, 0.0072889782166857, 0.0623181650397507, 0.0181278631367271, -0.0068793079850702, 0.0567397046861138, 0.0239352002092528, 0.0236104225297894, 0.0554758104778657, 0.1053531155210656, -0.2179803949352345, 0.076202558446352, 0.0202564273091461, 0.115017398023174, -0.1091719977326737, -0.0206259241776887, 0.0291579803059679]|81236.1618851971725235|      0.50000000|[270, 88, 5, 27]                                                           |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 26 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 39 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 51 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 64 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[-0.075695185710152, 0.0579172102984228, 0.0306969039388817, 0.0517448368531108, -0.0732253755819819, 0.0657629215742448, -0.0818740188743092, -0.0340706214220305, -0.0025133134471709, -0.074276639598451, -0.1296314738930416, -0.0555903663374281, -0.0750224352120062, -0.0719159863723659, 0.0754548794371681, -0.0829470526843974, 0.0243677999210811, 0.0205886588658008, -0.022624179418254, -0.0133856926237398, -0.0806857671127544, 0.0069092090272625, 0.1399919332878028, -0.0070142829617321, -0.1009566944052469, 0.0600718879957204, -0.0578756496310104, -0.0238874054379288, -0.0211350117476695, -0.0046663508816502, 0.0782619397730146, 0.010230336642972, -0.0740649343171971, 0.0726851678881359, 0.0130480013197444, -0.0521150437745996, 0.0399059249938226, -0.0642187502192939, -0.2105243579943344, 0.1555039867312183, -0.0278217161207667, 0.0072889782166857, 0.0623181650397507, 0.0181278631367271, -0.0068793079850702, 0.0567397046861138, 0.0239352002092528, 0.0236104225297894, 0.0554758104778657, 0.1053531155210656, -0.2179803949352345, 0.076202558446352, 0.0202564273091461, 0.115017398023174, -0.1091719977326737, -0.0206259241776887, 0.0291579803059679]|81236.1618851971725235|      0.25000000|[342, 112, 5, 33]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[-0.0308433384961686, 0.1246649807993883, 0.0369608359083851, 0.0558051834019283, -0.0948194080576931, 0.0608892603303577, -0.115333536887713, -0.0425200928148717, 0.0189983521038128, -0.0456667699311215, -0.1301641719745075, -0.0554974163258586, -0.0948894887882838, -0.117414217165637, 0.089023658356606, -0.1026421720616103, -0.0240828099791103, 0.0547140075126694, 0.0415766181139575, -0.1091256722544985, -0.0907026245835364, 0.0195053195451872, 0.0735291840097564, 0.0318083751157629, -0.0999371671080973, 0.0360947582757948, -0.0470562360317803, -0.0659569936487405, -0.0314850198088229, -0.0142723110568538, 0.0934052606672581, 0.0717377853585259, -0.0893698881193639, 0.1045207827203754, 0.0074729234860323, -0.0931527413524145, 0.0057753136415415, -0.1085816053645982, -0.2407413548809564, 0.1805922804236534, -0.0629239140237014, -0.0228581799271871, 0.0558777683551407, 0.0508656768609132, -0.0133209082195163, 0.025327461558087, 0.0035210592905101, 0.0387567306594726, 0.0574040180380115, 0.1765150206397201, -0.1960897451007687, 0.1119104977799915, 0.0194220137862122, 0.1158360075431176, -0.1363055382256503, -0.0067271539324893, 0.029448997257272]|51393.2929687500000000|      0.50000000|[366, 120, 5, 35]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
       8|[-0.0308433384961686, 0.1246649807993883, 0.0369608359083851, 0.0558051834019283, -0.0948194080576931, 0.0608892603303577, -0.115333536887713, -0.0425200928148717, 0.0189983521038128, -0.0456667699311215, -0.1301641719745075, -0.0554974163258586, -0.0948894887882838, -0.117414217165637, 0.089023658356606, -0.1026421720616103, -0.0240828099791103, 0.0547140075126694, 0.0415766181139575, -0.1091256722544985, -0.0907026245835364, 0.0195053195451872, 0.0735291840097564, 0.0318083751157629, -0.0999371671080973, 0.0360947582757948, -0.0470562360317803, -0.0659569936487405, -0.0314850198088229, -0.0142723110568538, 0.0934052606672581, 0.0717377853585259, -0.0893698881193639, 0.1045207827203754, 0.0074729234860323, -0.0931527413524145, 0.0057753136415415, -0.1085816053645982, -0.2407413548809564, 0.1805922804236534, -0.0629239140237014, -0.0228581799271871, 0.0558777683551407, 0.0508656768609132, -0.0133209082195163, 0.025327461558087, 0.0035210592905101, 0.0387567306594726, 0.0574040180380115, 0.1765150206397201, -0.1960897451007687, 0.1119104977799915, 0.0194220137862122, 0.1158360075431176, -0.1363055382256503, -0.0067271539324893, 0.029448997257272]|51393.2929687500000000|      0.25000000|[439, 144, 6, 42]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[-0.0329369008687466, 0.1539217117094355, 0.0258465275240634, 0.0593990120451767, -0.1343268320767474, 0.0079611220287551, -0.1273839527194663, -0.0818764942249002, 0.0380970375100214, -0.0375434152399189, -0.165786192233613, -0.0695974864854252, -0.08016963377856, -0.1320167436701076, 0.0657091422447201, -0.1048347617563646, -0.0451532963745539, 0.0711591106938659, 0.0975048948934464, -0.1106557293526383, -0.0376621573470732, -0.0310624293042853, 0.0407112275907934, 0.0384468104962926, -0.0500827728967066, 0.0759184257736836, -0.0823047154326223, -0.1001800257719079, -0.0262591407668496, -0.0399728983806604, 0.0988343204697712, 0.1262922396771828, -0.110554116881748, 0.0256844909736531, 0.0332267400310668, -0.0635714200075127, 0.0132916039343978, -0.1769806501918039, -0.2814477398332489, 0.1973222186966465, -0.0734222716235753, 0.0502003526516044, 0.0384883809643788, 0.0419854039466712, -0.0409341954448778, -0.0455484922270485, 0.0224599372364922, 0.0161852500663006, 0.0611263340556611, 0.1320176186606161, -0.2130977596529051, 0.086568269622458, 0.0497089560741988, 0.1013319327563175, -0.1462591796258166, -0.0031445675455722, 0.0063567294503165]|33891.8390012536401628|      0.50000000|[487, 160, 7, 47]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=4
      10|[-0.0329369008687466, 0.1539217117094355, 0.0258465275240634, 0.0593990120451767, -0.1343268320767474, 0.0079611220287551, -0.1273839527194663, -0.0818764942249002, 0.0380970375100214, -0.0375434152399189, -0.165786192233613, -0.0695974864854252, -0.08016963377856, -0.1320167436701076, 0.0657091422447201, -0.1048347617563646, -0.0451532963745539, 0.0711591106938659, 0.0975048948934464, -0.1106557293526383, -0.0376621573470732, -0.0310624293042853, 0.0407112275907934, 0.0384468104962926, -0.0500827728967066, 0.0759184257736836, -0.0823047154326223, -0.1001800257719079, -0.0262591407668496, -0.0399728983806604, 0.0988343204697712, 0.1262922396771828, -0.110554116881748, 0.0256844909736531, 0.0332267400310668, -0.0635714200075127, 0.0132916039343978, -0.1769806501918039, -0.2814477398332489, 0.1973222186966465, -0.0734222716235753, 0.0502003526516044, 0.0384883809643788, 0.0419854039466712, -0.0409341954448778, -0.0455484922270485, 0.0224599372364922, 0.0161852500663006, 0.0611263340556611, 0.1320176186606161, -0.2130977596529051, 0.086568269622458, 0.0497089560741988, 0.1013319327563175, -0.1462591796258166, -0.0031445675455722, 0.0063567294503165]|33891.8390012536401628|      0.25000000|[561, 184, 8, 54]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 25 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 37 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | trying linear partial model with 50 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 62 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
