k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |999998000003.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.9990720970662244, 0.9569309291521519]                                        |999995998208.0000000000000000|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[3.9989372020261635, 0.9337024560303145]                                        |999992002145.4653320312500000|      4.00000000|[13, 4, 1, 5]                                                              |  | trying linear partial model with 4 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=1
       3|[7.998801594827006, 0.9666393533333472]                                         |999984005120.0000000000000000|      8.00000000|[20, 6, 1, 7]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[15.998757008444375, 0.993348530298188]                                         |999968014336.0000000000000000|     16.00000000|[26, 8, 1, 9]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[31.998743100003615, 0.9722518502065358]                                        |999936032768.0000000000000000|     32.00000000|[32, 10, 1, 11]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[63.99863696655513, 1.0546686533384957]                                         |999872004096.0000000000000000|     64.00000000|[38, 12, 1, 13]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[127.97253236979674, 2.882428740193914]                                         |999744208896.0000000000000000|    128.00000000|[44, 14, 1, 15]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[127.97253236979674, 2.882428740193914]                                         |999744208896.0000000000000000|     64.00000000|[50, 16, 1, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[187.90590618764185, -19.567308514625736]                                       |999637778432.0000000000000000|    128.00000000|[56, 18, 1, 19]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[187.90590618764185, -19.567308514625736]                                       |999637778432.0000000000000000|     64.00000000|[62, 20, 1, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
