k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.003563046222204, 149.94025843996948, -100.05953340310435, 99.99969336436057, 200.00015179111787]|84511.8030622748774476|      2.00000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       2|[47.01062633254003, 149.8216068127798, -100.17838186034355, 99.99999291619234, 200.0001185721152]|78035.8082807503960794|      4.00000000|[32, 2, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       3|[43.02525491591717, 149.5805366451992, -100.42062389030312, 99.99698552295192, 200.00321701933592]|65876.1885854173451662|      8.00000000|[48, 3, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       4|[35.059638187273976, 149.04207374466156, -100.92801391685299, 100.03312477808939, 199.98718105038762]|44725.4232294234097935|     16.00000000|[64, 4, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
       5|[19.151519893938918, 147.55028618490257, -101.7038448633752, 99.81045283912152, 200.22137283466188]|15101.5084370266304177|     32.00000000|[80, 5, 5, 10]                                                             |  | used linear model with 17 points | iterate success | actual_k=1
       6|[-11.604585757715714, 141.98922145303203, -108.05988217917043, 97.31626178986751, 199.50281536149544]|5247.6660872866905265|     64.00000000|[96, 6, 6, 12]                                                             |  | used linear model with 17 points | iterate success | actual_k=1
       7|[-11.604585757715714, 141.98922145303203, -108.05988217917043, 97.31626178986751, 199.50281536149544]|5247.6660872866905265|     32.00000000|[112, 7, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       8|[-11.604585757715714, 141.98922145303203, -108.05988217917043, 97.31626178986751, 199.50281536149544]|5247.6660872866905265|     16.00000000|[128, 8, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=1
       9|[4.345420041704829, 141.14466440188608, -108.99680272844653, 97.38002386716623, 199.45641851188884]|1715.1643775356669721|     32.00000000|[144, 9, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=1
      10|[4.345420041704829, 141.14466440188608, -108.99680272844653, 97.38002386716623, 199.45641851188884]|1715.1643775356669721|     16.00000000|[160, 10, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      11|[4.345420041704829, 141.14466440188608, -108.99680272844653, 97.38002386716623, 199.45641851188884]|1715.1643775356669721|      8.00000000|[176, 11, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
