k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[49.003196562687606, 149.94385265295818, -100.05683354414424, 99.99960297515358, 200.00041642962867]|84511.8306669075245736|      2.00000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       2|[47.010773955723536, 149.82017194247425, -100.17805069806649, 99.9855220170641, 199.9924561955273]|78036.0642360709462082|      4.00000000|[34, 0, 2, 4]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       3|[43.02219971274562, 149.55230706144852, -100.31122927306825, 99.99248232980291, 199.95075565628292]|65882.1735654677904677|      8.00000000|[51, 0, 3, 6]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       4|[35.070458656496896, 148.80127842054745, -100.73485765739436, 100.11912131085869, 199.8494061847243]|44743.2081813505283208|     16.00000000|[68, 0, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=0
       5|[19.146305967713417, 147.7107280941237, -101.13682183130308, 99.7171743408788, 200.8027815389604]|15188.5215985618178820|     32.00000000|[85, 0, 5, 10]                                                             |  | used linear model with 17 points | iterate success | actual_k=0
       6|[-12.01303380732669, 140.8834097749217, -102.49939170074374, 98.88009404501786, 202.78418742394865]|5762.9024538553921957|     64.00000000|[102, 0, 6, 12]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
       7|[-12.01303380732669, 140.8834097749217, -102.49939170074374, 98.88009404501786, 202.78418742394865]|5762.9024538553921957|     32.00000000|[119, 0, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       8|[-12.01303380732669, 140.8834097749217, -102.49939170074374, 98.88009404501786, 202.78418742394865]|5762.9024538553921957|     16.00000000|[136, 0, 8, 16]                                                            |  | used linear model with 17 points | iterate failure | actual_k=0
       9|[2.941700093659149, 142.2621491348149, -106.75537140901807, 102.38845472079659, 202.96599451839947]|1587.0958058378864735|     32.00000000|[153, 0, 9, 18]                                                            |  | used linear model with 17 points | iterate success | actual_k=0
      10|[2.941700093659149, 142.2621491348149, -106.75537140901807, 102.38845472079659, 202.96599451839947]|1587.0958058378864735|     16.00000000|[170, 0, 10, 20]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      11|[2.941700093659149, 142.2621491348149, -106.75537140901807, 102.38845472079659, 202.96599451839947]|1587.0958058378864735|      8.00000000|[187, 0, 11, 22]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[2.941700093659149, 142.2621491348149, -106.75537140901807, 102.38845472079659, 202.96599451839947]|1587.0958058378864735|      4.00000000|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[-0.1916774340279774, 140.72512820856792, -108.70083607736746, 102.20236323540857, 202.95898562872884]|982.6877365728723817|      8.00000000|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      14|[-0.1916774340279774, 140.72512820856792, -108.70083607736746, 102.20236323540857, 202.95898562872884]|982.6877365728723817|      4.00000000|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[-1.5393185222307535, 137.78746022632464, -110.60577573332229, 101.50608910154827, 201.7588283218819]|765.8186211315421588|      8.00000000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      16|[0.2389481374722693, 133.84272237366744, -116.4202724525002, 99.8900360228984, 204.7348678563064]|288.6710596849388253|     16.00000000|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      17|[0.2389481374722693, 133.84272237366744, -116.4202724525002, 99.8900360228984, 204.7348678563064]|288.6710596849388253|      8.00000000|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[0.2389481374722693, 133.84272237366744, -116.4202724525002, 99.8900360228984, 204.7348678563064]|288.6710596849388253|      4.00000000|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[0.2389481374722693, 133.84272237366744, -116.4202724525002, 99.8900360228984, 204.7348678563064]|288.6710596849388253|      2.00000000|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      20|[-0.0236393968570456, 132.41838650486494, -117.69467426533443, 99.99644594838114, 205.25148383250254]|206.5140755371922410|      4.00000000|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      21|[-0.0236393968570456, 132.41838650486494, -117.69467426533443, 99.99644594838114, 205.25148383250254]|206.5140755371922410|      2.00000000|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      22|[0.101562298225549, 130.9882731033059, -119.05847439941209, 100.26725559859669, 205.17525049419484]|134.9931191743537227|      4.00000000|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      23|[1.2712193347340413, 131.7848651372827, -122.12930671930138, 99.20532979309948, 207.0298787575116]|116.1712916388047603|      8.00000000|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      24|[1.2712193347340413, 131.7848651372827, -122.12930671930138, 99.20532979309948, 207.0298787575116]|116.1712916388047603|      4.00000000|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      25|[1.2712193347340413, 131.7848651372827, -122.12930671930138, 99.20532979309948, 207.0298787575116]|116.1712916388047603|      2.00000000|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
