k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8, -0.8, 1.2, -1.2, 0.8]|27015.8467613624197838|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.9007156817476665, 1.2061606942934882, -1.191892106499448, 0.8119286456877143, -0.6805357773874874, 1.1638472556148567, -1.376754749473493, 0.9425071336294908, -0.8142633914658377, 1.276990979407618, -1.0607273859361372, 0.8327639112158934, -0.9325453162503455, 1.2077358819713286, -1.25973877315142, 0.8705910062968721, -0.8579564172936195, 1.2264607938487313, -1.2937275775672163, 0.8305999532770216, -0.8120611667842351, 1.0494563978887221, -1.3591633996499302, 0.981950631117317, -0.8780690020502805, 1.0403852045892465, -1.0602306632554837, 0.8326602200925536, -0.8802271272715027, 1.2320303634735748, -1.3480607451800315, 0.8826775608059021, -0.7672022943737044, 1.1699458586780371, -1.4459915886284613, 0.9188517744790271, -0.809207404768699, 1.3356515932255206, -1.371475835204098, 0.8289596592346551, -0.8107221417610387, 1.285924406712753, -1.298812593779172, 0.7966805467498271, -0.8992540264251785, 1.2295181347961197, -1.1982517996358506, 0.8480799131695851, -0.8562582656772122, 1.2729985283887113, -1.2730897477916114, 0.8526252010787594, -0.9870222387269576, 1.3693708585571476, -1.063959240594794, 0.8323097517021791, -0.8044125496252209, 1.1708072842723636, -1.3036085421410784, 0.6406642859283067, -0.8490541528078549, 1.0994420115658512, -1.2250820591130318, 0.7522749437096704, -0.7851924560382578, 1.3418354446871603, -1.1820466096899749, 0.7938218080159916, -0.8829170906569442, 1.2992684624289876, -1.1737301520422698, 0.8954386645809611, -0.8552189998229589, 1.3138243153113893, -1.2177658363654116, 0.7801032892787134, -1.018454119844447, 1.0472630316473386, -1.2039464662434196, 0.967900347018488, -0.8567808318726434, 1.231210505322517, -1.1471109771215904, 0.7575529014008052, -0.7938283921869812, 1.391445684260419, -1.25523959007126, 0.8588933201772471, -0.8972629595079485, 1.1400995468415103, -1.2232790717281583, 0.896962073954257, -0.6497209116559338, 1.1274798787967506, -1.1330154126487773, 0.8996210982078356, -0.8692986700846626, 1.476935379619597, -1.1597288894229272, 0.6782855630694611]|22084.2285156250000000|      2.00000000|[29, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[-0.6646525944960393, 0.9342988180475977, -1.3848603181250383, 1.0257407527029714, -0.6507511288399133, 1.467955330910716, -1.2597019905958227, 0.926751606617084, -0.8505130362345329, 1.6471919868509421, -0.7637619745716742, 1.0843275499159495, -0.803910235217723, 1.0431874793354121, -1.3866037848216002, 1.2621664435823094, -0.7789435743548363, 1.0502891136745085, -1.3741146235187298, 0.8702744687621595, -0.9725631692702269, 1.106373362042229, -1.1651649545025893, 1.0094681618402435, -0.8794713364964523, 1.3325748264775443, -1.0912051734891879, 0.9112867724969128, -0.9971329314676501, 1.6990570804686815, -1.0404937121054014, 0.9420315599390453, -1.2050753999151445, 1.329699616353031, -1.38946566493416, 0.825949050313337, -0.7362994239206875, 1.414296532788106, -1.717461962488768, 0.5234939962249818, -0.5889348323375351, 1.2199400200412382, -1.241475981937333, 0.8774030321723025, -0.8561189934049906, 1.1924667144235281, -1.3909865541462034, 0.711192117585655, -1.2337241312492018, 1.1734905681380725, -1.340098698248867, 0.7781263159637262, -0.958051823992757, 1.4300230198749764, -1.28476517379348, 0.8565229229921242, -0.9499314042847677, 1.1846527313383515, -1.3709620424676559, 1.0954417426433927, -0.8489594245635287, 1.0643933850401508, -1.388132668818049, 0.8745678809000341, -1.0847629944764643, 1.3547699116365692, -0.9991700658643798, 0.8028987490308958, -0.765436344662507, 1.292644786798778, -1.2915374314153065, 1.1930456918972618, -0.9089573976817606, 1.5127321636639492, -1.2601054886684624, 0.965393940664852, -0.8603060039326123, 0.8989980270424612, -1.1664359964583608, 1.0110656711339672, -0.7136356909107611, 1.2412184168884415, -1.2283437412867233, 1.0768914788886526, -0.8641990661358044, 1.280500087888597, -1.3452868230042976, 0.9856908740618954, -1.210848394561593, 1.2488549335357122, -1.3470317957102103, 1.0945912921436962, -0.3678283982908205, 1.1397035114432816, -0.3552117060541113, 1.2529538853658215, -0.834919652281827, 1.5659942896034273, -1.2753579153252064, 0.4818114726234185]|16944.5996093750000000|      4.00000000|[58, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[-0.6646525944960393, 0.9342988180475977, -1.3848603181250383, 1.0257407527029714, -0.6507511288399133, 1.467955330910716, -1.2597019905958227, 0.926751606617084, -0.8505130362345329, 1.6471919868509421, -0.7637619745716742, 1.0843275499159495, -0.803910235217723, 1.0431874793354121, -1.3866037848216002, 1.2621664435823094, -0.7789435743548363, 1.0502891136745085, -1.3741146235187298, 0.8702744687621595, -0.9725631692702269, 1.106373362042229, -1.1651649545025893, 1.0094681618402435, -0.8794713364964523, 1.3325748264775443, -1.0912051734891879, 0.9112867724969128, -0.9971329314676501, 1.6990570804686815, -1.0404937121054014, 0.9420315599390453, -1.2050753999151445, 1.329699616353031, -1.38946566493416, 0.825949050313337, -0.7362994239206875, 1.414296532788106, -1.717461962488768, 0.5234939962249818, -0.5889348323375351, 1.2199400200412382, -1.241475981937333, 0.8774030321723025, -0.8561189934049906, 1.1924667144235281, -1.3909865541462034, 0.711192117585655, -1.2337241312492018, 1.1734905681380725, -1.340098698248867, 0.7781263159637262, -0.958051823992757, 1.4300230198749764, -1.28476517379348, 0.8565229229921242, -0.9499314042847677, 1.1846527313383515, -1.3709620424676559, 1.0954417426433927, -0.8489594245635287, 1.0643933850401508, -1.388132668818049, 0.8745678809000341, -1.0847629944764643, 1.3547699116365692, -0.9991700658643798, 0.8028987490308958, -0.765436344662507, 1.292644786798778, -1.2915374314153065, 1.1930456918972618, -0.9089573976817606, 1.5127321636639492, -1.2601054886684624, 0.965393940664852, -0.8603060039326123, 0.8989980270424612, -1.1664359964583608, 1.0110656711339672, -0.7136356909107611, 1.2412184168884415, -1.2283437412867233, 1.0768914788886526, -0.8641990661358044, 1.280500087888597, -1.3452868230042976, 0.9856908740618954, -1.210848394561593, 1.2488549335357122, -1.3470317957102103, 1.0945912921436962, -0.3678283982908205, 1.1397035114432816, -0.3552117060541113, 1.2529538853658215, -0.834919652281827, 1.5659942896034273, -1.2753579153252064, 0.4818114726234185]|16944.5996093750000000|      2.00000000|[180, 13, 0, 13]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 83 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 97 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 110 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.6646525944960393, 0.9342988180475977, -1.3848603181250383, 1.0257407527029714, -0.6507511288399133, 1.467955330910716, -1.2597019905958227, 0.926751606617084, -0.8505130362345329, 1.6471919868509421, -0.7637619745716742, 1.0843275499159495, -0.803910235217723, 1.0431874793354121, -1.3866037848216002, 1.2621664435823094, -0.7789435743548363, 1.0502891136745085, -1.3741146235187298, 0.8702744687621595, -0.9725631692702269, 1.106373362042229, -1.1651649545025893, 1.0094681618402435, -0.8794713364964523, 1.3325748264775443, -1.0912051734891879, 0.9112867724969128, -0.9971329314676501, 1.6990570804686815, -1.0404937121054014, 0.9420315599390453, -1.2050753999151445, 1.329699616353031, -1.38946566493416, 0.825949050313337, -0.7362994239206875, 1.414296532788106, -1.717461962488768, 0.5234939962249818, -0.5889348323375351, 1.2199400200412382, -1.241475981937333, 0.8774030321723025, -0.8561189934049906, 1.1924667144235281, -1.3909865541462034, 0.711192117585655, -1.2337241312492018, 1.1734905681380725, -1.340098698248867, 0.7781263159637262, -0.958051823992757, 1.4300230198749764, -1.28476517379348, 0.8565229229921242, -0.9499314042847677, 1.1846527313383515, -1.3709620424676559, 1.0954417426433927, -0.8489594245635287, 1.0643933850401508, -1.388132668818049, 0.8745678809000341, -1.0847629944764643, 1.3547699116365692, -0.9991700658643798, 0.8028987490308958, -0.765436344662507, 1.292644786798778, -1.2915374314153065, 1.1930456918972618, -0.9089573976817606, 1.5127321636639492, -1.2601054886684624, 0.965393940664852, -0.8603060039326123, 0.8989980270424612, -1.1664359964583608, 1.0110656711339672, -0.7136356909107611, 1.2412184168884415, -1.2283437412867233, 1.0768914788886526, -0.8641990661358044, 1.280500087888597, -1.3452868230042976, 0.9856908740618954, -1.210848394561593, 1.2488549335357122, -1.3470317957102103, 1.0945912921436962, -0.3678283982908205, 1.1397035114432816, -0.3552117060541113, 1.2529538853658215, -0.834919652281827, 1.5659942896034273, -1.2753579153252064, 0.4818114726234185]|16944.5996093750000000|      1.00000000|[302, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 70 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 83 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 96 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 109 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.6325837560791794, 0.9761351687586733, -1.5812434483099351, 1.0437075699262268, -0.6136521644427638, 1.413558281167075, -1.273098473437141, 0.949682874948441, -0.8186770002879433, 1.5561018081647673, -0.7809646883787476, 1.1000791435282269, -0.9468970735912505, 1.0772810560891457, -1.3692102997254143, 1.1862747835465506, -0.6091491916137132, 1.062622950727504, -1.515610032007636, 0.657150306329949, -1.078992268665795, 1.2464053847134091, -1.1894320661139732, 1.0689486969611868, -0.9054333280777802, 1.4618613667852514, -1.2028648543984934, 0.9644803092918365, -0.863762960743316, 1.6933843065172394, -1.0475452835071384, 1.131037009812125, -1.3310149949129597, 1.275447048873409, -1.446631320010567, 0.9025201586748983, -0.9358120393474347, 1.439175740274615, -1.7119770352499137, 0.5579674506886279, -0.6418575712105604, 1.2163474939185177, -1.1726309840205036, 1.0176181263250992, -0.9677909523770009, 1.212589791568232, -1.513918211747259, 0.6427420448193537, -1.3544893474444735, 1.2572847713118418, -1.3780024398011712, 0.8682286371329209, -0.9439436147130749, 1.5407069707617655, -1.244452928114258, 0.7115567949920967, -0.7289453937505206, 1.1498733603107858, -1.3529156282492782, 0.9903830133922824, -1.0305738499455663, 1.1458571392403811, -1.3566100750175456, 0.8300466471339072, -1.098079553545911, 1.2726847121023535, -1.1367710998009868, 0.6828868628544528, -0.7336675705793668, 1.2580611842857605, -1.2628509746017333, 1.3617422192309017, -0.780526259100552, 1.4847651924051608, -1.3377566248407904, 1.029230182213876, -0.8821499805438443, 1.0655872837086235, -1.2319282495047554, 1.0112162067890493, -0.9722281111909075, 1.1331781983324807, -1.347038017275613, 1.1860036794789406, -0.9879488445695862, 1.3285477766399643, -1.3646165564667638, 1.1138178731901047, -1.0910729789671945, 1.3402481385444682, -1.2989774644594212, 1.2699235043520298, -0.3292644716841636, 1.127467416617296, -0.509851938822885, 1.3180318990757258, -0.9853219261887433, 1.4804543433299056, -1.3742620008621342, 0.5484255354959516]|14132.2480468750000000|      2.00000000|[330, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[-0.6325837560791794, 0.9761351687586733, -1.5812434483099351, 1.0437075699262268, -0.6136521644427638, 1.413558281167075, -1.273098473437141, 0.949682874948441, -0.8186770002879433, 1.5561018081647673, -0.7809646883787476, 1.1000791435282269, -0.9468970735912505, 1.0772810560891457, -1.3692102997254143, 1.1862747835465506, -0.6091491916137132, 1.062622950727504, -1.515610032007636, 0.657150306329949, -1.078992268665795, 1.2464053847134091, -1.1894320661139732, 1.0689486969611868, -0.9054333280777802, 1.4618613667852514, -1.2028648543984934, 0.9644803092918365, -0.863762960743316, 1.6933843065172394, -1.0475452835071384, 1.131037009812125, -1.3310149949129597, 1.275447048873409, -1.446631320010567, 0.9025201586748983, -0.9358120393474347, 1.439175740274615, -1.7119770352499137, 0.5579674506886279, -0.6418575712105604, 1.2163474939185177, -1.1726309840205036, 1.0176181263250992, -0.9677909523770009, 1.212589791568232, -1.513918211747259, 0.6427420448193537, -1.3544893474444735, 1.2572847713118418, -1.3780024398011712, 0.8682286371329209, -0.9439436147130749, 1.5407069707617655, -1.244452928114258, 0.7115567949920967, -0.7289453937505206, 1.1498733603107858, -1.3529156282492782, 0.9903830133922824, -1.0305738499455663, 1.1458571392403811, -1.3566100750175456, 0.8300466471339072, -1.098079553545911, 1.2726847121023535, -1.1367710998009868, 0.6828868628544528, -0.7336675705793668, 1.2580611842857605, -1.2628509746017333, 1.3617422192309017, -0.780526259100552, 1.4847651924051608, -1.3377566248407904, 1.029230182213876, -0.8821499805438443, 1.0655872837086235, -1.2319282495047554, 1.0112162067890493, -0.9722281111909075, 1.1331781983324807, -1.347038017275613, 1.1860036794789406, -0.9879488445695862, 1.3285477766399643, -1.3646165564667638, 1.1138178731901047, -1.0910729789671945, 1.3402481385444682, -1.2989774644594212, 1.2699235043520298, -0.3292644716841636, 1.127467416617296, -0.509851938822885, 1.3180318990757258, -0.9853219261887433, 1.4804543433299056, -1.3742620008621342, 0.5484255354959516]|14132.2480468750000000|      1.00000000|[450, 33, 0, 33]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 94 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 107 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.5992542464184717, 0.9112477416506277, -1.5423666968453895, 0.917716984616891, -0.6149836635015983, 1.5090904115556032, -1.3518983491358978, 0.8484155004540078, -0.9121465046300868, 1.6342358094040348, -0.6775924810945814, 1.214192763001451, -1.024705591708933, 1.086255274541171, -1.496151540285639, 1.0850495368864765, -0.697596796839453, 0.9965614128880718, -1.559209707818764, 0.6627567027236294, -1.1157478310281495, 1.422127949196874, -1.2067041298760304, 1.114299515524835, -0.8026162870252053, 1.4353447450098047, -1.2051093012790617, 1.0383775479057649, -0.6251888953265319, 1.6379171881087673, -0.9779863796608759, 1.259774459955541, -1.296088885951665, 1.3674928339611812, -1.5701069490872408, 0.9146820319418937, -1.1599462765648902, 1.4008064647416791, -1.888745668136132, 0.5769252360668348, -0.6201755925651062, 1.2249981503286222, -1.1781419161671993, 0.8666134700516118, -0.8147666124124093, 1.2021946120170834, -1.5256301931414253, 0.7026689209853109, -1.4240683019683409, 1.282955026587921, -1.4294980721604291, 1.002135337296098, -1.0293992966631118, 1.7603760540482882, -1.2553931198698705, 0.6791438492070434, -0.7887708407532943, 1.184226894060713, -1.460799303564609, 1.050020158621499, -1.023292358156305, 1.112543422262219, -1.5021866601970506, 0.8976749191111493, -1.0823717923174223, 1.3869032004343511, -1.1988484313485483, 0.7715266984664315, -0.7688912986303588, 1.2627163316385295, -1.29064125381466, 1.2578477521476938, -0.8263665831347219, 1.6449408486724582, -1.4531230243902609, 0.9433188960951483, -1.1102033074947557, 1.1992502669738423, -1.2013402439602894, 0.8086051825963837, -1.0635048451325706, 1.2215318295603885, -1.2586447304583885, 1.0885865562208064, -0.8004636846826041, 1.5331045360338456, -1.336246769370732, 1.1359844743091645, -0.9475976238981643, 1.3774332643231963, -1.3728339204080395, 1.3431278986853217, -0.2582396907996847, 1.268176279846187, -0.6307588898168378, 1.4141668730474144, -1.0966011921385401, 1.4627064638167862, -1.2520708409953616, 0.7099612613180375]|13037.3896484375000000|      2.00000000|[478, 35, 0, 35]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[-0.5992542464184717, 0.9112477416506277, -1.5423666968453895, 0.917716984616891, -0.6149836635015983, 1.5090904115556032, -1.3518983491358978, 0.8484155004540078, -0.9121465046300868, 1.6342358094040348, -0.6775924810945814, 1.214192763001451, -1.024705591708933, 1.086255274541171, -1.496151540285639, 1.0850495368864765, -0.697596796839453, 0.9965614128880718, -1.559209707818764, 0.6627567027236294, -1.1157478310281495, 1.422127949196874, -1.2067041298760304, 1.114299515524835, -0.8026162870252053, 1.4353447450098047, -1.2051093012790617, 1.0383775479057649, -0.6251888953265319, 1.6379171881087673, -0.9779863796608759, 1.259774459955541, -1.296088885951665, 1.3674928339611812, -1.5701069490872408, 0.9146820319418937, -1.1599462765648902, 1.4008064647416791, -1.888745668136132, 0.5769252360668348, -0.6201755925651062, 1.2249981503286222, -1.1781419161671993, 0.8666134700516118, -0.8147666124124093, 1.2021946120170834, -1.5256301931414253, 0.7026689209853109, -1.4240683019683409, 1.282955026587921, -1.4294980721604291, 1.002135337296098, -1.0293992966631118, 1.7603760540482882, -1.2553931198698705, 0.6791438492070434, -0.7887708407532943, 1.184226894060713, -1.460799303564609, 1.050020158621499, -1.023292358156305, 1.112543422262219, -1.5021866601970506, 0.8976749191111493, -1.0823717923174223, 1.3869032004343511, -1.1988484313485483, 0.7715266984664315, -0.7688912986303588, 1.2627163316385295, -1.29064125381466, 1.2578477521476938, -0.8263665831347219, 1.6449408486724582, -1.4531230243902609, 0.9433188960951483, -1.1102033074947557, 1.1992502669738423, -1.2013402439602894, 0.8086051825963837, -1.0635048451325706, 1.2215318295603885, -1.2586447304583885, 1.0885865562208064, -0.8004636846826041, 1.5331045360338456, -1.336246769370732, 1.1359844743091645, -0.9475976238981643, 1.3774332643231963, -1.3728339204080395, 1.3431278986853217, -0.2582396907996847, 1.268176279846187, -0.6307588898168378, 1.4141668730474144, -1.0966011921385401, 1.4627064638167862, -1.2520708409953616, 0.7099612613180375]|13037.3896484375000000|      1.00000000|[598, 44, 0, 44]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 82 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.691349323137797, 0.9100272340653086, -1.3205285811168088, 0.9442244732671067, -0.8250644087043069, 1.4968342844079237, -1.5280155581348975, 0.9720424970261133, -0.9362101968981257, 1.771037775228499, -0.6913878873461586, 1.2655288195640886, -1.0167032173130945, 1.090513582150795, -1.4797368928693662, 1.103041981096624, -0.7287300023585837, 1.1590076675721956, -1.5907945513662964, 0.7631031826835675, -1.0878082734011945, 1.5305806274166278, -1.2273226283216123, 1.1245095494048643, -0.7053937737908926, 1.4282270646222872, -1.2861699045009494, 0.9793051251571292, -0.5874172857758388, 1.6196049190342579, -0.887205984301894, 1.2281232725681817, -1.1767718477783558, 1.2366774651397552, -1.6399224136280695, 1.0987594169749417, -1.27447778081294, 1.2279403099962953, -1.9148512541691127, 0.5471200948292, -0.6290389583513628, 1.2207904359090682, -1.3120515723339, 0.8901540879169699, -0.9663384435815291, 1.106829935401359, -1.520012206725957, 0.7630001284907768, -1.4463296545307214, 1.2920765513305037, -1.451479356991042, 1.0182486972462423, -0.9733208090940443, 1.6203397706672846, -1.0396109777810432, 0.8236563501136961, -0.7884541742606466, 1.1831030908283602, -1.4625344434303147, 0.9349000136855072, -1.1638222161330858, 1.1310008932109439, -1.5691906206697483, 0.9177539706525962, -1.0330082990872644, 1.4730138679584344, -1.161022447080812, 0.9184678342254864, -0.7324193554761763, 1.3079290257667466, -1.230468102381352, 1.3273669850724485, -0.509721346604884, 1.7386224602592655, -1.4891983288050663, 0.8224311844535733, -1.2669436593311922, 1.2066420067682238, -1.1408888391928973, 0.8242276962626665, -1.2000160424277386, 1.2616313047797214, -1.1934062780314298, 0.9372305010733749, -0.9464498683214804, 1.6525842454259039, -1.3146122978031882, 1.101516904969476, -0.9277465189692334, 1.3539211534287567, -1.324556233759343, 1.0080612302410503, -0.4273183615037468, 1.2217922616239334, -0.6156024078762501, 1.4468702435554492, -1.060972299187035, 1.3805007153347133, -1.1791689982416063, 0.7702775079579504]|11395.9931640625000000|      2.00000000|[627, 46, 0, 46]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[-0.691349323137797, 0.9100272340653086, -1.3205285811168088, 0.9442244732671067, -0.8250644087043069, 1.4968342844079237, -1.5280155581348975, 0.9720424970261133, -0.9362101968981257, 1.771037775228499, -0.6913878873461586, 1.2655288195640886, -1.0167032173130945, 1.090513582150795, -1.4797368928693662, 1.103041981096624, -0.7287300023585837, 1.1590076675721956, -1.5907945513662964, 0.7631031826835675, -1.0878082734011945, 1.5305806274166278, -1.2273226283216123, 1.1245095494048643, -0.7053937737908926, 1.4282270646222872, -1.2861699045009494, 0.9793051251571292, -0.5874172857758388, 1.6196049190342579, -0.887205984301894, 1.2281232725681817, -1.1767718477783558, 1.2366774651397552, -1.6399224136280695, 1.0987594169749417, -1.27447778081294, 1.2279403099962953, -1.9148512541691127, 0.5471200948292, -0.6290389583513628, 1.2207904359090682, -1.3120515723339, 0.8901540879169699, -0.9663384435815291, 1.106829935401359, -1.520012206725957, 0.7630001284907768, -1.4463296545307214, 1.2920765513305037, -1.451479356991042, 1.0182486972462423, -0.9733208090940443, 1.6203397706672846, -1.0396109777810432, 0.8236563501136961, -0.7884541742606466, 1.1831030908283602, -1.4625344434303147, 0.9349000136855072, -1.1638222161330858, 1.1310008932109439, -1.5691906206697483, 0.9177539706525962, -1.0330082990872644, 1.4730138679584344, -1.161022447080812, 0.9184678342254864, -0.7324193554761763, 1.3079290257667466, -1.230468102381352, 1.3273669850724485, -0.509721346604884, 1.7386224602592655, -1.4891983288050663, 0.8224311844535733, -1.2669436593311922, 1.2066420067682238, -1.1408888391928973, 0.8242276962626665, -1.2000160424277386, 1.2616313047797214, -1.1934062780314298, 0.9372305010733749, -0.9464498683214804, 1.6525842454259039, -1.3146122978031882, 1.101516904969476, -0.9277465189692334, 1.3539211534287567, -1.324556233759343, 1.0080612302410503, -0.4273183615037468, 1.2217922616239334, -0.6156024078762501, 1.4468702435554492, -1.060972299187035, 1.3805007153347133, -1.1791689982416063, 0.7702775079579504]|11395.9931640625000000|      1.00000000|[747, 55, 0, 55]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 81 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 94 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 108 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
