k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.50000000|[10, 3, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
       2|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.25000000|[20, 6, 2, 8]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
       3|[1.3227191870389314, 0.4923718929245855, 0.6991298639208037, 0.6401188662662533, 0.5518878400059061, 3.015770712400688, 4.96216669238664, 7.013975297347292, 2.0856984461635797, 4.562392866975153, 5.625341404810742]|  1.9692431327467281|      0.50000000|[30, 9, 3, 12]                                                             |  | used linear model with 13 points | iterate success | actual_k=1
       4|[1.3227191870389314, 0.4923718929245855, 0.6991298639208037, 0.6401188662662533, 0.5518878400059061, 3.015770712400688, 4.96216669238664, 7.013975297347292, 2.0856984461635797, 4.562392866975153, 5.625341404810742]|  1.9692431327467281|      0.25000000|[40, 12, 4, 16]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       5|[1.3227191870389314, 0.4923718929245855, 0.6991298639208037, 0.6401188662662533, 0.5518878400059061, 3.015770712400688, 4.96216669238664, 7.013975297347292, 2.0856984461635797, 4.562392866975153, 5.625341404810742]|  1.9692431327467281|      0.12500000|[50, 15, 5, 20]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       6|[1.3204445580765518, 0.418485056372923, 0.7520145269732121, 0.6531589382076591, 0.5295078477711025, 3.0344471295158635, 4.981321083221608, 7.0137066737517895, 2.1503148832829293, 4.58987503220869, 5.657691699671232]|  1.5318474579334205|      0.25000000|[60, 18, 6, 24]                                                            |  | used linear model with 13 points | iterate success | actual_k=1
       7|[1.3204445580765518, 0.418485056372923, 0.7520145269732121, 0.6531589382076591, 0.5295078477711025, 3.0344471295158635, 4.981321083221608, 7.0137066737517895, 2.1503148832829293, 4.58987503220869, 5.657691699671232]|  1.5318474579334205|      0.12500000|[70, 21, 7, 28]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
       8|[1.3808458614877606, 0.3893341389638159, 0.7555650112557768, 0.7189519137804471, 0.5020632479745446, 3.049402229979718, 4.985664161047407, 7.006171023729415, 2.1765511783835443, 4.636974729241038, 5.710855135525105]|  1.2104082591382035|      0.25000000|[80, 24, 8, 32]                                                            |  | used linear model with 13 points | iterate success | actual_k=1
       9|[1.3808458614877606, 0.3893341389638159, 0.7555650112557768, 0.7189519137804471, 0.5020632479745446, 3.049402229979718, 4.985664161047407, 7.006171023729415, 2.1765511783835443, 4.636974729241038, 5.710855135525105]|  1.2104082591382035|      0.12500000|[90, 27, 9, 36]                                                            |  | used linear model with 13 points | iterate failure | actual_k=1
      10|[1.3808458614877606, 0.3893341389638159, 0.7555650112557768, 0.7189519137804471, 0.5020632479745446, 3.049402229979718, 4.985664161047407, 7.006171023729415, 2.1765511783835443, 4.636974729241038, 5.710855135525105]|  1.2104082591382035|      0.06250000|[100, 30, 10, 40]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      11|[1.3603517841967252, 0.3755502749594554, 0.7470179496364611, 0.7588900953556698, 0.5243836529039436, 3.0624708563983587, 4.9662690179705695, 7.000893405594132, 2.189352447531965, 4.65216855693226, 5.698190298902294]|  1.1520122998981501|      0.12500000|[110, 33, 11, 44]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
