k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[121, 8, 1, 3]                                                             |  | used linear model with 129 points | iterate failure | actual_k=4
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[242, 16, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=4
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[363, 24, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=4
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[484, 32, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=4
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[605, 40, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=4
       6|[1.021472115596609, 0.0197849025537518, 0.0131170246429236, 0.0203270325544841, 0.4298922821663025, 0.0207511604592699, 0.8008995112223102, 0.0198634098141263, 0.2205492041203537, 0.0199024849693458, 2.6917918718442846, 0.021345200487977, 0.807024373074188, 0.0190104857746934, 2.2689826309622085, 0.0209962518589341, 14.353596318855338, 0.044742209794655, 12.160791947678671, 0.038398282782852, 0.2757754788744619, 0.0205378682608762, 0.2447966626158022, 0.0209131824933635, 1.164272733522574, 0.0186548818808774, 0.1778510604410385, 0.0192336831007638, 0.1153749118870752, 0.0207896352185876, 3.7473357901247715, 0.020785668556256, 0.8332859493007765, 0.0202472105135883, 0.159340062948134, 0.0204871509234061, 0.3868587352216428, 0.0208101715111096, 0.9229133451219257, 0.0202518008339377, 0.2604773543696721, 0.0202000558486792, 2.0718698118582717, 0.019920429633371, 1.9456000753489584, 0.0205675186728756, 1.4845008490115246, 0.0193609630899596, 0.4818738129332655, 0.019236185350955, 0.4928594364887156, 0.018847832216702, 0.3280008351217708, 0.0198345822847365, 0.8403765068691437, 0.0190763928295648, 0.4605755571324847, 0.0203912389775451, 0.4915550549893719, 0.0195988629090617, 0.9867706490287929, 0.0192241115113318, -0.0176628778687879, 0.0198792198031154, 0.2656134565080536, 0.0196143435750398]|2178488.3452578377909958|      0.06250000|[726, 48, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=4
       7|[1.021472115596609, 0.0197849025537518, 0.0131170246429236, 0.0203270325544841, 0.4298922821663025, 0.0207511604592699, 0.8008995112223102, 0.0198634098141263, 0.2205492041203537, 0.0199024849693458, 2.6917918718442846, 0.021345200487977, 0.807024373074188, 0.0190104857746934, 2.2689826309622085, 0.0209962518589341, 14.353596318855338, 0.044742209794655, 12.160791947678671, 0.038398282782852, 0.2757754788744619, 0.0205378682608762, 0.2447966626158022, 0.0209131824933635, 1.164272733522574, 0.0186548818808774, 0.1778510604410385, 0.0192336831007638, 0.1153749118870752, 0.0207896352185876, 3.7473357901247715, 0.020785668556256, 0.8332859493007765, 0.0202472105135883, 0.159340062948134, 0.0204871509234061, 0.3868587352216428, 0.0208101715111096, 0.9229133451219257, 0.0202518008339377, 0.2604773543696721, 0.0202000558486792, 2.0718698118582717, 0.019920429633371, 1.9456000753489584, 0.0205675186728756, 1.4845008490115246, 0.0193609630899596, 0.4818738129332655, 0.019236185350955, 0.4928594364887156, 0.018847832216702, 0.3280008351217708, 0.0198345822847365, 0.8403765068691437, 0.0190763928295648, 0.4605755571324847, 0.0203912389775451, 0.4915550549893719, 0.0195988629090617, 0.9867706490287929, 0.0192241115113318, -0.0176628778687879, 0.0198792198031154, 0.2656134565080536, 0.0196143435750398]|2178488.3452578377909958|      0.03125000|[847, 56, 7, 21]                                                           |  | used linear model with 129 points | iterate failure | actual_k=4
       8|[1.0210189407370005, 0.0202165630326271, 0.0128671855844777, 0.0189629560425448, 0.4306089111947122, 0.0212446947370105, 0.8001211655997102, 0.0195130553915804, 0.2209279053403953, 0.0197008996654286, 2.691492668428854, 0.0235962141805192, 0.8065941625731724, 0.0175023130547751, 2.269048009123888, 0.023186766394116, 14.354937143691405, 0.0655631746473662, 12.161795221445741, 0.058715375867115, 0.274526250131378, 0.0214842887056424, 0.2454748229819577, 0.0202355719628029, 1.1643481203349622, 0.021083549753, 0.1781602550241982, 0.0178512435644342, 0.1149932875706292, 0.0208399332100127, 3.748583168484487, 0.0292799414389899, 0.8332838742135441, 0.0210706108802819, 0.1575515112152191, 0.020060532683618, 0.387850407800471, 0.0195035594828534, 0.9224872441730454, 0.0207544613015092, 0.2601141595539016, 0.0199280257822134, 2.071013789340853, 0.0225501326599905, 1.946227991020121, 0.0214446948281455, 1.4845092496363317, 0.0201577365104439, 0.481888685272456, 0.0192463289943734, 0.492074104902458, 0.0197588839153919, 0.3277449969193251, 0.0188069727532472, 0.8393611236860217, 0.0186644593465675, 0.4609564753892615, 0.0200750119196998, 0.4897036335143661, 0.0199658440050988, 0.986673557909107, 0.0197250159513289, -0.0182603638753392, 0.0206623178305345, 0.2658492138518083, 0.0200785618574397]|1787672.0495850425213575|      0.06250000|[968, 64, 8, 24]                                                           |  | used linear model with 129 points | iterate success | actual_k=4
       9|[1.0178222327214639, 0.0066689623555084, 0.0065130473348706, 0.0115230038180927, 0.4415738795053032, 0.0197793647343312, 0.8070569563567659, 0.0219487926193851, 0.2260956744187028, 0.0153347783374596, 2.67938646614677, 0.0290868799211501, 0.7959005620426974, 0.027355099075587, 2.268319021734186, 0.0280270540776884, 14.348670624132973, 0.0869416679958327, 12.159635801131493, 0.0663635547370775, 0.2631143929709898, 0.0186539223372826, 0.2579227626819819, 0.0268092605342163, 1.1633843263277164, 0.0302342360878143, 0.1875853173424633, 0.0190091249677433, 0.1165438022417484, 0.0138637015609915, 3.7432898379846837, 0.0411465013524958, 0.8393844137735332, 0.0316428590466118, 0.1477354008023546, 0.0188562546369427, 0.3791615216701773, 0.0223126503914777, 0.9249986872433364, 0.0227940434874195, 0.2688444791563452, 0.019044627368386, 2.069976253272815, 0.0198094964782111, 1.939777559623644, 0.0375831562867324, 1.493224141759372, 0.0331725043243713, 0.4807001172309107, 0.0309770141156562, 0.4957817876294723, 0.0200289669906752, 0.3231094737731594, 0.0179939340566118, 0.836785834775238, 0.0160491567782758, 0.4505803931190731, 0.0295014498800813, 0.4909831450365264, 0.0190579330611444, 0.9870950413608435, 0.0234411393294408, -0.0301330883140535, 0.0123697575419937, 0.2737223198626576, 0.0133634315556458]|1630417.8962638906668872|      0.12500000|[1089, 72, 9, 27]                                                          |  | used linear model with 129 points | iterate success | actual_k=4
      10|[1.0178222327214639, 0.0066689623555084, 0.0065130473348706, 0.0115230038180927, 0.4415738795053032, 0.0197793647343312, 0.8070569563567659, 0.0219487926193851, 0.2260956744187028, 0.0153347783374596, 2.67938646614677, 0.0290868799211501, 0.7959005620426974, 0.027355099075587, 2.268319021734186, 0.0280270540776884, 14.348670624132973, 0.0869416679958327, 12.159635801131493, 0.0663635547370775, 0.2631143929709898, 0.0186539223372826, 0.2579227626819819, 0.0268092605342163, 1.1633843263277164, 0.0302342360878143, 0.1875853173424633, 0.0190091249677433, 0.1165438022417484, 0.0138637015609915, 3.7432898379846837, 0.0411465013524958, 0.8393844137735332, 0.0316428590466118, 0.1477354008023546, 0.0188562546369427, 0.3791615216701773, 0.0223126503914777, 0.9249986872433364, 0.0227940434874195, 0.2688444791563452, 0.019044627368386, 2.069976253272815, 0.0198094964782111, 1.939777559623644, 0.0375831562867324, 1.493224141759372, 0.0331725043243713, 0.4807001172309107, 0.0309770141156562, 0.4957817876294723, 0.0200289669906752, 0.3231094737731594, 0.0179939340566118, 0.836785834775238, 0.0160491567782758, 0.4505803931190731, 0.0295014498800813, 0.4909831450365264, 0.0190579330611444, 0.9870950413608435, 0.0234411393294408, -0.0301330883140535, 0.0123697575419937, 0.2737223198626576, 0.0133634315556458]|1630417.8962638906668872|      0.06250000|[1210, 80, 10, 30]                                                         |  | used linear model with 129 points | iterate failure | actual_k=4
      11|[1.0178222327214639, 0.0066689623555084, 0.0065130473348706, 0.0115230038180927, 0.4415738795053032, 0.0197793647343312, 0.8070569563567659, 0.0219487926193851, 0.2260956744187028, 0.0153347783374596, 2.67938646614677, 0.0290868799211501, 0.7959005620426974, 0.027355099075587, 2.268319021734186, 0.0280270540776884, 14.348670624132973, 0.0869416679958327, 12.159635801131493, 0.0663635547370775, 0.2631143929709898, 0.0186539223372826, 0.2579227626819819, 0.0268092605342163, 1.1633843263277164, 0.0302342360878143, 0.1875853173424633, 0.0190091249677433, 0.1165438022417484, 0.0138637015609915, 3.7432898379846837, 0.0411465013524958, 0.8393844137735332, 0.0316428590466118, 0.1477354008023546, 0.0188562546369427, 0.3791615216701773, 0.0223126503914777, 0.9249986872433364, 0.0227940434874195, 0.2688444791563452, 0.019044627368386, 2.069976253272815, 0.0198094964782111, 1.939777559623644, 0.0375831562867324, 1.493224141759372, 0.0331725043243713, 0.4807001172309107, 0.0309770141156562, 0.4957817876294723, 0.0200289669906752, 0.3231094737731594, 0.0179939340566118, 0.836785834775238, 0.0160491567782758, 0.4505803931190731, 0.0295014498800813, 0.4909831450365264, 0.0190579330611444, 0.9870950413608435, 0.0234411393294408, -0.0301330883140535, 0.0123697575419937, 0.2737223198626576, 0.0133634315556458]|1630417.8962638906668872|      0.03125000|[1331, 88, 11, 33]                                                         |  | used linear model with 129 points | iterate failure | actual_k=4
