k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3747608510206323, 0.0797097741379494, -0.0042303831779627, 0.3412320035225484, 0.2813866372207639, 0.2369410768586448, 0.1407435514404741, -0.1597386728195356, -0.3424087566627911, 0.0291294355983492, 0.0997352961073708, -0.0846682215845635, 0.0930648967271542, -0.2868811541177661, 0.1484124693134855, 0.0725495600858697, -0.0584382508010381, 0.1477148093683798, -0.1459989671901181, 0.3529908814816612, -0.1685677771185949, 0.3210467821473014]| 13.9616117477416992|      2.00000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[1.4483937338975885, -0.3256756138052187, -0.500199472465415, 1.0691492808655203, 0.7491345130123113, 0.049448453089658, 0.5372712752040432, -0.1969089448519463, -0.4400391402984133, 0.0355974020137697, -0.0466454798423349, -0.2037103880204452, 0.7122020896921293, -0.3192658670864128, -0.1463539872189259, -0.2884303267562612, -0.2024034096173246, 0.2898630367091436, -0.2644622008358601, 0.8694325891363641, -0.8889589737435486, 0.2362978136904164]| 12.4698038101196289|      4.00000000|[53, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       3|[1.4483937338975885, -0.3256756138052187, -0.500199472465415, 1.0691492808655203, 0.7491345130123113, 0.049448453089658, 0.5372712752040432, -0.1969089448519463, -0.4400391402984133, 0.0355974020137697, -0.0466454798423349, -0.2037103880204452, 0.7122020896921293, -0.3192658670864128, -0.1463539872189259, -0.2884303267562612, -0.2024034096173246, 0.2898630367091436, -0.2644622008358601, 0.8694325891363641, -0.8889589737435486, 0.2362978136904164]| 12.4698038101196289|      2.00000000|[79, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       4|[1.4483937338975885, -0.3256756138052187, -0.500199472465415, 1.0691492808655203, 0.7491345130123113, 0.049448453089658, 0.5372712752040432, -0.1969089448519463, -0.4400391402984133, 0.0355974020137697, -0.0466454798423349, -0.2037103880204452, 0.7122020896921293, -0.3192658670864128, -0.1463539872189259, -0.2884303267562612, -0.2024034096173246, 0.2898630367091436, -0.2644622008358601, 0.8694325891363641, -0.8889589737435486, 0.2362978136904164]| 12.4698038101196289|      1.00000000|[105, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       5|[1.9968199664961257, -0.2253026786659663, -0.451831948747962, 1.582221304744953, 0.5861840331482483, 0.30225586386313, 0.7086754379981102, -0.1809637912621541, -0.5431899944327633, -0.012664217199186, 0.1043976833014811, -0.0279887944857755, 0.8742608570529538, -0.2889362711591559, 0.1175494905389815, -0.0927618979853845, -0.3201692080806195, 0.3953889215713841, -0.1614291246984281, 1.1124268351170457, -0.8138159323477174, 0.2735140004975975]| 12.1490859985351562|      2.00000000|[131, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[1.9968199664961257, -0.2253026786659663, -0.451831948747962, 1.582221304744953, 0.5861840331482483, 0.30225586386313, 0.7086754379981102, -0.1809637912621541, -0.5431899944327633, -0.012664217199186, 0.1043976833014811, -0.0279887944857755, 0.8742608570529538, -0.2889362711591559, 0.1175494905389815, -0.0927618979853845, -0.3201692080806195, 0.3953889215713841, -0.1614291246984281, 1.1124268351170457, -0.8138159323477174, 0.2735140004975975]| 12.1490859985351562|      1.00000000|[157, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       7|[1.9968199664961257, -0.2253026786659663, -0.451831948747962, 1.582221304744953, 0.5861840331482483, 0.30225586386313, 0.7086754379981102, -0.1809637912621541, -0.5431899944327633, -0.012664217199186, 0.1043976833014811, -0.0279887944857755, 0.8742608570529538, -0.2889362711591559, 0.1175494905389815, -0.0927618979853845, -0.3201692080806195, 0.3953889215713841, -0.1614291246984281, 1.1124268351170457, -0.8138159323477174, 0.2735140004975975]| 12.1490859985351562|      0.50000000|[184, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       8|[1.9968199664961257, -0.2253026786659663, -0.451831948747962, 1.582221304744953, 0.5861840331482483, 0.30225586386313, 0.7086754379981102, -0.1809637912621541, -0.5431899944327633, -0.012664217199186, 0.1043976833014811, -0.0279887944857755, 0.8742608570529538, -0.2889362711591559, 0.1175494905389815, -0.0927618979853845, -0.3201692080806195, 0.3953889215713841, -0.1614291246984281, 1.1124268351170457, -0.8138159323477174, 0.2735140004975975]| 12.1490859985351562|      0.25000000|[212, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       9|[1.9968199664961257, -0.2253026786659663, -0.451831948747962, 1.582221304744953, 0.5861840331482483, 0.30225586386313, 0.7086754379981102, -0.1809637912621541, -0.5431899944327633, -0.012664217199186, 0.1043976833014811, -0.0279887944857755, 0.8742608570529538, -0.2889362711591559, 0.1175494905389815, -0.0927618979853845, -0.3201692080806195, 0.3953889215713841, -0.1614291246984281, 1.1124268351170457, -0.8138159323477174, 0.2735140004975975]| 12.1490859985351562|      0.12500000|[238, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      10|[1.9968199664961257, -0.2253026786659663, -0.451831948747962, 1.582221304744953, 0.5861840331482483, 0.30225586386313, 0.7086754379981102, -0.1809637912621541, -0.5431899944327633, -0.012664217199186, 0.1043976833014811, -0.0279887944857755, 0.8742608570529538, -0.2889362711591559, 0.1175494905389815, -0.0927618979853845, -0.3201692080806195, 0.3953889215713841, -0.1614291246984281, 1.1124268351170457, -0.8138159323477174, 0.2735140004975975]| 12.1490859985351562|      0.06250000|[264, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      11|[2.005402612870498, -0.2370249753153838, -0.441688109516257, 1.617363587627219, 0.5713230639851581, 0.2957104733288304, 0.7232978241978584, -0.1670589508739816, -0.5430038627386592, -0.0067651655074557, 0.1048277454181894, -0.0331647164577067, 0.8672885023987604, -0.2898327504315667, 0.1040175449961665, -0.1024118754781691, -0.3174754406624461, 0.4203748585039804, -0.1831166332131461, 1.1153926085239836, -0.8004647603416573, 0.2703459633658007]| 12.1469469070434570|      0.12500000|[290, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
