k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.50000000|[176, 12, 0, 3]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.25000000|[350, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.12500000|[525, 36, 0, 9]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.06250000|[700, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[0.68767445, 0.02, 0.66517383, 0.02, 0.61846733, 0.02, 1.3259634929, 0.02, 0.0031397524, 0.02, 1.2514485797, 0.02, 0.22808479, 0.02, 1.2292780682, 0.02, 4.5930868164, 0.02, 4.4542869847, 0.02, 0.081623463, 0.02, 0.24488622, 0.02, 0.71655957, 0.02, 0.2054035, 0.02, -0.06417439, 0.02, 1.4012533731, 0.02, 0.24229792, 0.02, 0.062398552, 0.02, 0.022390123, 0.02, 0.42469106, 0.02, 0.2663842, 0.02, 0.83631104, 0.02, 1.0284154369, 0.02, 0.79861676, 0.02, 0.24565285, 0.02, 0.50446046, 0.02, 0.27424189, 0.02, 0.38503953, 0.02, 0.16687777, 0.02, 0.29610949, 0.02, 0.18555224, 0.02, 0.0061555539, 0.02, 0.16187381, 0.02]|491558.0020187626359984|      0.03125000|[874, 60, 0, 15]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[0.6855995255181424, 0.0208118046796612, 0.6653003504077114, 0.0153231741354619, 0.6183979561291382, 0.0189416825935509, 1.327246361392804, 0.0263091439011073, 0.0050783599776903, 0.022845600805756, 1.2540609623195564, 0.0199679445721483, 0.2326529065061458, 0.0229423205254894, 1.2234478804039144, 0.0237516016543204, 4.591740119586648, 0.0347529818848248, 4.45586646304139, 0.0343687685693531, 0.0838815155935218, 0.0190374001545162, 0.2432995751975044, 0.0215747931090065, 0.7111688565677576, 0.0164049828236647, 0.203184777519748, 0.0187744644223075, -0.0603125828591561, 0.0214489398787787, 1.3976306656529385, 0.0203928616212099, 0.2411407388358633, 0.0124721846978104, 0.06089947859062, 0.023149052691464, 0.0181694995914794, 0.0185192959006292, 0.4243485009411146, 0.0171977712957959, 0.2674975794577014, 0.0155092008161537, 0.836906198967508, 0.0199518939562596, 1.026685958107491, 0.0207972280106236, 0.8016119265133338, 0.0262621572340902, 0.2491371850584906, 0.0238292970945698, 0.5004272845407309, 0.0205357274883194, 0.2707625338265127, 0.0181189964441, 0.3827063557686218, 0.0173471262235659, 0.1681312491674767, 0.0234709855588941, 0.2916728985760708, 0.0183203224490969, 0.1875852137401305, 0.0190268063024185, 0.005115055662497, 0.0223903153309032, 0.1627830091904993, 0.0208285248430151]|359840.5625000000000000|      0.06250000|[992, 68, 0, 17]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[0.6855995255181424, 0.0208118046796612, 0.6653003504077114, 0.0153231741354619, 0.6183979561291382, 0.0189416825935509, 1.327246361392804, 0.0263091439011073, 0.0050783599776903, 0.022845600805756, 1.2540609623195564, 0.0199679445721483, 0.2326529065061458, 0.0229423205254894, 1.2234478804039144, 0.0237516016543204, 4.591740119586648, 0.0347529818848248, 4.45586646304139, 0.0343687685693531, 0.0838815155935218, 0.0190374001545162, 0.2432995751975044, 0.0215747931090065, 0.7111688565677576, 0.0164049828236647, 0.203184777519748, 0.0187744644223075, -0.0603125828591561, 0.0214489398787787, 1.3976306656529385, 0.0203928616212099, 0.2411407388358633, 0.0124721846978104, 0.06089947859062, 0.023149052691464, 0.0181694995914794, 0.0185192959006292, 0.4243485009411146, 0.0171977712957959, 0.2674975794577014, 0.0155092008161537, 0.836906198967508, 0.0199518939562596, 1.026685958107491, 0.0207972280106236, 0.8016119265133338, 0.0262621572340902, 0.2491371850584906, 0.0238292970945698, 0.5004272845407309, 0.0205357274883194, 0.2707625338265127, 0.0181189964441, 0.3827063557686218, 0.0173471262235659, 0.1681312491674767, 0.0234709855588941, 0.2916728985760708, 0.0183203224490969, 0.1875852137401305, 0.0190268063024185, 0.005115055662497, 0.0223903153309032, 0.1627830091904993, 0.0208285248430151]|359840.5625000000000000|      0.03125000|[1167, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 119 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[0.6838077831856539, 0.0227555013593834, 0.6610753511677632, 0.0155199773324218, 0.6135587858319451, 0.0183524245099367, 1.3288984549991953, 0.0277894181806336, 0.0052594199946084, 0.0193825375971569, 1.2552942207842033, 0.0240331063334265, 0.2318301523865628, 0.0153366777164562, 1.2237117609723136, 0.0240752732322697, 4.5947449021135265, 0.05093420059442, 4.452305510739219, 0.049655685918779, 0.0832716486797225, 0.0230894956132485, 0.2413696414150717, 0.0249908863435412, 0.7097890464701165, 0.0195623745474397, 0.2065580256428474, 0.0187817125012718, -0.0630764679761653, 0.0222977376121309, 1.3974057722585778, 0.0237428868630696, 0.2387811203931693, 0.0146566180630437, 0.0574797930135303, 0.0254730749627202, 0.0207966595669622, 0.0208178367605565, 0.4241834730029835, 0.0152261080076237, 0.2656601402335306, 0.017136126833285, 0.8357443991133381, 0.0179261639316153, 1.0269192168307568, 0.0254520235036819, 0.7991852798391224, 0.0269136920452486, 0.2420173373721527, 0.0255585293101338, 0.5013248306991334, 0.0210779128439326, 0.2676955161270657, 0.0180345908712325, 0.3877594041019444, 0.0181253353514229, 0.1692581947587216, 0.0254754631224094, 0.2932442711588572, 0.015752652123283, 0.1910725038880297, 0.0145348659199819, 0.0094046659003456, 0.0229252008964194, 0.1610552877936057, 0.0203950938765328]|306733.3125000000000000|      0.06250000|[1284, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
       9|[0.6838077831856539, 0.0227555013593834, 0.6610753511677632, 0.0155199773324218, 0.6135587858319451, 0.0183524245099367, 1.3288984549991953, 0.0277894181806336, 0.0052594199946084, 0.0193825375971569, 1.2552942207842033, 0.0240331063334265, 0.2318301523865628, 0.0153366777164562, 1.2237117609723136, 0.0240752732322697, 4.5947449021135265, 0.05093420059442, 4.452305510739219, 0.049655685918779, 0.0832716486797225, 0.0230894956132485, 0.2413696414150717, 0.0249908863435412, 0.7097890464701165, 0.0195623745474397, 0.2065580256428474, 0.0187817125012718, -0.0630764679761653, 0.0222977376121309, 1.3974057722585778, 0.0237428868630696, 0.2387811203931693, 0.0146566180630437, 0.0574797930135303, 0.0254730749627202, 0.0207966595669622, 0.0208178367605565, 0.4241834730029835, 0.0152261080076237, 0.2656601402335306, 0.017136126833285, 0.8357443991133381, 0.0179261639316153, 1.0269192168307568, 0.0254520235036819, 0.7991852798391224, 0.0269136920452486, 0.2420173373721527, 0.0255585293101338, 0.5013248306991334, 0.0210779128439326, 0.2676955161270657, 0.0180345908712325, 0.3877594041019444, 0.0181253353514229, 0.1692581947587216, 0.0254754631224094, 0.2932442711588572, 0.015752652123283, 0.1910725038880297, 0.0145348659199819, 0.0094046659003456, 0.0229252008964194, 0.1610552877936057, 0.0203950938765328]|306733.3125000000000000|      0.03125000|[1458, 100, 0, 25]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 118 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[0.682985040961371, 0.0238297085718342, 0.6586753737953742, 0.0173651850499663, 0.6126129294040581, 0.0195017191736498, 1.3302884692649568, 0.0309346098986954, 0.0060526156151193, 0.0167043750787403, 1.2494330247530145, 0.0241984330961965, 0.2288304095991856, 0.0160924919790309, 1.2198838181959581, 0.0302440029684161, 4.599183573387931, 0.0569670595722659, 4.454959818994774, 0.0614137785187125, 0.0849179456522088, 0.0191952245191189, 0.2404173570729916, 0.0223579411362395, 0.7088833085670149, 0.0239865543396968, 0.2053068803287083, 0.0181386538948535, -0.0604295601951437, 0.0175798998271769, 1.4002109747264087, 0.0244745614541534, 0.2379212402809, 0.015863824160609, 0.0585559180537731, 0.0222675656366387, 0.0181790032899164, 0.0178262561538695, 0.4152246191704645, 0.0184520687337597, 0.2592615232227958, 0.0183419350673992, 0.840103384200383, 0.029016565721401, 1.0244293628466625, 0.0316717262889459, 0.7941361864430263, 0.0334580140129071, 0.240130249929387, 0.0235835586958105, 0.503331751033124, 0.0204779779222375, 0.2615634839995469, 0.020139540702787, 0.3879189860641172, 0.0185094929298357, 0.1711979260344229, 0.0283108776595958, 0.2979998352646532, 0.012744472321589, 0.1950525791082894, 0.0150223573887636, 0.0061515167452136, 0.0230026189928999, 0.1582133189451127, 0.0235497226583]|285367.0000000000000000|      0.06250000|[1575, 108, 0, 27]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
