k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       2|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.25000000|[26, 8, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
       3|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.12500000|[39, 12, 3, 6]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       4|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.06250000|[52, 16, 4, 8]                                                             |  | used linear model with 17 points | iterate failure | actual_k=4
       5|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.03125000|[65, 20, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       6|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.01562500|[78, 24, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       7|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00781250|[91, 28, 7, 14]                                                            |  | used linear model with 17 points | iterate failure | actual_k=4
       8|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00390625|[104, 32, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
       9|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00195312|[117, 36, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=4
      10|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00097656|[130, 40, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      11|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00048828|[143, 44, 11, 22]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      12|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00024414|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      13|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00012207|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      14|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |  1.6510732406215207|      0.00006104|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      15|[2.92659110235e-05, -2.1614172163e-06, 0.0100060897239341, 0.0003719962047514, 2.85299381108e-05, 0.0979738395187511, 0.000134206573363, 4.69967658226e-05]|  1.3568565711471745|      0.00012207|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      16|[2.92659110235e-05, -2.1614172163e-06, 0.0100060897239341, 0.0003719962047514, 2.85299381108e-05, 0.0979738395187511, 0.000134206573363, 4.69967658226e-05]|  1.3568565711471745|      0.00006104|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      17|[3.32813509464e-05, 2.4605411217e-06, 0.0100109689326815, 0.0003792228756897, 4.22392016622e-05, 0.0979746357604004, 0.0001910912829413, 3.33101117662e-05]|  1.1768656873449672|      0.00012207|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      18|[3.32813509464e-05, 2.4605411217e-06, 0.0100109689326815, 0.0003792228756897, 4.22392016622e-05, 0.0979746357604004, 0.0001910912829413, 3.33101117662e-05]|  1.1768656873449672|      0.00006104|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      19|[3.32813509464e-05, 2.4605411217e-06, 0.0100109689326815, 0.0003792228756897, 4.22392016622e-05, 0.0979746357604004, 0.0001910912829413, 3.33101117662e-05]|  1.1768656873449672|      0.00003052|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      20|[2.11290814311e-05, 6.3200467631e-06, 0.0100099605724678, 0.0003738198952642, 4.55368749143e-05, 0.0979760734874192, 0.0001687458910383, 4.83527811267e-05]|  0.8665568022108224|      0.00006104|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      21|[2.11290814311e-05, 6.3200467631e-06, 0.0100099605724678, 0.0003738198952642, 4.55368749143e-05, 0.0979760734874192, 0.0001687458910383, 4.83527811267e-05]|  0.8665568022108224|      0.00003052|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      22|[2.11290814311e-05, 6.3200467631e-06, 0.0100099605724678, 0.0003738198952642, 4.55368749143e-05, 0.0979760734874192, 0.0001687458910383, 4.83527811267e-05]|  0.8665568022108224|      0.00001526|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      23|[1.9223047825e-05, 6.457117429e-06, 0.0100136454725991, 0.0003777787090663, 3.90380121812e-05, 0.0979781021751408, 0.0001669841013133, 3.60860170158e-05]|  0.7740628801460919|      0.00003052|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      24|[1.9223047825e-05, 6.457117429e-06, 0.0100136454725991, 0.0003777787090663, 3.90380121812e-05, 0.0979781021751408, 0.0001669841013133, 3.60860170158e-05]|  0.7740628801460919|      0.00001526|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      25|[1.9223047825e-05, 6.457117429e-06, 0.0100136454725991, 0.0003777787090663, 3.90380121812e-05, 0.0979781021751408, 0.0001669841013133, 3.60860170158e-05]|  0.7740628801460919|      0.00000763|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      26|[1.9223047825e-05, 6.457117429e-06, 0.0100136454725991, 0.0003777787090663, 3.90380121812e-05, 0.0979781021751408, 0.0001669841013133, 3.60860170158e-05]|  0.7740628801460919|      0.00000381|[338, 104, 26, 52]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      27|[1.9223047825e-05, 6.457117429e-06, 0.0100136454725991, 0.0003777787090663, 3.90380121812e-05, 0.0979781021751408, 0.0001669841013133, 3.60860170158e-05]|  0.7740628801460919|      0.00000191|[351, 108, 27, 54]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      28|[1.91485692611e-05, 6.1192174771e-06, 0.010013690287511, 0.0003766042643318, 3.94933712237e-05, 0.0979774744279096, 0.0001668365035844, 3.73163515349e-05]|  0.7737214918064390|      0.00000381|[364, 112, 28, 56]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      29|[1.91485692611e-05, 6.1192174771e-06, 0.010013690287511, 0.0003766042643318, 3.94933712237e-05, 0.0979774744279096, 0.0001668365035844, 3.73163515349e-05]|  0.7737214918064390|      0.00000191|[377, 116, 29, 58]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      30|[1.97215316976e-05, 5.8758654884e-06, 0.0100142725617656, 0.0003753502622583, 3.86372509173e-05, 0.0979769658751216, 0.0001663496532967, 3.69842114513e-05]|  0.7728740535273607|      0.00000381|[390, 120, 30, 60]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      31|[1.97215316976e-05, 5.8758654884e-06, 0.0100142725617656, 0.0003753502622583, 3.86372509173e-05, 0.0979769658751216, 0.0001663496532967, 3.69842114513e-05]|  0.7728740535273607|      0.00000191|[403, 124, 31, 62]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      32|[1.97215316976e-05, 5.8758654884e-06, 0.0100142725617656, 0.0003753502622583, 3.86372509173e-05, 0.0979769658751216, 0.0001663496532967, 3.69842114513e-05]|  0.7728740535273607|      0.00000095|[416, 128, 32, 64]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      33|[1.9980036249e-05, 5.9486876657e-06, 0.0100145161788683, 0.0003754336516249, 3.84145280188e-05, 0.0979774954466337, 0.0001669491591209, 3.6698545141e-05]|  0.7727119485874854|      0.00000191|[429, 132, 33, 66]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      34|[1.9980036249e-05, 5.9486876657e-06, 0.0100145161788683, 0.0003754336516249, 3.84145280188e-05, 0.0979774954466337, 0.0001669491591209, 3.6698545141e-05]|  0.7727119485874854|      0.00000095|[442, 136, 34, 68]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      35|[1.99113766642e-05, 6.1698025163e-06, 0.0100143280941941, 0.0003746948312352, 3.82616857098e-05, 0.0979774686926308, 0.000166652929396, 3.62950246644e-05]|  0.7724899330589505|      0.00000191|[455, 140, 35, 70]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      36|[1.99113766642e-05, 6.1698025163e-06, 0.0100143280941941, 0.0003746948312352, 3.82616857098e-05, 0.0979774686926308, 0.000166652929396, 3.62950246644e-05]|  0.7724899330589505|      0.00000095|[468, 144, 36, 72]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      37|[1.99113766642e-05, 6.1698025163e-06, 0.0100143280941941, 0.0003746948312352, 3.82616857098e-05, 0.0979774686926308, 0.000166652929396, 3.62950246644e-05]|  0.7724899330589505|      0.00000048|[481, 148, 37, 74]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      38|[1.99175975078e-05, 6.2515022608e-06, 0.010014303415443, 0.0003745517767378, 3.80750099932e-05, 0.0979775570205452, 0.0001667068741157, 3.66874871745e-05]|  0.7722995198032487|      0.00000095|[494, 152, 38, 76]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      39|[1.98389620681e-05, 6.6545596059e-06, 0.0100145196229704, 0.0003742221544219, 3.74132099681e-05, 0.0979775117941371, 0.0001670795782408, 3.67682727783e-05]|  0.7721479203619033|      0.00000191|[507, 156, 39, 78]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      40|[1.98389620681e-05, 6.6545596059e-06, 0.0100145196229704, 0.0003742221544219, 3.74132099681e-05, 0.0979775117941371, 0.0001670795782408, 3.67682727783e-05]|  0.7721479203619033|      0.00000095|[520, 160, 40, 80]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
