k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]|110181.7759999999834690|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0287761041943115, -1.0224692638583965, -0.6984250478339649, -1.063961419357419, -0.885508453719345, -0.950859961262817, -0.8018497296254883, -0.9274662335071281, -1.0005275596775425, -1.0914622553993096, -0.9294695116572529, -1.0891252775550504, -0.8684319431945167, -0.8131484735237564, -0.9879006269779718, -1.0413412827714028, -0.8228664357213669, -1.0422772046657205, -0.8852863610007159, -1.0167481261950446, -0.9237306492619881, -0.9852032254740627, -0.9520198824078109, -0.9225382017224577, -0.9254156698144989, -0.9001279149589518, -0.9999133481810248, -0.9990701136268535, -0.902142964242475, -0.6932178062437344, -0.9040157829869755, -0.9325373496589501, -1.1491262985777098, -0.3908940225946702, -0.9527386009604247, -0.7138531306784165, -1.0070565087076402, -0.9144101807745911, -0.9161695773516593, -0.8558079067564632, -0.8655169704911074, -0.9659080914346886, -0.9336529826407793, -0.9248050970269013, -0.9359794245497549, -0.9196059522765474, -0.8894938991911838, -0.974552205692954, -0.9101669030239028, -0.9694889199943878]|52838.9257812500000000|      2.00000000|[141, 48, 0, 3]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | iterate success | actual_k=16
       2|[-1.0287761041943115, -1.0224692638583965, -0.6984250478339649, -1.063961419357419, -0.885508453719345, -0.950859961262817, -0.8018497296254883, -0.9274662335071281, -1.0005275596775425, -1.0914622553993096, -0.9294695116572529, -1.0891252775550504, -0.8684319431945167, -0.8131484735237564, -0.9879006269779718, -1.0413412827714028, -0.8228664357213669, -1.0422772046657205, -0.8852863610007159, -1.0167481261950446, -0.9237306492619881, -0.9852032254740627, -0.9520198824078109, -0.9225382017224577, -0.9254156698144989, -0.9001279149589518, -0.9999133481810248, -0.9990701136268535, -0.902142964242475, -0.6932178062437344, -0.9040157829869755, -0.9325373496589501, -1.1491262985777098, -0.3908940225946702, -0.9527386009604247, -0.7138531306784165, -1.0070565087076402, -0.9144101807745911, -0.9161695773516593, -0.8558079067564632, -0.8655169704911074, -0.9659080914346886, -0.9336529826407793, -0.9248050970269013, -0.9359794245497549, -0.9196059522765474, -0.8894938991911838, -0.974552205692954, -0.9101669030239028, -0.9694889199943878]|52838.9257812500000000|      1.00000000|[282, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       3|[-1.0044066015477129, -0.8764434985807672, -0.4982227870056823, -1.021479403481621, -0.775290496839692, -1.0001597240450006, -0.599028673658894, -0.7178016831057491, -1.0708670082387766, -0.8217268289236899, -0.8104386270125982, -1.1109127990417318, -0.7686359826971946, -0.8298074569055981, -0.8557351563686113, -0.7111075415003429, -0.7527781217959041, -0.8291119417285373, -0.706248171277201, -0.9718199465400115, -0.7358111820992524, -0.856095546178549, -1.0615929239893194, -0.9483505385930798, -0.8426349883465876, -0.6007343004616184, -0.9613718965621532, -0.9850809094331009, -0.7981757925048748, -0.5134516334358081, -0.7850817034818613, -0.8301262427821414, -1.0543058715806886, -0.2424292586581727, -0.868137884391143, -0.6541754164471184, -1.1211645372955414, -0.9201687658142558, -0.6595763920703468, -0.8865190991632453, -0.9371404143951003, -0.8409583145079227, -0.8854817503700635, -0.9479283316226987, -0.6578580963279845, -0.8973718405781498, -0.9811884087902488, -0.7535426680119358, -0.8234119125075944, -0.9016945057834466]|34631.5000000000000000|      2.00000000|[422, 144, 0, 9]                                                           |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | iterate success | actual_k=16
       4|[-1.0044066015477129, -0.8764434985807672, -0.4982227870056823, -1.021479403481621, -0.775290496839692, -1.0001597240450006, -0.599028673658894, -0.7178016831057491, -1.0708670082387766, -0.8217268289236899, -0.8104386270125982, -1.1109127990417318, -0.7686359826971946, -0.8298074569055981, -0.8557351563686113, -0.7111075415003429, -0.7527781217959041, -0.8291119417285373, -0.706248171277201, -0.9718199465400115, -0.7358111820992524, -0.856095546178549, -1.0615929239893194, -0.9483505385930798, -0.8426349883465876, -0.6007343004616184, -0.9613718965621532, -0.9850809094331009, -0.7981757925048748, -0.5134516334358081, -0.7850817034818613, -0.8301262427821414, -1.0543058715806886, -0.2424292586581727, -0.868137884391143, -0.6541754164471184, -1.1211645372955414, -0.9201687658142558, -0.6595763920703468, -0.8865190991632453, -0.9371404143951003, -0.8409583145079227, -0.8854817503700635, -0.9479283316226987, -0.6578580963279845, -0.8973718405781498, -0.9811884087902488, -0.7535426680119358, -0.8234119125075944, -0.9016945057834466]|34631.5000000000000000|      1.00000000|[561, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 94 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       5|[-0.852745397194409, -0.6779696166528815, -0.0742031821217219, -0.8795102043571197, -0.7388408650848184, -1.0786014286532843, -0.7460215637679743, -0.8213838777022203, -0.945343099430044, -0.8503341232108993, -0.6076121878618799, -0.8479832621136936, -0.7098113226513357, -0.7386156996075366, -0.917336865424725, -0.7061101424829838, -0.7742180130708077, -1.025639514880048, -0.592415270608025, -0.888537891018257, -0.5471356301936632, -0.9159618032823297, -1.21668187421397, -1.0643670794243143, -0.7809578929437223, -0.3400754110777096, -0.918229382147231, -0.7460254336909097, -0.8678130402200988, -0.3550747954072519, -0.8457284225034971, -0.8404218097877513, -1.0380233615608168, -0.3139364326434806, -0.7524791967640231, -0.5175419956607564, -1.1615092039308361, -1.0131528245071175, -0.535079167987653, -0.7845839723380114, -0.6449804682214892, -0.7215189929029999, -0.9474521598411055, -0.9831510197572155, -0.5140702519461698, -0.7967047410078604, -0.8784253447404983, -0.7888702140907227, -0.9116309257780606, -0.7387091131709541]|24209.5371093750000000|      2.00000000|[701, 240, 0, 15]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 96 points | iterate success | actual_k=16
       6|[-0.852745397194409, -0.6779696166528815, -0.0742031821217219, -0.8795102043571197, -0.7388408650848184, -1.0786014286532843, -0.7460215637679743, -0.8213838777022203, -0.945343099430044, -0.8503341232108993, -0.6076121878618799, -0.8479832621136936, -0.7098113226513357, -0.7386156996075366, -0.917336865424725, -0.7061101424829838, -0.7742180130708077, -1.025639514880048, -0.592415270608025, -0.888537891018257, -0.5471356301936632, -0.9159618032823297, -1.21668187421397, -1.0643670794243143, -0.7809578929437223, -0.3400754110777096, -0.918229382147231, -0.7460254336909097, -0.8678130402200988, -0.3550747954072519, -0.8457284225034971, -0.8404218097877513, -1.0380233615608168, -0.3139364326434806, -0.7524791967640231, -0.5175419956607564, -1.1615092039308361, -1.0131528245071175, -0.535079167987653, -0.7845839723380114, -0.6449804682214892, -0.7215189929029999, -0.9474521598411055, -0.9831510197572155, -0.5140702519461698, -0.7967047410078604, -0.8784253447404983, -0.7888702140907227, -0.9116309257780606, -0.7387091131709541]|24209.5371093750000000|      1.00000000|[841, 288, 0, 18]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 96 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       7|[-0.8122365396516023, -0.6800211290861048, -0.0574744551360636, -1.0294685161965453, -0.6252138738703958, -1.0875852165290205, -0.4650156951919382, -1.1202167622339194, -0.8835275999633756, -0.9151273160743782, -0.5403193979885015, -0.7474067491769693, -0.6072364307626396, -0.6793685429406489, -0.9416226680500864, -0.6492053312769621, -0.6408661927400999, -1.1749462733128246, -0.3870351862532865, -0.725832092684966, -0.1707029097544979, -0.9903805516379766, -1.2104622378741738, -0.9406642656144198, -0.828046278324334, -0.4273679290805695, -0.7489094096038662, -0.7552335426298858, -0.6205438477999689, -0.229387926887915, -0.8521142627298222, -0.898210586501671, -0.9797951121726446, -0.0740263371456377, -0.6952114711984961, -0.5727657261109362, -1.0140760573371286, -0.851488258303976, -0.5390539172305963, -0.6450135516352302, -0.4994503234976324, -0.5764645954846183, -0.734260282328428, -0.9542578994299181, -0.6281350219819557, -0.5875358552548857, -0.9120017812073287, -0.8566664618904818, -0.6769511405207829, -0.5874618388187457]|17888.4882812500000000|      2.00000000|[981, 336, 0, 21]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | iterate success | actual_k=16
       8|[-0.8122365396516023, -0.6800211290861048, -0.0574744551360636, -1.0294685161965453, -0.6252138738703958, -1.0875852165290205, -0.4650156951919382, -1.1202167622339194, -0.8835275999633756, -0.9151273160743782, -0.5403193979885015, -0.7474067491769693, -0.6072364307626396, -0.6793685429406489, -0.9416226680500864, -0.6492053312769621, -0.6408661927400999, -1.1749462733128246, -0.3870351862532865, -0.725832092684966, -0.1707029097544979, -0.9903805516379766, -1.2104622378741738, -0.9406642656144198, -0.828046278324334, -0.4273679290805695, -0.7489094096038662, -0.7552335426298858, -0.6205438477999689, -0.229387926887915, -0.8521142627298222, -0.898210586501671, -0.9797951121726446, -0.0740263371456377, -0.6952114711984961, -0.5727657261109362, -1.0140760573371286, -0.851488258303976, -0.5390539172305963, -0.6450135516352302, -0.4994503234976324, -0.5764645954846183, -0.734260282328428, -0.9542578994299181, -0.6281350219819557, -0.5875358552548857, -0.9120017812073287, -0.8566664618904818, -0.6769511405207829, -0.5874618388187457]|17888.4882812500000000|      1.00000000|[1121, 384, 0, 24]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       9|[-0.9274771311366946, -0.6732595129514869, -0.018688826273046, -0.7598140602798886, -0.2200000240573814, -1.0844904761119176, -0.4854161976482496, -1.082069913696845, -0.8118872212045586, -0.8571151463466005, -0.6480719243913963, -0.7026352980269639, -0.647373251346085, -0.6924627118649663, -0.936729721878381, -0.7507098455106044, -0.4739909517048154, -1.1002318497547743, -0.385421224765636, -0.5892948100399594, -0.1608127313145625, -1.0749322628598235, -1.1215051171426995, -1.161208360024336, -0.6743819123287027, -0.4386111506063696, -0.5967108206436326, -0.3802528607207792, -0.4309832943072834, -0.0955433938196368, -0.8213509356566242, -1.0021708509287615, -0.7042769894403432, -0.1498323154292017, -0.613567790606435, -0.4906119574754291, -0.8841840102922851, -0.8783651108554528, -0.3357940480087351, -0.6032045162370243, -0.5364661703956483, -0.4523332415194293, -0.4539890321127171, -1.028588192431042, -0.6359005414882877, -0.5464341797638372, -0.7725207374092776, -0.64808672652527, -0.7735812175201255, -0.4755136791841884]|14076.6015625000000000|      2.00000000|[1260, 432, 0, 27]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | iterate success | actual_k=16
      10|[-0.9274771311366946, -0.6732595129514869, -0.018688826273046, -0.7598140602798886, -0.2200000240573814, -1.0844904761119176, -0.4854161976482496, -1.082069913696845, -0.8118872212045586, -0.8571151463466005, -0.6480719243913963, -0.7026352980269639, -0.647373251346085, -0.6924627118649663, -0.936729721878381, -0.7507098455106044, -0.4739909517048154, -1.1002318497547743, -0.385421224765636, -0.5892948100399594, -0.1608127313145625, -1.0749322628598235, -1.1215051171426995, -1.161208360024336, -0.6743819123287027, -0.4386111506063696, -0.5967108206436326, -0.3802528607207792, -0.4309832943072834, -0.0955433938196368, -0.8213509356566242, -1.0021708509287615, -0.7042769894403432, -0.1498323154292017, -0.613567790606435, -0.4906119574754291, -0.8841840102922851, -0.8783651108554528, -0.3357940480087351, -0.6032045162370243, -0.5364661703956483, -0.4523332415194293, -0.4539890321127171, -1.028588192431042, -0.6359005414882877, -0.5464341797638372, -0.7725207374092776, -0.64808672652527, -0.7735812175201255, -0.4755136791841884]|14076.6015625000000000|      1.00000000|[1400, 480, 0, 30]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 95 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      11|[-1.090068084405948, -0.9381078364052526, -0.1033916548938403, -0.7876452654357805, -0.1809768791184921, -0.965903803838313, -0.4376148447475985, -1.063466050630238, -0.863867799634346, -0.5978603719734681, -0.6172577503505279, -0.7106689523785531, -0.6809966344029557, -0.4910038610074741, -0.8179942405406871, -0.6162896832642794, -0.3396435570239955, -1.0575351438649558, -0.4136351641030829, -0.372446928092016, -0.1308881793824705, -1.1584289308898148, -1.0606923167734001, -0.9028188910021795, -0.2913168824400357, -0.3222795678873154, -0.5619212709579912, -0.3153089532602713, -0.3993925724931187, -0.1906200528887638, -0.8768289753276987, -0.8501100572558264, -0.5954960512814025, -0.0908540167170197, -0.3187586696464154, -0.5089891105522621, -0.9194125449396678, -0.54950870483832, -0.3618148960097575, -0.5348158093217605, -0.3581259231786927, -0.3433032947262443, -0.2767330131726828, -1.057832461777095, -0.4760969890571377, -0.450428367424323, -0.6151911498506575, -0.5112123477869157, -0.7028663597221599, -0.386245766141847]|9485.8564453125000000|      2.00000000|[1538, 528, 0, 33]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 94 points | iterate success | actual_k=16
      12|[-1.090068084405948, -0.9381078364052526, -0.1033916548938403, -0.7876452654357805, -0.1809768791184921, -0.965903803838313, -0.4376148447475985, -1.063466050630238, -0.863867799634346, -0.5978603719734681, -0.6172577503505279, -0.7106689523785531, -0.6809966344029557, -0.4910038610074741, -0.8179942405406871, -0.6162896832642794, -0.3396435570239955, -1.0575351438649558, -0.4136351641030829, -0.372446928092016, -0.1308881793824705, -1.1584289308898148, -1.0606923167734001, -0.9028188910021795, -0.2913168824400357, -0.3222795678873154, -0.5619212709579912, -0.3153089532602713, -0.3993925724931187, -0.1906200528887638, -0.8768289753276987, -0.8501100572558264, -0.5954960512814025, -0.0908540167170197, -0.3187586696464154, -0.5089891105522621, -0.9194125449396678, -0.54950870483832, -0.3618148960097575, -0.5348158093217605, -0.3581259231786927, -0.3433032947262443, -0.2767330131726828, -1.057832461777095, -0.4760969890571377, -0.450428367424323, -0.6151911498506575, -0.5112123477869157, -0.7028663597221599, -0.386245766141847]|9485.8564453125000000|      1.00000000|[1677, 576, 0, 36]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 94 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      13|[-1.1072206378791807, -0.7197848434668611, 0.0325025723558446, -0.698431010010574, -0.2115767149324052, -1.0458613598729465, -0.3171395331029963, -0.9338334766697677, -0.4787369691315982, -0.7722767349509633, -0.5110946247492867, -0.5141670290106857, -0.5146369591306804, -0.3932252711157577, -0.902777572034303, -0.5423733734183234, -0.3822847101918523, -1.0354509145209172, -0.6057053616958094, -0.5295928796974931, 0.0333957016334016, -1.1172399554508847, -0.8981645177910247, -0.8633171893678309, -0.2864715451262184, -0.2801390834212412, -0.6698555062978746, -0.2939294228745752, -0.2419041714056392, -0.0192704276411929, -0.6566962085830095, -0.79256372704779, -0.6477305462979712, -0.0920067470817239, -0.2820728802449677, -0.30249040030186, -0.6376265355781823, -0.5173135126270711, -0.5647902264389126, -0.5036453053092598, -0.2057601396879441, -0.2745247254623778, -0.3193300348346525, -0.8163881874534262, -0.311597345850872, -0.2442892382794402, -0.5374048913838972, -0.5572780722997145, -0.5249127215538174, -0.4219897391820462]|5834.5585937500000000|      2.00000000|[1817, 624, 0, 39]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 96 points | iterate success | actual_k=16
