k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.50000000|[121, 8, 1, 3]                                                             |  | used linear model with 129 points | iterate failure | actual_k=4
       2|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.25000000|[242, 16, 2, 6]                                                            |  | used linear model with 129 points | iterate failure | actual_k=4
       3|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.12500000|[363, 24, 3, 9]                                                            |  | used linear model with 129 points | iterate failure | actual_k=4
       4|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.06250000|[484, 32, 4, 12]                                                           |  | used linear model with 129 points | iterate failure | actual_k=4
       5|[1.0215400678, 0.02, 0.0128719128, 0.02, 0.4292206739, 0.02, 0.8009548574, 0.02, 0.2202801749, 0.02, 2.6915110182, 0.02, 0.8064571417, 0.02, 2.2686398843, 0.02, 14.352901162, 0.02, 12.161699758, 0.02, 0.276676662, 0.02, 0.2434602195, 0.02, 1.1650863975, 0.02, 0.1774572413, 0.02, 0.1153950601, 0.02, 3.7470242328, 0.02, 0.833501062, 0.02, 0.1588345259, 0.02, 0.3867741611, 0.02, 0.9231772721, 0.02, 0.2596415821, 0.02, 2.0709635713, 0.02, 1.944950803, 0.02, 1.4841998492, 0.02, 0.4816362663, 0.02, 0.4934043524, 0.02, 0.3289805969, 0.02, 0.8399929759, 0.02, 0.4600450055, 0.02, 0.4909424311, 0.02, 0.9861479337, 0.02, -0.017883084, 0.02, 0.2654081509, 0.02]|3557546.8214740874245763|      0.03125000|[605, 40, 5, 15]                                                           |  | used linear model with 129 points | iterate failure | actual_k=4
       6|[1.0225823126931226, 0.0214724926777905, 0.012739250885059, 0.0213389453259141, 0.4264753659567406, 0.0236462740183352, 0.8025054899984855, 0.0168800812997347, 0.2186574526141063, 0.0206566308290403, 2.6927568180955133, 0.022320514766951, 0.8055146970867826, 0.0242276527850772, 2.270914248561354, 0.0176365042721944, 14.351910227249867, 0.0424582132987864, 12.1598506650534, 0.0354819849817559, 0.2781347625170212, 0.0190365071835025, 0.2420364802166826, 0.0195853498288935, 1.1656775735832303, 0.0247638368456074, 0.1774420125191901, 0.0191646481215955, 0.1169916003687524, 0.0202061513763285, 3.746545631687702, 0.0197551190876191, 0.8355390155528511, 0.0198557101835787, 0.1603071011381615, 0.0211056540759615, 0.3855740560999035, 0.0215896339903173, 0.923538461935223, 0.0185933232625971, 0.2580048234891813, 0.0168082840606027, 2.0727238702820374, 0.0256424234629831, 1.9419860743685173, 0.0211477619940649, 1.4842227676269109, 0.0205396673467323, 0.4827406483502616, 0.0195576407963151, 0.4920860634807523, 0.0165251826162258, 0.3279481023800329, 0.0184145845245614, 0.8435768909348038, 0.0205761538029003, 0.4604055039185436, 0.0201945200275972, 0.4940319405913047, 0.0188362691911468, 0.9856325705249146, 0.0195412217705727, -0.0168663469725239, 0.0206921233748693, 0.2644565320152549, 0.0209376747130029]|2251808.7346662911586463|      0.06250000|[726, 48, 6, 18]                                                           |  | used linear model with 129 points | iterate success | actual_k=4
       7|[1.0225823126931226, 0.0214724926777905, 0.012739250885059, 0.0213389453259141, 0.4264753659567406, 0.0236462740183352, 0.8025054899984855, 0.0168800812997347, 0.2186574526141063, 0.0206566308290403, 2.6927568180955133, 0.022320514766951, 0.8055146970867826, 0.0242276527850772, 2.270914248561354, 0.0176365042721944, 14.351910227249867, 0.0424582132987864, 12.1598506650534, 0.0354819849817559, 0.2781347625170212, 0.0190365071835025, 0.2420364802166826, 0.0195853498288935, 1.1656775735832303, 0.0247638368456074, 0.1774420125191901, 0.0191646481215955, 0.1169916003687524, 0.0202061513763285, 3.746545631687702, 0.0197551190876191, 0.8355390155528511, 0.0198557101835787, 0.1603071011381615, 0.0211056540759615, 0.3855740560999035, 0.0215896339903173, 0.923538461935223, 0.0185933232625971, 0.2580048234891813, 0.0168082840606027, 2.0727238702820374, 0.0256424234629831, 1.9419860743685173, 0.0211477619940649, 1.4842227676269109, 0.0205396673467323, 0.4827406483502616, 0.0195576407963151, 0.4920860634807523, 0.0165251826162258, 0.3279481023800329, 0.0184145845245614, 0.8435768909348038, 0.0205761538029003, 0.4604055039185436, 0.0201945200275972, 0.4940319405913047, 0.0188362691911468, 0.9856325705249146, 0.0195412217705727, -0.0168663469725239, 0.0206921233748693, 0.2644565320152549, 0.0209376747130029]|2251808.7346662911586463|      0.03125000|[847, 56, 7, 21]                                                           |  | used linear model with 129 points | iterate failure | actual_k=4
       8|[1.0251604807275196, 0.0218677484099537, 0.0106306531412554, 0.0230577126972228, 0.4240854415176879, 0.0248231502166038, 0.8012476720285965, 0.0165500294934236, 0.2189128013613336, 0.0194473179947983, 2.691189680535931, 0.0259529216752062, 0.803724783939822, 0.0225049590529405, 2.2681563593450047, 0.0189075632872491, 14.350631669194382, 0.0606479725173306, 12.161683374060754, 0.0564218733360063, 0.2804315241646982, 0.0184156569009743, 0.2438031378425075, 0.0184069489320323, 1.1661886724707418, 0.0256383440332711, 0.1759356198170878, 0.0188354716290508, 0.1165254580658829, 0.017603985078732, 3.747532304418486, 0.0272196825371304, 0.8353006641915298, 0.0179759152904988, 0.1583590186135434, 0.0189907248624654, 0.3845033428748287, 0.0234455347262143, 0.923654837806689, 0.0178097207006521, 0.2578678734328575, 0.0155135180179076, 2.0698845634419936, 0.0275317777348584, 1.9418336411698172, 0.0213111991081264, 1.4832301380022606, 0.0208374447404019, 0.4816596260712573, 0.0201160557051334, 0.493640102351165, 0.0134383110043805, 0.3301175584933211, 0.0163404961710245, 0.8441913638912422, 0.0219722864242307, 0.4614423501859177, 0.0218849750640675, 0.4931886386116059, 0.0196286917510391, 0.9870465667574575, 0.0202658749500511, -0.0171204449815983, 0.0215542005964587, 0.2636196031648753, 0.0228905497372165]|1832362.6198738878592849|      0.06250000|[968, 64, 8, 24]                                                           |  | used linear model with 129 points | iterate success | actual_k=4
       9|[1.0251604807275196, 0.0218677484099537, 0.0106306531412554, 0.0230577126972228, 0.4240854415176879, 0.0248231502166038, 0.8012476720285965, 0.0165500294934236, 0.2189128013613336, 0.0194473179947983, 2.691189680535931, 0.0259529216752062, 0.803724783939822, 0.0225049590529405, 2.2681563593450047, 0.0189075632872491, 14.350631669194382, 0.0606479725173306, 12.161683374060754, 0.0564218733360063, 0.2804315241646982, 0.0184156569009743, 0.2438031378425075, 0.0184069489320323, 1.1661886724707418, 0.0256383440332711, 0.1759356198170878, 0.0188354716290508, 0.1165254580658829, 0.017603985078732, 3.747532304418486, 0.0272196825371304, 0.8353006641915298, 0.0179759152904988, 0.1583590186135434, 0.0189907248624654, 0.3845033428748287, 0.0234455347262143, 0.923654837806689, 0.0178097207006521, 0.2578678734328575, 0.0155135180179076, 2.0698845634419936, 0.0275317777348584, 1.9418336411698172, 0.0213111991081264, 1.4832301380022606, 0.0208374447404019, 0.4816596260712573, 0.0201160557051334, 0.493640102351165, 0.0134383110043805, 0.3301175584933211, 0.0163404961710245, 0.8441913638912422, 0.0219722864242307, 0.4614423501859177, 0.0218849750640675, 0.4931886386116059, 0.0196286917510391, 0.9870465667574575, 0.0202658749500511, -0.0171204449815983, 0.0215542005964587, 0.2636196031648753, 0.0228905497372165]|1832362.6198738878592849|      0.03125000|[1089, 72, 9, 27]                                                          |  | used linear model with 129 points | iterate failure | actual_k=4
      10|[1.0226737285659617, 0.0237186595564543, 0.010785895691569, 0.0241562853843141, 0.4241624206757704, 0.0260197352152098, 0.8009227714804023, 0.0170776730755021, 0.2199079171630305, 0.0186011164330548, 2.6927035360671643, 0.0327360882407162, 0.8010472991881066, 0.022475138262649, 2.2665433441406146, 0.024631854273099, 14.34924647033612, 0.0808308158272761, 12.158861245900402, 0.0713198858713233, 0.2773703980688792, 0.0224137638013942, 0.2464770565230156, 0.0191583269953422, 1.1662600219390817, 0.0252133601263852, 0.1768683574490662, 0.0148171067970034, 0.1193714293433454, 0.0185628489327929, 3.746636786612437, 0.0356430425813034, 0.8380731962923536, 0.018859060721779, 0.1560516813978074, 0.018098932702131, 0.3830584647817238, 0.0236316714113164, 0.9227713330847042, 0.0204222388379857, 0.2563519534734007, 0.0179642299398591, 2.0698891292530894, 0.0298824838801408, 1.9412072452461635, 0.023613556441979, 1.4824843060310007, 0.0239860627619258, 0.4812938224411423, 0.0217074433618705, 0.492136085516473, 0.0176741517076041, 0.3314305390935747, 0.0137283757185171, 0.8434859620809027, 0.023648743654871, 0.4638003490097669, 0.0225063182847352, 0.492438940780787, 0.0203136807568991, 0.9856336637726911, 0.0196837780435327, -0.0169427303556696, 0.0222133597920074, 0.2640000560281165, 0.0214184492545769]|1627537.4027878628112376|      0.06250000|[1210, 80, 10, 30]                                                         |  | used linear model with 129 points | iterate success | actual_k=4
      11|[1.0226737285659617, 0.0237186595564543, 0.010785895691569, 0.0241562853843141, 0.4241624206757704, 0.0260197352152098, 0.8009227714804023, 0.0170776730755021, 0.2199079171630305, 0.0186011164330548, 2.6927035360671643, 0.0327360882407162, 0.8010472991881066, 0.022475138262649, 2.2665433441406146, 0.024631854273099, 14.34924647033612, 0.0808308158272761, 12.158861245900402, 0.0713198858713233, 0.2773703980688792, 0.0224137638013942, 0.2464770565230156, 0.0191583269953422, 1.1662600219390817, 0.0252133601263852, 0.1768683574490662, 0.0148171067970034, 0.1193714293433454, 0.0185628489327929, 3.746636786612437, 0.0356430425813034, 0.8380731962923536, 0.018859060721779, 0.1560516813978074, 0.018098932702131, 0.3830584647817238, 0.0236316714113164, 0.9227713330847042, 0.0204222388379857, 0.2563519534734007, 0.0179642299398591, 2.0698891292530894, 0.0298824838801408, 1.9412072452461635, 0.023613556441979, 1.4824843060310007, 0.0239860627619258, 0.4812938224411423, 0.0217074433618705, 0.492136085516473, 0.0176741517076041, 0.3314305390935747, 0.0137283757185171, 0.8434859620809027, 0.023648743654871, 0.4638003490097669, 0.0225063182847352, 0.492438940780787, 0.0203136807568991, 0.9856336637726911, 0.0196837780435327, -0.0169427303556696, 0.0222133597920074, 0.2640000560281165, 0.0214184492545769]|1627537.4027878628112376|      0.03125000|[1331, 88, 11, 33]                                                         |  | used linear model with 129 points | iterate failure | actual_k=4
