k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       2|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.25000000|[30, 4, 2, 4]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       3|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.12500000|[45, 6, 3, 6]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
       4|[-3.99617115369787, -0.0015085707075304, 3.9833154482997033, 0.02842339658468, -1.9903367090916388, -0.0796330002497268]|  6.3391583942825740|      0.25000000|[60, 8, 4, 8]                                                              |  | used linear model with 17 points | iterate success | actual_k=2
       5|[-3.99617115369787, -0.0015085707075304, 3.9833154482997033, 0.02842339658468, -1.9903367090916388, -0.0796330002497268]|  6.3391583942825740|      0.12500000|[75, 10, 5, 10]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       6|[-3.99617115369787, -0.0015085707075304, 3.9833154482997033, 0.02842339658468, -1.9903367090916388, -0.0796330002497268]|  6.3391583942825740|      0.06250000|[90, 12, 6, 12]                                                            |  | used linear model with 17 points | iterate failure | actual_k=2
       7|[-4.013328605017988, -0.0510491307807894, 3.9714974120110167, 0.0488235911051386, -1.9974436316162283, -0.1031119803353652]|  0.6519136459580471|      0.12500000|[105, 14, 7, 14]                                                           |  | used linear model with 17 points | iterate success | actual_k=2
       8|[-4.013328605017988, -0.0510491307807894, 3.9714974120110167, 0.0488235911051386, -1.9974436316162283, -0.1031119803353652]|  0.6519136459580471|      0.06250000|[120, 16, 8, 16]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
       9|[-4.013328605017988, -0.0510491307807894, 3.9714974120110167, 0.0488235911051386, -1.9974436316162283, -0.1031119803353652]|  0.6519136459580471|      0.03125000|[135, 18, 9, 18]                                                           |  | used linear model with 17 points | iterate failure | actual_k=2
      10|[-4.013328605017988, -0.0510491307807894, 3.9714974120110167, 0.0488235911051386, -1.9974436316162283, -0.1031119803353652]|  0.6519136459580471|      0.01562500|[150, 20, 10, 20]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      11|[-4.017497177418076, -0.0529840496286043, 3.971496502125935, 0.0345192504634234, -1.9936478278727694, -0.1051113377612965]|  0.5001452307806543|      0.03125000|[165, 22, 11, 22]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      12|[-4.017497177418076, -0.0529840496286043, 3.971496502125935, 0.0345192504634234, -1.9936478278727694, -0.1051113377612965]|  0.5001452307806543|      0.01562500|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[-4.00906805560755, -0.0609399435218734, 3.9675990492353237, 0.0275355909559633, -1.9869020333394332, -0.1056830893032124]|  0.4207230292937730|      0.03125000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      14|[-4.00906805560755, -0.0609399435218734, 3.9675990492353237, 0.0275355909559633, -1.9869020333394332, -0.1056830893032124]|  0.4207230292937730|      0.01562500|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[-4.00906805560755, -0.0609399435218734, 3.9675990492353237, 0.0275355909559633, -1.9869020333394332, -0.1056830893032124]|  0.4207230292937730|      0.00781250|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[-4.00906805560755, -0.0609399435218734, 3.9675990492353237, 0.0275355909559633, -1.9869020333394332, -0.1056830893032124]|  0.4207230292937730|      0.00390625|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[-4.00906805560755, -0.0609399435218734, 3.9675990492353237, 0.0275355909559633, -1.9869020333394332, -0.1056830893032124]|  0.4207230292937730|      0.00195312|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[-4.009181427901136, -0.0622962407893165, 3.967650787054674, 0.026137640557815, -1.98686941506062, -0.1057486304448824]|  0.4120079461235113|      0.00390625|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      19|[-4.008860129724194, -0.0649818232705097, 3.9673537687306943, 0.0240117707276901, -1.9850733976344392, -0.1060802661880438]|  0.4023434378906593|      0.00781250|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      20|[-4.008030700347386, -0.0694566148388906, 3.9652031978147018, 0.0180794578614369, -1.9847947348782256, -0.1054256675026596]|  0.3927402425728063|      0.01562500|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[-4.008030700347386, -0.0694566148388906, 3.9652031978147018, 0.0180794578614369, -1.9847947348782256, -0.1054256675026596]|  0.3927402425728063|      0.00781250|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[-4.008030700347386, -0.0694566148388906, 3.9652031978147018, 0.0180794578614369, -1.9847947348782256, -0.1054256675026596]|  0.3927402425728063|      0.00390625|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[-4.008030700347386, -0.0694566148388906, 3.9652031978147018, 0.0180794578614369, -1.9847947348782256, -0.1054256675026596]|  0.3927402425728063|      0.00195312|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[-4.008030700347386, -0.0694566148388906, 3.9652031978147018, 0.0180794578614369, -1.9847947348782256, -0.1054256675026596]|  0.3927402425728063|      0.00097656|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[-4.008034340509864, -0.0686471214835648, 3.965297291701597, 0.0177458177137352, -1.9846777652056773, -0.105020044202908]|  0.3916351591998475|      0.00195312|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      26|[-4.008034340509864, -0.0686471214835648, 3.965297291701597, 0.0177458177137352, -1.9846777652056773, -0.105020044202908]|  0.3916351591998475|      0.00097656|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[-4.008034340509864, -0.0686471214835648, 3.965297291701597, 0.0177458177137352, -1.9846777652056773, -0.105020044202908]|  0.3916351591998475|      0.00048828|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[-4.008034340509864, -0.0686471214835648, 3.965297291701597, 0.0177458177137352, -1.9846777652056773, -0.105020044202908]|  0.3916351591998475|      0.00024414|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      29|[-4.007999212113714, -0.0688041411955718, 3.965364545270892, 0.017911189142805, -1.9846409532357234, -0.1050421705973997]|  0.3915792648354402|      0.00048828|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      30|[-4.007999212113714, -0.0688041411955718, 3.965364545270892, 0.017911189142805, -1.9846409532357234, -0.1050421705973997]|  0.3915792648354402|      0.00024414|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
